trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,entry_industry,execution_open,execution_price,stock_entry_gap_log,market_entry_gap_log,excess_entry_gap_log,excess_entry_gap_simple,intraday_fill_premium,action_count,false_breakout,oriented_order,mfe,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason
EXTENDED_2018_2021:300184.SZ-001,EXTENDED_2018_2021,300184.SZ,2021-10-15,2021-10-18,2021,其他电子Ⅱ,7,7,-0.0056980211146376667,0.0015667980636172103,-0.0072648191782548766,-0.0072384941667994682,0,0,True,0.77777777777777757,0.062857142857142903,-0.1417182817182816,-25719.217999999993,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
EXTENDED_2018_2021:300188.SZ-001,EXTENDED_2018_2021,300188.SZ,2018-08-29,2018-08-30,2018,软件开发,19.25,19.25,-0.0046644292913551547,-0.0010613682020017322,-0.0036030610893534225,-0.0035965778535821703,0,0,True,0.5,0,-0.034659885568976402,-3339.3500000000058,2,MARKET_MA20_X2
EXTENDED_2018_2021:300194.SZ-001,EXTENDED_2018_2021,300194.SZ,2020-09-02,2020-09-03,2020,化学制药,6.5999999999999996,6.5999999999999996,0.0045558165358606613,-0.0028040726839825541,0.0073598892198432153,0.0073870397719868692,0,0,True,0.33333333333333331,0.083333333333333301,-0.11507030197354071,-15574.099000000006,6,SET_REMOVAL
EXTENDED_2018_2021:300212.SZ-001,EXTENDED_2018_2021,300212.SZ,2019-02-25,2019-02-26,2019,IT服务Ⅱ,23.23,23.23,0.00043057051257231073,0.0041533197315270611,-0.0037227492189547502,-0.0037158283789287131,0,0,False,-0.45454545454545442,0.30434782608695632,0.1728511454291482,18588.313999999998,22,MARKET_MA20_X2
EXTENDED_2018_2021:300226.SZ-001,EXTENDED_2018_2021,300226.SZ,2020-06-17,2020-06-18,2020,软件开发,71.469999999999999,71.469999999999999,-0.00041966846807440378,-0.00032727547382062989,-9.2392994253773881e-05,-9.2388726152528851e-05,0,0,False,-0.61538461538461542,0.26850426752483542,0.069636953224472303,7971.0879999999888,26,MARKET_MA20_X2
EXTENDED_2018_2021:300227.SZ-001,EXTENDED_2018_2021,300227.SZ,2020-06-08,2020-06-09,2020,自动化设备,9.2799999999999994,9.2799999999999994,-0.010718216220024147,0.0017538860612916999,-0.012472102281315848,-0.012394647954150744,0,0,True,0.5,0.0398706896551725,-0.061587536995760202,-7520.6999999999825,4,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
EXTENDED_2018_2021:300232.SZ-001,EXTENDED_2018_2021,300232.SZ,2019-12-16,2019-12-17,2019,光学光电子,9.8100000000000005,9.8100000000000005,-0.010142074764624703,0.0015752073793874899,-0.011717282144012194,-0.011648902130142641,0,0,False,-0.6428571428571429,0.25076452599388371,0.0082837150817298005,992.40300000000127,28,MARKET_EMERGENCY_X0.96
EXTENDED_2018_2021:300241.SZ-001,EXTENDED_2018_2021,300241.SZ,2021-06-30,2021-07-01,2021,光学光电子,7.3700000000000001,7.3700000000000001,0,0.0024133594568723688,-0.0024133594568723688,-0.0024104496462153784,0,0,False,-0.84210526315789447,0.93758480325644478,0.59822075436982025,95109.819000000003,19,MARKET_MA20_X2
EXTENDED_2018_2021:300251.SZ-001,EXTENDED_2018_2021,300251.SZ,2019-11-14,2019-11-15,2019,影视院线,9.5700000000000003,9.5700000000000003,-0.0041710175173383006,-0.00031328606001914056,-0.0038577314573191601,-0.0038502999706187609,0,0,False,-0.5,0.045977011494252602,0.027201638486904801,3153.0179999999964,2,MARKET_MA20_X2
EXTENDED_2018_2021:300251.SZ-002,EXTENDED_2018_2021,300251.SZ,2021-11-24,2021-11-25,2021,影视院线,10.57,10.57,0.00094652160403087824,-0.0010979470289285893,0.0020444686329594676,0.0020465599839460226,0,0,False,-0.66666666666666663,0.034058656575212502,0.012191599869324801,2163,9,MARKET_MA20_X2
EXTENDED_2018_2021:300271.SZ-001,EXTENDED_2018_2021,300271.SZ,2019-02-11,2019-02-12,2019,IT服务Ⅱ,15.800000000000001,15.800000000000001,0,0.00078161840922227823,-0.00078161840922227823,-0.00078131302512325401,0,0,False,-0.625,0.44936708860759472,0.30579003897119672,29501.516000000003,32,MARKET_MA20_X2
EXTENDED_2018_2021:300271.SZ-002,EXTENDED_2018_2021,300271.SZ,2019-10-28,2019-10-29,2019,IT服务Ⅱ,22.899999999999999,22.899999999999999,-0.014307636222123872,0.00028999891762411084,-0.014597635139747982,-0.014491606214759298,0,0,True,-0.45454545454545442,0.014410480349345001,-0.042784687963987302,-5293.132999999978,11,MARKET_MA20_X2
EXTENDED_2018_2021:300271.SZ-003,EXTENDED_2018_2021,300271.SZ,2019-11-19,2019-11-20,2019,IT服务Ⅱ,23.780000000000001,23.780000000000001,-0.0029393260717144134,-0.00045101500178975994,-0.0024883110699246533,-0.0024852177901469991,0,0,True,0.75,0.048780487804878002,-0.0253994976476614,-3021.9270000000001,4,MARKET_MA20_X2
