trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,industry,peer20_count,peer60_count,stock_ret20,stock_ret60,peer20_mean,peer20_median,peer60_mean,peer60_median,industry_market_relative20,stock_industry_residual20,industry_market_relative20_median,stock_industry_residual20_median,industry_market_relative60,stock_industry_residual60,outcome_class,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,2025-02-11,2025-02-12,2025,电网设备,14,14,0.18235294117647061,0.029449423815620657,0.11572347414134555,0.086965536109709918,0.089621061742270455,0.069363978340042154,0.0010512875619346496,0.066629467035125053,-0.027706650469700986,0.095387405066760689,0.134150058694819,-0.060171637926649799,ordinary_loser,False,False,True,False,0.063749999999999904,-0.0144885411204569,-2192.4520000000002
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,2024-05-09,2024-05-10,2024,医疗器械,15,15,0.12445414847161551,0.1793893129770987,0.16483536517621367,0.13948497854077258,0.24907423388939093,0.22116182572614074,0.11770488439711177,-0.040381216704598155,0.092354497761670679,-0.015030830069157064,0.061163964813081895,-0.069684920912292225,ordinary_loser,False,False,True,False,0.076375404530744304,-0.0015255864263252999,-158.07899999999609
DEVELOPMENT_2024_2025:300003.SZ-002,DEVELOPMENT_2024_2025,300003.SZ,2025-06-04,2025-06-05,2025,医疗器械,14,14,0.2366345311130591,0.20908311910882604,0.11025420264591675,0.068675211228805155,0.092294610904567378,0.083626182767716606,0.082965433372697447,0.12638032846714237,0.041386441955585856,0.16795931988425394,0.14231247884213982,0.11678850820425866,ordinary_loser,False,False,True,False,0.054093567251461902,-0.046051858781275101,-7585.3190000000013
DEVELOPMENT_2024_2025:300009.SZ-001,DEVELOPMENT_2024_2025,300009.SZ,2025-05-29,2025-05-30,2025,生物制品,6,6,0.14217651963314393,0.072547939303808207,0.1033085329710683,0.075474833231982452,0.066391203241146154,-0.0005446488667831817,0.034902819712483907,0.038867986662075624,0.0070691199733980553,0.066701686401161475,0.10327534700464762,0.0061567360626620521,ordinary_loser,False,False,True,False,0.061590145576707701,-0.056748144633203802,-9030.2169999999824
DEVELOPMENT_2024_2025:300014.SZ-001,DEVELOPMENT_2024_2025,300014.SZ,2025-03-03,2025-03-04,2025,电池,31,31,0.19577960140679984,0.062942892872030809,0.2208321489970769,0.20311070448307489,0.11061989796244749,0.036560595802302309,0.15803124693267651,-0.025052547590277058,0.1403098024186745,-0.0073311030762750473,0.075240590102271868,-0.047677005090416683,ordinary_loser,False,False,True,False,0.053793657165796802,-0.019569871082470498,-3024.0219999999972
DEVELOPMENT_2024_2025:300033.SZ-001,DEVELOPMENT_2024_2025,300033.SZ,2024-09-24,2024-09-25,2024,软件开发,33,33,0.19843587069864443,0.10829315332690403,0.19534946417953925,0.1378173425651168,0.13915379265590228,0.081745543945912491,0.15744263294701114,0.0030864065191051893,0.099910511332588686,0.060618528133527638,0.17985614171680048,-0.030860639328998241,extreme_winner,True,True,False,False,1.8731752594717743,1.247462435463448,118387.68799999999
DEVELOPMENT_2024_2025:300035.SZ-001,DEVELOPMENT_2024_2025,300035.SZ,2025-02-27,2025-02-28,2025,电池,30,30,0.086608927381745415,0.069508196721311144,0.22772335914819339,0.20569258150477243,0.12795997858782526,0.043159867965279486,0.10971303255228979,-0.14111443176644797,0.087682254908868829,-0.11908365412302702,0.037115723126464828,-0.058451781866514119,ordinary_winner,False,False,False,False,0.1927710843373493,0.0283020685866344,4567.6489999999912
DEVELOPMENT_2024_2025:300035.SZ-002,DEVELOPMENT_2024_2025,300035.SZ,2025-08-29,2025-09-01,2025,电池,36,36,0.31513647642679943,0.45504461221688408,0.14036548571463026,0.14544349378741339,0.36988641521021964,0.26713355980570941,-0.025385528942252933,0.17477099071216917,-0.020307520869469797,0.16969298263938604,0.067170185469794308,0.085158197006664438,ordinary_winner,False,False,False,False,0.1770244821092278,0.062491234787958601,11055.120000000015
DEVELOPMENT_2024_2025:300043.SZ-001,DEVELOPMENT_2024_2025,300043.SZ,2024-08-30,2024-09-02,2024,游戏Ⅱ,9,9,0.17094017094017122,0.25688073394495348,0.037874322666487062,0.020172910662824339,0.032124676121608867,0.025316455696203111,0.065478006907874364,0.13306584827368417,0.047776594904211642,0.15076726027734688,0.11510970968381519,0.22475605782334462,ordinary_loser,False,False,True,False,0.0111524163568773,-0.0502285818270947,-4841.9499999999971
DEVELOPMENT_2024_2025:300054.SZ-001,DEVELOPMENT_2024_2025,300054.SZ,2024-04-26,2024-04-29,2024,电子化学品Ⅱ,9,9,0.066028708133971659,0.1939978563772784,-0.0016230183087649773,-0.01133391455972077,-0.015198525848859687,-0.044444444444443953,-0.010769456303487978,0.067651726442736634,-0.020480352554443769,0.077362622693692429,-0.058274282508652041,0.20919638222613809,ordinary_loser,False,False,True,False,0.085982982534706598,-0.012575144328340501,-1266.0979999999836
