trade_id,baseline_block,symbol,sessions_before_entry,anchor_date,feature_available_at,snapshot_id,relative_strength20,realized_vol20,range_width20,downside_amount_share20,higher_low10,lower_high10,distance_to_prior_high20,amount_ratio5_to_prior15,average_amount20,entry_year,outcome_class,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,60,2024-11-11,2024-11-11T15:00:00,PITB-80B916173F29877FD683,-0.10472149413420426,0.30058172204420591,0.12679628064243467,0.40504695422427062,0.0027752099217827849,0.06250723870035324,-0.038553997677860406,1.4192626691760519,553583541.92400002,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,40,2024-12-09,2024-12-09T15:00:00,PITB-80B916173F29877FD683,-0.014999389557642941,0.31884799145698184,0.13279497532525794,0.43269771964799003,-0.028158081961866019,-0.07445101998107144,-0.10144978314348792,0.62579594236812419,414265622.98000002,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,20,2025-01-07,2025-01-07T15:00:00,PITB-80B916173F29877FD683,0.051079010303304417,0.33477466136303147,0.15673076923076956,0.43609154041819181,-0.079508906616136521,-0.0081388326754469765,-0.11949097800153984,0.93174444066130224,340551548.37349999,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,10,2025-01-21,2025-01-21T15:00:00,PITB-80B916173F29877FD683,0.11640613213025397,0.38796158182424828,0.17656903765690349,0.37422496719950021,0.001485516490066831,0.048278000265790738,-0.020704673361691166,2.115108994676961,385999044.727,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,5,2025-02-05,2025-02-05T15:00:00,PITB-80B916173F29877FD683,0.075048062603710983,0.38028032246927407,0.18057338468121492,0.42949955722800576,0.096300769286020743,0.066507671757451772,-0.043129983748389396,1.0251291757704941,408404044.09400004,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,3,2025-02-07,2025-02-07T15:00:00,PITB-80B916173F29877FD683,0.07004814063696152,0.30246839158469946,0.17627401837928122,0.32722151517542936,0.10837875104576103,0.045271770816864371,-0.019032432169328855,1.0430091383743698,412474667.93599999,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,1,2025-02-11,2025-02-11T15:00:00,PITB-80B916173F29877FD683,0.058946112391899633,0.26947789157457902,0.1882255389718073,0.27299161261520416,0.13538519035000054,0.014242356715543168,-0.011541760440171234,1.104155990926635,434654146.28599995,2025,ordinary_loser,False,False,True,False,0.063749999999999904,-0.014488541120456999,-2192.4520000000002
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,60,2024-02-01,2024-02-01T15:00:00,PITB-80B916173F29877FD683,0.0071237576401510239,0.28838650147694844,0.21214450422751735,0.73938324076483131,-0.061258880887215018,-0.103667751817306,-0.20749523448420965,0.91237088287842194,202144064.52450004,2024,ordinary_loser,False,False,True,False,0.076375404530744304,-0.0015255864263253999,-158.07899999999609
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,40,2024-03-08,2024-03-08T15:00:00,PITB-80B916173F29877FD683,-0.01612192728027978,0.48928721498630434,0.27617079889807156,0.42834855577416886,0.20715433337642603,-0.00064082027184925595,-0.072384725130690664,0.66344191107487893,330140862.11149991,2024,ordinary_loser,False,False,True,False,0.076375404530744304,-0.0015255864263253999,-158.07899999999609
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,20,2024-04-09,2024-04-09T15:00:00,PITB-80B916173F29877FD683,-0.054945703500484284,0.28999064110453343,0.13548387096774209,0.55213342600620008,-0.047388622244143579,-0.075051954337843604,-0.10471514616140304,0.66537370553580588,192335518.80050004,2024,ordinary_loser,False,False,True,False,0.076375404530744304,-0.0015255864263253999,-158.07899999999609
