trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,entry_industry,outcome_class,return_5d,return_10d,return_20d,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,2025-02-11,2025-02-12,2025,电网设备,ordinary_loser,0.03125,0.0079166666666667003,,False,False,True,False,0.063749999999999904,-0.0144885411204569,-2192.4520000000002,19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,2024-05-09,2024-05-10,2024,医疗器械,ordinary_loser,0.0388349514563106,0.0025889967637539998,,False,False,True,False,0.076375404530744304,-0.0015255864263252999,-158.07899999999609,11,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300003.SZ-002,DEVELOPMENT_2024_2025,300003.SZ,2025-06-04,2025-06-05,2025,医疗器械,ordinary_loser,-0.020467836257309802,-0.029970760233917999,,False,False,True,False,0.054093567251461902,-0.046051858781275101,-7585.3190000000013,12,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300009.SZ-001,DEVELOPMENT_2024_2025,300009.SZ,2025-05-29,2025-05-30,2025,生物制品,ordinary_loser,-0.0067189249720044997,0.0022396416573346998,,False,False,True,False,0.061590145576707701,-0.056748144633203802,-9030.2169999999824,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300014.SZ-001,DEVELOPMENT_2024_2025,300014.SZ,2025-03-03,2025-03-04,2025,电池,ordinary_loser,0.0062224006423123,0.0114411882778,,False,False,True,False,0.053793657165796802,-0.019569871082470498,-3024.0219999999972,15,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300033.SZ-001,DEVELOPMENT_2024_2025,300033.SZ,2024-09-24,2024-09-25,2024,软件开发,extreme_winner,0.95738756223103516,0.53497595139650644,0.6783393806429836,True,True,False,False,1.8731752594717743,1.247462435463448,118387.68799999999,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300035.SZ-001,DEVELOPMENT_2024_2025,300035.SZ,2025-02-27,2025-02-28,2025,电池,ordinary_winner,0.056024096385541997,0.0048192771084336001,,False,False,False,False,0.1927710843373493,0.0283020685866344,4567.6489999999912,17,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300035.SZ-002,DEVELOPMENT_2024_2025,300035.SZ,2025-08-29,2025-09-01,2025,电池,ordinary_winner,0.15254237288135589,0.030602636534839901,0.045197740112994302,False,False,False,False,0.1770244821092278,0.062491234787958601,11055.120000000015,26,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300054.SZ-001,DEVELOPMENT_2024_2025,300054.SZ,2024-04-26,2024-04-29,2024,电子化学品Ⅱ,ordinary_loser,0.042991491267353403,0.021047917599641801,,False,False,True,False,0.085982982534706598,-0.012575144328340501,-1266.0979999999836,17,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300057.SZ-001,DEVELOPMENT_2024_2025,300057.SZ,2025-06-23,2025-06-24,2025,工业金属,ordinary_winner,0.026365348399246698,0.060263653483992402,0.069679849340866296,False,False,False,False,0.31826741996233521,0.1389320590939653,22573.446999999996,67,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300072.SZ-001,DEVELOPMENT_2024_2025,300072.SZ,2025-06-23,2025-06-24,2025,化学制品,ordinary_loser,-0.0302197802197803,-0.057692307692307702,-0.0247252747252748,False,False,True,False,0.060439560439560301,-0.050475269518958303,-7591.1899999999905,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300092.SZ-001,DEVELOPMENT_2024_2025,300092.SZ,2025-03-17,2025-03-18,2025,专用设备,ordinary_winner,0.022036474164133599,,,False,False,False,False,0.0372340425531913,0.0048272396296709999,763.07999999998719,5,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300092.SZ-002,DEVELOPMENT_2024_2025,300092.SZ,2025-09-02,2025-09-03,2025,专用设备,ordinary_winner,0.22042042042042051,0.051651651651651802,0,False,False,False,False,0.28168168168168167,0.025152630137252201,4821.7720000000209,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300119.SZ-001,DEVELOPMENT_2024_2025,300119.SZ,2024-04-30,2024-05-06,2024,动物保健Ⅱ,ordinary_loser,0.037349397590361301,0.033734939759035999,,False,False,False,False,0.12409638554216861,-0.0107499507361743,-1124.7730000000138,15,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300128.SZ-001,DEVELOPMENT_2024_2025,300128.SZ,2024-09-25,2024-09-26,2024,电池,extreme_winner,0.17415730337078639,0.2303370786516854,0.61235955056179781,True,True,False,False,0.949438202247191,0.53625026658734531,51213.728000000003,33,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300138.SZ-002,DEVELOPMENT_2024_2025,300138.SZ,2025-06-24,2025-06-25,2025,农产品加工,ordinary_winner,0.037066881547139302,0.11361804995970989,0.062852538275584194,False,False,False,False,0.15713134568896031,0.0615929934900772,9590.0010000000057,33,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300142.SZ-001,DEVELOPMENT_2024_2025,300142.SZ,2025-07-24,2025-07-25,2025,生物制品,ordinary_loser,-0.0682492581602374,-0.031899109792284802,-0.0178041543026706,False,False,True,False,0.057121661721068001,-0.0531461253701518,-9171.9799999999814,26,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300171.SZ-001,DEVELOPMENT_2024_2025,300171.SZ,2025-10-28,2025-10-29,2025,医疗器械,ordinary_winner,0.038321167883211597,0.0133819951338198,,False,False,False,False,0.16058394160583911,0.074797677696125497,12678.305999999991,14,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300182.SZ-001,DEVELOPMENT_2024_2025,300182.SZ,2024-09-24,2024-09-25,2024,影视院线,strong_winner,0.49761904761904763,0.22619047619047619,0.34047619047619038,False,True,False,False,0.56666666666666665,0.22023205536686061,27105.710999999981,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300195.SZ-001,DEVELOPMENT_2024_2025,300195.SZ,2025-11-06,2025-11-07,2025,专用设备,ordinary_winner,0.0090805902383653998,,,False,False,False,False,0.049943246311010103,0.0070644452029241002,1196.1600000000035,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300254.SZ-001,DEVELOPMENT_2024_2025,300254.SZ,2025-06-03,2025-06-04,2025,化学制药,ordinary_loser,-0.0114285714285713,0.0304761904761905,,False,False,False,False,0.13809523809523791,-0.0532844642362474,-8927.1389999999628,13,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300259.SZ-001,DEVELOPMENT_2024_2025,300259.SZ,2025-11-04,2025-11-05,2025,通用设备,ordinary_winner,0.089285714285714093,,,False,False,False,False,0.20535714285714271,0.0272028649202706,4607.6269999999349,9,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300267.SZ-001,DEVELOPMENT_2024_2025,300267.SZ,2025-07-16,2025-07-17,2025,化学制药,ordinary_winner,-0.017291066282420699,0.28818443804034571,0.18155619596541769,False,False,False,False,0.39193083573487031,0.12989393547302841,21329.239000000009,31,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300279.SZ-001,DEVELOPMENT_2024_2025,300279.SZ,2024-12-10,2024-12-11,2024,家电零部件Ⅱ,ordinary_loser,-0.0404312668463611,,,False,False,True,False,0.0714285714285713,-0.0625237296396325,-10077.263000000006,6,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300285.SZ-001,DEVELOPMENT_2024_2025,300285.SZ,2024-05-09,2024-05-10,2024,电子化学品Ⅱ,ordinary_loser,-0.047596153846153899,-0.072115384615384498,,False,False,True,False,0.022596153846153801,-0.070455855376329798,-7329.7290000000066,11,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300286.SZ-001,DEVELOPMENT_2024_2025,300286.SZ,2025-02-17,2025-02-18,2025,电网设备,ordinary_winner,0.0168949771689497,-0.0196347031963469,0.12328767123287671,False,False,False,False,0.22374429223744291,0.054413092014418102,8479.8280000000632,25,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300324.SZ-001,DEVELOPMENT_2024_2025,300324.SZ,2024-09-24,2024-09-25,2024,计算机设备,extreme_winner,0.56066945606694563,0.28870292887029292,0.65271966527196645,True,True,False,False,0.98744769874476956,0.51772510961841478,49544.014999999992,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300327.SZ-001,DEVELOPMENT_2024_2025,300327.SZ,2025-12-10,2025-12-11,2025,半导体,ordinary_loser,-0.066339869281045696,,,False,False,True,False,0.0022875816993463,-0.0725233674727261,-15059.219000000012,7,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300346.SZ-001,DEVELOPMENT_2024_2025,300346.SZ,2025-05-06,2025-05-07,2025,电子化学品Ⅱ,ordinary_loser,-0.070926829268292704,,,False,False,True,False,0.0043902439024388999,-0.085588144798671106,-14064.200000000012,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300348.SZ-001,DEVELOPMENT_2024_2025,300348.SZ,2024-09-24,2024-09-25,2024,软件开发,extreme_winner,0.66107784431137717,0.68622754491017979,1.021556886227545,True,True,False,False,1.6347305389221556,0.88564609043650955,84388.956000000006,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300357.SZ-001,DEVELOPMENT_2024_2025,300357.SZ,2024-05-08,2024-05-09,2024,生物制品,ordinary_loser,-0.043076923076923103,-0.015769230769230699,,False,False,True,False,0.066538461538461602,-0.058729735779193402,-6254.739999999998,12,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300357.SZ-002,DEVELOPMENT_2024_2025,300357.SZ,2025-07-16,2025-07-17,2025,生物制品,ordinary_winner,0.0085504885993484998,0.039902280130293198,0.12296416938110739,False,False,False,False,0.4242671009771985,0.1905215888855307,28256.096999999991,47,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300377.SZ-001,DEVELOPMENT_2024_2025,300377.SZ,2024-09-24,2024-09-25,2024,软件开发,extreme_winner,0.85338865836791133,0.67634854771784214,0.90179806362378956,True,True,False,False,3.8409405255878282,2.2669621966113853,216566.15400000001,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300404.SZ-001,DEVELOPMENT_2024_2025,300404.SZ,2024-12-09,2024-12-10,2024,医疗服务,severe_loser,-0.068117313150425796,,,False,False,True,True,0.0274361400189213,-0.1082956293221551,-18096.084000000003,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300433.SZ-001,DEVELOPMENT_2024_2025,300433.SZ,2024-05-06,2024-05-07,2024,消费电子,ordinary_loser,-0.0027192386131883002,-0.0040788579197824004,,False,False,True,False,0.043507817811012803,-0.0011090623771402,-115.91300000000912,14,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300437.SZ-001,DEVELOPMENT_2024_2025,300437.SZ,2025-11-06,2025-11-07,2025,环境治理,extreme_winner,0.51567656765676584,,,True,True,False,False,0.70874587458745875,0.64933828547689931,109502.11500000001,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300442.SZ-001,DEVELOPMENT_2024_2025,300442.SZ,2024-09-24,2024-09-25,2024,通信服务,strong_winner,0.54148296593186385,0.25689378757515041,0.33625250501002002,False,True,False,False,0.54148296593186385,0.2061023764059581,24940.632000000001,34,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300452.SZ-001,DEVELOPMENT_2024_2025,300452.SZ,2025-06-03,2025-06-04,2025,化学制药,ordinary_loser,-0.0091743119266053993,,,False,False,True,False,0.0061162079510703,-0.039317134902879601,-6274.9139999999898,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300457.SZ-001,DEVELOPMENT_2024_2025,300457.SZ,2025-08-28,2025-08-29,2025,电池,strong_winner,0.1548709408825979,0.15861781848459611,0.45295587010824301,False,True,False,False,0.64404662781015842,0.2369789535163622,42546.338000000018,27,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300459.SZ-001,DEVELOPMENT_2024_2025,300459.SZ,2024-09-25,2024-09-26,2024,游戏Ⅱ,strong_winner,0.27397260273972618,0.31232876712328772,0.34794520547945201,False,True,False,False,0.69589041095890425,0.25154392397363412,30001.429999999975,33,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300479.SZ-001,DEVELOPMENT_2024_2025,300479.SZ,2024-12-10,2024-12-11,2024,计算机设备,severe_loser,-0.17225253312548711,,,False,False,True,True,0.0506625097427904,-0.17157277640520041,-27323.151999999998,6,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300479.SZ-002,DEVELOPMENT_2024_2025,300479.SZ,2025-06-23,2025-06-24,2025,计算机设备,ordinary_loser,0.026034402603440199,-0.0055788005578800001,0.0079033007903299007,False,False,True,False,0.069270106927010397,-0.0328184713617184,-4806.0779999999795,22,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300487.SZ-001,DEVELOPMENT_2024_2025,300487.SZ,2024-09-24,2024-09-25,2024,塑料,ordinary_winner,0.42202462380300959,0.2063383492932056,0.1119471044231648,False,False,False,False,0.55084359325125376,0.10813263344043091,9969.6239999999962,21,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300490.SZ-001,DEVELOPMENT_2024_2025,300490.SZ,2025-09-25,2025-09-26,2025,电网设备,strong_winner,0.2088316467341306,,,False,True,False,False,0.34774609015639368,0.26863354370254061,47352.059999999954,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300497.SZ-001,DEVELOPMENT_2024_2025,300497.SZ,2025-11-06,2025-11-07,2025,化学制药,extreme_winner,0.55279503105590067,,,True,True,False,False,1.0079858030168587,0.78081811710915505,129486.71399999998,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300522.SZ-001,DEVELOPMENT_2024_2025,300522.SZ,2025-05-29,2025-05-30,2025,化学制品,ordinary_loser,-0.042462845010615799,,,False,False,True,False,0.021231422505307702,-0.061061173339934001,-10056.318999999959,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300551.SZ-001,DEVELOPMENT_2024_2025,300551.SZ,2025-09-22,2025-09-23,2025,计算机设备,severe_loser,-0.024590163934426201,-0.1102831594634873,,False,False,True,True,0.050670640834575002,-0.11063501809298611,-20808.332999999984,10,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300595.SZ-001,DEVELOPMENT_2024_2025,300595.SZ,2025-07-23,2025-07-24,2025,医疗器械,ordinary_winner,0.0289608177172062,0.064168086314593906,0.095968199886428296,False,False,False,False,0.1345826235093695,0.023324446941777901,3414.7749999999746,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300627.SZ-001,DEVELOPMENT_2024_2025,300627.SZ,2025-02-07,2025-02-10,2025,通信设备,ordinary_loser,-0.051496478873239299,-0.020246478873239201,,False,False,True,False,0.0266285211267605,-0.0977076626610454,-15913.813999999978,16,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300627.SZ-002,DEVELOPMENT_2024_2025,300627.SZ,2025-06-24,2025-06-25,2025,通信设备,ordinary_winner,0.0372245384157237,0.018761167361524798,0.055390113162596601,False,False,False,False,0.155151876116736,0.041020878268655102,6825.3909999999723,51,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300632.SZ-001,DEVELOPMENT_2024_2025,300632.SZ,2024-12-09,2024-12-10,2024,光学光电子,severe_loser,-0.084556254367575107,,,False,False,True,True,0.065688329839273099,-0.13590183401504141,-22387.049999999988,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300635.SZ-001,DEVELOPMENT_2024_2025,300635.SZ,2024-12-06,2024-12-09,2024,工程咨询服务Ⅱ,ordinary_loser,-0.018608414239482101,,,False,False,True,False,0.059870550161812301,-0.0821581134497643,-13821.629000000021,8,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300679.SZ-001,DEVELOPMENT_2024_2025,300679.SZ,2024-04-26,2024-04-29,2024,消费电子,ordinary_loser,0.0095348837209300995,-0.025581395348837101,,False,False,True,False,0.061627906976744203,-0.062950009791542999,-6495.8799999999901,17,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300702.SZ-001,DEVELOPMENT_2024_2025,300702.SZ,2025-04-25,2025-04-28,2025,化学制药,ordinary_winner,0.0014044943820226,0.0032771535580524,0.0140449438202248,False,False,False,False,0.052434456928839003,0.018718028292328,2841.5400000000045,20,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300710.SZ-001,DEVELOPMENT_2024_2025,300710.SZ,2025-11-03,2025-11-04,2025,通信设备,ordinary_loser,0.019298936589208199,-0.0192989365892084,,False,False,True,False,0.087042142575817202,-0.0045255118102723001,-781.6670000000114,10,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300733.SZ-002,DEVELOPMENT_2024_2025,300733.SZ,2025-02-06,2025-02-07,2025,汽车零部件,ordinary_winner,-0.0033783783783783001,0.094594594594594503,0.1493243243243243,False,False,False,False,0.27027027027027012,0.14972678078374291,23151.574000000015,32,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300748.SZ-001,DEVELOPMENT_2024_2025,300748.SZ,2025-06-11,2025-06-12,2025,金属新材料,ordinary_loser,-0.038221852928957301,,,False,False,True,False,0.058994599085999001,-0.086548597910615602,-13381.837999999989,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300758.SZ-001,DEVELOPMENT_2024_2025,300758.SZ,2025-02-11,2025-02-12,2025,化学制品,severe_loser,-0.073640743289745195,,,False,False,True,True,0.050240880935994402,-0.1182310115298212,-18374.429999999993,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300760.SZ-001,DEVELOPMENT_2024_2025,300760.SZ,2024-03-11,2024-03-12,2024,医疗器械,ordinary_loser,-0.038294939948808802,,,False,False,True,False,0.0073505283192229001,-0.0501722140824329,-4591.431000000026,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300763.SZ-001,DEVELOPMENT_2024_2025,300763.SZ,2025-08-29,2025-09-01,2025,光伏设备,ordinary_winner,0.31700118063754412,0.22461629279811099,0.23863636363636351,False,False,False,False,0.47373081463990552,0.18944772759707831,30839.556000000011,26,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300770.SZ-001,DEVELOPMENT_2024_2025,300770.SZ,2024-05-13,2024-05-14,2024,电视广播Ⅱ,severe_loser,-0.097380952380952401,,,False,False,True,True,0.014047619047619,-0.1053624946482089,-10631.160000000003,5,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300770.SZ-002,DEVELOPMENT_2024_2025,300770.SZ,2025-06-09,2025-06-10,2025,电视广播Ⅱ,ordinary_loser,-0.0041282175813501,,,False,False,True,False,0.0757649344341913,-0.054196087595230702,-8270.9439999999886,9,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300775.SZ-001,DEVELOPMENT_2024_2025,300775.SZ,2024-05-09,2024-05-10,2024,航空装备Ⅱ,ordinary_loser,-0.063636363636363699,-0.0099999999999998007,,False,False,True,False,0.089393939393939401,-0.052310593244159202,-5523.6580000000076,11,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300779.SZ-001,DEVELOPMENT_2024_2025,300779.SZ,2025-02-12,2025-02-13,2025,环境治理,strong_winner,0.2093877551020408,0.24081632653061219,0.36479591836734698,False,True,False,False,0.53959183673469391,0.4532266916756712,66690.947999999989,28,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300788.SZ-001,DEVELOPMENT_2024_2025,300788.SZ,2025-02-11,2025-02-12,2025,出版,ordinary_loser,-0.084488272921108803,-0.099413646055437205,,False,False,True,False,0.063432835820895303,-0.095126661511738805,-15600.375999999987,11,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300790.SZ-001,DEVELOPMENT_2024_2025,300790.SZ,2024-12-09,2024-12-10,2024,计算机设备,ordinary_loser,-0.036382536382536301,,,False,False,True,False,0.056133056133056101,-0.0384488273955561,-6365.7570000000123,7,MARKET_MA20_X2
DEVELOPMENT_2024_2025:300796.SZ-001,DEVELOPMENT_2024_2025,300796.SZ,2024-04-26,2024-04-29,2024,农化制品,severe_loser,-0.12046783625731,,,False,False,True,True,0.0099415204678361003,-0.116175349395145,-13349.453000000009,6,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
DEVELOPMENT_2024_2025:300801.SZ-001,DEVELOPMENT_2024_2025,300801.SZ,2025-06-23,2025-06-24,2025,化学制品,ordinary_winner,0.21949078138718181,0.077260755048287694,0.0162423178226513,False,False,False,False,0.36786654960491638,0.0245211214624186,4022.8590000000186,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL
