baseline_block,source_execution_ledger_sha256,strategy_sha256,feature_artifact_sha256,trade_id,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,entry_year,entry_quarter,canonical_exit_reason,breadth_above_ma20,breadth_positive_return20,breadth_above_ma20_change20,breadth_above_ma20_within_year_rank,breadth_positive_return20_within_year_rank,breadth_above_ma20_change20_within_year_rank,breadth_composite,breadth_tercile,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,return_5d,return_10d,return_20d,round_trip_return,realized_pnl,giveback_from_peak,opportunity20,opportunity50,converted20,converted50,conversion20_within_opportunity,conversion50_within_opportunity,capture_ratio_opportunity20,false_breakout,severe_loss,extreme_loss
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300268.SZ-001,300268.SZ,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022,2022Q3,MARKET_MA20_X2,0.46099290780141844,0.6973995271867612,-0.2919482686691698,0.08108108108108109,0.4594594594594595,0.10810810810810811,0.21621621621621623,LOW,2,0.010426249616682,-0.0785035265256055,0,1,,,,-0.0638941925823311,-6247.297999999995,0.0013366948822391,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300433.SZ-001,300433.SZ,2022-07-08,2022-07-11,2022-07-13,2022-07-14,2022,2022Q3,MARKET_MA20_X2,0.6335697399527187,0.8274231678486997,-0.10836574391824905,0.35135135135135137,0.8378378378378378,0.3783783783783784,0.5225225225225225,MIDDLE,3,0.0086956521739129,-0.0599999999999999,0,2,,,,-0.0511826974306892,-5006.626000000004,0.0268348713437326,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300832.SZ-001,300832.SZ,2022-06-29,2022-06-30,2022-07-13,2022-07-14,2022,2022Q2,MARKET_MA20_X2,0.8161764705882353,0.8848039215686274,0.09581172894689793,0.8378378378378378,0.9459459459459459,0.6216216216216216,0.8018018018018017,HIGH,10,0.0699774266365689,-0.0356659142212189,3,9,0.0415349887133182,-0.0297968397291196,,-0.0265538073664485,-2590.522000000012,0.0798269450639654,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300065.SZ-001,300065.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.6304849884526559,0.7390300230946882,-0.13141977345210598,0.2972972972972973,0.7297297297297297,0.2702702702702703,0.43243243243243246,MIDDLE,3,0.0007380073800737,-0.0730627306273062,0,2,,,,-0.0719686217841199,-6735.434999999998,0.052780429902201,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300411.SZ-001,300411.SZ,2022-07-14,2022-07-15,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.45774647887323944,0.6455399061032864,-0.352693081566321,0.05405405405405406,0.2972972972972973,0.08108108108108109,0.14414414414414414,LOW,7,0.0997679814385152,-0.031322505800464,3,0,0.0301624129930395,,,0.0003602609271643,33.88000000000943,0.0576443794440654,False,False,False,False,,,,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300427.SZ-001,300427.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.6304849884526559,0.7390300230946882,-0.13141977345210598,0.2972972972972973,0.7297297297297297,0.2702702702702703,0.43243243243243246,MIDDLE,3,0.0230017251293845,-0.0425531914893617,0,2,,,,-0.0387272302165919,-3640.356,0.0536783515506919,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300598.SZ-001,300598.SZ,2022-07-19,2022-07-20,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.5717592592592593,0.6388888888888888,-0.29067460317460314,0.17567567567567569,0.25675675675675674,0.14864864864864866,0.1936936936936937,LOW,4,0.0569122098890009,-0.0817356205852674,0,3,,,,-0.0808094295422195,-7602.550000000003,0.0646641217722902,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300663.SZ-001,300663.SZ,2022-07-19,2022-07-20,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.5717592592592593,0.6388888888888888,-0.29067460317460314,0.17567567567567569,0.25675675675675674,0.14864864864864866,0.1936936936936937,LOW,4,0.0749999999999999,-0.035,0,2,,,,-0.019463036963037,-1807.9760000000097,0.0257130369630371,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300722.SZ-001,300722.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.6304849884526559,0.7390300230946882,-0.13141977345210598,0.2972972972972973,0.7297297297297297,0.2702702702702703,0.43243243243243246,MIDDLE,3,0.0005915409642116,-0.0496894409937888,0,2,,,,-0.0495219066647636,-4525.226999999984,0.0229025632752337,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300740.SZ-001,300740.SZ,2022-07-18,2022-07-19,2022-07-25,2022-07-26,2022,2022Q3,MARKET_MA20_X2,0.4847775175644028,0.5644028103044496,-0.39554163137176745,0.10810810810810811,0.13513513513513514,0.02702702702702703,0.0900900900900901,LOW,5,0.1346938775510204,-0.0210884353741496,1,0,0.0863945578231293,,,0.0679515819457511,6299.289000000005,0.0198035200950653,False,False,False,False,,,,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300198.SZ-001,300198.SZ,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022,2022Q3,MARKET_MA20_X2,0.672289156626506,0.6024096385542169,-0.11291370733530781,0.47297297297297297,0.17567567567567569,0.33783783783783783,0.32882882882882886,LOW,2,0.0,-0.0679611650485437,0,1,,,,-0.0674010455563853,-6143.137000000002,0.0212845407020164,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300319.SZ-001,300319.SZ,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022,2022Q3,MARKET_MA20_X2,0.672289156626506,0.6024096385542169,-0.11291370733530781,0.47297297297297297,0.17567567567567569,0.33783783783783783,0.32882882882882886,LOW,2,0.0170682730923694,-0.0431726907630523,1,1,,,,-0.0360663432952591,-3272.1780000000144,0.0049418453032911,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300308.SZ-001,300308.SZ,2022-08-11,2022-08-12,2022-08-24,2022-08-25,2022,2022Q3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.739514348785872,0.7350993377483444,0.28176786991263253,0.7567567567567568,0.6216216216216216,0.8648648648648649,0.7477477477477478,HIGH,9,0.0016987542468855,-0.1308040770101926,0,8,-0.0232163080407701,,,-0.1229178183993257,-11284.312000000004,0.0997015103585556,False,False,False,False,,,,True,True,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300035.SZ-001,300035.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7026431718061674,0.7268722466960352,0.21786565424176463,0.5405405405405406,0.5135135135135135,0.7567567567567568,0.6036036036036035,MIDDLE,8,0.06068515497553,-0.1491027732463296,0,7,-0.0522022838499183,,,-0.1270642760175856,-11999.866999999998,0.150555303750049,False,False,False,False,,,,True,True,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300091.SZ-001,300091.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7164835164835165,0.6703296703296703,0.08599852803086061,0.6756756756756757,0.3783783783783784,0.5405405405405406,0.5315315315315315,MIDDLE,6,0.016,-0.124,0,5,-0.0859999999999999,,,-0.1067085266912629,-9899.636,0.0847085266912629,False,False,False,False,,,,True,True,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300153.SZ-001,300153.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7164835164835165,0.6703296703296703,0.08599852803086061,0.6756756756756757,0.3783783783783784,0.5405405405405406,0.5315315315315315,MIDDLE,6,0.0457317073170731,-0.1158536585365854,4,5,-0.0101626016260162,,,-0.0709656197461075,-6291.0,0.0780794408843189,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300251.SZ-001,300251.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7164835164835165,0.6703296703296703,0.08599852803086061,0.6756756756756757,0.3783783783783784,0.5405405405405406,0.5315315315315315,MIDDLE,6,0.0334728033472804,-0.0428870292887029,1,4,-0.0303347280334729,,,-0.0198122501064868,-1763.2289999999966,0.0302725011525118,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300360.SZ-001,300360.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7026431718061674,0.7268722466960352,0.21786565424176463,0.5405405405405406,0.5135135135135135,0.7567567567567568,0.6036036036036035,MIDDLE,8,0.0862190812720846,-0.0742049469964665,5,7,0.004946996466431,,,-0.0314863329502401,-2809.6560000000054,0.1021577110421129,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300376.SZ-001,300376.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7164835164835165,0.6703296703296703,0.08599852803086061,0.6756756756756757,0.3783783783783784,0.5405405405405406,0.5315315315315315,MIDDLE,6,0.0491071428571427,-0.1049107142857144,0,5,-0.0625,,,-0.0722381585491971,-6536.426000000021,0.0878631585491968,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300532.SZ-001,300532.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7026431718061674,0.7268722466960352,0.21786565424176463,0.5405405405405406,0.5135135135135135,0.7567567567567568,0.6036036036036035,MIDDLE,8,0.1001275510204082,-0.0676020408163265,3,7,0.0357142857142855,,,-0.0392591344224848,-3630.30699999999,0.0979326038102402,False,False,False,False,,,,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300663.SZ-002,300663.SZ,2022-08-12,2022-08-15,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.6651884700665188,0.7317073170731707,0.26658707146512023,0.43243243243243246,0.5675675675675675,0.8378378378378378,0.6126126126126126,MIDDLE,9,0.0259975816203144,-0.1142684401451027,1,8,-0.0241837968561062,,,-0.0836029913292893,-7727.118000000002,0.0872305608577053,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300793.SZ-001,300793.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,2022,2022Q3,MARKET_MA20_X2,0.7164835164835165,0.6703296703296703,0.08599852803086061,0.6756756756756757,0.3783783783783784,0.5405405405405406,0.5315315315315315,MIDDLE,6,0.1039719626168222,-0.0695093457943926,1,5,-0.0262850467289719,,,-0.0491268706132114,-4377.84400000001,0.0941035061272301,False,False,False,False,,,,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300855.SZ-001,300855.SZ,2022-10-24,2022-10-25,2022-10-31,2022-11-01,2022,2022Q4,MARKET_MA20_X2,0.5776173285198556,0.5379061371841155,0.4646696701176517,0.21621621621621623,0.10810810810810811,0.918918918918919,0.41441441441441446,MIDDLE,5,0.0506545247581105,-0.0229557958641624,2,1,0.0278884462151394,,,0.0262133995770876,2074.6349999999948,0.0020544812804346,False,False,False,False,,,,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300315.SZ-001,300315.SZ,2022-11-18,2022-11-21,2022-11-23,2022-11-24,2022,2022Q4,MARKET_MA20_X2,0.6566820276497696,0.7373271889400922,0.03445980542754734,0.3918918918918919,0.6621621621621622,0.44594594594594594,0.5,MIDDLE,3,0.0115606936416186,-0.0722543352601156,0,2,,,,-0.0596859787611233,-5002.624000000011,0.0336744180674818,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300676.SZ-001,300676.SZ,2022-11-18,2022-11-21,2022-11-23,2022-11-24,2022,2022Q4,MARKET_MA20_X2,0.6566820276497696,0.7373271889400922,0.03445980542754734,0.3918918918918919,0.6621621621621622,0.44594594594594594,0.5,MIDDLE,3,0.0362295081967212,-0.0373770491803279,1,2,,,,-0.0334105239023272,-2652.104000000006,0.0617711796400322,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300888.SZ-001,300888.SZ,2022-12-02,2022-12-05,2022-12-14,2022-12-15,2022,2022Q4,MARKET_MA20_X2,0.49160671462829736,0.5179856115107914,-0.37990166525997077,0.13513513513513514,0.08108108108108109,0.05405405405405406,0.0900900900900901,LOW,8,0.0794805194805194,-0.0805194805194805,5,2,-0.0158441558441558,,,-0.003553329787096,-273.88000000000466,0.055501381735148,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300001.SZ-001,300001.SZ,2022-12-15,2022-12-16,2022-12-19,2022-12-20,2022,2022Q4,MARKET_MA20_X2,0.44110275689223055,0.41854636591478694,-0.2859560666371812,0.02702702702702703,0.02702702702702703,0.1891891891891892,0.08108108108108109,LOW,2,0.0150602409638553,-0.0518072289156626,0,1,,,,-0.0537017199667801,-4461.699999999997,0.0416535271956956,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300012.SZ-002,300012.SZ,2023-01-05,2023-01-06,2023-02-07,2023-02-08,2023,2023Q1,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.5646687697160884,0.41324921135646686,0.052649538946857644,0.30701754385964913,0.06140350877192982,0.2894736842105263,0.2192982456140351,LOW,18,0.0243693886276186,-0.0414707139803334,6,2,-0.0260795211628901,-0.0068405301410859,,-0.0263626596143771,-2220.214000000007,0.0408987861641848,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300357.SZ-001,300357.SZ,2023-01-13,2023-01-16,2023-02-07,2023-02-08,2023,2023Q1,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.6026058631921825,0.4234527687296417,0.1615031062999519,0.40350877192982454,0.12280701754385964,0.43859649122807015,0.3216374269005848,LOW,12,0.0292202077099101,-0.0617848970251717,0,11,-0.0235873965851083,-0.0299243091005104,,-0.0602950041722555,-5137.262000000002,0.0636394857776066,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300087.SZ-001,300087.SZ,2023-02-07,2023-02-08,2023-02-15,2023-02-16,2023,2023Q1,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.7643835616438356,0.8383561643835616,0.33228479621173684,0.7631578947368421,0.9210526315789473,0.9210526315789473,0.8684210526315789,HIGH,6,0.0125958378970425,-0.0903614457831326,2,4,-0.086527929901424,,,-0.0823409886936721,-6923.229999999996,0.0785074728119634,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300015.SZ-002,300015.SZ,2023-01-05,2023-01-06,2023-02-17,2023-02-20,2023,2023Q1,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.5646687697160884,0.41324921135646686,0.052649538946857644,0.30701754385964913,0.06140350877192982,0.2894736842105263,0.2192982456140351,LOW,26,0.1164799999999999,-0.02688,9,0,0.01824,0.0944,0.0361600000000001,0.0247993902245317,2096.7999999999997,0.0696006097754683,False,False,False,False,,,,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300537.SZ-001,300537.SZ,2023-01-12,2023-01-13,2023-02-17,2023-02-20,2023,2023Q1,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.6052631578947368,0.4934210526315789,0.2384289870404655,0.42105263157894735,0.21052631578947367,0.6666666666666666,0.43274853801169594,MIDDLE,21,0.0736593989393046,-0.0842663523865645,1,20,-0.0011785503830288,-0.0017678255745431,-0.0748379493223335,-0.0753428986430191,-6887.948000000004,0.1142350612829719,False,False,False,False,,,,True,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300782.SZ-001,300782.SZ,2023-01-16,2023-01-17,2023-02-17,2023-02-20,2023,2023Q1,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.7378640776699029,0.5728155339805825,0.3245987715474539,0.7280701754385965,0.41228070175438597,0.8859649122807017,0.6754385964912281,HIGH,19,0.0662721893491125,-0.1031065088757395,5,19,0.0454881656804733,-0.008801775147929,,-0.1048985038630007,-8517.87599999999,0.150386669543474,False,False,False,False,,,,True,True,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300170.SZ-001,300170.SZ,2023-01-20,2023-01-30,2023-02-20,2023-02-21,2023,2023Q1,MARKET_MA20_X2,0.7896440129449838,0.8381877022653722,0.6014417657539726,0.8333333333333334,0.8859649122807017,0.9736842105263158,0.8976608187134504,HIGH,16,0.2789743589743589,-0.0123076923076922,13,0,0.0748717948717949,0.118974358974359,,0.1424586045003109,12555.168000000003,0.0575413954996889,True,False,False,False,0.0,,0.5106512477492763,False,False,False
HOLDOUT_O0_2022_2023,c83f6199984a30876bd6efc1b8cf3056b9073bfa4fce0380dab9d75235bdf0bf,dd6198c5169c631c39e906cd6c5f0d9463036e09c15eca69a813df743edfc84a,5fe1ec1cb1bdfa922dd838bd1f559de9463d4926f56dfed09427d826c7465bc6,HOLDOUT_O0_2022_2023:300229.SZ-002,300229.SZ,2023-01-30,2023-01-31,2023-02-20,2023-02-21,2023,2023Q1,MARKET_MA20_X2,0.8364779874213837,0.8553459119496856,0.6536208445642409,0.8947368421052632,1.0,1.0,0.9649122807017544,HIGH,15,0.5106635071090049,-0.0468009478672984,12,0,0.1848341232227488,0.420616113744076,,0.3369915866124397,28470.532,0.1126529631505935,True,True,True,False,1.0,0.0,0.6599092786563783,False,False,False
