baseline_block,trade_id,symbol,entry_signal_date,entry_execution_date,round_trip_return,realized_pnl,mfe,entry_industry,entry_beta60,entry_log_amount20,false_breakout,index_realized_vol20,trade_date,feature_available_at,first_applicable_trade_date,cross_sectional_return20_right_tail_ge20,cross_sectional_return20_p90,cross_sectional_return20_p90_p10_spread,breadth_above_ma20,breadth_above_ma60,breadth_above_ma20_change20,index_return_20d,index_close_to_ma60,index_ma20_slope_5d,entry_year,opportunity20,non_false_breakout
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300001.SZ-001,300001.SZ,2025-02-11,2025-02-12,-0.014488541120456999,-2192.4520000000002,0.063749999999999904,电网设备,0.76678042811957314,19.890061206811151,True,0.285372445822341,2025-02-11,2025-02-11 15:00:00,2025-02-12,0.39308176100628933,0.38438622037199499,0.38065807442492861,0.90094339622641506,0.60849056603773588,0.83703362179032481,0.11467218657941092,0.014564107139171334,0.012835414454246186,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300003.SZ-001,300003.SZ,2024-05-09,2024-05-10,-0.0015255864263253999,-158.07899999999609,0.076375404530744304,医疗器械,0.62283564957676163,19.33035111881183,True,0.32940895062249043,2024-05-09,2024-05-09 15:00:00,2024-05-10,0.12992125984251968,0.22593022235653057,0.30894360836096202,0.84645669291338588,0.71456692913385822,0.64211672907975115,0.04713048077910198,0.058794729893822506,0.0030896105256266182,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300003.SZ-002,300003.SZ,2025-06-04,2025-06-05,-0.046051858781275101,-7585.3190000000013,0.054093567251461902,医疗器械,0.81177485276629768,19.499370628823776,True,0.17855855517621849,2025-06-04,2025-06-04 15:00:00,2025-06-05,0.10977242302543508,0.20751818208531303,0.30468268665486059,0.50736278447121819,0.56224899598393574,-0.3316685545601209,0.027288769273219327,0.010585130958188138,0.010924899787088105,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300009.SZ-001,300009.SZ,2025-05-29,2025-05-30,-0.056748144633203802,-9030.2169999999824,0.061590145576707798,生物制品,0.76705167994813528,18.924729545540465,True,0.1925935004186165,2025-05-29,2025-05-29 15:00:00,2025-05-30,0.19008264462809918,0.26593220438136767,0.2958102758285257,0.55922865013774103,0.52754820936639113,0.19967808833998824,0.068405713258584466,0.0023459534987242403,0.011220380955746512,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300014.SZ-001,300014.SZ,2025-03-03,2025-03-04,-0.019569871082470599,-3024.0219999999972,0.053793657165796802,电池,0.7174635382458352,21.261564134155904,True,0.29859595153871932,2025-03-03,2025-03-03 15:00:00,2025-03-04,0.20277078085642317,0.28215981639859294,0.32209471694108871,0.46095717884130982,0.59571788413098237,-0.21271002632831859,0.062800902064400477,0.031459594645667055,0.022508800594714051,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300033.SZ-001,300033.SZ,2024-09-24,2024-09-25,1.247462435463448,118387.68799999999,1.8731752594717743,软件开发,1.6604526846849246,20.196236949821337,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300035.SZ-001,300035.SZ,2025-02-27,2025-02-28,0.0283020685866344,4567.6489999999912,0.1927710843373493,电池,0.83822095857163303,20.077534166639616,False,0.24883762012347699,2025-02-27,2025-02-27 15:00:00,2025-02-28,0.35824742268041238,0.40768144564978892,0.40036281846081412,0.85309278350515461,0.81958762886597936,0.3941022472275521,0.1180103265959036,0.070077841935248575,0.028709158721251571,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300035.SZ-002,300035.SZ,2025-08-29,2025-09-01,0.062491234787958698,11055.120000000015,0.17702448210922789,电池,1.1496862669607113,20.576519465938642,False,0.21159798242664379,2025-08-29,2025-08-29 15:00:00,2025-09-01,0.19006685768863418,0.29277934227806268,0.34875731810599081,0.54345749761222539,0.833810888252149,-0.053719483929577039,0.16575101465688324,0.17283992200134346,0.033553556064356505,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300043.SZ-001,300043.SZ,2024-08-30,2024-09-02,-0.050228581827094797,-4841.9499999999971,0.011152416356877399,游戏Ⅱ,1.09259035350492,18.768532183497285,True,0.19297674612391699,2024-08-30,2024-08-30 15:00:00,2024-09-02,0.095011876484560567,0.1865384615384611,0.33816993946552487,0.51781472684085506,0.49406175771971494,-0.055679249062759451,-0.027603684241387372,-0.031648800198349147,-0.014381608431459636,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300054.SZ-001,300054.SZ,2024-04-26,2024-04-29,-0.012575144328340501,-1266.0979999999836,0.085982982534706695,电子化学品Ⅱ,0.86382020395128645,18.705576296204057,True,0.3338859043523778,2024-04-26,2024-04-26 15:00:00,2024-04-29,0.087318087318087323,0.19372632836196235,0.32024457675181006,0.54054054054054057,0.56133056133056136,0.34710358026420207,0.0091464379947230334,0.019104019414085016,-0.015412584954221709,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300057.SZ-001,300057.SZ,2025-06-23,2025-06-24,0.13893205909396539,22573.446999999996,0.31826741996233521,工业金属,1.1941562490812625,18.435802289487523,False,0.16991570038144879,2025-06-23,2025-06-23 15:00:00,2025-06-24,0.14119170984455959,0.23159428314860483,0.31503918168856071,0.44430051813471505,0.64766839378238339,0.049600378664701128,0.02612870673147305,0.028145713997679955,0.0034929250726971617,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300072.SZ-001,300072.SZ,2025-06-23,2025-06-24,-0.050475269518958303,-7591.1899999999896,0.060439560439560398,化学制品,1.1257232464789724,18.4799587997014,True,0.16991570038144879,2025-06-23,2025-06-23 15:00:00,2025-06-24,0.14119170984455959,0.23159428314860483,0.31503918168856071,0.44430051813471505,0.64766839378238339,0.049600378664701128,0.02612870673147305,0.028145713997679955,0.0034929250726971617,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300092.SZ-001,300092.SZ,2025-03-17,2025-03-18,0.0048272396296710996,763.07999999998719,0.037234042553191397,专用设备,0.94363665397357355,18.610611694671658,False,0.27354690084870509,2025-03-17,2025-03-17 15:00:00,2025-03-18,0.14668218859138532,0.25025121288900526,0.3290082441788833,0.64260768335273577,0.85448195576251451,-0.25490329761358932,0.026877168384299654,0.0660337833975988,0.0083273120537683543,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300092.SZ-002,300092.SZ,2025-09-02,2025-09-03,0.025152630137252299,4821.7720000000209,0.28168168168168178,专用设备,-0.0588790442400021,19.126058532124024,False,0.24854492527399119,2025-09-02,2025-09-02 15:00:00,2025-09-03,0.12654614652711704,0.23487179487179488,0.31498624408495657,0.39010466222645102,0.75166508087535677,-0.36724027792588854,0.13128571257589039,0.14752153782149025,0.034987908352156261,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300119.SZ-001,300119.SZ,2024-04-30,2024-05-06,-0.0107499507361743,-1124.7730000000138,0.12409638554216861,动物保健Ⅱ,0.76002636245464361,18.434910204943144,False,0.34504613594449729,2024-04-30,2024-04-30 15:00:00,2024-05-06,0.073921971252566734,0.1546241634333371,0.30507758698187504,0.67761806981519512,0.62628336755646818,0.30482655038056616,0.0027106782029806542,0.041716352037396875,-0.003685038839669974,2024,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300128.SZ-001,300128.SZ,2024-09-25,2024-09-26,0.53625026658734531,51213.728000000003,0.949438202247191,电池,0.82031748815528538,18.474531849052276,False,0.25126161689693549,2024-09-25,2024-09-25 15:00:00,2024-09-26,0.13793103448275862,0.23443094304956524,0.32394164786199403,0.7857142857142857,0.64039408866995073,0.5323809523809524,0.051353451495072644,0.018810642467334882,0.0021577398415024707,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300138.SZ-001,300138.SZ,2025-06-18,2025-06-19,0.0088953867291398994,1304.4150000000079,0.073887489504617904,农产品加工,0.3472872892575502,18.77097055582707,False,0.1581130558700353,2025-06-18,2025-06-18 15:00:00,2025-06-19,0.10000000000000001,0.19939614259438701,0.30166856200024256,0.53947368421052633,0.67894736842105263,-0.2387749033600951,0.016915473492953303,0.03970739562794634,0.0056456424458204424,2025,False,True
