baseline_block,trade_id,symbol,entry_signal_date,entry_execution_date,round_trip_return,realized_pnl,mfe,entry_industry,entry_beta60,entry_log_amount20,false_breakout,index_realized_vol20,trade_date,feature_available_at,first_applicable_trade_date,cross_sectional_return20_right_tail_ge20,cross_sectional_return20_p90,cross_sectional_return20_p90_p10_spread,breadth_above_ma20,breadth_above_ma60,breadth_above_ma20_change20,index_return_20d,index_close_to_ma60,index_ma20_slope_5d,entry_year,opportunity20,non_false_breakout
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300138.SZ-002,300138.SZ,2025-06-24,2025-06-25,0.061592993490077297,9590.0010000000038,0.15713134568896039,农产品加工,0.33113594951708319,18.840099488059721,False,0.1850305762993629,2025-06-24,2025-06-24 15:00:00,2025-06-25,0.12548015364916773,0.21969696969696972,0.28480956850279315,0.63636363636363635,0.76568501920614596,0.16024004085801835,0.045914542259178903,0.050907901128885769,0.0044540071289747019,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300142.SZ-001,300142.SZ,2025-07-24,2025-07-25,-0.053146125370151898,-9171.9799999999796,0.057121661721068098,生物制品,0.83545820103086876,20.120794518224915,True,0.12853817382240171,2025-07-24,2025-07-24 15:00:00,2025-07-25,0.11928651059085842,0.22133898657835799,0.26651339630967613,0.73021181716833894,0.91973244147157196,0.038191867043650629,0.080697427131214194,0.10078298721637968,0.022029396985737693,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300171.SZ-001,300171.SZ,2025-10-28,2025-10-29,0.074797677696125595,12678.305999999991,0.16058394160583919,医疗器械,0.40214891473286141,18.933976522953351,False,0.29390589304921222,2025-10-28,2025-10-28 15:00:00,2025-10-29,0.077586206896551727,0.15589982557733034,0.2870188053085897,0.51108374384236455,0.50985221674876846,0.077399533316048763,0.010585587270162566,0.071537886328582712,-0.0021861509293326087,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300182.SZ-001,300182.SZ,2024-09-24,2024-09-25,0.22023205536686061,27105.710999999981,0.56666666666666665,影视院线,1.1169481495341167,19.524134232570049,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300195.SZ-001,300195.SZ,2025-11-06,2025-11-07,0.0070644452029241999,1196.1600000000035,0.049943246311010103,专用设备,0.43908558575090528,18.506542123298946,False,0.28800559744415982,2025-11-06,2025-11-06 15:00:00,2025-11-07,0.072879330943847076,0.16901525729877923,0.29680777698592908,0.57228195937873361,0.50298685782556751,0.070523459964900059,-0.012236881848528669,0.050028682437724292,-0.002312587954718337,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300241.SZ-001,300241.SZ,2024-12-20,2024-12-23,-0.077047752247752302,-11616.92300000001,0.0063999999999998997,光学光电子,1.0797163731058237,19.085773026365811,True,0.2269921163194582,2024-12-20,2024-12-20 15:00:00,2024-12-23,0.13704994192799072,0.24721080446271215,0.30197609607010889,0.49361207897793263,0.77584204413472702,0.2513495389565879,0.043471580445012092,0.042698623587875906,0.0033329844839311562,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300254.SZ-001,300254.SZ,2025-06-03,2025-06-04,-0.053284464236247497,-8927.1389999999628,0.13809523809523799,化学制药,1.0630742028842439,18.852692206008587,False,0.1988368327603092,2025-06-03,2025-06-03 15:00:00,2025-06-04,0.12398921832884097,0.2256480129276385,0.30183576427397169,0.44474393530997303,0.52291105121293802,-0.18472673707915432,0.045076104079728063,-0.00035489431095703239,0.011673865702102715,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300259.SZ-001,300259.SZ,2025-11-04,2025-11-05,0.0272028649202706,4607.6269999999349,0.20535714285714279,通用设备,0.31512199037384869,18.507234253433747,False,0.28493065282475061,2025-11-04,2025-11-04 15:00:00,2025-11-05,0.072992700729927001,0.16920693141756696,0.29835256542836297,0.49635036496350365,0.47566909975669097,0.062560410625604135,-0.019326243033216728,0.035913249421250848,0.00098219125038778721,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300267.SZ-001,300267.SZ,2025-07-16,2025-07-17,0.12989393547302849,21329.239000000009,0.39193083573487031,化学制药,0.43233679353406768,19.005920915056247,False,0.17555133873748391,2025-07-16,2025-07-16 15:00:00,2025-07-17,0.10092807424593968,0.20009729921329625,0.24392048266994562,0.67865429234338748,0.86194895591647336,0.13918060813286115,0.067361464421652473,0.079359267809050449,0.015349192491437735,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300279.SZ-001,300279.SZ,2024-12-10,2024-12-11,-0.062523729639632597,-10077.263000000006,0.071428571428571397,家电零部件Ⅱ,1.0342155838822626,19.029678462140012,True,0.34655972305438221,2024-12-10,2024-12-10 15:00:00,2024-12-11,0.097727272727272732,0.19340846189170074,0.31472201735769845,0.78295454545454546,0.96477272727272723,-0.16347402597402594,-0.026260515731709178,0.11652782511393056,-0.0060199468990631555,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300285.SZ-001,300285.SZ,2024-05-09,2024-05-10,-0.070455855376329896,-7329.7290000000066,0.022596153846153801,电子化学品Ⅱ,0.86493331447162514,19.627227949319952,True,0.32940895062249043,2024-05-09,2024-05-09 15:00:00,2024-05-10,0.12992125984251968,0.22593022235653057,0.30894360836096202,0.84645669291338588,0.71456692913385822,0.64211672907975115,0.04713048077910198,0.058794729893822506,0.0030896105256266182,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300286.SZ-001,300286.SZ,2025-02-17,2025-02-18,0.054413092014418102,8479.8280000000632,0.22374429223744299,电网设备,1.2944139140465527,18.55861555064433,False,0.26488145382117517,2025-02-17,2025-02-17 15:00:00,2025-02-18,0.42898975109809662,0.42957590477207236,0.40156820983496844,0.89751098096632509,0.71742313323572471,0.79600206464259393,0.15816205263098726,0.049087275395904184,0.029379206885132847,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300324.SZ-001,300324.SZ,2024-09-24,2024-09-25,0.51772510961841489,49544.014999999992,0.98744769874476979,计算机设备,1.1446555610260505,18.831613628936623,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300327.SZ-001,300327.SZ,2025-12-10,2025-12-11,-0.0725233674727261,-15059.219000000012,0.0022875816993463,半导体,1.1865909421873173,20.16517004044811,True,0.236164102622413,2025-12-10,2025-12-10 15:00:00,2025-12-11,0.087390761548064924,0.1700205338809031,0.28829154952662028,0.48314606741573035,0.45692883895131087,0.00091857926407157287,0.010414260769348482,0.014984180511157019,-0.0026952801891864109,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300346.SZ-001,300346.SZ,2025-05-06,2025-05-07,-0.085588144798671106,-14064.200000000012,0.0043902439024389997,电子化学品Ⅱ,0.55738646994891428,20.798070661134737,True,0.63646506984346674,2025-05-06,2025-05-06 15:00:00,2025-05-07,0.058404558404558403,0.14255131877175134,0.26217486544297608,0.83903133903133909,0.39173789173789175,0.63783373424091994,-0.037388915503818398,-0.033985222234810708,-0.018344064052298381,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300348.SZ-001,300348.SZ,2024-09-24,2024-09-25,0.88564609043650966,84388.956000000006,1.6347305389221556,软件开发,1.3804878453863587,18.58639287353607,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300357.SZ-001,300357.SZ,2024-05-08,2024-05-09,-0.058729735779193402,-6254.739999999998,0.066538461538461602,生物制品,0.90952843987390464,18.759066221200225,True,0.33887547934190287,2024-05-08,2024-05-08 15:00:00,2024-05-09,0.087128712871287123,0.18465107043258366,0.30929055349148332,0.76237623762376239,0.65544554455445547,0.45726159917579062,0.0068352621584757411,0.046092402608812089,0.0017392384620160684,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300357.SZ-002,300357.SZ,2025-07-16,2025-07-17,0.1905215888855307,28256.096999999991,0.4242671009771985,生物制品,0.58040028410030875,19.039297724548355,False,0.17555133873748391,2025-07-16,2025-07-16 15:00:00,2025-07-17,0.10092807424593968,0.20009729921329625,0.24392048266994562,0.67865429234338748,0.86194895591647336,0.13918060813286115,0.067361464421652473,0.079359267809050449,0.015349192491437735,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300371.SZ-001,300371.SZ,2025-09-22,2025-09-23,-0.098345180819087899,-19043.21100000001,0,通用设备,0.26888761042176967,18.542277006803506,True,0.31199394655677581,2025-09-22,2025-09-22 15:00:00,2025-09-23,0.084210526315789472,0.17989064357464074,0.32136272212750339,0.43368421052631578,0.64000000000000001,-0.4620456802383317,0.0486314724156518,0.13593992284589307,0.019557073851362183,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300377.SZ-001,300377.SZ,2024-09-24,2024-09-25,2.2669621966113853,216566.15400000001,3.8409405255878282,软件开发,1.6888169685080681,19.121232639421411,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300404.SZ-001,300404.SZ,2024-12-09,2024-12-10,-0.1082956293221551,-18096.084000000003,0.0274361400189213,医疗服务,0.843757305704674,18.670636987710317,True,0.34468415658147422,2024-12-09,2024-12-09 15:00:00,2024-12-10,0.064625850340136057,0.14792682564959775,0.2951545185756429,0.67800453514739234,0.96031746031746035,-0.29318009665623623,-0.043666255372417528,0.11256758511127329,-0.0043966650868680901,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300433.SZ-001,300433.SZ,2024-05-06,2024-05-07,-0.0011090623771402,-115.91300000000911,0.043507817811012803,消费电子,0.86874391830569553,20.041076983016399,True,0.33927039251256591,2024-05-06,2024-05-06 15:00:00,2024-05-07,0.059793814432989693,0.15764523134084826,0.30793935558311403,0.8206185567010309,0.70927835051546395,0.29224976237478972,-0.0035724434532760085,0.062077017418690428,-0.0011868721270333893,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300437.SZ-001,300437.SZ,2025-11-06,2025-11-07,0.64933828547689931,109502.11500000001,0.70874587458745886,环境治理,0.16634459562148429,18.525455977084285,False,0.28800559744415982,2025-11-06,2025-11-06 15:00:00,2025-11-07,0.072879330943847076,0.16901525729877923,0.29680777698592908,0.57228195937873361,0.50298685782556751,0.070523459964900059,-0.012236881848528669,0.050028682437724292,-0.002312587954718337,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300440.SZ-001,300440.SZ,2025-06-16,2025-06-17,-0.0283022805573853,-4384.4410000000171,0.020754716981132099,IT服务Ⅱ,1.0135797580815733,18.446278650513637,True,0.16107912454021969,2025-06-16,2025-06-16 15:00:00,2025-06-17,0.13195342820181113,0.23243104287016331,0.32759629609631769,0.5575679172056921,0.66494178525226388,-0.16100351136573643,0.030461553757980653,0.038488766265699415,0.0048798704966617201,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300442.SZ-001,300442.SZ,2024-09-24,2024-09-25,0.2061023764059581,24940.632000000001,0.54148296593186385,通信服务,1.1915135626502673,19.335876675048791,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300452.SZ-001,300452.SZ,2025-06-03,2025-06-04,-0.039317134902879698,-6274.9139999999898,0.0061162079510703,化学制药,0.63500287197774485,18.446708063001267,True,0.1988368327603092,2025-06-03,2025-06-03 15:00:00,2025-06-04,0.12398921832884097,0.2256480129276385,0.30183576427397169,0.44474393530997303,0.52291105121293802,-0.18472673707915432,0.045076104079728063,-0.00035489431095703239,0.011673865702102715,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300457.SZ-001,300457.SZ,2025-08-28,2025-08-29,0.2369789535163622,42546.338000000018,0.64404662781015842,电池,0.97073698068194403,20.20031157028026,False,0.21327976343089691,2025-08-28,2025-08-28 15:00:00,2025-08-29,0.1898854961832061,0.30035349569940611,0.34432938161381738,0.59828244274809161,0.86354961832061072,0.037842882308531167,0.15469675680433137,0.16720733926955056,0.031776029939649231,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300459.SZ-001,300459.SZ,2024-09-25,2024-09-26,0.25154392397363418,30001.429999999978,0.69589041095890436,游戏Ⅱ,0.857304806331455,19.376763282430659,False,0.25126161689693549,2024-09-25,2024-09-25 15:00:00,2024-09-26,0.13793103448275862,0.23443094304956524,0.32394164786199403,0.7857142857142857,0.64039408866995073,0.5323809523809524,0.051353451495072644,0.018810642467334882,0.0021577398415024707,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300479.SZ-001,300479.SZ,2024-12-10,2024-12-11,-0.17157277640520041,-27323.151999999998,0.0506625097427904,计算机设备,0.97187489644096803,19.395661274488173,True,0.34655972305438221,2024-12-10,2024-12-10 15:00:00,2024-12-11,0.097727272727272732,0.19340846189170074,0.31472201735769845,0.78295454545454546,0.96477272727272723,-0.16347402597402594,-0.026260515731709178,0.11652782511393056,-0.0060199468990631555,2024,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300479.SZ-002,300479.SZ,2025-06-23,2025-06-24,-0.032818471361718497,-4806.0779999999795,0.069270106927010494,计算机设备,1.2777686982203489,19.168440121008189,True,0.16991570038144879,2025-06-23,2025-06-23 15:00:00,2025-06-24,0.14119170984455959,0.23159428314860483,0.31503918168856071,0.44430051813471505,0.64766839378238339,0.049600378664701128,0.02612870673147305,0.028145713997679955,0.0034929250726971617,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300487.SZ-001,300487.SZ,2024-09-24,2024-09-25,0.10813263344043091,9969.6239999999962,0.55084359325125387,塑料,0.74491635524700994,18.597954264926042,False,0.246541389241409,2024-09-24,2024-09-24 15:00:00,2024-09-25,0.11780104712041885,0.22167624942015227,0.31234436088268824,0.69633507853403143,0.56806282722513091,0.46906235126130413,0.037906831232528138,0.0026549918389684457,-0.0027936145623745912,2024,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300490.SZ-001,300490.SZ,2025-09-25,2025-09-26,0.26863354370254061,47352.059999999954,0.34774609015639379,电网设备,0.72894234934375635,19.216705248643468,False,0.29976495408254178,2025-09-25,2025-09-25 15:00:00,2025-09-26,0.093126385809312637,0.19054504178327508,0.31498867276538234,0.4745011086474501,0.61308203991130816,-0.12378133410064152,0.066551522817942965,0.1412071181483221,0.0152552143399447,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300494.SZ-001,300494.SZ,2025-08-28,2025-08-29,-0.1013617203480851,-17353.027999999991,0.0031826861871416998,游戏Ⅱ,1.0271341638011684,20.159484322105172,True,0.21327976343089691,2025-08-28,2025-08-28 15:00:00,2025-08-29,0.1898854961832061,0.30035349569940611,0.34432938161381738,0.59828244274809161,0.86354961832061072,0.037842882308531167,0.15469675680433137,0.16720733926955056,0.031776029939649231,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300497.SZ-001,300497.SZ,2025-11-06,2025-11-07,0.78081811710915516,129486.71399999998,1.0079858030168589,化学制药,0.64026008258542588,18.889693355655517,False,0.28800559744415982,2025-11-06,2025-11-06 15:00:00,2025-11-07,0.072879330943847076,0.16901525729877923,0.29680777698592908,0.57228195937873361,0.50298685782556751,0.070523459964900059,-0.012236881848528669,0.050028682437724292,-0.002312587954718337,2025,True,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300522.SZ-001,300522.SZ,2025-05-29,2025-05-30,-0.061061173339934098,-10056.318999999959,0.021231422505307799,化学制品,0.92087521499435743,18.621011997875755,True,0.1925935004186165,2025-05-29,2025-05-29 15:00:00,2025-05-30,0.19008264462809918,0.26593220438136767,0.2958102758285257,0.55922865013774103,0.52754820936639113,0.19967808833998824,0.068405713258584466,0.0023459534987242403,0.011220380955746512,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300551.SZ-001,300551.SZ,2025-09-22,2025-09-23,-0.11063501809298611,-20808.332999999984,0.050670640834575099,计算机设备,0.99270069256097082,19.396477469467214,True,0.31199394655677581,2025-09-22,2025-09-22 15:00:00,2025-09-23,0.084210526315789472,0.17989064357464074,0.32136272212750339,0.43368421052631578,0.64000000000000001,-0.4620456802383317,0.0486314724156518,0.13593992284589307,0.019557073851362183,2025,False,False
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300576.SZ-001,300576.SZ,2025-12-01,2025-12-02,0.055489399028579099,10703.5,0.1019719771665801,电子化学品Ⅱ,0.89767062813836696,19.608151967019193,False,0.2262603612581551,2025-12-01,2025-12-01 15:00:00,2025-12-02,0.063305978898007029,0.1448980106870642,0.25979767158727768,0.4794841735052755,0.4794841735052755,-0.12076032527223057,-0.023754330362786402,0.0017528344259694073,-0.010602710090098943,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300595.SZ-001,300595.SZ,2025-07-23,2025-07-24,0.023324446941777901,3414.7749999999742,0.13458262350936959,医疗器械,0.53307985734742935,18.946542011832971,False,0.1265067171436968,2025-07-23,2025-07-23 15:00:00,2025-07-24,0.098434004474272932,0.19755484434919915,0.2536453092731224,0.61856823266219241,0.87472035794183445,-0.11292486645951394,0.062650661376415062,0.089862051163867029,0.022946724234620852,2025,False,True
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300627.SZ-001,300627.SZ,2025-02-07,2025-02-10,-0.097707662661045497,-15913.813999999978,0.0266285211267605,通信设备,0.96915252709749156,19.487910450960452,True,0.31439371090958351,2025-02-07,2025-02-07 15:00:00,2025-02-10,0.15883306320907617,0.25117395838278128,0.30292014538333828,0.89303079416531606,0.53970826580226905,0.77559738012173252,0.065923280935905826,0.0077651349391916202,-0.0033435545115881871,2025,False,False
