trade_id,baseline_block,symbol,entry_year,entry_industry,return_5d,residual_return_after_5d,future_failure,early_peak_close_return,early_trough_close_return,early_peak_day,early_trough_day,early_peak_to_day5_giveback,early_high_to_day5_giveback,early_high_return,early_low_return,early_peak_earliness,early_action_count,false_breakout,oriented_order,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason,extreme_winner,severe_loss,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,2025,电网设备,0.03125,-0.044352524722867298,0.044352524722867298,0.033749999999999947,-0.0083333333333333037,3,1,0.0024999999999999467,0.017500000000000071,0.048750000000000071,-0.014166666666666661,0.25,0,True,0.21052631578947351,-0.0144885411204569,-2192.4520000000002,19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,False,False,0.46383647798742128,0.1823529411764708,0.18069916297390451,0.076294277929155496,1.2099041741277152,0.1146721865794109,0.285372445822341,0.9634703196347032,0.76678042811957314,19.890061206811151
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,2024,医疗器械,0.0388349514563106,-0.038851732728144697,0.038851732728144697,0.066019417475728037,0.026537216828478982,1,0,0.027184466019417437,0.037540453074433718,0.076375404530744317,-0.0038834951456310218,0.75,0,True,0.81818181818181823,-0.0015255864263252,-158.07899999999609,11,MARKET_MA20_X2,False,False,0.52421259842519685,0.12445414847161571,0.1465063861758075,0.2037037037037038,1.881591992935064,0.047130480779101903,0.32940895062249043,0.7807017543859649,0.62283564957676163,19.33035111881183
DEVELOPMENT_2024_2025:300003.SZ-002,DEVELOPMENT_2024_2025,300003.SZ,2025,医疗器械,-0.020467836257309802,-0.026118614039391301,0.026118614039391301,-0.015350877192982337,-0.058479532163742576,3,1,0.0051169590643274643,0.03581871345029225,0.015350877192982448,-0.071637426900584833,0.25,0,True,-0.5,-0.046051858781275101,-7585.3190000000013,12,MARKET_MA20_X2,False,False,0.80736278447121834,0.2366345311130586,0.14107485604606521,0.38888888888888867,16.680114687888807,0.027288769273219299,0.17855855517621849,0.27168949771689488,0.81177485276629768,19.499370628823776
DEVELOPMENT_2024_2025:300009.SZ-001,DEVELOPMENT_2024_2025,300009.SZ,2025,生物制品,-0.0067189249720044,-0.050367636028693298,0.050367636028693298,0.023516237402015694,-0.0067189249720045474,1,4,0.030235162374020096,0.036954087346024421,0.030235162374020019,-0.012318029115341522,0.75,0,True,0.2307692307692307,-0.056748144633203802,-9030.2169999999824,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,False,False,0.60344352617079877,0.1437659033078881,0.17473118279569891,0.26136363636363652,1.5860605241510233,0.068405713258584397,0.1925935004186165,0.71461187214611865,0.76705167994813528,18.924729545540465
DEVELOPMENT_2024_2025:300014.SZ-001,DEVELOPMENT_2024_2025,300014.SZ,2025,电池,0.0062224006423123,-0.025632774333307001,0.025632774333307001,0.017663588920112439,-0.011441188277800052,2,0,0.011441188277800139,0.017262143717382637,0.023484544359694937,-0.030309112806101934,0.5,0,True,0.20000000000000001,-0.019569871082470401,-3024.0219999999972,15,MARKET_MA20_X2,False,False,0.60806045340050374,0.19577960140679951,0.1455875412930627,0.140461215932913,2.7940291113332898,0.062800902064400393,0.29859595153871932,0.39726027397260272,0.7174635382458352,21.261564134155904
DEVELOPMENT_2024_2025:300033.SZ-001,DEVELOPMENT_2024_2025,300033.SZ,2024,软件开发,0.95738756223103516,0.1481949098020143,-0.1481949098020143,0.95738756223103527,0.0081849632942367911,4,0,1.1102230246251565e-16,1.1102230246251565e-16,0.95738756223103527,-0.011391443760020326,0,0,False,-0.76470588235294112,1.247462435463448,118387.68799999999,34,MARKET_MA20_X2,True,False,0.68874345549738214,0.19843587069864441,0.125605390608549,0.061176470588234701,4.49499018142936,0.037906831232528103,0.246541389241409,0.65350877192982448,1.6604526846849246,20.196236949821337
DEVELOPMENT_2024_2025:300035.SZ-001,DEVELOPMENT_2024_2025,300035.SZ,2025,电池,0.056024096385541802,-0.026251321247111301,0.026251321247111301,0.17168674698795172,-0.0030120481927711218,1,0,0.11566265060240992,0.13674698795180756,0.19277108433734935,-0.015662650602409678,0.75,0,False,-0.058823529411764601,0.0283020685866344,4567.6489999999912,17,MARKET_MA20_X2,False,False,0.53930412371134007,0.086608927381745401,0.1872630780894616,0.085020242914980004,2.5092126017147129,0.1180103265959036,0.24883762012347699,0.89954337899543357,0.83822095857163303,20.077534166639616
DEVELOPMENT_2024_2025:300035.SZ-002,DEVELOPMENT_2024_2025,300035.SZ,2025,电池,0.1525423728813558,-0.078132605110447298,0.078132605110447298,0.15254237288135597,-0.029190207156308712,4,1,1.6653345369377348e-16,0.02448210922787214,0.17702448210922794,-0.040489642184557417,0,0,False,-0.0769230769230769,0.062491234787958601,11055.120000000015,26,MARKET_MA20_X2,False,False,0.81251193887297035,0.31513647642679887,0.15632754342431751,0.1706349206349205,3.8680348873591375,0.16575101465688319,0.21159798242664379,0.4954337899543379,1.1496862669607113,20.576519465938642
DEVELOPMENT_2024_2025:300054.SZ-001,DEVELOPMENT_2024_2025,300054.SZ,2024,电子化学品Ⅱ,0.042991491267353403,-0.053276211801281503,0.053276211801281503,0.067174205105239526,0.038961038961039085,3,0,0.024182713837886123,0.042991491267353306,0.085982982534706709,-0.0044782803403492499,0.25,0,True,0.76470588235294112,-0.012575144328340501,-1266.0979999999836,17,MARKET_MA20_X2,False,False,0.73970893970893981,0.066028708133971298,0.1189516129032257,0.14903846153846101,2.5148351170801337,0.0091464379947230005,0.3338859043523778,0.30701754385964902,0.86382020395128645,18.705576296204057
DEVELOPMENT_2024_2025:300057.SZ-001,DEVELOPMENT_2024_2025,300057.SZ,2025,工业金属,0.026365348399246601,0.1096750887686159,-0.1096750887686159,0.035781544256120679,-0.011299435028248483,3,2,0.0094161958568740774,0.092278719397363693,0.1186440677966103,-0.015065913370997941,0.25,0,False,-0.62686567164179086,0.1389320590939653,22573.446999999996,67,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,False,False,0.62357512953367855,0.14529914529914531,0.13465783664459141,0.1521739130434788,3.5732176382008141,0.026128706731472998,0.16991570038144879,0.37899543378995432,1.1941562490812625,18.435802289487523
DEVELOPMENT_2024_2025:300072.SZ-001,DEVELOPMENT_2024_2025,300072.SZ,2025,化学制品,-0.0302197802197803,-0.020886680183854801,0.020886680183854801,-0.01098901098901095,-0.043956043956044022,2,3,0.01923076923076935,0.054945054945054937,0.024725274725274637,-0.054945054945054972,0.5,0,True,-0.1111111111111111,-0.050475269518958303,-7591.1899999999905,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,False,False,0.66178756476683931,0.25337837837837818,0.14840989399293281,0.1379310344827587,6.6804884816198236,0.026128706731472998,0.16991570038144879,0.37899543378995432,1.1257232464789724,18.4799587997014
DEVELOPMENT_2024_2025:300092.SZ-001,DEVELOPMENT_2024_2025,300092.SZ,2025,专用设备,0.022036474164133402,-0.016838180406953701,0.016838180406953701,0.022036474164133679,-0.0068389057750759541,4,1,2.7755575615628914e-16,0.015197568389058003,0.037234042553191404,-0.030395136778115561,0,0,False,0.20000000000000001,0.0048272396296709002,763.07999999998719,5,MARKET_MA20_X2,False,False,0.56298020954598371,0.1124161073825502,0.1687956204379561,0.0522388059701481,2.7529084738384753,0.026877168384299599,0.27354690084870509,0.4771689497716895,0.94363665397357355,18.610611694671658
DEVELOPMENT_2024_2025:300092.SZ-002,DEVELOPMENT_2024_2025,300092.SZ,2025,专用设备,0.22042042042042051,-0.16000042855387561,0.16000042855387561,0.22042042042042054,0.11771771771771777,4,1,2.7755575615628914e-17,0.061261261261261329,0.28168168168168184,-0.00060060060060052045,0,0,False,0.78260869565217395,0.025152630137252201,4821.7720000000209,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,False,False,0.78430066603235005,0.2076866223207687,0.13820492454328831,0.32278481012658211,7.2018837569744818,0.13128571257589031,0.24854492527399119,0.1780821917808218,-0.0588790442400021,19.126058532124024
