block,window_sessions,start_date,end_date,control_return,candidate_return,active_return
DEVELOPMENT_2024_2025,126,2024-11-11,2025-05-21,-0.1941414757384804,-0.1941414757384804,0.0
DEVELOPMENT_2024_2025,126,2024-11-12,2025-05-22,-0.19813945658619914,-0.19813945658619914,0.0
DEVELOPMENT_2024_2025,126,2024-11-13,2025-05-23,-0.20173728599390106,-0.20173728599390106,0.0
DEVELOPMENT_2024_2025,126,2024-11-14,2025-05-26,-0.1884082942057499,-0.1884082942057499,0.0
DEVELOPMENT_2024_2025,126,2024-11-15,2025-05-27,-0.14538915832818278,-0.14538915832818278,0.0
DEVELOPMENT_2024_2025,126,2024-11-18,2025-05-28,-0.09734625677151598,-0.09734625677151598,0.0
DEVELOPMENT_2024_2025,126,2024-11-19,2025-05-29,-0.10182173838569197,-0.10182173838569197,0.0
DEVELOPMENT_2024_2025,126,2024-11-20,2025-05-30,-0.10463484642918575,-0.10463484642918575,0.0
DEVELOPMENT_2024_2025,126,2024-11-21,2025-06-03,-0.10260587512849029,-0.10260587512849029,0.0
DEVELOPMENT_2024_2025,126,2024-11-22,2025-06-04,-0.10493284272949444,-0.10493284272949444,0.0
DEVELOPMENT_2024_2025,126,2024-11-25,2025-06-05,-0.1124064660166183,-0.1124064660166183,0.0
DEVELOPMENT_2024_2025,126,2024-11-26,2025-06-06,-0.12004544085446456,-0.12004544085446456,0.0
DEVELOPMENT_2024_2025,126,2024-11-27,2025-06-09,-0.09922235706153704,-0.09922235706153704,0.0
DEVELOPMENT_2024_2025,126,2024-11-28,2025-06-10,-0.07575924584709248,-0.07575924584709248,0.0
DEVELOPMENT_2024_2025,126,2024-11-29,2025-06-11,-0.062471073728968096,-0.062471073728968096,0.0
DEVELOPMENT_2024_2025,126,2024-12-02,2025-06-12,-0.04818519431582868,-0.04818519431582868,0.0
DEVELOPMENT_2024_2025,126,2024-12-03,2025-06-13,-0.06601062670027025,-0.06601062670027025,0.0
DEVELOPMENT_2024_2025,126,2024-12-04,2025-06-16,-0.058966903988252994,-0.058966903988252994,0.0
DEVELOPMENT_2024_2025,126,2024-12-05,2025-06-17,-0.06622866794891602,-0.06622866794891602,0.0
DEVELOPMENT_2024_2025,126,2024-12-06,2025-06-18,-0.09119026645137307,-0.09119026645137307,0.0
DEVELOPMENT_2024_2025,126,2024-12-09,2025-06-19,-0.10410591452006523,-0.10410591452006523,0.0
DEVELOPMENT_2024_2025,126,2024-12-10,2025-06-20,-0.10284059678453805,-0.10284059678453805,0.0
DEVELOPMENT_2024_2025,126,2024-12-11,2025-06-23,-0.12047903814026306,-0.12047903814026306,0.0
DEVELOPMENT_2024_2025,126,2024-12-12,2025-06-24,-0.09936745178564832,-0.09936745178564832,0.0
DEVELOPMENT_2024_2025,126,2024-12-13,2025-06-25,-0.07622269708115348,-0.07622269708115348,0.0
DEVELOPMENT_2024_2025,126,2024-12-16,2025-06-26,-0.0770701421609924,-0.0770701421609924,0.0
DEVELOPMENT_2024_2025,126,2024-12-17,2025-06-27,-0.02576219000124025,-0.02576219000124025,0.0
DEVELOPMENT_2024_2025,126,2024-12-18,2025-06-30,-0.025717422021714342,-0.025717422021714342,0.0
DEVELOPMENT_2024_2025,126,2024-12-19,2025-07-01,-0.01683075706111703,-0.01683075706111703,0.0
DEVELOPMENT_2024_2025,126,2024-12-20,2025-07-02,-0.02702041852607595,-0.02702041852607595,0.0
DEVELOPMENT_2024_2025,126,2024-12-23,2025-07-03,-0.009181833572339815,-0.009181833572339815,0.0
DEVELOPMENT_2024_2025,126,2024-12-24,2025-07-04,-0.027728492202302668,-0.027728492202302668,0.0
DEVELOPMENT_2024_2025,126,2024-12-25,2025-07-07,-0.025456440093387656,-0.025456440093387656,0.0
DEVELOPMENT_2024_2025,126,2024-12-26,2025-07-08,-0.0038260303507852145,-0.0038260303507852145,0.0
DEVELOPMENT_2024_2025,126,2024-12-27,2025-07-09,-0.009302066464901837,-0.009302066464901837,0.0
DEVELOPMENT_2024_2025,126,2024-12-30,2025-07-10,-0.01553758222630841,-0.01553758222630841,0.0
DEVELOPMENT_2024_2025,126,2024-12-31,2025-07-11,-0.014275584685184528,-0.014275584685184528,0.0
DEVELOPMENT_2024_2025,126,2025-01-02,2025-07-14,-0.016011921546656427,-0.016011921546656427,0.0
DEVELOPMENT_2024_2025,126,2025-01-03,2025-07-15,-0.02701364173769849,-0.02701364173769849,0.0
