trade_id,baseline_block,symbol,entry_execution_date,entry_year,entry_industry,holding_trading_days,canonical_exit_reason,return_2d,return_3d,return_5d_rebuilt,market_day2_log_return,market_day3_log_return,market_day5_log_return,adverse_stock_specific_2d,adverse_stock_specific_3d,adverse_stock_specific_5d,adverse_beta_adjusted_3d,early_action_count,severe_loss,extreme_loss20,false_breakout,round_trip_return,realized_pnl,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,2025-02-12,2025,电网设备,19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.0083333333333333037,0.03125,0.03125,0.010993391144800442,0.024168059617222497,0.0078737221708147388,0.019361640815317022,-0.0066035990495311898,-0.02289793649593895,-0.012240063566640452,0,False,False,True,-0.0144885411204569,-2192.4520000000002,0.46383647798742128,0.1823529411764708,0.18069916297390451,0.076294277929155496,1.2099041741277152,0.1146721865794109,0.285372445822341,0.9634703196347032,0.76678042811957314,19.890061206811151
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,2024-05-10,2024,医疗器械,11,MARKET_MA20_X2,0.066019417475728037,0.06472491909385103,0.038834951456310662,-0.029180887641746079,-0.02499802128344546,-0.029611647494659183,-0.09311242848754045,-0.087714495151071784,-0.06771149372692957,-0.078286132691834792,0,False,False,True,-0.0015255864263252999,-158.07899999999609,0.52421259842519685,0.12445414847161571,0.1465063861758075,0.2037037037037038,1.881591992935064,0.047130480779101903,0.32940895062249043,0.7807017543859649,0.62283564957676163,19.33035111881183
DEVELOPMENT_2024_2025:300003.SZ-002,DEVELOPMENT_2024_2025,300003.SZ,2025-06-05,2025,医疗器械,12,MARKET_MA20_X2,-0.058479532163742576,-0.054093567251461971,-0.020467836257309857,0.007488733498611142,0.021536377248970659,0.020376203860332214,0.067747925016807861,0.077148000370620529,0.041056409097870845,0.073094312592052485,0,False,False,True,-0.046051858781275101,-7585.3190000000013,0.80736278447121834,0.2366345311130586,0.14107485604606521,0.38888888888888867,16.680114687888807,0.027288769273219299,0.17855855517621849,0.27168949771689488,0.81177485276629768,19.499370628823776
DEVELOPMENT_2024_2025:300009.SZ-001,DEVELOPMENT_2024_2025,300009.SZ,2025-05-30,2025,生物制品,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.023516237402015694,0.013437849944009095,-0.0067189249720045474,-0.0016147431548989869,0.0083832961601296944,0.016194011042140886,-0.024858733732549966,-0.0049650666632975148,0.02293560960906051,-0.0069179414202969755,0,False,False,True,-0.056748144633203802,-9030.2169999999824,0.60344352617079877,0.1437659033078881,0.17473118279569891,0.26136363636363652,1.5860605241510233,0.068405713258584397,0.1925935004186165,0.71461187214611865,0.76705167994813528,18.924729545540465
DEVELOPMENT_2024_2025:300014.SZ-001,DEVELOPMENT_2024_2025,300014.SZ,2025-03-04,2025,电池,15,MARKET_MA20_X2,-0.0014050582095543884,0.017663588920112439,0.0062224006423123868,0.022300529357628971,0.045588217029964358,0.035455928993142753,0.023706575587061549,0.028078816266861206,0.029252807551765018,0.01519848272953412,0,False,False,True,-0.019569871082470498,-3024.0219999999972,0.60806045340050374,0.19577960140679951,0.1455875412930627,0.140461215932913,2.7940291113332898,0.062800902064400393,0.29859595153871932,0.39726027397260272,0.7174635382458352,21.261564134155904
DEVELOPMENT_2024_2025:300033.SZ-001,DEVELOPMENT_2024_2025,300033.SZ,2024-09-25,2024,软件开发,34,MARKET_MA20_X2,0.13273141507045816,0.35929457429752754,0.95738756223103527,0.036665895542369036,0.11605666092298078,0.4049169479825207,-0.087966001976169744,-0.19090920888653612,-0.26669375977730098,-0.11425927560438548,0,False,False,False,1.247462435463448,118387.68799999999,0.68874345549738214,0.19843587069864441,0.125605390608549,0.061176470588234701,4.49499018142936,0.037906831232528103,0.246541389241409,0.65350877192982448,1.6604526846849246,20.196236949821337
DEVELOPMENT_2024_2025:300035.SZ-001,DEVELOPMENT_2024_2025,300035.SZ,2025-02-28,2025,电池,17,MARKET_MA20_X2,0.17168674698795172,0.090963855421686723,0.056024096385542066,-0.028378873501006329,-0.021083110244433802,0.0063669390689603646,-0.186823248202964,-0.10814468677725825,-0.048144064501685117,-0.10473388141158516,0,False,False,False,0.0283020685866344,4567.6489999999912,0.53930412371134007,0.086608927381745401,0.1872630780894616,0.085020242914980004,2.5092126017147129,0.1180103265959036,0.24883762012347699,0.89954337899543357,0.83822095857163303,20.077534166639616
DEVELOPMENT_2024_2025:300035.SZ-002,DEVELOPMENT_2024_2025,300035.SZ,2025-09-01,2025,电池,26,MARKET_MA20_X2,-0.029190207156308712,0.031073446327683607,0.15254237288135597,-0.018478489832712604,-0.024993488229973222,-0.0085353384373704506,0.011146227952211471,-0.055593928678690264,-0.15050559970775773,-0.059335110630161433,0,False,False,False,0.062491234787958601,11055.120000000015,0.81251193887297035,0.31513647642679887,0.15632754342431751,0.1706349206349205,3.8680348873591375,0.16575101465688319,0.21159798242664379,0.4954337899543379,1.1496862669607113,20.576519465938642
DEVELOPMENT_2024_2025:300043.SZ-001,DEVELOPMENT_2024_2025,300043.SZ,2024-09-02,2024,游戏Ⅱ,2,MARKET_MA20_X2,-0.048327137546468335,,,-0.0095155296056441512,,,0.04001840551663241,,,,0,False,False,True,-0.0502285818270947,-4841.9499999999971,0.77862232779097384,0.170940170940171,0.16666666666666641,0.24324324324324301,4.0733363948049757,-0.027603684241387299,0.19297674612391699,0.175438596491228,1.09259035350492,18.768532183497285
DEVELOPMENT_2024_2025:300054.SZ-001,DEVELOPMENT_2024_2025,300054.SZ,2024-04-29,2024,电子化学品Ⅱ,17,MARKET_MA20_X2,0.060904612628750687,0.063143752798925146,0.042991491267353465,0.020020961986658061,0.040560365284282397,0.029341654869192012,-0.039100990331969648,-0.020669958045173013,-0.012751363174991232,-0.02619346031724791,0,False,False,True,-0.012575144328340501,-1266.0979999999836,0.73970893970893981,0.066028708133971298,0.1189516129032257,0.14903846153846101,2.5148351170801337,0.0091464379947230005,0.3338859043523778,0.30701754385964902,0.86382020395128645,18.705576296204057
