trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,entry_industry,entry_snapshot_id,entry_beta60,entry_log_amount20,outcome_class,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,rs_improvement,volatility_compression,range_compression,downside_amount_contraction,rs_improvement_neighbor,volatility_compression_neighbor,range_compression_neighbor,downside_amount_contraction_neighbor,higher_low_formation,prior_high_approach,amount_release
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025-06-23,2025-06-24,2025,电池,PITB-80B916173F29877FD683,1.2689645958162719,19.048588563542534,ordinary_loser,False,False,True,False,0.061715481171548098,-0.050540986210442097,-7254.8249999999825,17,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.66373056994818647,0.12927981109799291,0.1416927899686517,0,3.3070967847521153,0.02612870673147305,0.16991570038144885,0.37899543378995437,0.11783898966445848,-0.002734750659506846,0.056652010708906395,-0.051830253770582646,-0.012638079018951445,0.035727381350125931,0.070105828039932067,-0.14827275101511589,0.0041828564124078383,0.11984765301156576,1.487379817454604
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025-10-29,2025-10-30,2025,消费电子,PITB-80B916173F29877FD683,1.3245010681597993,19.16735116878445,ordinary_winner,False,False,False,False,0.11030534351145049,0.0078046692998794999,1350.55799999999,13,MARKET_MA20_X2,0.75055624227441287,0.083093377211024194,0.1314924391847469,0.44569288389513129,1.0107987619579315,0.035739508001578102,0.29843292190845783,0.49086757990867569,0.067979224825066409,0.17730620973658295,0.10605292067898867,-0.067119558939485624,0.041664732986749484,0.12727266211486693,0.11573403773379459,0.091585922039596923,-0.020533705279387453,0.12880077096152626,0.60039270419263024
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024-04-29,2024-04-30,2024,化学制药,PITB-80B916173F29877FD683,0.89512851781753633,19.077996334994019,strong_winner,False,True,False,False,0.55867346938775508,0.20384158715584241,21746.957750000016,16,MARKET_MA20_X2,0.8881496881496882,0.17937701396347999,0.072826086956521804,0.074626865671642797,3.2411195946770168,0.020201572223731423,0.34487121617711414,0.49122807017543862,0.17057923319868451,-0.18986340364904059,-0.044982373678025808,0.0096181539314573183,0.12674202603792745,-0.22016339772553889,-0.03806566104702748,0.099020519343309077,0.0022050725583139755,0.1348237157828906,0.45793076724755588
DEVELOPMENT_2024_2025:301301.SZ-002,DEVELOPMENT_2024_2025,301301.SZ,2025-05-15,2025-05-16,2025,化学制药,PITB-80B916173F29877FD683,0.75575958306519297,19.491604257722756,severe_loser,False,False,True,True,0.016551724137931101,-0.1361694041838713,-22046.744999999995,9,MARKET_MA20_X2,0.57309352517985612,0.15106732348111659,0.15968586387434541,0.087431693989070206,8.5630984194038202,0.05692947505611512,0.20588096803947001,0.80365296803652964,0.010913161215751546,0.40730635101819401,0.08778110863595974,-0.0028867648403533286,-0.20298233877957178,0.40241354636454219,0.10729764679133746,0.038606299008692779,0.018543577712168885,0.22410995503805792,1.7900049813721761
DEVELOPMENT_2024_2025:301361.SZ-001,DEVELOPMENT_2024_2025,301361.SZ,2025-02-12,2025-02-13,2025,电网设备,PITB-80B916173F29877FD683,1.0735277957191882,18.82026579979058,ordinary_winner,False,False,False,False,0.3681020733652311,0.1045323251981039,17681.01299999997,28,MARKET_MA20_X2,0.47023255813953491,0.034538937764744197,0.1466221232368225,0.2962025316455692,2.3873750757566756,0.11259034456505068,0.28431778498255722,0.95205479452054798,-0.29824137686632779,0.076181010733609333,0.053165024927822602,-0.092399201166903033,-0.27652101553612246,0.090687069485592908,0.057112232889633185,0.0087829532569984603,0.049925924243160093,0.087020282295806772,0.63794843152022307
DEVELOPMENT_2024_2025:301498.SZ-001,DEVELOPMENT_2024_2025,301498.SZ,2024-12-02,2024-12-03,2024,饲料,PITB-80B916173F29877FD683,0.65640098999155561,18.89979577061753,ordinary_loser,False,False,True,False,0.058728763913298197,-0.0042059969349553996,-717.42699999999604,12,MARKET_MA20_X2,0.3731653888280394,0.051796546896873498,0.19005485754733681,0.38333333333333391,1.6346809495071706,0.051882363074872151,0.39745671008725586,0.46052631578947367,-0.024967122203476425,0.26649292610917735,0.013479968195982656,-0.066820766663142628,-0.026717993719413694,0.2574412018489467,0.014388328053867749,-0.019278246502512975,-0.033228943612657914,0.10574610183893061,0.0013014177750396705
DEVELOPMENT_2024_2025:301498.SZ-002,DEVELOPMENT_2024_2025,301498.SZ,2024-12-20,2024-12-23,2024,饲料,PITB-80B916173F29877FD683,0.65991743727460572,18.998152448355729,ordinary_loser,False,False,True,False,0.033108108108108103,-0.0015934065934065001,-236.05999999999767,2,MARKET_MA20_X2,0.52195121951219514,0.21093110783832419,0.16224623444662731,0.1745711402623617,1.157069247040994,0.043471580445012092,0.22699211631945823,0.44298245614035081,0.15755645306300486,-0.046494951639876825,-0.04112511685194023,0.01462152630544955,0.12036738443953438,-0.054009599064567981,-0.022217386402845291,0.0060137688524706245,0.082271931026723186,0.093253740436247762,-0.18251050695970461
DEVELOPMENT_2024_2025:301577.SZ-001,DEVELOPMENT_2024_2025,301577.SZ,2025-11-04,2025-11-05,2025,通信设备,PITB-80B916173F29877FD683,0.54945992107881747,18.52198911588988,ordinary_loser,False,False,True,False,0.034586466165413297,-0.055331622545624702,-9208.6350000000093,9,MARKET_MA20_X2,0.63272506082725066,0.1112929623567922,0.1209790209790209,0.43352601156069348,3.0953041309530382,-0.019326243033216728,0.28493065282475061,0.35844748858447489,0.17590695194551553,-0.17545635372018081,-0.065554203626865842,0.11444906117314452,0.055888813414450747,-0.18023660150142351,-0.069157285854057393,0.14933850303226159,0.068204251833716936,0.084976416890425538,0.053515814933992267
DEVELOPMENT_2024_2025:301611.SZ-001,DEVELOPMENT_2024_2025,301611.SZ,2025-09-24,2025-09-25,2025,半导体,PITB-80B916173F29877FD683,0.89540128247070028,19.838322066976726,ordinary_loser,False,False,False,False,0.1088777219430485,-0.0057417045955693996,-995.90600000000074,8,MARKET_MA20_X2,0.48169934640522871,0.076732234626971402,0.14488854727132969,0.010610079575596501,3.0878086785308381,0.084929721653477896,0.30811168632677116,0.25114155251141551,0.034020923802141514,-0.030550643638264152,-0.044749141425878214,-0.11733241620652629,-0.068174671191125857,0.010235230208019308,-0.042031902364866425,-0.15226151471003918,-0.0084746269909720083,0.0088877670794599295,1.2333907519382423
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020-06-12,2020-06-15,2020,电网设备,PITB-80B916173F29877FD683,0.99976258042489308,19.708474361200622,ordinary_winner,False,False,False,False,0.17285648784961011,0.012097025588965801,1479.0930000000226,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.46632302405498283,0.078469838155958704,0.18500273672687451,0.43195266272189381,1.2449173798013791,0.043080933382505737,0.22428654096023556,0.39999999999999991,0.020916624134060965,0.040529203842910533,-0.019250638551209093,-0.011479813332220312,0.019303061653269914,0.025201820163832933,-0.012150361583546487,0.019539584330234283,-0.015560479937187191,0.0087266074468105338,0.28643777191578912
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021-11-17,2021-11-18,2021,游戏Ⅱ,PITB-80B916173F29877FD683,0.94707564457920856,20.220537453236428,ordinary_loser,False,False,True,False,0.0080775444264942001,-0.055694759111164498,-10133.760000000009,5,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.60492170022371372,0.063683304647160099,0.17973231357552569,0.38297872340425487,1.579689240534234,0.060484530199603537,0.14785452595986498,0.87158469945355188,-0.072662047165002713,-0.094356119409298611,0.024322900737418135,0.032903325453492838,-0.13313476678849318,-0.059180714030507009,0.047266687237042887,0.018033305715007275,0.0019398648178266761,0.053093777942106311,0.3783777244170865
EXTENDED_2018_2021:300002.SZ-002,EXTENDED_2018_2021,300002.SZ,2021-12-14,2021-12-15,2021,游戏Ⅱ,PITB-80B916173F29877FD683,0.78817162722552492,20.073264248109354,ordinary_loser,False,False,True,False,0.028799999999999899,-0.0083026347815682994,-1397.1600000000035,4,MARKET_MA20_X2,0.57271062271062267,0.046979865771812103,0.18164435946462709,0.2321428571428571,2.3222679899987142,0.03448769275765029,0.17185985866569142,0.36885245901639341,0.0089915870139381515,0.096148841454189504,0.060427747291402462,-0.11066799884124473,-0.067627851835498104,0.094987690500321964,0.062813095713082023,-0.1537264953127051,-0.019486887673496624,0.0096619109117367027,0.59317021405543602
EXTENDED_2018_2021:300007.SZ-001,EXTENDED_2018_2021,300007.SZ,2020-06-16,2020-06-17,2020,通用设备,PITB-80B916173F29877FD683,1.1134623855541894,18.698164677518466,ordinary_loser,False,False,False,False,0.24209167204648141,-0.011107613745866,-1499.4929999999856,27,MARKET_MA20_X2,0.41346801346801337,0.13893498265198359,0.16669350942180711,0,2.2436064036290015,0.059500449855758974,0.22322513542730282,0.64615384615384619,0.16781039851892057,0.042640255717947717,0.0226633522767275,0.044217751385254966,0.053508771065817133,0.043249029735668132,0.020062866110959504,-0.0073784140238278839,0.0024086723809119506,0.15885234518147578,-0.91573937950643769
EXTENDED_2018_2021:300009.SZ-001,EXTENDED_2018_2021,300009.SZ,2021-04-08,2021-04-09,2021,生物制品,PITB-80B916173F29877FD683,0.40992793016884038,19.212541519489108,ordinary_winner,False,False,False,False,0.050996483001172398,0.042461641523775302,5365.8880000000208,3,MARKET_MA20_X2,0.78125,0.15098171970209881,0.17238860482103721,0.068571428571428103,6.3099270505597866,0.04841581569627107,0.21556291137409855,0.71584699453551914,-0.024011791371671809,0.17619427393274922,0.1109882984320936,0.049883422566414148,-0.060871000799192054,0.14442664334049521,0.088499926555525951,0.076867919416153785,0.00070696362081990277,0.17378390251296502,2.2633182448069205
EXTENDED_2018_2021:300010.SZ-001,EXTENDED_2018_2021,300010.SZ,2019-10-28,2019-10-29,2019,教育,PITB-80B916173F29877FD683,1.1541374087556608,19.092689937829817,ordinary_loser,False,False,True,False,0.047058823529411799,-0.058170991188436702,-7299.6659999999883,11,MARKET_MA20_X2,0.45851528384279477,0.099459459459459498,0.14949037372593429,0,1.2883365672518583,-0.0025504835568969098,0.23095926570654429,0.25703614779245032,0.18342848691552716,-0.056513825611196444,-0.075584624061781722,0.097844675848919038,0.14695002849054664,-0.030301904758283593,-0.080502136752137035,0.059984404792708501,-0.010338977795179106,0.051125559496038184,-0.92782255742244801
EXTENDED_2018_2021:300012.SZ-001,EXTENDED_2018_2021,300012.SZ,2019-02-11,2019-02-12,2019,专业服务,PITB-80B916173F29877FD683,0.84322087319239347,18.629261835933818,ordinary_winner,False,False,False,False,0.21192052980132439,0.11810866421655231,12288.608999999997,32,MARKET_MA20_X2,0.8510416666666667,0.19617224880382769,0.16693679092382499,0.26213592233009742,1.1185313085650863,0.0088653301009478103,0.2259646425448486,,0.15539778460711642,-0.069872229116531903,-0.031304830043909687,-0.041237464134152135,0.13678219306726536,-0.018460870088025494,-0.026605642788785522,0.0710426389595471,0.041090414868129185,0.12432455774525995,-0.053984256650644769
EXTENDED_2018_2021:300012.SZ-002,EXTENDED_2018_2021,300012.SZ,2021-01-07,2021-01-08,2021,专业服务,PITB-80B916173F29877FD683,0.60488979257962294,19.642100181047667,ordinary_winner,False,False,False,False,0.096298834818368595,0.018864959577776601,2369.4290000000037,16,MARKET_MA20_X2,0.77173252279635252,0.15904572564612329,0.17525337837837829,0.33493975903614481,1.3961760450616147,0.058420629462788476,0.22342247987515965,0.1393442622950819,0.11905257472686265,-0.0034019148483572237,0.033312657722341391,0.2145412991172595,0.090714549286968482,-0.00078405311588897186,0.01594732136142224,0.27589762727402822,0.012062872449274066,0.049237004445130551,0.23191949769091003
EXTENDED_2018_2021:300014.SZ-001,EXTENDED_2018_2021,300014.SZ,2018-05-11,2018-05-14,2018,电池,PITB-80B916173F29877FD683,1.2779161318836822,19.376664625346859,ordinary_loser,False,False,True,False,0.0299644489588624,-0.062820876431846501,-6190.9000000000087,11,MARKET_MA20_X2,0.52400000000000002,0.1143180531975098,0.19751552795031041,0.037656903765690301,4.1604095675080561,-0.0031054541883007714,0.25037695763724049,0.55555555555555547,0.19926819501849236,0.099675969904723993,0.10391779062299246,0.13374755902099428,0.14489057321116633,0.10855223083502602,0.093816780521982446,0.27258687863972619,-0.0208340869028418,0.15386566802997423,2.6594016741173756
EXTENDED_2018_2021:300015.SZ-001,EXTENDED_2018_2021,300015.SZ,2019-08-28,2019-08-29,2019,医疗服务,PITB-80B916173F29877FD683,0.4628662963868751,19.766413207894328,ordinary_winner,False,False,False,False,0.066176470588235198,0.036914555033749998,4403.9870000000228,20,MARKET_MA20_X2,0.66060606060606064,0.11839947523778301,0.1687285223367696,0.3849287169042766,0.78952119132808307,0.028671490686910994,0.21732406896511716,0.68487394957983183,0.081764189954841693,-0.070230552264321011,-0.05990830213864963,0.15902740622313072,0.070548235348070976,-0.064921947350884468,-0.097605788536576268,0.15292184557034527,0.063235589357154967,0.02432849214674724,0.38755290811846566
EXTENDED_2018_2021:300015.SZ-002,EXTENDED_2018_2021,300015.SZ,2020-12-25,2020-12-28,2020,医疗服务,PITB-80B916173F29877FD683,0.95618402649628997,21.055378799741614,ordinary_loser,False,False,True,False,0,-0.0263395141443921,-3271.1060000000002,2,MARKET_MA20_X2,0.8944281524926686,0.16256786969019479,0.18790849673202609,0.1234782608695647,0.71616314268412662,0.02116580169059068,0.20554431131955994,0.20256410256410259,0.14157807745777026,0.045131636368382466,0.0060933782114991342,0.025706801045152328,0.11241730939770314,0.062062201045284704,0.002508075706431856,0.055918767122762059,0.073299815585043906,0.13673424440532647,0.061317210468188499
EXTENDED_2018_2021:300015.SZ-003,EXTENDED_2018_2021,300015.SZ,2020-12-30,2020-12-31,2020,医疗服务,PITB-80B916173F29877FD683,1.0005227344382659,21.042048781775438,ordinary_winner,False,False,False,False,0.1328368314150305,0.066382365095973894,7851.5840000000171,21,MARKET_MA20_X2,0.90092024539877302,0.15300546448087421,0.18954248366013071,0.1224137931034478,1.0419894214870893,0.0038055809041481758,0.20517776728954326,0.11282051282051279,0.09971464994722315,0.11235510682127009,-0.021809764860952513,0.032154714496575976,0.11254488314582445,0.12288916825962221,-0.015013975776433597,0.042930458335580179,0.080887105397203535,0.061455093797078357,-0.51507577113850156
EXTENDED_2018_2021:300017.SZ-001,EXTENDED_2018_2021,300017.SZ,2021-09-15,2021-09-16,2021,IT服务Ⅱ,PITB-80B916173F29877FD683,0.39999677601561184,19.650231799593922,ordinary_loser,False,False,True,False,0.0105900151285929,-0.057861956500383102,-10604.945000000009,2,MARKET_MA20_X2,0.42485322896281791,0.070967741935483705,0.10016977928692709,0.2499999999999992,2.2618962312346036,0.007983907334340179,0.21035957264341562,0.19125683060109289,-0.015028069903571042,0.027168660955035506,0.041412306201550356,0.10622880609526758,-3.9829646744815594e-05,0.02507248990059141,0.03570601851851847,0.10031364992847558,-0.03035646248059384,0.063964962188666735,0.62700352860276221
EXTENDED_2018_2021:300020.SZ-001,EXTENDED_2018_2021,300020.SZ,2019-08-19,2019-08-20,2019,IT服务Ⅱ,PITB-80B916173F29877FD683,1.0895542014908062,18.568899339784839,ordinary_winner,False,False,False,False,0.18728717366628839,0.061266468445742898,7686.3890000000156,27,MARKET_MA20_X2,0.38,0.078624078624078303,0.0694444444444446,0.45283018867924618,2.4961196459663775,0.058073974216668933,0.21808278955467533,0.84967320261437906,0.010265444546310662,0.10442629008791476,-0.0047946847133243098,0.088231902160709086,-0.0058829066366390273,0.10996117511206591,0.0057842761128840819,0.16766491618700652,-0.031668257498867397,0.077594784049983628,1.312753912197409
EXTENDED_2018_2021:300020.SZ-002,EXTENDED_2018_2021,300020.SZ,2020-06-15,2020-06-16,2020,IT服务Ⅱ,PITB-80B916173F29877FD683,1.2198732725078973,19.213745777040348,ordinary_loser,False,False,False,False,0.1932234432234432,-0.027881699445775499,-3757.438999999998,28,MARKET_MA20_X2,0.59152542372881356,0.10323886639676109,0.14027630180658859,0.18018018018017959,5.1524752629423034,0.055653921089024783,0.21989148306541623,0.50769230769230766,0.15978328034935624,0.12368844962899767,0.045772360644372651,0.091215777162133971,0.094383081608543695,0.12141311031352237,0.041381808260029213,0.18769453668687547,-0.014862269321240908,0.099372196167101134,1.2186353329652382
EXTENDED_2018_2021:300027.SZ-001,EXTENDED_2018_2021,300027.SZ,2019-02-25,2019-02-26,2019,影视院线,PITB-80B916173F29877FD683,1.1052327556435049,18.771199204899194,ordinary_loser,False,False,False,False,0.1765799256505575,-0.0164956424096523,-1863.0149999999992,22,MARKET_MA20_X2,0.29119496855345911,0.1753246753246753,0.19069767441860461,0.36585365853658502,2.8578876757762779,0.17257392754345968,0.32041809301904256,0.91576630652260904,0.077688767390035371,-0.085502978400302854,-0.042346416841651718,0.094086403316520129,0.033316190898498271,-0.086461290986230843,-0.043059872955804657,0.070755082991614981,-0.064242268728353466,0.13368349398516252,0.73114087956205731
EXTENDED_2018_2021:300033.SZ-001,EXTENDED_2018_2021,300033.SZ,2019-02-11,2019-02-12,2019,软件开发,PITB-80B916173F29877FD683,1.1851594171730351,18.808778073108428,extreme_winner,True,True,False,False,1.1622731201382883,0.90395621016839722,83753.857000000018,32,MARKET_MA20_X2,0.73541666666666661,0.097699786578136105,0.1533386117709159,0.043029259896729698,3.2468178427947501,0.0088653301009478103,0.2259646425448486,,0.051355742329529983,0.035036828866148617,-0.033098580246443937,0.069594035293591372,0.078777738072492304,0.0068883816017699662,-0.0052984260557889518,0.047445587145787449,0.11205933982582225,0.06693260643201375,1.0544319086157603
EXTENDED_2018_2021:300034.SZ-001,EXTENDED_2018_2021,300034.SZ,2019-08-30,2019-09-02,2019,航空装备Ⅱ,PITB-80B916173F29877FD683,0.86123459249590217,18.687937473876676,ordinary_loser,False,False,False,False,0.1151801535735381,-0.030539106576151699,-3941.161000000016,18,MARKET_MA20_X2,0.77549019607843139,0.0601127113337507,0.13997214484679671,0.030864197530864598,2.0292045501071505,0.02990125877057026,0.21620717393957198,0.51880752300920363,-0.034184223018492513,-0.027195132656864685,0.02661387814313379,-0.050429897571414861,-0.10489502112343317,-0.017218021762559488,0.035234234180285401,-0.1030503356948626,0.00068846818554126272,0.085793355032570406,0.23541574776370977
EXTENDED_2018_2021:300036.SZ-001,EXTENDED_2018_2021,300036.SZ,2019-12-10,2019-12-11,2019,软件开发,PITB-80B916173F29877FD683,1.3430128520898754,19.138910336430808,ordinary_winner,False,False,False,False,0.39197994987468671,0.13005887844306591,15590.645999999992,32,MARKET_EMERGENCY_X0.96,0.55402298850574716,0.081081081081081099,0.13560300057703409,0.3351955307262573,1.8738954176577431,0.035945358638249658,0.1639619485905541,0.68887555022008806,-0.035877789457322576,0.014932684419173725,0.021346245652322793,0.017293867769618831,-0.038348799891772437,0.0093228401694731566,0.025441181303333962,0.040327215588818743,-0.013498517670895006,0.055512709930258988,0.66743848322320909
EXTENDED_2018_2021:300037.SZ-001,EXTENDED_2018_2021,300037.SZ,2019-02-14,2019-02-15,2019,电池,PITB-80B916173F29877FD683,0.99257747489890613,18.666886250718452,ordinary_winner,False,False,False,False,0.12733944954128429,0.0030105896889248002,337.47200000000885,25,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.77029702970297032,0.1787398199742822,0.1817395067070533,0.1761904761904767,1.7415180556485159,0.052817098668802798,0.24023747047868491,,0.22819024939972474,0.015542984826013961,0.031284925655640089,0.33780691872783342,0.16010565965031143,0.0072215904441730872,0.0063027975327494545,0.2755427111055801,0.013072081567352921,0.16918209876629806,0.99041352478579536
EXTENDED_2018_2021:300037.SZ-002,EXTENDED_2018_2021,300037.SZ,2019-11-07,2019-11-08,2019,电池,PITB-80B916173F29877FD683,0.79787215953839219,18.593334772471234,ordinary_loser,False,False,True,False,0.013669064748201299,-0.0029697186522230001,-363.31900000000314,3,MARKET_MA20_X2,0.49454545454545451,0.080764728833398303,0.1617021276595744,0.47894736842105262,1.5606525457324605,0.011928302158788373,0.16715184218533494,0.31045751633986929,0.083245306421629348,-0.11278498555010835,-0.016587033440965654,0.00022664364960955918,0.051442649995704609,-0.1176792173798053,-0.034223198445551689,0.053027188242032897,-0.034442715761290404,0.036241282488648968,1.347661899369059
EXTENDED_2018_2021:300037.SZ-003,EXTENDED_2018_2021,300037.SZ,2020-06-16,2020-06-17,2020,电池,PITB-80B916173F29877FD683,1.1344016138146735,19.443017686025701,ordinary_winner,False,False,False,False,0.45334215751158169,0.1795556200952784,23127.243999999999,27,MARKET_MA20_X2,0.71144781144781155,0.1312702770152232,0.17340286831812249,0,0.66540271649115834,0.059500449855758974,0.22322513542730282,0.64615384615384619,0.021342899709140072,-0.12413422492225495,-0.014645372872261919,-0.056245749888565622,-0.032277064802609216,-0.11611777501342607,-0.03374828803463667,-0.13323676231605164,0.010934761387838934,0.018783267222279604,0.40348443547759805
EXTENDED_2018_2021:300041.SZ-001,EXTENDED_2018_2021,300041.SZ,2019-11-20,2019-11-21,2019,化学制品,PITB-80B916173F29877FD683,0.90968458188098844,18.561771945023775,ordinary_loser,False,False,True,False,0.0143755615453726,-0.068352133042160104,-7995.960000000021,2,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.60926829268292682,0.066793893129770895,0.1018793273986153,0.077777777777778001,1.9097414032711888,0.023155949782744267,0.19186188454369482,0.33866880085367479,0.0064889262467208303,0.081134402213774992,0.023127153999637051,-0.032516266699772589,-0.049579416650808346,0.13030873840632834,0.025282819635226217,-0.020248359092166934,0.00099058948169608823,0.079051456624385272,0.38931019064200845
EXTENDED_2018_2021:300042.SZ-001,EXTENDED_2018_2021,300042.SZ,2021-04-16,2021-04-19,2021,计算机设备,PITB-80B916173F29877FD683,0.56128877910597252,18.579028989085746,severe_loser,False,False,True,True,0.078929765886287501,-0.12622142105358619,-17412.474000000009,11,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.72885375494071147,0.21947194719471949,0.16680707666385849,0.4848484848484852,2.5377198163200267,0.0088590914102408824,0.19442634915201981,0.32786885245901631,0.11197597383471194,0.022115753945209371,-0.0014522984886649049,0.070912317484055798,-0.03330899885011529,0.023696070685989057,0.0064723091346534645,0.14180590878377192,0.088231896220728412,0.21161997538558669,0.70608918625809036
EXTENDED_2018_2021:300044.SZ-001,EXTENDED_2018_2021,300044.SZ,2020-08-06,2020-08-07,2020,IT服务Ⅱ,PITB-80B916173F29877FD683,0.68027907078050587,19.644290338187457,ordinary_loser,False,False,True,False,0.034571062740076798,-0.0569456152042579,-7390.153999999995,4,MARKET_MA20_X2,0.40537634408602152,0.0219072164948452,0.19004524886877819,0.063492063492063502,1.3675877092693216,0.023179427124524032,0.40745392324816027,0.31794871794871787,0.13594905392706241,0.10064167950583019,0.020168537568094336,-0.061563584701803009,0.081516169755871296,0.087213638170961394,0.023888955081615315,-0.11313223864643357,0.010362787035546658,0.01600784292631563,-0.0058902436606169672
EXTENDED_2018_2021:300044.SZ-002,EXTENDED_2018_2021,300044.SZ,2020-08-27,2020-08-28,2020,IT服务Ⅱ,PITB-80B916173F29877FD683,0.72928861468800066,19.420956283613041,ordinary_loser,False,False,False,False,0.20680958385876419,-0.027535273639664602,-3652.6509999999994,10,SET_REMOVAL,0.37521186440677962,0.069518716577539899,0.17008797653958951,0.4051724137931032,1.9208302933775017,0.019396830280559163,0.27933121707368291,0.57948717948717954,0.1048128672248442,0.023584064067431576,0.003462102440391468,-0.016393690883156731,0.051722845573741238,-0.010888096153537863,0.045196958990062819,0.02487189007942664,0.041111388242431053,0.044458944076851456,0.57257922008759765
EXTENDED_2018_2021:300046.SZ-001,EXTENDED_2018_2021,300046.SZ,2021-11-22,2021-11-23,2021,半导体,PITB-80B916173F29877FD683,1.1486309234000014,19.455955223280338,severe_loser,False,False,True,True,0.048623525205577299,-0.1257006346022134,-22475.100000000009,11,MARKET_MA20_X2,0.50985010706638112,0.23775601068566329,0.18029739776951659,0.45360824742268091,3.250192598267303,0.07333858944426952,0.16474567239908533,0.93169398907103818,0.1835257255582193,0.071070698562357815,0.011596006784517832,0.086631441765551043,0.13053697728937114,0.075980185677142598,0.018749214534991204,0.15350071521453812,0.064246422406124118,0.17573022170751976,0.4240594335909853
EXTENDED_2018_2021:300048.SZ-001,EXTENDED_2018_2021,300048.SZ,2021-11-04,2021-11-05,2021,自动化设备,PITB-80B916173F29877FD683,0.52794169210014796,18.898130470777875,ordinary_winner,False,False,False,False,0.36307692307692307,0.1814302429207891,35453.685999999965,23,MARKET_MA20_X2,0.70026246719160112,0.1245674740484428,0.15111940298507459,0.049382716049382699,2.4651704924007478,0.038745587166253204,0.17577512871210832,0.54644808743169404,0.061284397560179768,0.11195446389944957,-0.0059391324097206044,-0.092180056474890637,0.072077137811346267,0.12911686939930539,0.010906226423467585,-0.077704469892645456,0.066568009090176516,0.069368176426616787,0.48220994175855392
EXTENDED_2018_2021:300059.SZ-001,EXTENDED_2018_2021,300059.SZ,2020-06-16,2020-06-17,2020,证券Ⅱ,PITB-80B916173F29877FD683,1.0247327997379718,22.01842010422158,strong_winner,False,True,False,False,0.79684657368101885,0.49632212844765922,58986.261000000013,27,MARKET_MA20_X2,0.58518518518518514,0.086121777290181001,0.16762589928057539,0.047619047619047401,1.2795003100127469,0.059500449855758974,0.22322513542730282,0.64615384615384619,0.039303695084277196,-0.11584096150883816,-0.011785143565917047,-0.034121378435840288,0.051596618996128281,-0.11187161753045716,-0.029013913761273949,0.051323252836116051,0.0085106896679083902,0.020363978277550931,0.58829558028104123
EXTENDED_2018_2021:300059.SZ-002,EXTENDED_2018_2021,300059.SZ,2021-09-08,2021-09-09,2021,证券Ⅱ,PITB-80B916173F29877FD683,1.1996011739329926,22.888097983340124,ordinary_loser,False,False,True,False,0.045454545454545102,-0.036020797384433798,-6599.8400000000256,7,MARKET_MA20_X2,0.65353728489483742,0.070691747572815405,0.15086913742210581,0.45013477088948678,1.5999286791654943,-0.035816108776180799,0.23462976553288439,0.19125683060109289,0.14325512219464748,0.11411694331727179,0.081695827884154359,0.08636620462200012,0.064403512052539844,0.067496683391251422,0.086530597657431568,0.055984550654030241,-0.028977990743968514,0.13267631999661814,0.5915438494156664
EXTENDED_2018_2021:300059.SZ-003,EXTENDED_2018_2021,300059.SZ,2021-12-14,2021-12-15,2021,证券Ⅱ,PITB-80B916173F29877FD683,0.9226646680161954,22.327109393893203,ordinary_loser,False,False,True,False,0.025841816758026499,-0.021275513836202999,-3508.2840000000142,4,MARKET_MA20_X2,0.59780219780219779,0.1011784995688416,0.1915625,0.4388254486133763,0.92255770800950121,0.03448769275765029,0.17185985866569142,0.36885245901639341,0.071926633166351311,0.042584341835745443,0.050609719367276804,0.024256637078153231,0.037209843219677616,0.0844561321131862,0.022751120825575732,-0.040277015808284133,0.0091594671976997916,-0.0040024248041092558,0.45100761886237506
EXTENDED_2018_2021:300065.SZ-001,EXTENDED_2018_2021,300065.SZ,2021-07-19,2021-07-20,2021,航海装备Ⅱ,PITB-80B916173F29877FD683,0.50818258585244969,18.524222614101514,ordinary_winner,False,False,False,False,0.1493268053855569,0.0016666320215891,271.23699999999371,6,MARKET_MA20_X2,0.2848552338530066,0.058747855917667201,0.1999999999999999,0,1.6785902220742053,0.0507321452422973,0.23831763593904662,0.29781420765027322,-0.053117839571498994,-0.046193721822420097,0.029484950146078048,0.0009473396886426344,-0.050209755329209488,-0.093475083964745631,-0.086453887049106809,0.032729391273991992,-0.015940328143518614,-0.0849484522029232,1.8341784940289894
