baseline_block,trade_id,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,canonical_exit_reason,round_trip_return,realized_pnl,capital,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,giveback_from_peak,return_5d,return_10d,return_20d,entry_rs_score,entry_mom20,entry_mom60,entry_mom120,entry_box_width,entry_vol_ratio,entry_minvol_location,entry_minimum_volume_ratio,entry_breakout_volume_ratio,pnl_bucket
EXTENDED_2018_2021,EXTENDED_2018_2021:300044.SZ-002,300044.SZ,2020-08-27,2020-08-28,2020-09-10,2020-09-11,SET_REMOVAL,-0.027535273639664636,-3652.6509999999994,132653.521,10,0.20680958385876425,-0.04161412358133676,8,9,0.17633729129414127,0.05296343001261028,-0.02648171500630514,,0.37521186440677967,0.06951871657753994,0.1887072808320951,0.03492884864165591,0.1700879765395895,0.7867834781677934,0.4051724137931032,0.3996213040488134,1.9208302933775014,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300075.SZ-001,300075.SZ,2020-09-08,2020-09-09,2020-09-10,2020-09-11,SET_REMOVAL,-0.14100764943987934,-18530.278000000006,131413.282,2,0.0006246096189879147,-0.14490943160524683,0,1,0.10915255887148448,,,,0.3662942271880819,0.09756097560975596,0.2695924764890283,0.23381244733210704,0.1409443269908388,0.8191471816992109,0.08333333333333251,0.4445126614749763,1.7382155497732485,SEVERE_LOSS_NEG10_TO_NEG20
EXTENDED_2018_2021,EXTENDED_2018_2021:300110.SZ-001,300110.SZ,2020-08-27,2020-08-28,2020-09-10,2020-09-11,SET_REMOVAL,0.09637090978067402,13479.758999999995,139873.734,10,0.46875,-0.02083333333333326,8,2,0.2890457568859927,0.30833333333333335,0.06875000000000009,,0.44576271186440675,0.11899313501144149,0.22864321608040195,0.025157232704402288,0.17114914425427874,0.766680552466873,0.04761904761904802,0.4136588376526409,1.9993317711158114,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300194.SZ-001,300194.SZ,2020-09-02,2020-09-03,2020-09-10,2020-09-11,SET_REMOVAL,-0.11507030197354073,-15574.099000000006,135344.20899999997,6,0.08333333333333348,-0.12575757575757573,4,6,0.18779757470081349,-0.0015151515151514694,,,0.39134808853118713,0.039556962025316444,0.24667931688804567,0.14860139860139876,0.14542190305206448,0.7426189787053266,0.2962962962962956,0.34743556309980017,2.2730294510327815,SEVERE_LOSS_NEG10_TO_NEG20
EXTENDED_2018_2021,EXTENDED_2018_2021:300310.SZ-001,300310.SZ,2020-09-01,2020-09-02,2020-09-10,2020-09-11,SET_REMOVAL,-0.03658776013941053,-5202.158999999973,142183.041,7,0.28527131782945725,-0.0728682170542635,5,7,0.31255675238747266,0.27596899224806215,,,0.3171079429735234,0.07565789473684204,0.1534391534391535,0.02668759811616961,0.18943533697632065,0.8064126634192114,0.31395348837209275,0.3920926278329007,2.1285772807370944,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300452.SZ-001,300452.SZ,2020-08-25,2020-08-26,2020-09-10,2020-09-11,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.0935478793628624,-13284.722000000014,142009.86800000002,12,0.09852216748768461,-0.10028149190710767,6,12,0.16990255916581792,0.07635467980295552,-0.022871217452498316,,0.6562222222222223,0.12972542777556706,0.29812528577960684,1.5055668703326544,0.17055879899916593,0.8327344357503972,0.2224938875305624,0.28380031546906453,1.7439727316072742,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300593.SZ-001,300593.SZ,2020-09-07,2020-09-08,2020-09-10,2020-09-11,SET_REMOVAL,-0.12937856200406217,-17223.00200000002,133120.988,3,0.06547619047619047,-0.13194444444444442,1,2,0.13830713343263357,,,,0.4967244701348747,0.050873586844809804,0.47440519105984147,0.06399583766909478,0.19389587073608605,0.5597621184061392,0.1919191919191921,0.5337291393410807,1.3538746513226603,SEVERE_LOSS_NEG10_TO_NEG20
EXTENDED_2018_2021,EXTENDED_2018_2021:300124.SZ-001,300124.SZ,2020-10-09,2020-10-12,2020-11-02,2020-11-03,MARKET_MA20_X2,0.2627456461988227,31090.221999999994,118328.21,16,0.2655948553054661,-0.067524115755627,16,10,0.0028492091066434355,0.0035369774919613572,-0.0003215434083602142,,0.8776290630975143,0.12764791818845866,0.28298358612092245,1.2520058351568197,0.15962070327933642,0.7135088428604428,0.44583333333333325,0.5342348896732438,1.5367750475049815,TOP_WINNER_20_TO_50
EXTENDED_2018_2021,EXTENDED_2018_2021:300177.SZ-001,300177.SZ,2020-10-16,2020-10-19,2020-11-02,2020-11-03,MARKET_MA20_X2,-0.0205698732744941,-2611.2800000000134,126946.82,11,0.06620477290223237,-0.09930715935334877,0,10,0.052902436784886694,-0.06697459584295617,-0.05003849114703618,,0.6558386411889596,0.19887955182072825,0.2865731462925851,0.46575342465753433,0.1652582159624414,0.7878668634286179,0.0,0.36821628101515713,3.0242870516350053,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-002,300408.SZ,2020-10-12,2020-10-13,2020-11-02,2020-11-03,MARKET_MA20_X2,-0.0028386957961213906,-374.42899999997053,131901.77,15,0.048246928378783416,-0.13874737788432723,0,4,-0.008249107620120658,-0.13215462990710214,-0.065028468684447,,0.7113026819923371,0.13464866735894776,0.1587133262636975,0.7699784017278619,0.18399690761499787,0.8469381484887799,0.3718487394957984,0.5737591272051018,2.361078665246633,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300409.SZ-001,300409.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,MARKET_MA20_X2,0.06753204571642289,7972.896999999997,118060.943,3,0.09078114004222382,-0.032371569317382165,2,1,0.0021372012927255574,,,,0.5141547861507129,0.09421364985163194,0.19047619047619047,0.39413988657845,0.16774716369529985,0.5678405479206308,0.16908212560386454,0.31672331470521814,2.6930385243983848,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300503.SZ-001,300503.SZ,2020-10-26,2020-10-27,2020-11-02,2020-11-03,MARKET_MA20_X2,0.02719790302492218,3230.230999999996,118767.649,5,0.05370462456489311,-0.030830432620586823,4,3,0.012583300356480049,0.026355047240179008,,,0.7033126293995859,0.08496732026143805,0.37474120082815743,0.5660377358490567,0.16188769414575876,0.560343199717854,0.016483516483517105,0.44889070143281995,1.8671661956153038,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300520.SZ-001,300520.SZ,2020-10-09,2020-10-12,2020-11-02,2020-11-03,MARKET_MA20_X2,0.18447431136730663,23704.279000000013,128496.36799999999,16,0.6025482942868887,-0.013152486642005634,7,0,0.409442663560766,0.12207151664611593,0.32100287710645303,,0.6217973231357552,0.06134157105030891,0.15458473355736935,0.18944101999181795,0.16149369544131909,0.8181847145571178,0.25867507886435354,0.5064735239560474,2.0690170142453557,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300586.SZ-001,300586.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,MARKET_MA20_X2,0.0389913657770802,4589.970000000016,117717.59999999999,3,0.05267857142857135,-0.03571428571428559,2,2,0.0020800627943484487,,,,0.47576374745417516,0.05737704918032782,0.2842920353982301,0.13036126056879316,0.1831275720164609,0.816927724172574,0.0,0.3768069699835189,2.1001505236389137,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300631.SZ-001,300631.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,MARKET_MA20_X2,-0.007046915984521399,-819.8680000000022,116344.228,3,0.06028667790893749,-0.050590219224283306,0,2,0.03782263267929381,,,,0.689816700610998,0.23058369512783417,0.2883838383838384,0.5844720496894409,0.18125323666494042,0.7448194963050567,0.022857142857143384,0.37767998128157093,5.9505457029007065,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300732.SZ-001,300732.SZ,2020-10-28,2020-10-29,2020-11-02,2020-11-03,MARKET_MA20_X2,0.046768004722550056,5520.3979999999865,118037.92000000001,3,0.10568181818181821,-0.017045454545454586,0,0,0.03845926800472265,,,,0.5926680244399185,0.11732186732186722,0.3095752339812816,0.37110552763819116,0.19107856191744355,0.7555546829786168,0.1951219512195123,0.2621148518402579,2.590520880527813,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300750.SZ-001,300750.SZ,2020-10-09,2020-10-12,2020-11-02,2020-11-03,MARKET_MA20_X2,0.13807245386192754,15756.0,114114.0,16,0.16447368421052633,-0.038026315789473575,15,10,0.0028924584187741964,0.00043859649122812705,-0.013157894736842146,,0.7435946462715105,0.07131967603620781,0.09681982245634568,0.8740748401449041,0.16238064236111116,0.8121879857496687,0.23989308386234565,0.41753739726222083,1.5349146192391383,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300327.SZ-001,300327.SZ,2020-11-09,2020-11-10,2020-11-12,2020-11-13,MARKET_MA20_X2,-0.08518616546315956,-10639.135999999999,124892.768,3,0.030520646319569078,-0.08951013080277004,1,2,0.11006433935390066,,,,0.4880434782608696,0.08256130790190719,0.11288515406162447,0.22623456790123453,0.17177522349936147,0.6500625663818214,0.073684210526316,0.5115018179714347,3.572686197661752,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300429.SZ-001,300429.SZ,2020-11-10,2020-11-11,2020-11-12,2020-11-13,MARKET_MA20_X2,-0.015387089690495263,-1940.25,126095.97,2,0.014447884416924683,-0.044375644994840036,0,1,0.0060991639939008396,,,,0.5202185792349727,0.061647572285870256,0.12877030162413017,0.1722891566265059,0.19937888198757747,0.7518678907817604,0.3923611111111109,0.46210722568003976,2.2519704210796845,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300271.SZ-005,300271.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,MARKET_MA20_X2,-0.021574050242477483,-2690.750000000029,124721.59700000001,4,0.010939268200679031,-0.039230479064504054,0,3,0.012520862766053454,,,,0.6077830188679246,0.10382059800664445,0.06277489004398218,0.029434546862896926,0.15794104707435097,0.7748332030081525,0.0,0.5271541965230133,0.959244069008384,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300347.SZ-001,300347.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,MARKET_MA20_X2,0.0847508012739025,9750.150000000023,115044.93,4,0.10728269381362576,-0.004776820673453419,3,0,0.004442620809104569,,,,0.8096698113207548,0.05863192182410426,0.1423550087873462,0.5719467956469164,0.19262826449342474,0.8223668618612779,0.036893203883495616,0.5663292911150254,1.3848380573199148,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300390.SZ-001,300390.SZ,2020-12-07,2020-12-08,2020-12-10,2020-12-11,MARKET_MA20_X2,0.031093643198906347,3843.904999999999,123623.5,3,0.09736842105263155,-0.01684210526315788,0,0,0.012064251537935715,,,,0.7985645933014355,0.11754385964912273,0.08271954674220972,0.5300240192153722,0.18327759197324434,0.45125788951129653,0.49808429118773984,0.5423090172394758,3.755562613068004,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-003,300408.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,MARKET_MA20_X2,-0.003444381705251163,-428.2199999999866,124324.2,4,0.017971014492753623,-0.021739130434782594,2,3,0.017357425183511997,,,,0.7997641509433963,0.0014641288433383526,0.20042120042120048,0.6277962874821514,0.18024861878453025,0.6112301249174157,0.40952380952380946,0.4462549244461928,0.640834368593345,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300476.SZ-001,300476.SZ,2020-12-04,2020-12-07,2020-12-10,2020-12-11,MARKET_MA20_X2,-0.038961038961038925,-4779.5669999999955,122675.553,4,0.02372034956304625,-0.059508947149396585,0,3,0.0576876307213386,,,,0.6731132075471697,0.12169553327256133,0.1247714808043876,0.1135746606334842,0.19771485345255835,0.8498376208442537,0.03517587939698506,0.29430400949770935,1.2734381792333058,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300595.SZ-003,300595.SZ,2020-12-07,2020-12-08,2020-12-10,2020-12-11,MARKET_MA20_X2,0.03458724431741601,4318.934999999998,124870.74599999998,3,0.038293813028073,-0.01567184518942477,2,0,0.0020712457343692176,,,,0.734688995215311,0.0699708454810497,0.17140121289498889,0.23237071860308944,0.1695877961700747,0.7654597208600894,0.11578947368421065,0.3752497061629434,1.3163881338709953,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300308.SZ-002,300308.SZ,2020-12-21,2020-12-22,2020-12-25,2020-12-28,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.11050803741712832,-13993.246,126626.5,4,0.006363636363636349,-0.10872727272727267,0,4,0.05996258287167376,,,,0.5606741573033708,0.13681386710689236,0.042384105960264984,-0.11168085655314752,0.15391120507399592,0.7864127766999115,0.3300653594771237,0.6179733937103461,1.2596183918458166,SEVERE_LOSS_NEG10_TO_NEG20
EXTENDED_2018_2021,EXTENDED_2018_2021:300015.SZ-002,300015.SZ,2020-12-25,2020-12-28,2020-12-29,2020-12-30,MARKET_MA20_X2,-0.02633951414439219,-3271.1059999999998,124190.066,2,0.0,-0.032611674431351156,0,1,0.013322249140281479,,,,0.8944281524926686,0.16256786969019488,0.5391120507399578,0.7210401891252955,0.18790849673202614,0.6617085037541286,0.12347826086956475,0.4918973133970201,0.7161631426841266,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300285.SZ-001,300285.SZ,2020-12-21,2020-12-22,2020-12-29,2020-12-30,MARKET_MA20_X2,-0.024175824175824152,-3049.199999999997,126126.0,6,0.06822222222222218,-0.03355555555555556,4,2,0.05750915750915759,0.03333333333333344,,,0.7837078651685393,0.16543272912943574,0.18172404866683922,0.3973063973063973,0.1956231651988256,0.6833963408954818,0.27321428571428585,0.5046158406589809,1.7325111449566182,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300406.SZ-001,300406.SZ,2020-12-25,2020-12-28,2020-12-29,2020-12-30,MARKET_MA20_X2,0.04731206293706303,5943.791000000012,125629.504,2,0.061233108108108114,-0.009712837837837829,1,0,0.0020967208467207385,,,,0.6988269794721408,0.15120274914089338,0.22135416666666674,0.039450354609929184,0.14691235059760976,0.7294577125469467,0.052238805970149405,0.23300495189314327,1.8450506686901078,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-004,300408.SZ,2020-12-21,2020-12-22,2020-12-29,2020-12-30,MARKET_MA20_X2,-0.0030920025439070513,-383.99599999998463,124190.066,6,0.0441216771718278,-0.032611674431351156,4,3,0.012135576125710128,-0.010687859687585677,,,0.821067415730337,0.14151239410103544,0.3143063583815029,0.41336441336441365,0.12729616500161112,0.7667556254274084,0.18902439024390288,0.4997090764319364,1.630182703116096,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300750.SZ-002,300750.SZ,2020-12-15,2020-12-16,2020-12-29,2020-12-30,MARKET_MA20_X2,0.13975959800370932,15679.919999999998,112192.08,10,0.17890792291220547,-0.01142041399000715,4,0,0.020126197856390554,0.11934332619557453,0.09921484653818702,,0.8989276139410188,0.11097813946066704,0.44465193484801335,0.752123309216735,0.19333333333333336,0.6115993681123603,0.05357142857142857,0.674259694169958,1.4977629847062837,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300772.SZ-001,300772.SZ,2020-12-21,2020-12-22,2020-12-29,2020-12-30,MARKET_MA20_X2,-0.06267035410463766,-7907.435000000008,126175.04900000001,6,0.1496640195479535,-0.06719609040928531,1,5,0.15735575422681253,0.05803298717165539,,,0.7637640449438202,0.10961667787491591,0.21234386480529022,0.33819951338199505,0.1445698166431595,0.4855522507538446,0.3101604278074865,0.3258293173491465,2.1041711550937845,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300012.SZ-002,300012.SZ,2021-01-07,2021-01-08,2021-01-29,2021-02-01,MARKET_MA20_X2,0.018864959577776605,2369.4290000000037,125599.474,16,0.09629883481836865,-0.09698423577793003,10,6,0.0555010445346293,-0.0712816997943797,-0.037354352296093185,,0.7717325227963525,0.1590457256461233,0.0705104663973557,0.2125623960066556,0.1752533783783783,0.828599060137793,0.3349397590361448,0.5229660668219577,1.3961760450616147,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300015.SZ-003,300015.SZ,2020-12-30,2020-12-31,2021-01-29,2021-02-01,MARKET_MA20_X2,0.06638236509597391,7851.584000000017,118278.15999999999,21,0.13283683141503055,-0.08720379146919433,16,1,0.048986626102401384,0.04807041299932302,-0.033310765064319514,0.06851726472579567,0.900920245398773,0.15300546448087426,0.4910155461336563,0.6640378548895898,0.1895424836601307,0.614153893866808,0.12241379310344787,0.5003574488595516,1.0419894214870893,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300767.SZ-001,300767.SZ,2021-01-07,2021-01-08,2021-01-29,2021-02-01,MARKET_MA20_X2,0.018568931068931028,2310.797999999995,124444.32,16,0.18243243243243246,-0.05180180180180172,11,1,0.12974187974187984,0.04605855855855867,0.12601351351351342,,0.7443768996960487,0.2234806629834254,0.10988597920060128,-0.009726103968697664,0.1734539969834088,0.8321032604318135,0.2573443008225617,0.39181496559300855,3.4541631777810973,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300171.SZ-001,300171.SZ,2021-02-10,2021-02-18,2021-02-23,2021-02-24,MARKET_MA20_X2,-0.07312989386423518,-9218.896000000008,126061.936,4,0.013498920086393085,-0.08423326133909281,0,3,0.061250844188209363,,,,0.6867383512544804,0.19240837696335067,0.11301160659743426,-0.1373106060606062,0.15941058271935704,0.7836347416769502,0.29914529914529964,0.45416853468079144,2.477476475365892,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300009.SZ-001,300009.SZ,2021-04-08,2021-04-09,2021-04-13,2021-04-14,MARKET_MA20_X2,0.04246164152377534,5365.888000000021,126370.24399999999,3,0.05099648300117243,-0.01289566236811246,2,1,0.0020870102933407547,,,,0.78125,0.15098171970209884,0.13560454241816955,-0.011052937754508552,0.17238860482103724,0.707364237013551,0.06857142857142813,0.49159361995354695,6.309927050559787,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300458.SZ-004,300458.SZ,2021-03-31,2021-04-01,2021-04-13,2021-04-14,MARKET_MA20_X2,0.1498683135046771,18317.219999999998,122222.1,8,0.2567567567567568,-0.018918918918918948,6,0,0.06526682163045805,0.16216216216216206,,,0.733941605839416,0.08631046474865633,0.06674945669046872,0.03307276007215876,0.1806644270250093,0.6651989308558841,0.15082644628099182,0.4212054769724909,6.723428135792878,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300715.SZ-001,300715.SZ,2021-04-07,2021-04-08,2021-04-13,2021-04-14,MARKET_MA20_X2,-0.0006825336350820932,-83.97000000001572,123026.90400000001,4,0.04876977152899831,-0.010984182776801354,0,3,0.02880204154369349,,,,0.7509578544061303,0.17956015523932733,0.1817003628823226,-0.18472818311874106,0.16201117318435743,0.7452819072976212,0.31855500821018046,0.5341357241953846,1.519569749480651,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300674.SZ-001,300674.SZ,2021-04-16,2021-04-19,2021-04-26,2021-04-27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.06756227778955044,-8677.17899999999,128432.30399999999,6,0.00463341509948223,-0.08176614881439082,0,5,0.038399018045751035,-0.0771327337149087,,,0.7687747035573123,0.16930379746835444,0.19309008718114318,-0.04988428902031361,0.19635297948550967,0.5249347800538484,0.0679933665008292,0.41386446491664103,3.0092708588648622,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300835.SZ-001,300835.SZ,2021-04-14,2021-04-15,2021-04-26,2021-04-27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.09547426382755095,-12380.963999999993,129678.549,8,0.006560283687943258,-0.1044326241134752,1,7,0.09458773900485593,-0.06436170212765946,,,0.8568627450980393,0.1960412718467044,0.2566371681415929,0.06766917293233066,0.15919140871762472,0.7071920819193397,0.052910052910052754,0.38085936153831224,1.5393763738352544,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300531.SZ-001,300531.SZ,2021-04-16,2021-04-19,2021-04-29,2021-04-30,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.03803528532358664,-4907.118000000003,129014.886,9,0.05341055341055356,-0.05534105534105527,3,7,0.0850108322991337,0.027027027027027195,,,0.5644268774703557,0.14275362318840568,0.08459422283356255,-0.27260147601476015,0.12936046511627897,0.6011605761560607,0.07865168539325877,0.3907339647782048,1.7181282599546495,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300541.SZ-001,300541.SZ,2021-04-20,2021-04-21,2021-04-29,2021-04-30,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.05628757809228608,-7321.828999999998,130078.949,7,0.06515058389674233,-0.06576521204671171,2,6,0.08763361374071882,-0.04486785494775658,,,0.5553846153846154,0.15266106442577043,0.0836076366030285,-0.30283778060144007,0.1691542288557213,0.7965503299695552,0.0,0.4120206971344936,1.9230412054510366,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300085.SZ-001,300085.SZ,2021-04-27,2021-04-28,2021-04-30,2021-05-06,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.10743587537276028,-14040.31700000001,130685.55500000001,3,0.00240963855421672,-0.10963855421686763,0,3,0.053219007902880644,,,,0.5588235294117647,0.07098381070983817,0.09693877551020402,-0.23145665773011614,0.17146872803935365,0.7484563459282597,0.07488986784140968,0.4832751682937351,3.0871994285166604,SEVERE_LOSS_NEG10_TO_NEG20
EXTENDED_2018_2021,EXTENDED_2018_2021:300348.SZ-001,300348.SZ,2021-04-16,2021-04-19,2021-04-30,2021-05-06,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.06925009015783393,-8888.818999999981,128358.22999999998,10,0.07362924281984329,-0.07467362924281984,1,9,0.1261691502100533,0.043342036553524865,-0.06997389033942558,,0.5229249011857707,0.13030660377358494,0.0164369034994698,-0.25087924970691666,0.12987804878048803,0.6753263330466923,0.1969696969696972,0.4476149122081598,2.712371136980214,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300042.SZ-001,300042.SZ,2021-04-16,2021-04-19,2021-05-06,2021-05-07,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.1262214210535862,-17412.47400000001,137951.814,11,0.07892976588628753,-0.15852842809364542,1,9,0.15699065182281707,-0.02608695652173909,-0.13177257525083608,,0.7288537549407115,0.21947194719471952,0.23475355054302405,-0.21591511936339536,0.16680707666385852,0.7518397745227938,0.4848484848484852,0.3701850420787667,2.5377198163200267,SEVERE_LOSS_NEG10_TO_NEG20
EXTENDED_2018_2021,EXTENDED_2018_2021:300119.SZ-001,300119.SZ,2021-04-29,2021-04-30,2021-05-10,2021-05-11,MARKET_MA20_X2,-0.036201667351989764,-4378.513000000006,120947.827,4,0.04513064133016642,-0.036986766202918187,1,3,0.06775918347007587,,,,0.8149425287356322,0.08113069016152696,0.253191489361702,0.3013698630136985,0.1736526946107786,0.5595524265520507,0.3560371517027859,0.4285463562891738,1.865216813549536,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300151.SZ-001,300151.SZ,2021-04-28,2021-04-29,2021-05-10,2021-05-11,MARKET_MA20_X2,-0.06656901614085252,-7983.876000000004,119933.814,5,0.033935934031081416,-0.06850618458610847,1,4,0.09447894319445214,-0.0653346019663813,,,0.7719844357976653,0.15155858115370835,0.09692832764505122,0.27844073190135243,0.14626752557787048,0.6741256412336635,0.1705882352941172,0.34853449591278474,2.1802260910347004,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300287.SZ-001,300287.SZ,2021-04-26,2021-04-27,2021-05-10,2021-05-11,MARKET_MA20_X2,0.090877080480038,11540.467999999999,126989.863,7,0.11315789473684235,-0.05263157894736836,6,3,0.014386077414698953,0.02894736842105261,,,0.483984375,0.0878186968838528,0.015873015873015817,-0.33333333333333337,0.13880126182965302,0.8187348090474997,0.23255813953488305,0.4594551514285053,4.527728478682795,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300453.SZ-001,300453.SZ,2021-04-27,2021-04-28,2021-05-10,2021-05-11,MARKET_MA20_X2,0.038769069978340155,4912.9559999999765,126723.59700000001,6,0.08342274678111594,-0.0541845493562233,3,2,0.017293161781316478,-0.007510729613734113,,,0.7470588235294118,0.08367228355607192,0.14557739557739535,0.10485781990521326,0.18913738019169313,0.45908936289781827,0.05928853754940653,0.42392256705719983,1.1967533540475537,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300773.SZ-001,300773.SZ,2021-04-16,2021-04-19,2021-05-10,2021-05-11,MARKET_MA20_X2,0.06907613812401932,8800.38800000003,127401.27399999998,13,0.07164727495407242,-0.03306797305572562,13,2,0.0025711368300530973,0.04500918554807121,0.0,,0.6794466403162055,0.13957475994513024,0.11137123745819388,-0.09872525088147543,0.14590622813156062,0.7507721078550341,0.19565217391304415,0.4007454469833288,2.5106988016371257,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300101.SZ-001,300101.SZ,2021-05-27,2021-05-28,2021-06-30,2021-07-01,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.045210458146504776,5604.462000000014,123963.84,23,0.1424418604651163,-0.005813953488371992,15,4,0.07920814650465806,-0.0029069767441860517,0.08895348837209305,0.04593023255813944,0.49,0.09373020899303364,0.05626911314984695,0.0814026299311208,0.15771812080536907,0.782587624371756,0.0,0.48814149668891305,1.3248645016323823,ORDINARY_WINNER_0_TO_20
EXTENDED_2018_2021,EXTENDED_2018_2021:300394.SZ-002,300394.SZ,2021-05-27,2021-05-28,2021-06-30,2021-07-01,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.004756832571402191,-579.5140000000101,121827.706,23,0.09485152745139924,-0.03700064088869903,14,22,0.08764510430821043,0.005981627857295502,0.025849177526169553,0.02144840845973084,0.3203448275862069,0.024907144417740668,0.04920599418474603,-0.18317952289744044,0.1890149561629706,0.8085305233188851,0.0,0.36739429939099394,1.7285679982299067,SMALL_LOSS_0_TO_NEG10
EXTENDED_2018_2021,EXTENDED_2018_2021:300587.SZ-001,300587.SZ,2021-05-12,2021-05-13,2021-07-09,2021-07-12,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.08972357091273224,11952.08379000002,133210.077,41,0.26410121244069584,-0.16816025303110171,28,1,0.15276456825437384,-0.11649973642593558,-0.05745914602003166,0.03900896151818678,0.778076923076923,0.03505644682115294,0.39137380191693305,0.13856209150326793,0.19682320441988943,0.7219050745983971,0.46405228758170064,0.5458936004607472,3.327385052486706,ORDINARY_WINNER_0_TO_20
