baseline_block,trade_id,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,canonical_exit_reason,round_trip_return,realized_pnl,capital,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,giveback_from_peak,return_5d,return_10d,return_20d,entry_rs_score,entry_mom20,entry_mom60,entry_mom120,entry_box_width,entry_vol_ratio,entry_minvol_location,entry_minimum_volume_ratio,entry_breakout_volume_ratio,pnl_bucket
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300146.SZ-001,300146.SZ,2022-06-28,2022-06-29,2022-07-12,2022-07-13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.08986869183161435,-9156.611999999994,101888.787,10,0.016143911439114422,-0.08994464944649438,0,9,0.09771002024489846,-0.0013837638376383854,-0.08763837638376382,,0.465,0.11500261369576581,0.05961251862891204,-0.18928164196123165,0.12214551248008498,0.6670115321117845,0.08260869565217445,0.4733368206029712,0.6555867224177626,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300184.SZ-001,300184.SZ,2022-06-30,2022-07-01,2022-07-12,2022-07-13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.08015939438924949,-8372.516,104448.344,8,0.00365630712979903,-0.08592321755027421,0,7,0.06370601230515441,-0.04204753199268729,,,0.47512077294685995,0.09126984126984117,0.00917431192660545,-0.18639053254437865,0.16919739696312353,0.5163118298930486,0.183333333333334,0.4679390577005601,1.6502182720946035,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300994.SZ-001,300994.SZ,2022-07-06,2022-07-07,2022-07-12,2022-07-13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.15149520616628984,-16021.473999999987,105755.65,4,0.0015015015015016342,-0.15705705705705697,0,4,0.12266637733746119,,,,0.6628841607565011,0.19118667591950023,0.28432472876917303,-0.26028873087696625,0.19351427564328505,0.8188389053209559,0.07468123861566489,0.5560694965609122,1.686015801598783,SEVERE_LOSS_NEG10_TO_NEG20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300009.SZ-001,300009.SZ,2022-07-04,2022-07-05,2022-07-13,2022-07-14,MARKET_MA20_X2,-0.06941773735303702,-7010.975999999995,100996.896,7,0.0009514747859180606,-0.09514747859181727,0,6,0.053242665992428106,-0.04947668886774492,,,0.6107398568019093,0.15207877461706776,0.12141571097660231,-0.17281469071054245,0.1638029782359678,0.46317053220345067,0.08391608391608339,0.5201213183919394,1.4587123439488137,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300015.SZ-001,300015.SZ,2022-06-08,2022-06-09,2022-07-13,2022-07-14,MARKET_MA20_X2,0.12188445154303883,11889.273430000012,97545.44799999999,25,0.22225186766275362,-0.039220917822838874,18,2,0.0726192837824682,0.0032017075773747017,0.09631803628601943,0.16008537886872998,0.7354466858789626,0.10821998817267886,0.1354135110572554,-0.118532455315146,0.18911999999999995,0.785608625941892,0.4082474226804122,0.4587496269390867,1.7908081780415062,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300268.SZ-001,300268.SZ,2022-07-11,2022-07-12,2022-07-13,2022-07-14,MARKET_MA20_X2,-0.06389419258233112,-6247.297999999995,97775.678,2,0.010426249616682037,-0.07850352652560555,0,1,0.0013366948822391145,,,,0.8815602836879433,0.04039129062795821,0.7725806451612902,0.8245711123408965,0.16110304789550067,0.7207986759830052,0.28603603603603583,0.5545279006173901,1.5458420521025102,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300433.SZ-001,300433.SZ,2022-07-08,2022-07-11,2022-07-13,2022-07-14,MARKET_MA20_X2,-0.0511826974306892,-5006.626000000004,97818.721,3,0.008695652173912993,-0.05999999999999994,0,2,0.026834871343732684,,,,0.3900709219858156,0.13188976377952755,0.09732824427480913,-0.4833782569631626,0.18000000000000016,0.557526894450253,0.0,0.5418194848469983,2.426691275394127,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300832.SZ-001,300832.SZ,2022-06-29,2022-06-30,2022-07-13,2022-07-14,MARKET_MA20_X2,-0.026553807366448568,-2590.5220000000118,97557.46,10,0.06997742663656892,-0.0356659142212189,3,9,0.07982694506396541,0.04153498871331829,-0.029796839729119617,,0.7718137254901961,0.11222194451387169,0.31036513545347466,-0.009570442911195132,0.17036048064085452,0.5128267635397825,0.03976143141153137,0.5399702992939794,1.2405131701964955,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300065.SZ-001,300065.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,MARKET_MA20_X2,-0.07196862178411992,-6735.434999999998,93588.495,3,0.0007380073800737907,-0.07306273062730628,0,2,0.052780429902201026,,,,0.4942263279445728,0.05955143078112912,0.16397621070518276,-0.07244414353419093,0.1692307692307693,0.739542507135585,0.18120805369127604,0.5067594749085815,2.1271550393348755,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300411.SZ-001,300411.SZ,2022-07-14,2022-07-15,2022-07-25,2022-07-26,MARKET_MA20_X2,0.00036026092716434736,33.88000000000943,94042.949,7,0.09976798143851529,-0.03132250580046403,3,0,0.05764437944406542,0.030162412993039567,,,0.7953051643192488,0.10012674271229405,0.45150501672240795,0.08499999999999996,0.16442048517520225,0.7186611818120939,0.3478260869565212,0.5357839322449893,1.1888467905986222,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300427.SZ-001,300427.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,MARKET_MA20_X2,-0.03872723021659191,-3640.3559999999998,93999.906,3,0.023001725129384587,-0.042553191489361764,0,2,0.05367835155069195,,,,0.7609699769053118,0.185483870967742,0.2791878172588833,0.39556962025316444,0.18156424581005592,0.82982192416191,0.0076923076923075245,0.4130830750707348,2.2369201828343526,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300598.SZ-001,300598.SZ,2022-07-19,2022-07-20,2022-07-25,2022-07-26,MARKET_MA20_X2,-0.08080942954221956,-7602.550000000003,94079.986,4,0.05691220988900092,-0.0817356205852674,0,3,0.06466412177229028,,,,0.5326388888888889,0.21021897810218992,0.13717421124828544,-0.21533364884051098,0.16692307692307695,0.5155996604244385,0.22678571428571478,0.2932196765487893,4.0481289197692885,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300663.SZ-001,300663.SZ,2022-07-19,2022-07-20,2022-07-25,2022-07-26,MARKET_MA20_X2,-0.019463036963037066,-1807.9760000000097,92892.8,4,0.07499999999999996,-0.03500000000000003,0,2,0.025713036963037155,,,,0.33032407407407405,0.06434668417596856,0.05602605863192189,-0.35004009623095433,0.14024835646457268,0.6679861647957352,0.10937500000000044,0.35242095354548025,3.654902173719747,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300722.SZ-001,300722.SZ,2022-07-20,2022-07-21,2022-07-25,2022-07-26,MARKET_MA20_X2,-0.04952190666476364,-4525.226999999984,91378.287,3,0.0005915409642116565,-0.0496894409937888,0,2,0.022902563275233767,,,,0.6842956120092378,0.2009100455022752,0.27417285617825815,0.00938753677453863,0.15420393559928436,0.4678449652093076,0.35266821345707655,0.4698970879225133,4.002418961762795,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300740.SZ-001,300740.SZ,2022-07-18,2022-07-19,2022-07-25,2022-07-26,MARKET_MA20_X2,0.0679515819457511,6299.289000000005,92702.61,5,0.13469387755102047,-0.021088435374149617,1,0,0.01980352009506539,0.08639455782312933,,,0.5887587822014052,0.12118902439024404,0.19496344435418367,-0.16657223796033982,0.16342082980524975,0.4977508533101994,0.1988636363636362,0.47553220134037355,4.615074342099739,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300198.SZ-001,300198.SZ,2022-08-01,2022-08-02,2022-08-03,2022-08-04,MARKET_MA20_X2,-0.06740104555638539,-6143.137000000002,91143.052,2,0.0,-0.06796116504854377,0,1,0.021284540702016477,,,,0.5734939759036145,0.08010335917312661,0.32698412698412693,0.05822784810126569,0.1942028985507247,0.812740402356586,0.26865671641791006,0.33340095991617463,1.3894233828212168,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300319.SZ-001,300319.SZ,2022-08-01,2022-08-02,2022-08-03,2022-08-04,MARKET_MA20_X2,-0.03606634329525911,-3272.1780000000144,90726.63600000001,2,0.017068273092369468,-0.0431726907630523,1,1,0.004941845303291184,,,,0.5518072289156626,0.13266443701226294,0.4249772480502776,-0.13531461577704962,0.19586374695863729,0.5541331531793082,0.0,0.39277169534993467,1.692392212928451,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300308.SZ-001,300308.SZ,2022-08-11,2022-08-12,2022-08-24,2022-08-25,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.12291781839932578,-11284.312000000005,91803.712,9,0.001698754246885592,-0.1308040770101926,0,8,0.09970151035855565,-0.02321630804077013,,,0.4275938189845475,0.18915254237288126,0.12435897435897414,-0.005668934240362855,0.19151894334376096,0.8167436013481912,0.2504537205081667,0.44094130605174986,2.223762797177358,SEVERE_LOSS_NEG10_TO_NEG20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300035.SZ-001,300035.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.12706427601758566,-11999.866999999998,94439.345,8,0.060685154975530065,-0.1491027732463296,0,7,0.15055530375004902,-0.05220228384991832,,,0.426431718061674,0.16097190584662102,0.07676056338028148,0.013253810470510219,0.18434442270058704,0.6814274764421405,0.03324808184143197,0.5207561436980286,1.2315144030949285,SEVERE_LOSS_NEG10_TO_NEG20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300091.SZ-001,300091.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.10670852669126298,-9899.635999999999,92772.68,6,0.016000000000000014,-0.124,0,5,0.08470852669126296,-0.08599999999999997,,,0.5641758241758241,0.0873362445414847,0.3365539452495976,-0.007177033492822837,0.1470588235294117,0.7233327983604665,0.0,0.4848495713784155,3.27361772282193,SEVERE_LOSS_NEG10_TO_NEG20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300153.SZ-001,300153.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.07096561974610756,-6291.0,88648.56,6,0.0457317073170731,-0.11585365853658547,4,5,0.07807944088431891,-0.010162601626016232,,,0.5927472527472527,0.08105147864183992,0.36514522821576745,0.004069175991861629,0.13825983313468426,0.792434524511101,0.0,0.4291089589089004,1.7791406925593438,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300251.SZ-001,300251.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.01981225010648681,-1763.2289999999966,88996.908,6,0.03347280334728042,-0.042887029288702916,1,4,0.030272501152511802,-0.030334728033472924,,,0.6415384615384616,0.12075029308323582,0.393586005830904,0.022459893048128343,0.1662561576354682,0.6836191218809557,0.2400000000000002,0.5417958329041757,2.2227002969772984,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300360.SZ-001,300360.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.03148633295024013,-2809.6560000000054,89234.145,8,0.08621908127208466,-0.07420494699646651,5,7,0.10215771104211298,0.004946996466431042,,,0.7361233480176211,0.03313696612665673,0.4434156378600824,0.3877349159248269,0.1512396694214877,0.8121066500374603,0.0,0.5195851954699889,2.070118173135608,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300376.SZ-001,300376.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.07223815854919712,-6536.426000000021,90484.39400000001,6,0.049107142857142794,-0.10491071428571441,0,5,0.08786315854919689,-0.0625,,,0.4479120879120879,0.024165707710011697,0.2739735337580944,-0.0568053696896923,0.15183682622959171,0.6887316867256651,0.0,0.45980219550920354,1.3220272314871322,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300532.SZ-001,300532.SZ,2022-08-15,2022-08-16,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.039259134422484895,-3630.30699999999,92470.378,8,0.10012755102040827,-0.06760204081632659,3,7,0.0979326038102402,0.03571428571428559,,,0.6522026431718062,0.09609826589595372,0.2155448717948718,0.5049603174603174,0.16822429906542058,0.8170386800698072,0.25974025974025894,0.5574187187319556,1.0980109584536397,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300663.SZ-002,300663.SZ,2022-08-12,2022-08-15,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.08360299132928936,-7727.118000000002,92426.334,9,0.025997581620314403,-0.11426844014510273,1,8,0.08723056085770539,-0.024183796856106277,,,0.42838137472283816,0.21986851716581435,0.1678321678321677,-0.16666666666666663,0.19795471146822496,0.8153957381722517,0.07749077490774942,0.29950698325153646,1.7584962984980461,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300793.SZ-001,300793.SZ,2022-08-17,2022-08-18,2022-08-25,2022-08-26,MARKET_MA20_X2,-0.049126870613211485,-4377.84400000001,89113.024,6,0.10397196261682229,-0.06950934579439261,1,5,0.09410350612723013,-0.026285046728971917,,,0.5259340659340659,0.11545862732520851,0.23948681397006433,0.03635280095351612,0.1840830449826989,0.8228298783879165,0.24436090225563922,0.45799243182998883,1.6802523140688062,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300855.SZ-001,300855.SZ,2022-10-24,2022-10-25,2022-10-31,2022-11-01,MARKET_MA20_X2,0.026213399577087616,2074.6349999999948,79144.065,5,0.0506545247581105,-0.02295579586416241,2,1,0.0020544812804346828,0.027888446215139417,,,0.7967509025270758,0.07369062119366632,0.12460131830746324,1.0724921630094046,0.1868904513495122,0.7108339778598163,0.2657766990291261,0.6436580264800719,1.3442083679374393,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300315.SZ-001,300315.SZ,2022-11-18,2022-11-21,2022-11-23,2022-11-24,MARKET_MA20_X2,-0.059685978761123394,-5002.624000000011,83815.732,3,0.011560693641618602,-0.0722543352601156,0,2,0.03367441806748187,,,,0.7486175115207373,0.24482758620689649,0.11076923076923073,0.18360655737704912,0.18181818181818188,0.7049131815747484,0.2999999999999998,0.49171369066986537,9.72927049853376,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300676.SZ-001,300676.SZ,2022-11-18,2022-11-21,2022-11-23,2022-11-24,MARKET_MA20_X2,-0.033410523902327266,-2652.1040000000066,79379.3,3,0.036229508196721216,-0.037377049180327915,1,2,0.06177117964003223,,,,0.4255760368663594,0.07952355929234534,0.004400260756193042,-0.08220402084884593,0.17669827753048173,0.5728298762544871,0.0,0.485670871531527,1.331457968465193,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300888.SZ-001,300888.SZ,2022-12-02,2022-12-05,2022-12-14,2022-12-15,MARKET_MA20_X2,-0.0035533297870960815,-273.88000000000466,77077.0,8,0.07948051948051948,-0.08051948051948055,5,2,0.05550138173514805,-0.015844155844155883,,,0.6853717026378897,0.12884784520668435,0.09342609683373548,0.23255441741357252,0.1348694316436252,0.794276449291381,0.39011703511053253,0.4441296629541365,5.0251660457313205,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300001.SZ-001,300001.SZ,2022-12-15,2022-12-16,2022-12-19,2022-12-20,MARKET_MA20_X2,-0.05370171996678017,-4461.699999999997,83083.0,2,0.015060240963855387,-0.051807228915662695,0,1,0.041653527195695685,,,,0.5137844611528821,0.04842767295597494,0.0810635538261999,-0.01998824221046447,0.13639479095270723,0.6851055881176544,0.28723404255319174,0.5828815380200499,1.6282749540327919,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300012.SZ-002,300012.SZ,2023-01-05,2023-01-06,2023-02-07,2023-02-08,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.026362659614377195,-2220.214000000007,84218.134,18,0.024369388627618616,-0.04147071398033342,6,2,0.040898786164184825,-0.02607952116289014,-0.0068405301410859876,,0.6451104100946372,0.09287054409005635,0.13992172211350296,0.11323459149546111,0.1268151016456922,0.6859912003136015,0.3938223938223937,0.4832612987948567,1.0554094312269167,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300357.SZ-001,300357.SZ,2023-01-13,2023-01-16,2023-02-07,2023-02-08,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.060295004172255515,-5137.262000000002,85202.117,12,0.029220207709910184,-0.06178489702517176,0,11,0.06363948577760668,-0.023587396585108333,-0.02992430910051047,,0.7631921824104235,0.10400929692039496,0.16827218692354995,0.0664172123479887,0.14492753623188404,0.44216361561728657,0.0,0.6405685808531427,1.9048608709515344,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300087.SZ-001,300087.SZ,2023-02-07,2023-02-08,2023-02-15,2023-02-16,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.08234098869367211,-6923.229999999996,84079.996,6,0.01259583789704255,-0.09036144578313265,2,4,0.07850747281196345,-0.086527929901424,,,0.7232876712328766,0.14276846679081312,0.15713387806411072,0.19856770833333348,0.1645161290322581,0.6791024299058931,0.0,0.4661887339982752,1.7772001603619032,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300015.SZ-002,300015.SZ,2023-01-05,2023-01-06,2023-02-17,2023-02-20,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.0247993902245317,2096.7999999999997,84550.466,26,0.11647999999999992,-0.026880000000000015,9,0,0.06960060977546834,0.018240000000000034,0.09440000000000004,0.03616000000000019,0.5394321766561514,0.07451923076923062,0.11949910554561716,-0.01541850220264318,0.19500000000000006,0.5654066108499206,0.08284023668639086,0.45636163961018683,1.4925031800707163,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300537.SZ-001,300537.SZ,2023-01-12,2023-01-13,2023-02-17,2023-02-20,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.07534289864301913,-6887.948000000004,91421.33,21,0.07365939893930462,-0.08426635238656455,1,20,0.1142350612829719,-0.0011785503830288313,-0.001767825574543136,-0.07483794932233356,0.8980263157894737,0.10957095709570952,0.25917602996254674,0.4318568994889267,0.1924528301886792,0.7386083590840367,0.15384615384615413,0.4437102295633599,4.244604988739689,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300782.SZ-001,300782.SZ,2023-01-16,2023-01-17,2023-02-17,2023-02-20,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.10489850386300077,-8517.87599999999,81201.12,19,0.0662721893491125,-0.10310650887573958,5,19,0.15038666954347407,0.045488165680473314,-0.008801775147929014,,0.9200647249190939,0.15850193715023675,0.5434732736866252,0.25780519723312767,0.18423516195469025,0.713008964601767,0.39532520325203246,0.5035009244229575,2.09890341018993,SEVERE_LOSS_NEG10_TO_NEG20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300170.SZ-001,300170.SZ,2023-01-20,2023-01-30,2023-02-20,2023-02-21,MARKET_MA20_X2,0.14245860450031098,12555.168000000003,88132.044,16,0.27897435897435896,-0.012307692307692242,13,0,0.05754139549968898,0.07487179487179496,0.11897435897435904,,0.540453074433657,0.20379746835443036,0.023681377825619077,0.10968494749124846,0.1784810126582279,0.48618666648137815,0.12056737588652476,0.4102518226634303,1.9209921936830152,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300229.SZ-002,300229.SZ,2023-01-30,2023-01-31,2023-02-20,2023-02-21,MARKET_MA20_X2,0.3369915866124397,28470.532,84484.4,15,0.5106635071090049,-0.04680094786729849,12,0,0.11265296315059353,0.18483412322274884,0.42061611374407604,,0.909119496855346,0.38646101113967446,0.45242369838420093,0.2211320754716981,0.1831726555652935,0.5235033179167625,0.04347826086956514,0.4777019792936422,10.174172213439729,TOP_WINNER_20_TO_50
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300271.SZ-001,300271.SZ,2023-01-20,2023-01-30,2023-02-20,2023-02-21,MARKET_MA20_X2,0.15782836388253293,13386.960000000014,84819.735,16,0.3197026022304832,-0.026022304832713727,13,0,0.055306704271122525,0.07187112763320935,0.10285006195786872,,0.6741100323624596,0.1403762662807524,0.13218390804597702,0.09749303621169925,0.16363636363636358,0.7772572730657566,0.03225806451612835,0.5394932155255265,3.1611281075022974,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300285.SZ-001,300285.SZ,2023-01-16,2023-01-17,2023-02-20,2023-02-21,MARKET_MA20_X2,0.051878712547092885,4201.80799999999,80992.912,20,0.11825192802056539,-0.022814910025707014,17,1,0.03456087614185308,0.07326478149100257,0.03566838046272469,0.05366323907455017,0.6411003236245955,0.02570863546473312,0.29450915141430967,-0.08470588235294119,0.10851297040555341,0.6449402618802439,0.44014084507042256,0.3500574915233495,2.8802298859925797,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300408.SZ-001,300408.SZ,2023-01-09,2023-01-10,2023-02-20,2023-02-21,MARKET_MA20_X2,0.024295820044380346,2107.410999999996,86739.653,25,0.09906542056074774,-0.03613707165109037,8,3,0.06604685908334541,0.006542056074766434,0.07383177570093458,0.01495327102803734,0.7629392971246007,0.06699999999999995,0.1759735488611316,0.2129594543387645,0.085792724776939,0.8358587861658955,0.4439999999999998,0.417366724147008,1.9460374051973404,ORDINARY_WINNER_0_TO_20
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300513.SZ-001,300513.SZ,2023-02-15,2023-02-16,2023-02-20,2023-02-21,MARKET_MA20_X2,-0.053987983914049034,-4773.040999999997,88409.321,3,0.007352941176470562,-0.0742647058823529,0,2,0.006929160384637326,,,,0.7172897196261682,0.18339100346020754,0.23132313231323143,0.08917197452229297,0.19836956521739135,0.5151223985283832,0.10958904109589045,0.593610555597087,1.9714826201199334,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300792.SZ-001,300792.SZ,2023-02-07,2023-02-08,2023-02-20,2023-02-21,MARKET_MA20_X2,-0.027104826032254843,-2357.601999999999,86980.894,9,0.006576980568011814,-0.06427503736920781,0,6,0.010064467287860264,-0.04185351270553084,,,0.7616438356164383,0.1884262526464362,0.1821691821691822,0.16985064258423077,0.17682242990654218,0.5540063452954646,0.09150326797385662,0.4811734907518748,5.853019845055114,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300077.SZ-001,300077.SZ,2023-03-23,2023-03-24,2023-04-18,2023-04-19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.054181113004642414,-4771.35,88062.975,17,0.13522727272727275,-0.06477272727272732,7,16,0.15077202209555135,0.07215909090909078,0.07386363636363624,,0.5711453744493392,0.10037406483790523,0.2697841726618704,0.19337390128465182,0.15503355704697985,0.8330680902988231,0.19078947368421095,0.39368185620401375,2.115495652511468,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300131.SZ-001,300131.SZ,2023-03-24,2023-03-27,2023-04-18,2023-04-19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.047500499860030264,-4227.778000000006,89004.91600000001,16,0.04414261460101887,-0.06281833616298815,7,15,0.07466518576834949,-0.018675721561969394,-0.008488964346349714,,0.4637554585152838,0.0985130111524164,0.24683544303797467,0.07065217391304368,0.14147286821705407,0.8271493212631001,0.24242424242424157,0.44043318299071116,1.0481646112584806,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300311.SZ-001,300311.SZ,2023-03-28,2023-03-29,2023-04-19,2023-04-20,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.05424615225412035,-5042.877999999997,92962.87,15,0.07099143206854341,-0.06364749082007337,4,13,0.10565374099341032,0.05140758873928997,0.05018359853121179,,0.7593073593073593,0.13049450549450547,0.34918032786885256,0.48288288288288306,0.1753623188405795,0.7738178260720151,0.19801980198019825,0.5285273642920726,3.224857004707025,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300398.SZ-001,300398.SZ,2023-03-27,2023-03-28,2023-04-19,2023-04-20,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.042452446889214845,-3936.5149999999994,92727.635,16,0.07345971563981024,-0.05213270142180104,5,1,0.09411121466172662,0.03838862559241707,-0.0014218009478673688,,0.4613043478260869,0.10114702815432741,0.24162257495590822,0.17791411042944794,0.15184980673660964,0.5668586423260487,0.3839662447257383,0.4031213373697242,2.523894615082984,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300730.SZ-001,300730.SZ,2023-03-23,2023-03-24,2023-04-19,2023-04-20,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.012223535526887973,-1212.1110000000035,99162.06300000001,18,0.20874751491053667,-0.07554671968190863,7,3,0.15205123599077125,0.013253810470510219,0.12060967528164346,,0.6733480176211454,0.14396887159533067,0.211871393239901,0.6297117516629711,0.1465927099841522,0.7559551358877304,0.04395604395604399,0.3696556069916986,1.4662705047880578,SMALL_LOSS_0_TO_NEG10
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300161.SZ-001,300161.SZ,2023-03-23,2023-03-24,2023-04-21,2023-04-24,MARKET_MA20_X2,0.33447836272876424,28159.43400000002,84189.105,20,0.5345104333868378,-0.001284109149277679,12,0,0.17595502410911695,0.07223113964687,0.33451043338683806,0.38138041733547356,0.6511013215859032,0.0687308608370194,0.2198058252427184,0.6978378378378378,0.18360277136258651,0.7597893383842417,0.1295774647887326,0.45974794049318746,1.095471148526636,TOP_WINNER_20_TO_50
