trade_id,baseline_block,symbol,entry_year,entry_industry,canonical_exit_reason,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,excursion_order_days,normalized_excursion_order,excursion_order_sign,mae_before_mfe,round_trip_return,realized_pnl,extreme_winner,false_breakout
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025,军工电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,10,0.12244897959183659,-0.085102040816326496,3,9,-6,-0.59999999999999998,-1,False,-0.074711454553351597,-11352.539999999981,False,False
DEVELOPMENT_2024_2025:301217.SZ-001,DEVELOPMENT_2024_2025,301217.SZ,2025,电池,MARKET_MA20_X2,6,0.016142050040354999,-0.1154156577885391,0,5,-5,-0.83333333333333337,-1,False,-0.1026502913302505,-16295.178000000014,False,True
DEVELOPMENT_2024_2025:301230.SZ-001,DEVELOPMENT_2024_2025,301230.SZ,2024,医疗服务,MARKET_MA20_X2,8,0.0237288135593221,-0.11152542372881349,0,6,-6,-0.75,-1,False,-0.082471108400518495,-13865.369000000006,False,True
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025,电池,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,17,0.061715481171548098,-0.060146443514644397,2,15,-13,-0.76470588235294112,-1,False,-0.050540986210442097,-7254.8249999999825,False,True
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025,消费电子,MARKET_MA20_X2,13,0.11030534351145049,-0.069847328244274698,10,4,6,0.46153846153846156,1,True,0.0078046692998794999,1350.55799999999,False,False
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024,化学制药,MARKET_MA20_X2,16,0.55867346938775508,-0.024659863945578099,3,0,3,0.1875,1,True,0.20384158715584241,21746.957750000016,False,False
DEVELOPMENT_2024_2025:301301.SZ-002,DEVELOPMENT_2024_2025,301301.SZ,2025,化学制药,MARKET_MA20_X2,9,0.016551724137931101,-0.13793103448275859,0,8,-8,-0.88888888888888884,-1,False,-0.1361694041838713,-22046.744999999995,False,True
DEVELOPMENT_2024_2025:301361.SZ-001,DEVELOPMENT_2024_2025,301361.SZ,2025,电网设备,MARKET_MA20_X2,28,0.3681020733652311,-0.051036682615629901,19,1,18,0.6428571428571429,1,True,0.1045323251981039,17681.01299999997,False,False
DEVELOPMENT_2024_2025:301498.SZ-001,DEVELOPMENT_2024_2025,301498.SZ,2024,饲料,MARKET_MA20_X2,12,0.058728763913298197,-0.057703573520796601,9,1,8,0.66666666666666663,1,True,-0.0042059969349553996,-717.42699999999604,False,True
DEVELOPMENT_2024_2025:301498.SZ-002,DEVELOPMENT_2024_2025,301498.SZ,2024,饲料,MARKET_MA20_X2,2,0.033108108108108103,-0.0099999999999998007,0,1,-1,-0.5,-1,False,-0.0015934065934065001,-236.05999999999767,False,True
DEVELOPMENT_2024_2025:301577.SZ-001,DEVELOPMENT_2024_2025,301577.SZ,2025,通信设备,MARKET_MA20_X2,9,0.034586466165413297,-0.066917293233082695,1,8,-7,-0.77777777777777779,-1,False,-0.055331622545624702,-9208.6350000000093,False,True
DEVELOPMENT_2024_2025:301611.SZ-001,DEVELOPMENT_2024_2025,301611.SZ,2025,半导体,MARKET_MA20_X2,8,0.1088777219430485,-0.028308207705192701,7,2,5,0.625,1,True,-0.0057417045955693996,-995.90600000000074,False,False
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020,电网设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.17285648784961011,-0.048601558917927501,18,8,10,0.43478260869565216,1,True,0.012097025588965801,1479.0930000000226,False,False
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021,游戏Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,5,0.0080775444264942001,-0.079159935379644594,0,0,0,0,0,False,-0.055694759111164498,-10133.760000000009,False,True
EXTENDED_2018_2021:300002.SZ-002,EXTENDED_2018_2021,300002.SZ,2021,游戏Ⅱ,MARKET_MA20_X2,4,0.028799999999999899,-0.033599999999999901,0,2,-2,-0.5,-1,False,-0.0083026347815682994,-1397.1600000000035,False,True
EXTENDED_2018_2021:300007.SZ-001,EXTENDED_2018_2021,300007.SZ,2020,通用设备,MARKET_MA20_X2,27,0.24209167204648141,-0.037443511943189102,16,0,16,0.59259259259259256,1,True,-0.011107613745866,-1499.4929999999856,False,False
EXTENDED_2018_2021:300009.SZ-001,EXTENDED_2018_2021,300009.SZ,2021,生物制品,MARKET_MA20_X2,3,0.050996483001172398,-0.0128956623681124,2,1,1,0.33333333333333331,1,True,0.042461641523775302,5365.8880000000208,False,False
EXTENDED_2018_2021:300010.SZ-001,EXTENDED_2018_2021,300010.SZ,2019,教育,MARKET_MA20_X2,11,0.047058823529411799,-0.088235294117646898,8,10,-2,-0.18181818181818182,-1,False,-0.058170991188436702,-7299.6659999999883,False,True
EXTENDED_2018_2021:300012.SZ-001,EXTENDED_2018_2021,300012.SZ,2019,专业服务,MARKET_MA20_X2,32,0.21192052980132439,-0.054304635761589302,26,6,20,0.625,1,True,0.11810866421655231,12288.608999999997,False,False
EXTENDED_2018_2021:300012.SZ-002,EXTENDED_2018_2021,300012.SZ,2021,专业服务,MARKET_MA20_X2,16,0.096298834818368595,-0.09698423577793,10,6,4,0.25,1,True,0.018864959577776601,2369.4290000000037,False,False
EXTENDED_2018_2021:300014.SZ-001,EXTENDED_2018_2021,300014.SZ,2018,电池,MARKET_MA20_X2,11,0.0299644489588624,-0.090401218892839003,0,9,-9,-0.81818181818181823,-1,False,-0.062820876431846501,-6190.9000000000087,False,True
EXTENDED_2018_2021:300015.SZ-001,EXTENDED_2018_2021,300015.SZ,2019,医疗服务,MARKET_MA20_X2,20,0.066176470588235198,-0.026470588235293999,18,4,14,0.69999999999999996,1,True,0.036914555033749998,4403.9870000000228,False,False
EXTENDED_2018_2021:300015.SZ-002,EXTENDED_2018_2021,300015.SZ,2020,医疗服务,MARKET_MA20_X2,2,0,-0.032611674431351101,0,1,-1,-0.5,-1,False,-0.0263395141443921,-3271.1060000000002,False,True
EXTENDED_2018_2021:300015.SZ-003,EXTENDED_2018_2021,300015.SZ,2020,医疗服务,MARKET_MA20_X2,21,0.1328368314150305,-0.087203791469194297,16,1,15,0.7142857142857143,1,True,0.066382365095973894,7851.5840000000171,False,False
EXTENDED_2018_2021:300017.SZ-001,EXTENDED_2018_2021,300017.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,2,0.0105900151285929,-0.057488653555219302,0,1,-1,-0.5,-1,False,-0.057861956500383102,-10604.945000000009,False,True
EXTENDED_2018_2021:300020.SZ-001,EXTENDED_2018_2021,300020.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,27,0.18728717366628839,-0.057888762769579903,22,9,13,0.48148148148148145,1,True,0.061266468445742898,7686.3890000000156,False,False
EXTENDED_2018_2021:300020.SZ-002,EXTENDED_2018_2021,300020.SZ,2020,IT服务Ⅱ,MARKET_MA20_X2,28,0.1932234432234432,-0.056776556776556603,17,9,8,0.2857142857142857,1,True,-0.027881699445775499,-3757.438999999998,False,False
EXTENDED_2018_2021:300027.SZ-001,EXTENDED_2018_2021,300027.SZ,2019,影视院线,MARKET_MA20_X2,22,0.1765799256505575,-0.0204460966542751,10,0,10,0.45454545454545453,1,True,-0.0164956424096523,-1863.0149999999992,False,False
EXTENDED_2018_2021:300033.SZ-001,EXTENDED_2018_2021,300033.SZ,2019,软件开发,MARKET_MA20_X2,32,1.1622731201382883,-0.0082108902333621007,28,0,28,0.875,1,True,0.90395621016839722,83753.857000000018,True,False
EXTENDED_2018_2021:300034.SZ-001,EXTENDED_2018_2021,300034.SZ,2019,航空装备Ⅱ,MARKET_MA20_X2,18,0.1151801535735381,-0.046072061429415299,6,17,-11,-0.61111111111111116,-1,False,-0.030539106576151699,-3941.161000000016,False,False
EXTENDED_2018_2021:300036.SZ-001,EXTENDED_2018_2021,300036.SZ,2019,软件开发,MARKET_EMERGENCY_X0.96,32,0.39197994987468671,-0.0330827067669172,25,13,12,0.375,1,True,0.13005887844306591,15590.645999999992,False,False
EXTENDED_2018_2021:300037.SZ-001,EXTENDED_2018_2021,300037.SZ,2019,电池,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,25,0.12733944954128429,-0.082568807339449393,17,5,12,0.47999999999999998,1,True,0.0030105896889248002,337.47200000000885,False,False
EXTENDED_2018_2021:300037.SZ-002,EXTENDED_2018_2021,300037.SZ,2019,电池,MARKET_MA20_X2,3,0.013669064748201299,-0.054676258992805697,0,2,-2,-0.66666666666666663,-1,False,-0.0029697186522230001,-363.31900000000314,False,True
EXTENDED_2018_2021:300037.SZ-003,EXTENDED_2018_2021,300037.SZ,2020,电池,MARKET_MA20_X2,27,0.45334215751158169,-0.0231634679020515,17,0,17,0.62962962962962965,1,True,0.1795556200952784,23127.243999999999,False,False
EXTENDED_2018_2021:300041.SZ-001,EXTENDED_2018_2021,300041.SZ,2019,化学制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,2,0.0143755615453726,-0.083557951482479895,0,1,-1,-0.5,-1,False,-0.068352133042160104,-7995.960000000021,False,True
EXTENDED_2018_2021:300042.SZ-001,EXTENDED_2018_2021,300042.SZ,2021,计算机设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,11,0.078929765886287501,-0.1585284280936454,1,9,-8,-0.72727272727272729,-1,False,-0.12622142105358619,-17412.474000000009,False,True
EXTENDED_2018_2021:300044.SZ-001,EXTENDED_2018_2021,300044.SZ,2020,IT服务Ⅱ,MARKET_MA20_X2,4,0.034571062740076798,-0.078104993597951297,1,3,-2,-0.5,-1,False,-0.0569456152042579,-7390.153999999995,False,True
EXTENDED_2018_2021:300044.SZ-002,EXTENDED_2018_2021,300044.SZ,2020,IT服务Ⅱ,SET_REMOVAL,10,0.20680958385876419,-0.041614123581336697,8,9,-1,-0.10000000000000001,-1,False,-0.027535273639664602,-3652.6509999999994,False,False
EXTENDED_2018_2021:300046.SZ-001,EXTENDED_2018_2021,300046.SZ,2021,半导体,MARKET_MA20_X2,11,0.048623525205577299,-0.1390775831247765,0,10,-10,-0.90909090909090906,-1,False,-0.1257006346022134,-22475.100000000009,False,True
EXTENDED_2018_2021:300048.SZ-001,EXTENDED_2018_2021,300048.SZ,2021,自动化设备,MARKET_MA20_X2,23,0.36307692307692307,-0.0046153846153846002,20,0,20,0.86956521739130432,1,True,0.1814302429207891,35453.685999999965,False,False
EXTENDED_2018_2021:300059.SZ-001,EXTENDED_2018_2021,300059.SZ,2020,证券Ⅱ,MARKET_MA20_X2,27,0.79684657368101885,-0.019405700424499499,18,0,18,0.66666666666666663,1,True,0.49632212844765922,58986.261000000013,False,False
EXTENDED_2018_2021:300059.SZ-002,EXTENDED_2018_2021,300059.SZ,2021,证券Ⅱ,MARKET_MA20_X2,7,0.045454545454545102,-0.046875000000000097,2,5,-3,-0.42857142857142855,-1,False,-0.036020797384433798,-6599.8400000000256,False,True
EXTENDED_2018_2021:300059.SZ-003,EXTENDED_2018_2021,300059.SZ,2021,证券Ⅱ,MARKET_MA20_X2,4,0.025841816758026499,-0.023753589141216499,0,3,-3,-0.75,-1,False,-0.021275513836202999,-3508.2840000000142,False,True
EXTENDED_2018_2021:300065.SZ-001,EXTENDED_2018_2021,300065.SZ,2021,航海装备Ⅱ,MARKET_MA20_X2,6,0.1493268053855569,-0.0085679314565483,1,0,1,0.16666666666666666,1,True,0.0016666320215891,271.23699999999371,False,False
EXTENDED_2018_2021:300066.SZ-001,EXTENDED_2018_2021,300066.SZ,2020,通用设备,MARKET_MA20_X2,15,0.069597069597069502,-0.10073260073260069,1,5,-4,-0.26666666666666666,-1,False,-0.084641308871096402,-10686.823000000022,False,True
EXTENDED_2018_2021:300068.SZ-001,EXTENDED_2018_2021,300068.SZ,2018,电池,MARKET_EMERGENCY_X0.96,8,0.027607361963190202,-0.058895705521472497,4,7,-3,-0.375,-1,False,-0.044856983507290199,-4464.5899999999965,False,True
EXTENDED_2018_2021:300068.SZ-002,EXTENDED_2018_2021,300068.SZ,2019,电池,MARKET_MA20_X2,8,0.0331664580725907,-0.060075093867334201,0,6,-6,-0.75,-1,False,-0.0498011545118138,-6040.5400000000081,False,True
EXTENDED_2018_2021:300075.SZ-001,EXTENDED_2018_2021,300075.SZ,2020,软件开发,SET_REMOVAL,2,0.00062460961898790004,-0.1449094316052468,0,1,-1,-0.5,-1,False,-0.14100764943987931,-18530.278000000009,False,True
EXTENDED_2018_2021:300075.SZ-002,EXTENDED_2018_2021,300075.SZ,2021,软件开发,MARKET_MA20_X2,16,0.0749999999999999,-0.079285714285714196,2,3,-1,-0.0625,-1,False,-0.011682096014929699,-2246.3280000000213,False,True
EXTENDED_2018_2021:300079.SZ-001,EXTENDED_2018_2021,300079.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,29,1.0558375634517767,-0.022842639593908601,18,4,14,0.48275862068965519,1,True,0.73711566190126032,76400.228000000003,True,False
EXTENDED_2018_2021:300085.SZ-001,EXTENDED_2018_2021,300085.SZ,2021,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,3,0.0024096385542166998,-0.10963855421686761,0,3,-3,-1,-1,False,-0.1074358753727602,-14040.31700000001,False,True
EXTENDED_2018_2021:300088.SZ-001,EXTENDED_2018_2021,300088.SZ,2020,光学光电子,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,26,0.27019498607242332,-0.021355617455895998,17,0,17,0.65384615384615385,1,True,-0.0032384068373786002,-419.91300000001297,False,False
EXTENDED_2018_2021:300088.SZ-002,EXTENDED_2018_2021,300088.SZ,2021,光学光电子,MARKET_MA20_X2,7,0.022962112514351301,-0.055109070034443201,6,5,1,0.14285714285714285,1,True,-0.0260600478740548,-4316.9900000000198,False,True
EXTENDED_2018_2021:300094.SZ-001,EXTENDED_2018_2021,300094.SZ,2021,渔业,MARKET_MA20_X2,2,0.052154195011337702,-0.0022675736961449999,1,0,1,0.5,1,True,0.016106342636954801,2879.5499999999884,False,False
EXTENDED_2018_2021:300101.SZ-001,EXTENDED_2018_2021,300101.SZ,2021,军工电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.14244186046511631,-0.0058139534883719004,15,4,11,0.47826086956521741,1,True,0.045210458146504699,5604.4620000000141,False,False
EXTENDED_2018_2021:300102.SZ-001,EXTENDED_2018_2021,300102.SZ,2021,光学光电子,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,46,0.36475409836065559,-0.0355191256830601,25,4,21,0.45652173913043476,1,True,0.079256372126467703,12075.200000000026,False,False
EXTENDED_2018_2021:300107.SZ-001,EXTENDED_2018_2021,300107.SZ,2019,化学制品,MARKET_MA20_X2,22,0.17807017543859649,-0.021052631578947399,11,0,11,0.5,1,True,0.062347455229696799,6926.8640000000014,False,False
EXTENDED_2018_2021:300110.SZ-001,EXTENDED_2018_2021,300110.SZ,2020,化学制药,SET_REMOVAL,10,0.46875,-0.0208333333333332,8,2,6,0.59999999999999998,1,True,0.096370909780674002,13479.758999999996,False,False
EXTENDED_2018_2021:300115.SZ-001,EXTENDED_2018_2021,300115.SZ,2020,消费电子,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,15,0.28186046511627899,-0.096279069767441799,5,14,-9,-0.59999999999999998,-1,False,0.0059511999628278,717.24099999999999,False,False
EXTENDED_2018_2021:300119.SZ-001,EXTENDED_2018_2021,300119.SZ,2021,动物保健Ⅱ,MARKET_MA20_X2,4,0.0451306413301664,-0.036986766202918103,1,3,-2,-0.5,-1,False,-0.036201667351989701,-4378.5130000000063,False,True
EXTENDED_2018_2021:300122.SZ-001,EXTENDED_2018_2021,300122.SZ,2018,生物制品,MARKET_MA20_X2,5,0.076662561576354704,-0.0049261083743841003,1,0,1,0.20000000000000001,1,True,0.047164658002096502,4600.320000000007,False,False
EXTENDED_2018_2021:300124.SZ-001,EXTENDED_2018_2021,300124.SZ,2020,自动化设备,MARKET_MA20_X2,16,0.26559485530546612,-0.067524115755627001,16,10,6,0.375,1,True,0.26274564619882268,31090.221999999991,False,False
EXTENDED_2018_2021:300131.SZ-001,EXTENDED_2018_2021,300131.SZ,2019,其他电子Ⅱ,MARKET_MA20_X2,21,0.049679487179487197,-0.078525641025640996,17,2,15,0.7142857142857143,1,True,-0.0488838940849083,-6079.6530000000175,False,True
EXTENDED_2018_2021:300136.SZ-001,EXTENDED_2018_2021,300136.SZ,2019,消费电子,MARKET_EMERGENCY_X0.96,18,0.062349595274556899,-0.1467950120323781,13,18,-5,-0.27777777777777779,-1,False,-0.14849971730304259,-17666.245999999999,False,True
EXTENDED_2018_2021:300137.SZ-001,EXTENDED_2018_2021,300137.SZ,2018,环保设备Ⅱ,MARKET_MA20_X2,6,0.0047846889952154002,-0.1095693779904305,0,5,-5,-0.83333333333333337,-1,False,-0.094157995114932905,-9061.4020000000019,False,True
EXTENDED_2018_2021:300141.SZ-001,EXTENDED_2018_2021,300141.SZ,2021,电网设备,MARKET_MA20_X2,9,0.1607629427792916,-0.0663033605812898,1,0,1,0.1111111111111111,1,True,-0.056014211203708301,-9506.9309999999914,False,False
EXTENDED_2018_2021:300142.SZ-001,EXTENDED_2018_2021,300142.SZ,2019,生物制品,MARKET_MA20_X2,22,0.23073073073073069,-0.0040040040040041002,21,0,21,0.95454545454545459,1,True,0.18069476431726619,21423.432000000001,False,False
EXTENDED_2018_2021:300142.SZ-002,EXTENDED_2018_2021,300142.SZ,2019,生物制品,MARKET_MA20_X2,4,0.061513687600644101,-0.0064412238325282003,2,0,2,0.5,1,True,0.0084142402220205009,993.78899999999521,False,False
EXTENDED_2018_2021:300144.SZ-001,EXTENDED_2018_2021,300144.SZ,2018,旅游及景区,MARKET_EMERGENCY_X0.96,12,0.0659898477157361,-0.032487309644669997,3,11,-8,-0.66666666666666663,-1,False,-0.025157464038170901,-2530.6520000000028,False,True
EXTENDED_2018_2021:300144.SZ-002,EXTENDED_2018_2021,300144.SZ,2019,旅游及景区,MARKET_MA20_X2,18,0.073863636363636395,-0.028787878787878599,17,8,9,0.5,1,True,0.047439252507137902,5652.0559999999969,False,False
EXTENDED_2018_2021:300146.SZ-001,EXTENDED_2018_2021,300146.SZ,2020,食品加工,MARKET_MA20_X2,2,0.028938906752411502,-0.019292604501607601,1,0,1,0.5,1,True,0.0060245221016924002,686.43299999998999,False,False
EXTENDED_2018_2021:300151.SZ-001,EXTENDED_2018_2021,300151.SZ,2021,专用设备,MARKET_MA20_X2,5,0.033935934031081402,-0.068506184586108396,1,4,-3,-0.59999999999999998,-1,False,-0.066569016140852505,-7983.8760000000038,False,True
EXTENDED_2018_2021:300158.SZ-001,EXTENDED_2018_2021,300158.SZ,2018,中药Ⅱ,MARKET_EMERGENCY_X0.96,10,0.022742040285899899,-0.1137102014294997,0,9,-9,-0.90000000000000002,-1,False,-0.1098123748468913,-11480.603000000005,False,True
EXTENDED_2018_2021:300161.SZ-001,EXTENDED_2018_2021,300161.SZ,2021,通用设备,MARKET_MA20_X2,2,0.0313333333333334,-0.0899999999999999,0,1,-1,-0.5,-1,False,-0.058551448551448497,-9670.6499999999942,False,True
EXTENDED_2018_2021:300162.SZ-001,EXTENDED_2018_2021,300162.SZ,2021,光学光电子,MARKET_MA20_X2,9,0.2055622732769046,-0.060459492140265997,7,1,6,0.66666666666666663,1,True,0.0239650968119694,4120.9610000000212,False,False
EXTENDED_2018_2021:300166.SZ-001,EXTENDED_2018_2021,300166.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,12,0.0141376060320452,-0.077285579641847305,2,11,-9,-0.75,-1,False,-0.061179976319073098,-11088.385000000017,False,True
EXTENDED_2018_2021:300171.SZ-001,EXTENDED_2018_2021,300171.SZ,2021,医疗器械,MARKET_MA20_X2,4,0.013498920086393,-0.084233261339092799,0,3,-3,-0.75,-1,False,-0.073129893864235102,-9218.8960000000079,False,True
EXTENDED_2018_2021:300177.SZ-001,EXTENDED_2018_2021,300177.SZ,2020,军工电子Ⅱ,MARKET_MA20_X2,11,0.066204772902232298,-0.099307159353348703,0,10,-10,-0.90909090909090906,-1,False,-0.0205698732744941,-2611.2800000000134,False,True
EXTENDED_2018_2021:300184.SZ-001,EXTENDED_2018_2021,300184.SZ,2021,其他电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.062857142857142903,-0.1471428571428571,1,8,-7,-0.77777777777777779,-1,False,-0.1417182817182816,-25719.217999999993,False,True
EXTENDED_2018_2021:300188.SZ-001,EXTENDED_2018_2021,300188.SZ,2018,软件开发,MARKET_MA20_X2,2,0,-0.039480519480519498,0,1,-1,-0.5,-1,False,-0.034659885568976499,-3339.3500000000058,False,True
EXTENDED_2018_2021:300194.SZ-001,EXTENDED_2018_2021,300194.SZ,2020,化学制药,SET_REMOVAL,6,0.083333333333333398,-0.12575757575757571,4,6,-2,-0.33333333333333331,-1,False,-0.11507030197354071,-15574.099000000006,False,True
EXTENDED_2018_2021:300212.SZ-001,EXTENDED_2018_2021,300212.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,22,0.30434782608695649,-0.0223848471803701,10,0,10,0.45454545454545453,1,True,0.1728511454291482,18588.313999999998,False,False
EXTENDED_2018_2021:300226.SZ-001,EXTENDED_2018_2021,300226.SZ,2020,软件开发,MARKET_MA20_X2,26,0.26850426752483542,-0.0076955365887784004,16,0,16,0.61538461538461542,1,True,0.069636953224472303,7971.0879999999888,False,False
EXTENDED_2018_2021:300227.SZ-001,EXTENDED_2018_2021,300227.SZ,2020,自动化设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,4,0.039870689655172598,-0.088362068965517099,1,3,-2,-0.5,-1,False,-0.061587536995760299,-7520.6999999999825,False,True
EXTENDED_2018_2021:300232.SZ-001,EXTENDED_2018_2021,300232.SZ,2019,光学光电子,MARKET_EMERGENCY_X0.96,28,0.25076452599388371,-0.016309887869520898,24,6,18,0.6428571428571429,1,True,0.0082837150817298005,992.40300000000116,False,False
EXTENDED_2018_2021:300241.SZ-001,EXTENDED_2018_2021,300241.SZ,2021,光学光电子,MARKET_MA20_X2,19,0.93758480325644478,-0.032564450474898303,17,1,16,0.84210526315789469,1,True,0.59822075436982025,95109.819000000003,True,False
EXTENDED_2018_2021:300251.SZ-001,EXTENDED_2018_2021,300251.SZ,2019,影视院线,MARKET_MA20_X2,2,0.045977011494252797,-0.0041797283176594003,1,0,1,0.5,1,True,0.027201638486904899,3153.0179999999964,False,False
EXTENDED_2018_2021:300251.SZ-002,EXTENDED_2018_2021,300251.SZ,2021,影视院线,MARKET_MA20_X2,9,0.034058656575212697,-0.056764427625354698,8,2,6,0.66666666666666663,1,True,0.012191599869324899,2163,False,False
EXTENDED_2018_2021:300271.SZ-001,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,32,0.44936708860759489,-0.0050632911392405004,20,0,20,0.625,1,True,0.30579003897119689,29501.516000000003,False,False
EXTENDED_2018_2021:300271.SZ-002,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,11,0.014410480349345001,-0.058078602620087197,8,3,5,0.45454545454545453,1,True,-0.042784687963987399,-5293.132999999978,False,True
EXTENDED_2018_2021:300271.SZ-003,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,4,0.048780487804878002,-0.0374264087468461,0,3,-3,-0.75,-1,False,-0.0253994976476614,-3021.9270000000001,False,True
EXTENDED_2018_2021:300271.SZ-004,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_EMERGENCY_X0.96,35,0.2204498977505113,-0.0085889570552147004,33,0,33,0.94285714285714284,1,True,0.099640798187645693,11483.017000000011,False,False
EXTENDED_2018_2021:300271.SZ-005,EXTENDED_2018_2021,300271.SZ,2020,IT服务Ⅱ,MARKET_MA20_X2,4,0.010939268200679,-0.039230479064503998,0,3,-3,-0.75,-1,False,-0.0215740502424774,-2690.7500000000291,False,True
EXTENDED_2018_2021:300274.SZ-001,EXTENDED_2018_2021,300274.SZ,2019,光伏设备,SET_REMOVAL,7,0.093990755007704097,-0.057781201848998397,2,6,-4,-0.5714285714285714,-1,False,-0.055232381317176803,-6673.9890000000069,False,True
EXTENDED_2018_2021:300284.SZ-001,EXTENDED_2018_2021,300284.SZ,2020,工程咨询服务Ⅱ,MARKET_MA20_X2,2,0.0089887640449436996,-0.043820224719101103,0,1,-1,-0.5,-1,False,-0.021060961510399701,-2739.398000000001,False,True
EXTENDED_2018_2021:300285.SZ-001,EXTENDED_2018_2021,300285.SZ,2020,电子化学品Ⅱ,MARKET_MA20_X2,6,0.068222222222222101,-0.033555555555555498,4,2,2,0.33333333333333331,1,True,-0.0241758241758241,-3049.1999999999971,False,True
EXTENDED_2018_2021:300287.SZ-001,EXTENDED_2018_2021,300287.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,7,0.1131578947368423,-0.0526315789473683,6,3,3,0.42857142857142855,1,True,0.090877080480037994,11540.468000000001,False,False
EXTENDED_2018_2021:300288.SZ-001,EXTENDED_2018_2021,300288.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,4,0.021180030257186001,-0.054462934947049998,1,3,-2,-0.5,-1,False,-0.048802936851348303,-8137.3319999999949,False,True
EXTENDED_2018_2021:300303.SZ-001,EXTENDED_2018_2021,300303.SZ,2019,光学光电子,MARKET_EMERGENCY_X0.96,33,0.67264573991031384,-0.015695067264574002,30,1,29,0.87878787878787878,1,True,0.33521297352823037,39013.180999999975,False,False
EXTENDED_2018_2021:300308.SZ-001,EXTENDED_2018_2021,300308.SZ,2019,通信设备,MARKET_EMERGENCY_X0.96,30,0.1929166666666666,-0.015625,27,0,27,0.90000000000000002,1,True,0.0074448988511488998,858.51000000001022,False,False
EXTENDED_2018_2021:300308.SZ-002,EXTENDED_2018_2021,300308.SZ,2020,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,4,0.0063636363636362997,-0.1087272727272726,0,4,-4,-1,-1,False,-0.11050803741712829,-13993.245999999999,False,True
EXTENDED_2018_2021:300310.SZ-001,EXTENDED_2018_2021,300310.SZ,2020,通信服务,SET_REMOVAL,7,0.28527131782945719,-0.072868217054263495,5,7,-2,-0.2857142857142857,-1,False,-0.036587760139410501,-5202.1589999999733,False,False
EXTENDED_2018_2021:300316.SZ-001,EXTENDED_2018_2021,300316.SZ,2019,光伏设备,MARKET_MA20_X2,2,0.063320463320463302,-0.0115830115830114,1,2,-1,-0.5,-1,False,-0.0135578707007278,-1564.1750000000029,False,True
EXTENDED_2018_2021:300323.SZ-001,EXTENDED_2018_2021,300323.SZ,2021,光学光电子,MARKET_MA20_X2,11,0.020439061317183801,-0.10295230885692661,0,10,-10,-0.90909090909090906,-1,False,-0.077845835587598403,-13683.866000000007,False,True
EXTENDED_2018_2021:300324.SZ-001,EXTENDED_2018_2021,300324.SZ,2018,计算机设备,MARKET_EMERGENCY_X0.96,4,0.0619883040935671,-0.037426900584795302,2,3,-1,-0.25,-1,False,-0.014837793785162199,-1473.0840000000026,False,True
EXTENDED_2018_2021:300327.SZ-001,EXTENDED_2018_2021,300327.SZ,2020,半导体,MARKET_MA20_X2,3,0.030520646319569002,-0.089510130802769997,1,2,-1,-0.33333333333333331,-1,False,-0.085186165463159505,-10639.136,False,True
EXTENDED_2018_2021:300347.SZ-001,EXTENDED_2018_2021,300347.SZ,2020,医疗服务,MARKET_MA20_X2,4,0.10728269381362571,-0.0047768206734534,3,0,3,0.75,1,True,0.084750801273902499,9750.1500000000233,False,False
