outcome_class,sessions_before_entry,feature,count,mean,median,p25,p75
extreme_winner,40,realized_vol20,15,0.568748178439477,0.49621363494210241,0.4061347183628311,0.73685052554210362
extreme_winner,40,relative_strength20,15,0.045417186717521006,0.060534067585362679,-0.020976901279933687,0.11613389282280626
extreme_winner,60,amount_ratio5_to_prior15,15,0.93088381804931974,0.91886290449142316,0.79806006351152092,1.0946824769567463
extreme_winner,60,distance_to_prior_high20,15,-0.10964984298957718,-0.10811263062470086,-0.16365419755104993,-0.043007756602643936
extreme_winner,60,downside_amount_share20,15,0.51074789454236247,0.50870707159071094,0.45357556482546502,0.57144057411719396
extreme_winner,60,higher_low10,15,-0.016308393841861092,-0.043926604190694558,-0.067358324092911814,0.026308852931655968
extreme_winner,60,lower_high10,15,-0.019943094967804741,-0.022773924648552414,-0.038257138497956311,0.0036495264599371762
extreme_winner,60,range_width20,15,0.20616664149442782,0.20458212326556982,0.16178286084646987,0.24306572523290221
extreme_winner,60,realized_vol20,15,0.41342940063265826,0.35218176884649416,0.31170117587205204,0.51329837289106428
extreme_winner,60,relative_strength20,15,-0.018227188313721155,-0.016184909374002868,-0.076040081853183589,0.013415244793410219
ordinary_loser,1,amount_ratio5_to_prior15,194,1.5551709519886854,1.3244754731058053,1.0920063763937304,1.8089088774934297
ordinary_loser,1,distance_to_prior_high20,194,0.011810344191455184,0.0027083554103787986,-0.011515127925947171,0.028130063971748331
ordinary_loser,1,downside_amount_share20,194,0.34435072270227607,0.33945535967552243,0.29398054652291389,0.39304782035489361
ordinary_loser,1,higher_low10,194,0.035563807682121154,0.033532519282568757,0.0071370103116417411,0.061142849072847991
ordinary_loser,1,lower_high10,194,0.059049446916686038,0.047424883400646989,0.024069322151387487,0.085076625693007224
ordinary_loser,1,range_width20,194,0.17494664178748184,0.17057243884027015,0.14124039856089926,0.20376479692212784
ordinary_loser,1,realized_vol20,194,0.42091710745373884,0.40220760581256632,0.33846826816306264,0.48406349744528354
ordinary_loser,1,relative_strength20,194,0.077692577428244938,0.083543792005502188,0.037148541919668258,0.12449777056128487
ordinary_loser,3,amount_ratio5_to_prior15,194,1.1867741477678375,1.0442621942965005,0.82484325892642529,1.4416386277565989
ordinary_loser,3,distance_to_prior_high20,194,-0.046258834288362673,-0.04242185781157249,-0.064112467847775023,-0.021867099330420962
ordinary_loser,3,downside_amount_share20,194,0.40240342469360352,0.39894449710105023,0.34316136156107846,0.46070022190418891
ordinary_loser,3,higher_low10,194,0.026913694761074015,0.02375750731127383,0.0010269876322638633,0.053410013001710999
ordinary_loser,3,lower_high10,194,0.01228793026819308,0.017877219409015321,-0.01648250592388914,0.042697506034928806
ordinary_loser,3,range_width20,194,0.15217068974070533,0.14840218262699084,0.12280147847478308,0.17529127251349508
ordinary_loser,3,realized_vol20,194,0.37096521113608377,0.36517308687540961,0.30849494045010917,0.44298090204980023
ordinary_loser,3,relative_strength20,194,0.023581060967216395,0.028154096347103988,-0.018167356814009768,0.069573206106329027
ordinary_loser,5,amount_ratio5_to_prior15,194,1.1060885183485725,1.0574524628686759,0.80477491069440088,1.2915061503056986
ordinary_loser,5,distance_to_prior_high20,194,-0.051220295556934789,-0.043602545251064613,-0.074463582761583963,-0.02137303997522106
ordinary_loser,5,downside_amount_share20,194,0.4110125048822062,0.41370895913372441,0.35544429453354498,0.46652461881541263
ordinary_loser,5,higher_low10,194,0.019612674238696417,0.014624759218899389,-0.0064774105235047971,0.04493264046190816
ordinary_loser,5,lower_high10,194,0.010273719233748339,0.015392118530658135,-0.017600926911569205,0.04312633955024292
ordinary_loser,5,range_width20,194,0.15254101285911889,0.14988394943127797,0.12447610554204527,0.17667943850059253
ordinary_loser,5,realized_vol20,194,0.37909860170423476,0.37087999647328568,0.30883811458257965,0.45049571974157132
ordinary_loser,5,relative_strength20,194,0.022509059480299839,0.027705207628555363,-0.021022528871687991,0.069276447262088883
ordinary_loser,10,amount_ratio5_to_prior15,194,1.0815255505271197,0.99495770914337167,0.73302279516730873,1.3019006594863043
ordinary_loser,10,distance_to_prior_high20,194,-0.066871597633230112,-0.06251172763268964,-0.098043395747399426,-0.033075741176279073
ordinary_loser,10,downside_amount_share20,194,0.43093235872729196,0.4374108844103668,0.37116155279426521,0.48430412400263878
ordinary_loser,10,higher_low10,194,0.0081378276240210087,0.0083013865208253941,-0.018134302975202667,0.034264646296044067
ordinary_loser,10,lower_high10,194,0.011366184914596745,0.011803797062204816,-0.017473880077461083,0.037993775523003592
ordinary_loser,10,range_width20,194,0.15510491985046196,0.1541950861927556,0.12532844809727345,0.1791629376595518
ordinary_loser,10,realized_vol20,194,0.40585542389805035,0.3927823929276999,0.32618718194101232,0.46820962314662395
ordinary_loser,10,relative_strength20,194,0.010485746404100181,0.0055485891070930441,-0.029224146098840869,0.052895415035527138
ordinary_loser,20,amount_ratio5_to_prior15,194,1.0288957716179639,0.93182011968628986,0.67327603655576063,1.1734206657822623
ordinary_loser,20,distance_to_prior_high20,194,-0.074660697115877792,-0.07195174190530941,-0.10844108645660273,-0.03827475045459592
ordinary_loser,20,downside_amount_share20,194,0.43655606039081057,0.43474605349889084,0.38586015185814859,0.49067657659375929
ordinary_loser,20,higher_low10,194,0.0081633774630154171,0.0057955324431202583,-0.021830032602516616,0.040649593209610341
ordinary_loser,20,lower_high10,194,-0.00057590190985903423,-0.0031130109578006546,-0.037230804214471322,0.035999886737285255
ordinary_loser,20,range_width20,194,0.16169365390532783,0.15770451621286685,0.13117002008813805,0.19508726841987573
ordinary_loser,20,realized_vol20,194,0.4247610437920466,0.4108242573890229,0.33703869911458906,0.4979925384705971
ordinary_loser,20,relative_strength20,194,-0.0026454071358009185,-0.0052928928207290268,-0.050758615729715094,0.040838109129395513
ordinary_loser,40,amount_ratio5_to_prior15,194,1.2364911514636363,1.0536307516575076,0.83793473941303331,1.3726914215157717
ordinary_loser,40,distance_to_prior_high20,194,-0.074908167285673566,-0.069537309337297223,-0.10518476872615967,-0.029784613564288132
ordinary_loser,40,downside_amount_share20,194,0.42788128926738561,0.42508193785770482,0.35796638098880906,0.49948187904497843
ordinary_loser,40,higher_low10,194,0.039272503160208284,0.02539732707658398,-0.015194835029171251,0.08761803199933535
ordinary_loser,40,lower_high10,194,0.028645863139574901,0.021914706035955793,-0.026916145786466436,0.065878653407295165
ordinary_loser,40,range_width20,194,0.21135652621763379,0.18918650881758253,0.14296468990620978,0.27032417392886521
ordinary_loser,40,realized_vol20,194,0.51223759958502657,0.46971422315308059,0.34651957884086387,0.63120435512353201
ordinary_loser,40,relative_strength20,194,0.038016869753225109,0.027613896867948521,-0.029113234219928015,0.087434668797020471
ordinary_loser,60,amount_ratio5_to_prior15,194,1.0210974262745005,0.9013402851050305,0.68190110420707761,1.1678383658104383
ordinary_loser,60,distance_to_prior_high20,194,-0.12047389965859558,-0.099785897695378711,-0.17048009323369029,-0.056136338667995715
ordinary_loser,60,downside_amount_share20,194,0.48339577363347708,0.48249571667052343,0.40882413523633299,0.56160426696596466
ordinary_loser,60,higher_low10,194,-0.0098775761893469885,-0.0043505557263682814,-0.055788479023068174,0.035454294705301162
ordinary_loser,60,lower_high10,194,-0.015138397074241612,-0.016328666396307992,-0.058339124942432215,0.032009773785783562
ordinary_loser,60,range_width20,194,0.20690736247303718,0.18856744130804856,0.13636020250242636,0.24855561763119358
ordinary_loser,60,realized_vol20,194,0.45310194359767381,0.45049155513162498,0.34054754866401482,0.54451573001253517
ordinary_loser,60,relative_strength20,194,-0.013414934434937863,-0.014914006556839034,-0.068556281602883767,0.044644532644430059
ordinary_winner,1,amount_ratio5_to_prior15,122,1.6021382748984359,1.3822636214141841,1.1891778964191499,1.7548113222092159
ordinary_winner,1,distance_to_prior_high20,122,0.015987127230834234,0.0071676762294852932,-0.010101676218177291,0.028054805975612364
ordinary_winner,1,downside_amount_share20,122,0.34555649772850833,0.35642962906933384,0.2893829645220295,0.40666472182384872
ordinary_winner,1,higher_low10,122,0.03639081004777435,0.039999447551851877,0.00255093370638362,0.066789131032698637
ordinary_winner,1,lower_high10,122,0.061647794594386872,0.052284117870003297,0.027466494260859425,0.084455494327663805
ordinary_winner,1,range_width20,122,0.1732247900307167,0.17521102823151732,0.13895974605197267,0.19798581156038314
ordinary_winner,1,realized_vol20,122,0.41944862068306138,0.3945476720703156,0.32512246767297165,0.49331035309526927
ordinary_winner,1,relative_strength20,122,0.074744906228011943,0.080313552156687895,0.034461197584301592,0.11990122473392759
ordinary_winner,3,amount_ratio5_to_prior15,122,1.1640766837199237,1.1239008614105945,0.90046483714754166,1.3680307967514931
ordinary_winner,3,distance_to_prior_high20,122,-0.036600116831404871,-0.031464151949386628,-0.053139621066879396,-0.017864236730274482
ordinary_winner,3,downside_amount_share20,122,0.40402814833087464,0.40722876075878489,0.35816775789827859,0.45030861237250164
ordinary_winner,3,higher_low10,122,0.029946293960393423,0.027008452015387888,-0.0029811060953740319,0.064115270772350866
ordinary_winner,3,lower_high10,122,0.017935600345809617,0.016309616661063616,-0.010317349188707518,0.047232161957121169
ordinary_winner,3,range_width20,122,0.1498389651700518,0.14857762605789074,0.12226597380582194,0.17215240969037648
ordinary_winner,3,realized_vol20,122,0.37418652750148251,0.36087320402223555,0.29228158682146849,0.46034626405249479
ordinary_winner,3,relative_strength20,122,0.028530536548251616,0.029184700574232246,-0.01099469305306529,0.071090953011730962
ordinary_winner,5,amount_ratio5_to_prior15,122,1.0646144099445569,1.0133281388647881,0.79979266412447036,1.2379534062407678
ordinary_winner,5,distance_to_prior_high20,122,-0.042870370776987451,-0.038331205307727226,-0.060465352392095377,-0.019154030868674062
ordinary_winner,5,downside_amount_share20,122,0.41536695188004913,0.41055241411812471,0.35697991633994935,0.47061162127086259
ordinary_winner,5,higher_low10,122,0.016896233154075041,0.020532907377119866,-0.0092695238645441845,0.044636658674627218
ordinary_winner,5,lower_high10,122,0.014277792245540034,0.016053026018122141,-0.017943321005294371,0.042862960351615485
ordinary_winner,5,range_width20,122,0.1463496393359898,0.14563200453965097,0.11460590979227445,0.17221157795647435
ordinary_winner,5,realized_vol20,122,0.37868270325285425,0.37098860391064692,0.29139172249912421,0.45538746703897381
ordinary_winner,5,relative_strength20,122,0.023356574082958752,0.019969107463644616,-0.023079305233863177,0.060693334660381973
ordinary_winner,10,amount_ratio5_to_prior15,122,1.1393911801440715,1.0192709432367164,0.80873626818255384,1.2906443194180552
ordinary_winner,10,distance_to_prior_high20,122,-0.066677411378116461,-0.05869212837923371,-0.10004959713752286,-0.032825776692695832
ordinary_winner,10,downside_amount_share20,122,0.43800035185055852,0.4330240087873759,0.374979953566621,0.5002837982729722
ordinary_winner,10,higher_low10,122,0.0062865897728909817,0.0075311255536165871,-0.012258875205165139,0.028302800001339251
ordinary_winner,10,lower_high10,122,0.0060311755315662638,0.004634003062239548,-0.026225129856534194,0.03855460862795887
ordinary_winner,10,range_width20,122,0.15318089551485065,0.15256573437366211,0.12384868073599928,0.18570835099618468
ordinary_winner,10,realized_vol20,122,0.40876910844665126,0.39483636037829317,0.3096576764445132,0.49411984708057366
ordinary_winner,10,relative_strength20,122,0.017063448416171505,0.012787645980529267,-0.023375336724626564,0.064373102725631903
ordinary_winner,20,amount_ratio5_to_prior15,122,1.0334490497372322,0.91931110107030856,0.75385204642168802,1.2269311325737609
ordinary_winner,20,distance_to_prior_high20,122,-0.079756567521172023,-0.069544820901416393,-0.11399622808038484,-0.041622336244655188
ordinary_winner,20,downside_amount_share20,122,0.45871123311180245,0.45248442328299948,0.38236407403124001,0.53728648014893299
ordinary_winner,20,higher_low10,122,0.0069889144349028366,0.0089210188864241122,-0.018822089621435723,0.030088865394725352
ordinary_winner,20,lower_high10,122,0.0012355092228247735,0.0017747748549918558,-0.032655237244681959,0.034303141263305588
ordinary_winner,20,range_width20,122,0.15860552233302255,0.15209160332841049,0.12735514945459697,0.1851371223942255
ordinary_winner,20,realized_vol20,122,0.40553391185408016,0.39769367248391418,0.31840012933301104,0.47838888505023175
ordinary_winner,20,relative_strength20,122,0.0058733004409317119,0.0095214488828286523,-0.052251346872992911,0.056688367362100867
ordinary_winner,40,amount_ratio5_to_prior15,122,1.1468555248019225,0.96576674440568944,0.68160317218186195,1.3779075947661661
ordinary_winner,40,distance_to_prior_high20,122,-0.073759259116524714,-0.066199298244912386,-0.10615502063437646,-0.033823913132177162
ordinary_winner,40,downside_amount_share20,122,0.43736358162723959,0.43729060713946288,0.37576498517643775,0.49781100228379865
ordinary_winner,40,higher_low10,122,0.037540778193679097,0.023986083942336263,-0.0046720524297410972,0.071245345843221605
ordinary_winner,40,lower_high10,122,0.020926241131408941,0.013460380711382034,-0.030112437358784057,0.060708703809732305
ordinary_winner,40,range_width20,122,0.1930508815129266,0.17904633281664867,0.14377026589118708,0.22685350263636522
ordinary_winner,40,realized_vol20,122,0.4824904179112724,0.43788746463353545,0.35322179426489819,0.57591376248608772
ordinary_winner,40,relative_strength20,122,0.032094464386046129,0.023970602964289798,-0.032362003445569741,0.086575599506863832
ordinary_winner,60,amount_ratio5_to_prior15,122,1.1947177892620251,0.94345439784712481,0.71080547525724769,1.286608589392668
ordinary_winner,60,distance_to_prior_high20,122,-0.10702079214456479,-0.090775712071056044,-0.16251949239892716,-0.039449083576244298
ordinary_winner,60,downside_amount_share20,122,0.46850860374465614,0.45720423262722032,0.40548862235144845,0.53876675718138411
ordinary_winner,60,higher_low10,122,0.0022307282722557665,0.0095563493075865522,-0.028423379970548314,0.045670225946416954
ordinary_winner,60,lower_high10,122,0.0053926177115661287,0.0012081114548815324,-0.056981277455549526,0.061896258364618498
ordinary_winner,60,range_width20,122,0.20720760187241655,0.19030089163475211,0.15085144089998473,0.24820078148007899
ordinary_winner,60,realized_vol20,122,0.45031987931298956,0.42911734601385121,0.3434771734436145,0.54692048019002937
ordinary_winner,60,relative_strength20,122,-0.0065948698256115606,-0.0040198855535560143,-0.075790938384809145,0.062094243147484483
severe_loser,1,amount_ratio5_to_prior15,44,1.7946872297190575,1.5765910702070678,1.1791701991228771,2.113996662522172
severe_loser,1,distance_to_prior_high20,44,0.029120750658897885,0.018260306874423992,-0.00072899426062707684,0.043740605913901852
severe_loser,1,downside_amount_share20,44,0.323333510355516,0.32127473887987046,0.27389211452952555,0.36692643063988972
severe_loser,1,higher_low10,44,0.035084685547779264,0.027635838349991421,0.0089889649874019071,0.061771885688381843
severe_loser,1,lower_high10,44,0.078001916379612374,0.071390541310547867,0.040535365710356812,0.10610774219439512
severe_loser,1,range_width20,44,0.20157874810040133,0.18895906104740817,0.17158552146846187,0.23049011843829154
severe_loser,1,realized_vol20,44,0.49958719069864144,0.47574058947091868,0.40453858162099776,0.59414876757655111
severe_loser,1,relative_strength20,44,0.08806430733665635,0.08248978933332872,0.039014771251304897,0.14029952638682019
severe_loser,3,amount_ratio5_to_prior15,44,1.1679397507692095,1.0917123721695652,0.85044360086450976,1.5191042962826315
severe_loser,3,distance_to_prior_high20,44,-0.046331065568312478,-0.043762750166454367,-0.058238800047505368,-0.022986591188907817
severe_loser,3,downside_amount_share20,44,0.3992754005419536,0.37840336382652129,0.34137553954381394,0.45425488042047696
severe_loser,3,higher_low10,44,0.025820792308447825,0.022894792242854831,-0.0020271544875806306,0.04949320469662629
severe_loser,3,lower_high10,44,0.0096236372590940266,0.011087225734865952,-0.023720138243897494,0.037620374077421768
severe_loser,3,range_width20,44,0.16754136107000719,0.16723967435144216,0.13650999820005078,0.18406138250057413
severe_loser,3,realized_vol20,44,0.41597613872182054,0.40865608242009738,0.3437035061979471,0.47307555209397317
severe_loser,3,relative_strength20,44,0.00966716567030345,0.011728687211974219,-0.029330653082664034,0.052857785594948997
severe_loser,5,amount_ratio5_to_prior15,44,1.0072763093901349,0.94511522988749541,0.76922865608975177,1.1093103630090446
severe_loser,5,distance_to_prior_high20,44,-0.056564136087948774,-0.056017512032891625,-0.085425936872467217,-0.031411261189959502
severe_loser,5,downside_amount_share20,44,0.42069754948888677,0.40904204406526962,0.36495464768494118,0.47143885200027547
severe_loser,5,higher_low10,44,0.018406550617702504,0.0089114867953469876,-0.0049802051537847537,0.041149632476822788
severe_loser,5,lower_high10,44,-0.0030022206242218148,0.0042488432822036896,-0.034375342442820193,0.027990445727503459
severe_loser,5,range_width20,44,0.16265512247191413,0.16118045302221512,0.1317939456484348,0.19562375827401352
severe_loser,5,realized_vol20,44,0.42244215361040199,0.42131249285766492,0.33437308603502847,0.49024662793332552
severe_loser,5,relative_strength20,44,0.0017445654065330321,-0.0050784297640855403,-0.037489954870914888,0.050448597250240784
severe_loser,10,amount_ratio5_to_prior15,44,0.9343032219625208,0.85049862476232874,0.62544302296177745,1.136841123312897
severe_loser,10,distance_to_prior_high20,44,-0.093651471733222247,-0.083358313992769328,-0.12777491150375228,-0.058647781984483338
severe_loser,10,downside_amount_share20,44,0.42898870398199984,0.41782374322771815,0.37945777856422813,0.47754778879676452
severe_loser,10,higher_low10,44,-0.0050095311841553544,0.0093528667230494758,-0.034083092061768371,0.030070580298045359
severe_loser,10,lower_high10,44,-0.00010465981028429105,-0.0092244129362015481,-0.041601761527494258,0.035310975292284719
severe_loser,10,range_width20,44,0.1809747381070908,0.18958586656024601,0.14985728844831517,0.20984436521655639
severe_loser,10,realized_vol20,44,0.46204291478009923,0.4559876218691446,0.38155018973109034,0.52394506400706986
severe_loser,10,relative_strength20,44,-0.0014710171702039187,-0.0047925955760164682,-0.040716755623699731,0.019936871212803263
severe_loser,20,amount_ratio5_to_prior15,44,1.0394845466093352,0.93743309408385256,0.70196514328957904,1.2313957420596693
severe_loser,20,distance_to_prior_high20,44,-0.081896911849193954,-0.085871925290164422,-0.1156802309894312,-0.041312855151704971
severe_loser,20,downside_amount_share20,44,0.44162830447304136,0.43837799573667202,0.38797424145670995,0.50092504318144548
severe_loser,20,higher_low10,44,0.007732533297102679,0.015318920014825453,-0.0078642267062517344,0.035211563153991245
severe_loser,20,lower_high10,44,0.011241382344637842,0.014215907817864554,-0.028042065089860447,0.049999000721220488
severe_loser,20,range_width20,44,0.17026189595093316,0.17500059194492867,0.14054205880574755,0.19406488626024257
severe_loser,20,realized_vol20,44,0.46174221919091302,0.44084644465360479,0.34749796421352025,0.5602652076966349
severe_loser,20,relative_strength20,44,-0.006833678612523003,-0.025386354182633498,-0.050303233635010644,0.033909806048331916
severe_loser,40,amount_ratio5_to_prior15,44,1.497144389149853,1.2064779515957897,0.82269489318159916,1.7995152717297942
severe_loser,40,distance_to_prior_high20,44,-0.096105268389561571,-0.086113687962204311,-0.1616158678414214,-0.043296038774350086
severe_loser,40,downside_amount_share20,44,0.41933695561415757,0.42016488911577543,0.34134932792706968,0.48132214544255858
severe_loser,40,higher_low10,44,0.02929350450628334,0.015843398344728199,-0.014038982622777127,0.070170337004800687
severe_loser,40,lower_high10,44,0.069422480356458163,0.050446036749700926,-0.032944632650025681,0.124164173676866
severe_loser,40,range_width20,44,0.25711522785960078,0.2437768683382977,0.18412491650981791,0.31006861429845511
severe_loser,40,realized_vol20,44,0.58062755003477373,0.53437154299943024,0.44609252229491353,0.71806776635864544
severe_loser,40,relative_strength20,44,-0.0088880036729633363,-0.025357820813986433,-0.090233287835504689,0.041864238518489159
severe_loser,60,amount_ratio5_to_prior15,44,1.26646839973627,0.99817329907865826,0.80348634632526694,1.382032111133435
severe_loser,60,distance_to_prior_high20,44,-0.10429858309216394,-0.087516617244916689,-0.15343815763768576,-0.031178643557374507
severe_loser,60,downside_amount_share20,44,0.45343365644807465,0.44079646195713107,0.38049953527330477,0.52323914229767943
severe_loser,60,higher_low10,44,0.0087888346866323106,0.012140315384050759,-0.035803009104923442,0.065701348883008867
severe_loser,60,lower_high10,44,0.028274039576904164,0.00076160532116030988,-0.044164319094827618,0.09923826493003754
severe_loser,60,range_width20,44,0.22630063227130728,0.22480603601679827,0.14697625119291613,0.26486934448554711
severe_loser,60,realized_vol20,44,0.48895260255506745,0.42183008268428818,0.3427305624529387,0.55958447665955924
severe_loser,60,relative_strength20,44,0.024531933428925387,0.013135076295520264,-0.057064645531083445,0.11292392704383075
strong_winner,1,amount_ratio5_to_prior15,24,1.5060269021970356,1.4866183764934799,0.97163016244599687,1.7354526718121581
strong_winner,1,distance_to_prior_high20,24,0.019216642265335839,0.011640184173197374,-0.0087984962353695045,0.039313227421642061
strong_winner,1,downside_amount_share20,24,0.36231900763563801,0.3600751467067807,0.29898546332913273,0.43737949900604084
strong_winner,1,higher_low10,24,0.034953282251686542,0.032837414595058456,0.016294332246363886,0.053707148067751787
strong_winner,1,lower_high10,24,0.063681522047337347,0.063465356805389936,0.038190772008233509,0.095125564575236077
strong_winner,1,range_width20,24,0.17776547226363823,0.17596853341208146,0.1531688151097933,0.2005499325429573
strong_winner,1,realized_vol20,24,0.42612225359717354,0.41412085793310827,0.3814086980623686,0.45668291258371468
strong_winner,1,relative_strength20,24,0.065280274274891734,0.057840769598608247,0.01841018467539398,0.10148144761186449
strong_winner,3,amount_ratio5_to_prior15,24,1.053171558361689,0.91594176341412914,0.83476207634352328,1.217334085814364
strong_winner,3,distance_to_prior_high20,24,-0.036674573178538471,-0.036627941939463143,-0.04586688795381462,-0.0196981068526185
strong_winner,3,downside_amount_share20,24,0.42850931396782893,0.43285178126638424,0.37595866685442492,0.4816747128593461
strong_winner,3,higher_low10,24,0.028191111045109227,0.031484836540239584,0.0035572841877323132,0.047060534796991814
strong_winner,3,lower_high10,24,0.0041087808133599664,-0.0032661941832062913,-0.021709924749632441,0.02389362767413053
strong_winner,3,range_width20,24,0.14741463384865797,0.14775079942571867,0.12823071480914056,0.16671007547112246
strong_winner,3,realized_vol20,24,0.38253138632292272,0.38631982274955323,0.34270552737470433,0.42287137545257369
strong_winner,3,relative_strength20,24,0.021660852139045308,0.031140073033893483,-0.0076140067631973486,0.065131577483131281
strong_winner,5,amount_ratio5_to_prior15,24,0.95113566049324827,0.87573911578583585,0.72712630734912276,1.1436226668569622
strong_winner,5,distance_to_prior_high20,24,-0.057789941286157324,-0.047062483332626547,-0.074306994958741657,-0.035633713239367759
strong_winner,5,downside_amount_share20,24,0.46507439772141534,0.46951040542708822,0.42322629960971864,0.50315700505027017
strong_winner,5,higher_low10,24,0.022730547222168867,0.021129168257714562,-0.0032363461933934282,0.037968347840864204
strong_winner,5,lower_high10,24,-0.0028522047156575013,-0.014097471736760743,-0.029083038167567896,0.032388276035234094
strong_winner,5,range_width20,24,0.14725845551377051,0.14523541940403678,0.12641294881461554,0.15967847200546259
strong_winner,5,realized_vol20,24,0.38861610111406292,0.38536359696531808,0.32201793272281076,0.44678774174383978
