trade_id,baseline_block,symbol,entry_execution_date,day5_session_date,entry_year,entry_industry,return_5d,stock_day5_log_return,market_entry_open,market_day5_close,market_day5_log_return,stock_specific_day5_excess,beta_adjusted_day5_excess,market_day5_simple_return,simple_day5_excess,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,2025-02-12,2025-02-18,2025,电网设备,0.03125,0.030771658666753687,2886.0940000000001,2908.9079999999999,0.0078737221708147388,0.02289793649593895,0.024734242609721787,0.0079048014375138198,0.02334519856248618,False,False,True,False,0.063749999999999904,-0.0144885411204569,-2192.4520000000002,19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.46383647798742128,0.1823529411764708,0.18069916297390451,0.076294277929155496,1.2099041741277152,0.1146721865794109,0.285372445822341,0.9634703196347032,0.76678042811957314,19.890061206811151
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,2024-05-10,2024-05-16,2024,医疗器械,0.0388349514563106,0.038099846232270328,2407.4700000000003,2337.2260000000001,-0.029611647494659183,0.067711493726929514,0.056543035934644464,-0.029177518307600958,0.068012469763911565,False,False,True,False,0.076375404530744304,-0.0015255864263252,-158.07899999999609,11,MARKET_MA20_X2,0.52421259842519685,0.12445414847161571,0.1465063861758075,0.2037037037037038,1.881591992935064,0.047130480779101903,0.32940895062249043,0.7807017543859649,0.62283564957676163,19.33035111881183
DEVELOPMENT_2024_2025:300003.SZ-002,DEVELOPMENT_2024_2025,300003.SZ,2025-06-05,2025-06-11,2025,医疗器械,-0.020467836257309802,-0.020680205237538576,2845.3430000000003,2903.915,0.020376203860332214,-0.04105640909787079,-0.037221095126195827,0.020585215912457544,-0.041053052169767346,False,False,True,False,0.054093567251461902,-0.046051858781275101,-7585.3190000000013,12,MARKET_MA20_X2,0.80736278447121834,0.2366345311130586,0.14107485604606521,0.38888888888888867,16.680114687888807,0.027288769273219299,0.17855855517621849,0.27168949771689488,0.81177485276629768,19.499370628823776
DEVELOPMENT_2024_2025:300009.SZ-001,DEVELOPMENT_2024_2025,300009.SZ,2025-05-30,2025-06-06,2025,生物制品,-0.0067189249720044,-0.0067415985669194763,2820.681,2866.7310000000002,0.016194011042140886,-0.02293560960906036,-0.019163241941892298,0.016325844716222893,-0.023044769688227294,False,False,True,False,0.061590145576707701,-0.056748144633203802,-9030.2169999999824,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.60344352617079877,0.1437659033078881,0.17473118279569891,0.26136363636363652,1.5860605241510233,0.068405713258584397,0.1925935004186165,0.71461187214611865,0.76705167994813528,18.924729545540465
DEVELOPMENT_2024_2025:300014.SZ-001,DEVELOPMENT_2024_2025,300014.SZ,2025-03-04,2025-03-10,2025,电池,0.0062224006423123,0.0062031214413776504,2928.1570000000002,3033.8399999999997,0.035455928993142753,-0.029252807551765105,-0.019235214825835643,0.036091985504875357,-0.029869584862563057,False,False,True,False,0.053793657165796802,-0.019569871082470401,-3024.0219999999972,15,MARKET_MA20_X2,0.60806045340050374,0.19577960140679951,0.1455875412930627,0.140461215932913,2.7940291113332898,0.062800902064400393,0.29859595153871932,0.39726027397260272,0.7174635382458352,21.261564134155904
DEVELOPMENT_2024_2025:300033.SZ-001,DEVELOPMENT_2024_2025,300033.SZ,2024-09-25,2024-10-08,2024,软件开发,0.95738756223103516,0.67161070775982157,2088.77,3131.4380000000001,0.4049169479825207,0.26669375977730087,-0.00073472559218090705,0.49917798513000489,0.45820957710103027,True,True,False,False,1.8731752594717743,1.247462435463448,118387.68799999999,34,MARKET_MA20_X2,0.68874345549738214,0.19843587069864441,0.125605390608549,0.061176470588234701,4.49499018142936,0.037906831232528103,0.246541389241409,0.65350877192982448,1.6604526846849246,20.196236949821337
DEVELOPMENT_2024_2025:300035.SZ-001,DEVELOPMENT_2024_2025,300035.SZ,2025-02-28,2025-03-06,2025,电池,0.056024096385541899,0.054511003570645325,3045.2850000000003,3064.7359999999999,0.0063669390689603646,0.048144064501684958,0.049174101801094189,0.0063872511111437991,0.0496368452743981,False,False,False,False,0.1927710843373493,0.0283020685866344,4567.6489999999912,17,MARKET_MA20_X2,0.53930412371134007,0.086608927381745401,0.1872630780894616,0.085020242914980004,2.5092126017147129,0.1180103265959036,0.24883762012347699,0.89954337899543357,0.83822095857163303,20.077534166639616
DEVELOPMENT_2024_2025:300035.SZ-002,DEVELOPMENT_2024_2025,300035.SZ,2025-09-01,2025-09-05,2025,电池,0.1525423728813558,0.14197026127038714,3755.0230000000001,3723.1089999999999,-0.0085353384373704506,0.15050559970775759,0.15178322265569386,-0.0084990158515674263,0.16104138873292323,False,False,False,False,0.1770244821092278,0.062491234787958601,11055.120000000015,26,MARKET_MA20_X2,0.81251193887297035,0.31513647642679887,0.15632754342431751,0.1706349206349205,3.8680348873591375,0.16575101465688319,0.21159798242664379,0.4954337899543379,1.1496862669607113,20.576519465938642
DEVELOPMENT_2024_2025:300054.SZ-001,DEVELOPMENT_2024_2025,300054.SZ,2024-04-29,2024-05-08,2024,电子化学品Ⅱ,0.042991491267353403,0.042093018044183181,2303.1019999999999,2371.6800000000003,0.029341654869192012,0.012751363174991169,0.01674710375080948,0.029776362488504793,0.01321512877884861,False,False,True,False,0.085982982534706501,-0.012575144328340501,-1266.0979999999836,17,MARKET_MA20_X2,0.73970893970893981,0.066028708133971298,0.1189516129032257,0.14903846153846101,2.5148351170801337,0.0091464379947230005,0.3338859043523778,0.30701754385964902,0.86382020395128645,18.705576296204057
DEVELOPMENT_2024_2025:300057.SZ-001,DEVELOPMENT_2024_2025,300057.SZ,2025-06-24,2025-06-30,2025,工业金属,0.026365348399246601,0.02602377342130514,2863.7559999999999,3030.6320000000001,0.056637128691073291,-0.030613355269768151,-0.041609807735159696,0.05827172426701166,-0.031906375867765055,False,False,False,False,0.31826741996233521,0.1389320590939653,22573.446999999996,67,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.62357512953367855,0.14529914529914531,0.13465783664459141,0.1521739130434788,3.5732176382008141,0.026128706731472998,0.16991570038144879,0.37899543378995432,1.1941562490812625,18.435802289487523
