year,baseline_block,portfolio_return,max_drawdown,trade_count,win_rate,mean_trade_return,median_trade_return,top_winner_rate_ge_20,super_winner_rate_ge_50,severe_loss_rate_le_neg10,extreme_loss_rate_le_neg20,median_mfe,median_mae,median_holding_days,average_invested_ratio,return_per_average_invested_ratio,turnover,return_per_turnover,top5_positive_pnl_share,ex_best5_portfolio_return
2018,EXTENDED_2018_2021,-0.03783516999999992,-0.046535273427177115,11,0.18181818181818182,-0.03465257585517323,-0.03465988556897654,0.0,0.0,0.09090909090909091,0.0,0.027607361963190247,-0.040433513964151735,6.0,0.028754991535826592,-1.3157774695520288,2.174264817166911,-0.01740136238294079,1.0,-0.03783702999999992
2019,EXTENDED_2018_2021,0.23490683088052555,-0.10205347070687709,47,0.48936170212765956,0.03980872092294185,-0.002969718652223035,0.0851063829787234,0.0425531914893617,0.06382978723404255,0.0,0.05977382875605808,-0.03742640874684611,11.0,0.3013226459326236,0.7795857166774357,10.713942687286208,0.02192533950730199,0.7268473464901177,-0.02377823038907001
2020,EXTENDED_2018_2021,0.05267228742443164,-0.20762679470782652,74,0.47297297297297297,0.01660141512056686,-0.003165204690642856,0.0945945945945946,0.0,0.16216216216216217,0.013513513513513514,0.09407478054742768,-0.04643531413621599,10.0,0.33743762982790926,0.1560948832271437,14.116323396192584,0.003731303537480465,0.4347532656081483,-0.12005478148529825
2021,EXTENDED_2018_2021,0.31776904262665284,-0.11731685902673672,62,0.45161290322580644,0.051452685576047597,-0.009992365398249037,0.0967741935483871,0.08064516129032258,0.0967741935483871,0.0,0.06104606012929514,-0.05522506268774924,8.5,0.3282503249564327,0.9680692400497365,12.713812257506728,0.02499400149935592,0.7081947693151105,-0.10326096100744953
2022,HOLDOUT_O0_2022_2023,-0.1729136755700007,-0.17960903025081754,37,0.13513513513513514,-0.048889620933071795,-0.0511826974306892,0.0,0.0,0.13513513513513514,0.0,0.03347280334728042,-0.06950934579439261,6.0,0.10744679010178616,-1.609295870134386,7.27647596914211,-0.023763381656627263,1.0,-0.19646367200000073
2023,HOLDOUT_O0_2022_2023,0.021392085054959376,-0.15071167723949774,57,0.3333333333333333,0.004438872392196555,-0.020964993123327523,0.07017543859649122,0.0,0.017543859649122806,0.0,0.04865938430983108,-0.04185920086980155,12.0,0.2492621920367773,0.0858216197176148,11.477852734812485,0.0018637706502433933,0.7666689385373547,-0.12639002594081356
2024,DEVELOPMENT_2024_2025,0.4904941877500004,-0.23542285793100215,38,0.3157894736842105,0.15110238397040263,-0.02620211325063075,0.2631578947368421,0.15789473684210525,0.18421052631578946,0.0,0.06365811840800872,-0.055492713401324945,11.5,0.23588404552500603,2.079386872725155,8.739049803488243,0.05612671843959704,0.774317649015104,-0.07433880624999956
2025,DEVELOPMENT_2024_2025,0.377007823927356,-0.10176871214757299,73,0.5068493150684932,0.03890080875346941,0.0048272396296711595,0.1095890410958904,0.0273972602739726,0.1232876712328767,0.0136986301369863,0.10882016036655195,-0.0407303370786517,13.0,0.5712539735590276,0.6599653418225192,16.297161037335577,0.023133343473974347,0.4991600583822151,0.07501146325754915
