trade_id,baseline_block,symbol,entry_year,entry_industry,return_2d,return_3d,return_5d_rebuilt,residual_return_after_2d,residual_return_after_3d,residual_return_after_5d,future_failure_after_2d,future_failure_after_3d,future_failure_after_5d,adverse_stock_specific_2d,adverse_stock_specific_3d,adverse_stock_specific_5d,adverse_beta_adjusted_3d,market_day3_log_return,severe_loss,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300001.SZ-001,DEVELOPMENT_2024_2025,300001.SZ,2025,电网设备,-0.0083333333333333003,0.03125,0.03125,-0.0062069322223095025,-0.044352524722867326,-0.044352524722867326,0.0062069322223095025,0.044352524722867326,0.044352524722867326,0.019361640815317001,-0.0066035990495310996,-0.022897936495938898,-0.0122400635666404,0.0241680596172224,False,-0.0144885411204569,-2192.4520000000002,19,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.46383647798742123,0.1823529411764708,0.18069916297390451,0.076294277929155399,1.2099041741277152,0.1146721865794109,0.285372445822341,0.9634703196347032,0.76678042811957314,19.890061206811151
DEVELOPMENT_2024_2025:300003.SZ-001,DEVELOPMENT_2024_2025,300003.SZ,2024,医疗器械,0.066019417475727996,0.064724919093851002,0.0388349514563106,-0.063361888906297681,-0.062223119166366136,-0.038851732728144794,0.063361888906297681,0.062223119166366136,0.038851732728144794,-0.093112428487540394,-0.0877144951510717,-0.0677114937269295,-0.078286132691834695,-0.024998021283445401,False,-0.0015255864263252,-158.07899999999609,11,MARKET_MA20_X2,0.52421259842519685,0.12445414847161571,0.1465063861758075,0.2037037037037038,1.881591992935064,0.047130480779101903,0.32940895062249043,0.7807017543859649,0.62283564957676163,19.33035111881183
DEVELOPMENT_2024_2025:300003.SZ-002,DEVELOPMENT_2024_2025,300003.SZ,2025,医疗器械,-0.058479532163742499,-0.054093567251461902,-0.020467836257309802,0.013199578561502667,0.0085015897891929093,-0.026118614039391308,-0.013199578561502667,-0.0085015897891929093,0.026118614039391308,0.067747925016807806,0.077148000370620501,0.041056409097870797,0.073094312592052402,0.0215363772489706,False,-0.046051858781275101,-7585.3190000000013,12,MARKET_MA20_X2,0.80736278447121834,0.2366345311130586,0.14107485604606521,0.38888888888888862,16.680114687888807,0.027288769273219202,0.17855855517621841,0.27168949771689482,0.81177485276629757,19.499370628823776
DEVELOPMENT_2024_2025:300009.SZ-001,DEVELOPMENT_2024_2025,300009.SZ,2025,生物制品,0.0235162374020156,0.013437849944008999,-0.0067189249720044997,-0.078420233213841284,-0.069255351555194578,-0.050367636028693208,0.078420233213841284,0.069255351555194578,0.050367636028693208,-0.0248587337325499,-0.0049650666632975,0.022935609609060499,-0.0069179414202969001,0.0083832961601296007,False,-0.056748144633203802,-9030.2169999999824,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.60344352617079866,0.1437659033078881,0.17473118279569891,0.26136363636363652,1.5860605241510233,0.0684057132585843,0.1925935004186165,0.71461187214611865,0.76705167994813517,18.924729545540465
DEVELOPMENT_2024_2025:300014.SZ-001,DEVELOPMENT_2024_2025,300014.SZ,2025,电池,-0.0014050582095543,0.0176635889201124,0.0062224006423123,-0.018190371403591588,-0.036587198763879281,-0.025632774333307018,0.018190371403591588,0.036587198763879281,0.025632774333307018,0.023706575587061501,0.028078816266861199,0.029252807551765,0.015198482729534101,0.045588217029964302,False,-0.019569871082470401,-3024.0219999999972,15,MARKET_MA20_X2,0.60806045340050374,0.19577960140679951,0.1455875412930627,0.140461215932913,2.7940291113332898,0.062800902064400296,0.29859595153871932,0.39726027397260272,0.7174635382458352,21.261564134155904
DEVELOPMENT_2024_2025:300033.SZ-001,DEVELOPMENT_2024_2025,300033.SZ,2024,软件开发,0.1327314150704581,0.35929457429752748,0.95738756223103516,0.9841088589598721,0.65340352117929879,0.14819490980201433,-0.9841088589598721,-0.65340352117929879,-0.14819490980201433,-0.087966001976169703,-0.19090920888653609,-0.26669375977730092,-0.1142592756043854,0.1160566609229807,False,1.247462435463448,118387.68799999999,34,MARKET_MA20_X2,0.68874345549738214,0.19843587069864441,0.125605390608549,0.061176470588234701,4.49499018142936,0.037906831232528103,0.246541389241409,0.65350877192982437,1.6604526846849246,20.196236949821337
DEVELOPMENT_2024_2025:300035.SZ-001,DEVELOPMENT_2024_2025,300035.SZ,2025,电池,0.17168674698795169,0.090963855421686696,0.056024096385541997,-0.12237458413685698,-0.057437087877519,-0.026251321247111603,0.12237458413685698,0.057437087877519,0.026251321247111603,-0.186823248202964,-0.10814468677725821,-0.048144064501685097,-0.1047338814115851,-0.021083110244433802,False,0.0283020685866344,4567.6489999999912,17,MARKET_MA20_X2,0.53930412371133996,0.086608927381745401,0.1872630780894616,0.085020242914980004,2.5092126017147129,0.1180103265959036,0.2488376201234769,0.89954337899543346,0.83822095857163303,20.077534166639616
DEVELOPMENT_2024_2025:300035.SZ-002,DEVELOPMENT_2024_2025,300035.SZ,2025,电池,-0.029190207156308701,0.0310734463276836,0.15254237288135589,0.094438109936772152,0.030470950999828439,-0.078132605110447617,-0.094438109936772152,-0.030470950999828439,0.078132605110447617,0.0111462279522114,-0.055593928678690202,-0.1505055997077577,-0.059335110630161399,-0.024993488229973201,False,0.062491234787958601,11055.120000000015,26,MARKET_MA20_X2,0.81251193887297035,0.31513647642679882,0.15632754342431751,0.1706349206349205,3.8680348873591375,0.16575101465688311,0.21159798242664371,0.4954337899543379,1.1496862669607113,20.576519465938642
DEVELOPMENT_2024_2025:300043.SZ-001,DEVELOPMENT_2024_2025,300043.SZ,2024,游戏Ⅱ,-0.0483271375464683,,,-0.0019980019980019303,,,0.0019980019980019303,,,0.040018405516632397,,,,,False,-0.0502285818270947,-4841.9499999999971,2,MARKET_MA20_X2,0.77862232779097384,0.170940170940171,0.16666666666666641,0.24324324324324301,4.0733363948049757,-0.027603684241387198,0.19297674612391691,0.175438596491228,1.09259035350492,18.768532183497285
DEVELOPMENT_2024_2025:300054.SZ-001,DEVELOPMENT_2024_2025,300054.SZ,2024,电子化学品Ⅱ,0.060904612628750597,0.063143752798925104,0.042991491267353403,-0.069261417173990925,-0.071221692201004272,-0.053276211801281503,0.069261417173990925,0.071221692201004272,0.053276211801281503,-0.0391009903319696,-0.020669958045172999,-0.0127513631749912,-0.0261934603172479,0.0405603652842823,False,-0.012575144328340501,-1266.0979999999836,17,MARKET_MA20_X2,0.73970893970893981,0.066028708133971201,0.1189516129032257,0.14903846153846101,2.5148351170801337,0.0091464379947230005,0.3338859043523778,0.30701754385964902,0.86382020395128645,18.705576296204057
