decision_at,ATRDR Bull,ATRDR Fast Bear,ATRDR Slow Bear,IFCGR,MCB,OGR,SMV6
2025-08-15 15:00:00,5,0,0,0,0,0,0
2025-08-18 15:00:00,1,0,0,0,0,0,0
2025-08-20 15:00:00,1,0,0,0,0,0,0
2025-08-21 15:00:00,1,0,0,0,0,0,0
2025-08-22 15:00:00,4,0,0,0,4,0,0
2025-08-25 15:00:00,3,0,0,0,0,0,0
2025-08-26 15:00:00,6,0,0,0,6,0,0
2025-11-07 15:00:00,0,0,0,0,0,1,0
2025-11-11 15:00:00,3,0,0,0,0,0,0
2025-11-13 15:00:00,3,0,0,0,2,0,0
2025-11-17 15:00:00,2,0,0,0,0,0,0
2025-12-02 15:00:00,0,0,1,0,0,0,0
2025-12-30 15:00:00,0,0,1,0,0,0,0
2025-12-31 15:00:00,0,0,1,0,0,0,0
2026-01-08 15:00:00,9,0,0,0,8,0,0
2026-01-09 15:00:00,21,0,0,0,21,0,0
2026-01-12 15:00:00,20,0,0,0,20,0,0
2026-01-13 15:00:00,6,0,0,0,4,0,0
2026-01-14 15:00:00,8,0,0,0,7,0,0
2026-01-15 15:00:00,5,0,0,0,4,0,0
2026-01-16 15:00:00,3,0,0,0,3,0,0
2026-01-28 15:00:00,1,0,0,0,0,0,0
2026-03-30 15:00:00,0,5,0,0,0,0,0
2026-04-01 15:00:00,0,4,0,0,0,0,0
2026-04-08 15:00:00,0,0,0,0,0,5,0
2026-04-13 15:00:00,0,0,1,0,0,0,0
2026-04-14 15:00:00,0,0,3,0,0,0,0
2026-04-15 15:00:00,0,0,1,0,0,0,0
2026-04-16 15:00:00,0,0,0,0,0,2,0
2026-04-21 15:00:00,15,0,0,0,6,1,0
2026-04-22 15:00:00,12,0,0,0,6,0,0
2026-05-06 15:00:00,3,0,0,0,0,0,0
2026-05-07 15:00:00,9,0,0,0,6,0,0
2026-05-08 15:00:00,14,0,0,0,5,0,0
2026-05-11 15:00:00,1,0,0,0,0,0,0
2026-05-19 15:00:00,0,0,0,0,0,1,0
2026-06-08 15:00:00,0,0,1,0,0,0,0
2026-06-09 15:00:00,0,0,1,0,0,0,0
2026-06-12 15:00:00,0,0,0,0,0,1,0
2026-06-16 15:00:00,0,0,1,0,0,0,0
2026-06-17 15:00:00,0,0,2,0,0,0,0
2026-06-18 15:00:00,0,0,1,0,0,0,0
2026-06-22 15:00:00,0,2,0,0,0,0,0
2026-06-23 15:00:00,0,2,0,0,0,0,0
2026-06-24 15:00:00,0,0,1,0,0,0,0
2026-07-01 15:00:00,0,0,0,0,0,3,0
2026-07-03 15:00:00,0,0,0,0,0,1,0
2026-07-08 15:00:00,0,0,0,0,0,1,0
2026-07-10 15:00:00,0,0,1,0,0,1,0
2026-07-16 15:00:00,0,0,0,0,0,1,0
2026-07-21 15:00:00,0,0,0,0,0,1,0
2026-07-23 15:00:00,0,0,0,0,0,1,0
2026-07-27 15:00:00,0,0,0,0,0,2,0
2026-07-28 15:00:00,0,0,0,0,0,1,0
2026-07-29 15:00:00,0,0,5,0,0,2,0
2026-07-30 15:00:00,0,0,0,0,0,1,0
2026-07-31 15:00:00,0,0,3,0,0,0,0
2026-08-03 15:00:00,0,0,9,0,0,4,0
2026-08-10 15:00:00,3,0,0,0,0,0,0
2026-08-14 15:00:00,2,0,0,0,0,0,0
2026-08-17 15:00:00,1,0,0,0,0,0,0
2026-08-18 15:00:00,4,0,0,0,0,0,0
2026-08-20 15:00:00,3,0,0,0,0,0,0
2026-08-26 15:00:00,2,0,0,0,0,0,0
2026-09-01 15:00:00,3,0,0,0,0,0,0
