X,Y,year,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl
X1,0.1,2018,2018-01-01,2018-12-31,0.17343930515302097,0.17356785926630125,0.03192287367133628,0.00880476732282147,2.4403033940227545,0.17299259854223722,0.5635912821126108,0.8270074014577629,76587.0956896448,7.306874841910873,-0.010052684564330616,0.01710688209056957,0.8770359245935344,0.2528362754593566,0.06491828292854866,0.06654932944438276,850682.0044139912
X1,0.1,2019,2019-01-01,2019-12-31,0.08574822486132483,0.08580940727608488,0.021391024539253678,0.006146228694122154,1.9591754465404854,0.11183797285739598,0.4284396755155607,0.8881620271426041,47991.08241233647,4.253172716805342,-0.00749858580875018,0.017167413755989194,0.47091899866830744,0.2677791563715512,0.07930796890789901,0.08810136263925741,493520.832709725
X1,0.1,2020,2020-01-01,2020-12-31,0.08952099351660259,0.08932958920831324,0.03019512155018056,0.007691320154967062,1.7100120188370296,0.13151449806631865,0.3807642153173961,0.8684855019336813,55676.969730608675,4.661016515226585,-0.010086936903914379,0.019878108988739297,0.44408840315115183,0.24376658498879022,0.07563662968497764,0.09424772201948362,559415.3426548839
X1,0.1,2021,2021-01-01,2021-12-31,0.0891135648276502,0.089177245609384,0.009086217671912755,0.0028266078199316804,3.7899557923433815,0.09850816581947426,0.29100295669387766,0.9014918341805256,50274.72999197731,3.925418386364212,0.00015082691677892335,0.02058260119477318,0.2432435398244498,0.1546377235818649,0.08894441764455713,0.08894441764455713,606720.8223060323
X1,0.1,2022,2022-01-01,2022-12-31,0.10029110732626179,0.10036313714215117,0.02621833161794962,0.006746879517658306,2.0034690047706767,0.14670104894567407,0.5405378152196494,0.8532989510543258,81865.9496164599,5.420965880617313,-0.013272030536402801,0.01829828606847912,0.38220450084034396,0.17668745470266461,0.09091119833833779,0.09091119833833779,743670.7092140829
X1,0.1,2023,2023-01-01,2023-12-31,0.03952819392553675,0.03955579657834707,0.01178457764149543,0.0044375863869692105,1.4513326743229786,0.1006324424818583,0.4102122062558868,0.8993675575181417,52612.053150045336,3.4870286470664955,-0.00234140668600602,0.01899416019250209,0.45699042831454323,0.2317066172294506,0.08605861045977238,0.10032993707055271,322502.30606899783
X1,0.1,2024,2024-01-01,2024-12-31,0.17335835355361673,0.17297402136966866,0.051523979342355974,0.008579660603730464,1.953929005065192,0.13212466566478057,0.39824911831307885,0.8678753343352195,112824.08705177001,6.478057293052601,-0.02296525936886018,0.024791025278366224,0.42047288371283364,0.3255042916992249,0.11953534497745368,0.11953534497745368,1470303.1892514937
X1,0.1,2025,2025-01-01,2025-12-31,0.09027233418041791,0.09033687686215619,0.015192759481980844,0.006090435868023936,2.0390150682899084,0.1781414860688216,0.43506608183008283,0.8218585139311784,114672.90265301784,6.361860745118092,-0.004962642418598673,0.022479534972472064,0.3916519972597036,0.18554527962816467,0.09761262719813878,0.10088898935792821,898353.9203272928
X1,0.1,2026,2026-01-01,2026-09-04,0.06622219262141904,0.09946060268577073,0.02690856772736372,0.005067386630586788,2.3035066616133433,0.14146200635628292,0.35464247364290574,0.8585379936437171,80383.6228175339,5.807787977303956,-0.013402957516552405,0.020672277438085314,0.335616203628644,0.2249664819957628,0.13593472481375682,0.1364133363969991,718507.5620170012
X1,0.15,2018,2018-01-01,2018-12-31,0.17343930515302097,0.17356785926630125,0.03192287367133628,0.00880476732282147,2.4403033940227545,0.17299259854223722,0.5635912821126108,0.8270074014577629,76587.0956896448,7.306874841910873,-0.010052684564330616,0.01710688209056957,0.8770359245935344,0.2528362754593566,0.06491828292854866,0.06654932944438276,850682.0044139912
X1,0.15,2019,2019-01-01,2019-12-31,0.08574822486132483,0.08580940727608488,0.021391024539253678,0.006146228694122154,1.9591754465404854,0.11183797285739598,0.4284396755155607,0.8881620271426041,47991.08241233647,4.253172716805342,-0.00749858580875018,0.017167413755989194,0.47091899866830744,0.2677791563715512,0.07930796890789901,0.08810136263925741,493520.832709725
X1,0.15,2020,2020-01-01,2020-12-31,0.08952099351660259,0.08932958920831324,0.03019512155018056,0.007691320154967062,1.7100120188370296,0.13151449806631865,0.3807642153173961,0.8684855019336813,55676.969730608675,4.661016515226585,-0.010086936903914379,0.019878108988739297,0.44408840315115183,0.24376658498879022,0.07563662968497764,0.09424772201948362,559415.3426548839
X1,0.15,2021,2021-01-01,2021-12-31,0.0891135648276502,0.089177245609384,0.009086217671912755,0.0028266078199316804,3.7899557923433815,0.09850816581947426,0.29100295669387766,0.9014918341805256,50274.72999197731,3.925418386364212,0.00015082691677892335,0.02058260119477318,0.2432435398244498,0.1546377235818649,0.08894441764455713,0.08894441764455713,606720.8223060323
X1,0.15,2022,2022-01-01,2022-12-31,0.10029110732626179,0.10036313714215117,0.02621833161794962,0.006746879517658306,2.0034690047706767,0.14670104894567407,0.5405378152196494,0.8532989510543258,81865.9496164599,5.420965880617313,-0.013272030536402801,0.01829828606847912,0.38220450084034396,0.17668745470266461,0.09091119833833779,0.09091119833833779,743670.7092140829
X1,0.15,2023,2023-01-01,2023-12-31,0.03952819392553675,0.03955579657834707,0.01178457764149543,0.0044375863869692105,1.4513326743229786,0.1006324424818583,0.4102122062558868,0.8993675575181417,52612.053150045336,3.4870286470664955,-0.00234140668600602,0.01899416019250209,0.45699042831454323,0.2317066172294506,0.08605861045977238,0.10032993707055271,322502.30606899783
X1,0.15,2024,2024-01-01,2024-12-31,0.17335835355361673,0.17297402136966866,0.051523979342355974,0.008579660603730464,1.953929005065192,0.13212466566478057,0.39824911831307885,0.8678753343352195,112824.08705177001,6.478057293052601,-0.02296525936886018,0.024791025278366224,0.42047288371283364,0.3255042916992249,0.11953534497745368,0.11953534497745368,1470303.1892514937
X1,0.15,2025,2025-01-01,2025-12-31,0.09027233418041791,0.09033687686215619,0.015192759481980844,0.006090435868023936,2.0390150682899084,0.1781414860688216,0.43506608183008283,0.8218585139311784,114672.90265301784,6.361860745118092,-0.004962642418598673,0.022479534972472064,0.3916519972597036,0.18554527962816467,0.09761262719813878,0.10088898935792821,898353.9203272928
X1,0.15,2026,2026-01-01,2026-09-04,0.06622219262141904,0.09946060268577073,0.02690856772736372,0.005067386630586788,2.3035066616133433,0.14146200635628292,0.35464247364290574,0.8585379936437171,80383.6228175339,5.807787977303956,-0.013402957516552405,0.020672277438085314,0.335616203628644,0.2249664819957628,0.13593472481375682,0.1364133363969991,718507.5620170012
X1,0.2,2018,2018-01-01,2018-12-31,0.17343930515302097,0.17356785926630125,0.03192287367133628,0.00880476732282147,2.4403033940227545,0.17299259854223722,0.5635912821126108,0.8270074014577629,76587.0956896448,7.306874841910873,-0.010052684564330616,0.01710688209056957,0.8770359245935344,0.2528362754593566,0.06491828292854866,0.06654932944438276,850682.0044139912
X1,0.2,2019,2019-01-01,2019-12-31,0.08574822486132483,0.08580940727608488,0.021391024539253678,0.006146228694122154,1.9591754465404854,0.11183797285739598,0.4284396755155607,0.8881620271426041,47991.08241233647,4.253172716805342,-0.00749858580875018,0.017167413755989194,0.47091899866830744,0.2677791563715512,0.07930796890789901,0.08810136263925741,493520.832709725
