CAGR,MaxDD,CVaR5,Sharpe,AVG_GROSS,CASH_RATIO,CAPITAL_DAY_EFFICIENCY,trades,status,reason
,,,,,,,,NOT_APPLICABLE_NO_QUALIFIED_CANDIDATE,No visual semantic qualified under section21; frozen candidate_count=0; no account instantiated
