recorded_at_utc,stage,wall_seconds,user_seconds,sys_seconds,max_rss_bytes,peak_memory_footprint_bytes,page_faults,swaps,threads_per_pool,host_ram_bytes,host_disk_available_kib,status
2026-08-31T02:57:10Z,full_replication_run2,2.95,2.74,0.14,158810112,79119272,0,0,1,34359738368,363650112,PASS
