key,type,value,trades,pnl,abs_pnl_share
S1_FIXED_T2,industry,66,1,-12006.449180000025,0.004257508490919524
S1_FIXED_T2,industry,69,8,52892.734160000036,0.032167337955553654
S1_FIXED_T2,industry,71,2,-3299.048830000007,0.0013933876636590841
S1_FIXED_T2,industry,73,2,9138.300479999976,0.00443535091751584
S1_FIXED_T2,industry,74,2,3177.9723599999998,0.005971271920051502
S1_FIXED_T2,industry,75,1,3085.6790400000027,0.0010941873418276018
S1_FIXED_T2,industry,76,5,10342.79189000003,0.005810844019767697
S1_FIXED_T2,industry,77,1,898.7749599999806,0.00031870721861713367
S1_FIXED_T2,industry,78,1,9307.954500000022,0.0033006174200824463
S1_FIXED_T2,industry,79,7,6446.095660000021,0.013506012686295298
S1_FIXED_T2,industry,81,1,-8400.915840000001,0.0029789798785705814
S1_FIXED_T2,industry,83,1,-1546.1481600000043,0.0005482669206133768
S1_FIXED_T2,industry,86,1,10959.071120000008,0.00388610634555577
S1_FIXED_T2,industry,87,1,-73.32648999997764,2.6001705342180917e-05
S1_FIXED_T2,industry,88,4,42247.07773000005,0.026779870144989115
S1_FIXED_T2,industry,89,1,-2488.0320000000065,0.0008822606256748001
S1_FIXED_T2,industry,90,5,8921.32011999999,0.014274038207349175
S1_FIXED_T2,industry,91,1,1051.6835999999894,0.00037292889759774566
S1_FIXED_T2,industry,92,1,-4141.111260000005,0.001468445506824894
S1_FIXED_T2,industry,93,1,-2082.6249599999865,0.0007385025595553187
S1_FIXED_T2,industry,94,1,-3361.100600000005,0.0011918523227643144
S1_FIXED_T2,industry,95,3,22121.498320000028,0.007844323123121895
S1_FIXED_T2,industry,97,3,-2260.4642399999866,0.004845111282827118
S1_FIXED_T2,industry,100,1,32151.504239999995,0.011400981276433868
S1_FIXED_T2,industry,101,2,6383.918289999987,0.004088792433119888
S1_FIXED_T2,industry,103,1,10248.011880000005,0.0036339634591402224
S1_FIXED_T2,industry,104,2,-54852.92723,0.01967191732533893
S1_FIXED_T2,industry,105,3,-6862.716410800043,0.004162791609349446
S1_FIXED_T2,industry,106,2,121.08007999998517,0.0006333534665002488
S1_FIXED_T2,industry,108,3,-4628.79313000002,0.005059169350828948
S1_FIXED_T2,industry,112,3,-13098.753800000006,0.005359562141777568
S1_FIXED_T2,industry,113,3,2539.335680000004,0.0017488730427011614
S1_FIXED_T2,industry,120,1,918.3182399999932,0.0003256373008831772
S1_FIXED_T2,industry,123,1,-450.07283999999345,0.00015959663919822066
S1_FIXED_T2,industry,124,2,-9604.454689999984,0.0034057569211588244
S1_FIXED_T2,industry,126,1,1813.3328399999882,0.0006430110890756419
S1_FIXED_T2,board_suffix,SH,134,-9767.600045200132,0.34234746964024787
S1_FIXED_T2,board_suffix,SZ,208,525730.0825840003,0.657652530359752
E3_HALF,industry,0,1,1989.3527999999933,0.000658997259750765
E3_HALF,industry,1,3,1194.8490499999753,0.010357377709722827
E3_HALF,industry,2,2,-8194.85139000001,0.002714643983749274
E3_HALF,industry,3,21,12558.823300000047,0.032513917291464266
E3_HALF,industry,4,6,484.6901800000196,0.013202366957642802
E3_HALF,industry,5,2,-7110.517569999996,0.0027731422601704444
E3_HALF,industry,6,9,-30474.62662999997,0.012095539585076802
E3_HALF,industry,7,7,-25767.35299,0.013363606268666306
E3_HALF,industry,8,4,31704.346050000036,0.016863801000849124
E3_HALF,industry,9,8,57205.138845599984,0.030415452980355924
E3_HALF,industry,10,11,5819.909639999969,0.01659531570548067
E3_HALF,industry,11,5,-20011.12706999996,0.0072720207562490735
E3_HALF,industry,12,16,20151.080289999925,0.06310594725643986
E3_HALF,industry,13,3,-14786.70245000004,0.00880432505689045
E3_HALF,industry,14,3,-8212.285344800024,0.003144813529915688
E3_HALF,industry,16,1,-2612.7191199999943,0.0008654949190402186
E3_HALF,industry,17,3,-4913.094970000035,0.005892357165527821
E3_HALF,industry,18,3,14289.917239999995,0.010420289202775664
E3_HALF,industry,19,7,65870.9750108,0.03422558252519037
E3_HALF,industry,20,6,19727.829580000005,0.010647029608856428
E3_HALF,industry,21,14,13705.929060000053,0.05098331689479439
E3_HALF,industry,22,21,37182.38848200001,0.05939234473944016
E3_HALF,industry,25,3,75291.81529799999,0.02494132763331013
E3_HALF,industry,26,2,13355.573000000004,0.00830894160841159
E3_HALF,industry,27,4,-21173.517259999993,0.011248315041625451
E3_HALF,industry,28,1,2482.5679199999868,0.0008223807543966827
E3_HALF,industry,29,7,35378.58947000005,0.019831866392671798
E3_HALF,industry,30,7,-57610.593510000006,0.02047258557498901
E3_HALF,industry,31,7,25999.857226000007,0.019045256017887473
E3_HALF,industry,32,5,-46866.32308999999,0.015525038339556513
E3_HALF,industry,33,4,27923.18253999998,0.010436264670469758
E3_HALF,industry,34,7,23750.07650319999,0.02637777273403012
E3_HALF,industry,35,7,39025.474591399936,0.01748589801758963
E3_HALF,industry,36,1,15123.603299999988,0.005009877148114528
E3_HALF,industry,37,4,-22049.23206000001,0.009209453724558602
E3_HALF,industry,38,6,66215.41819999996,0.03167035207827321
E3_HALF,industry,39,12,-27428.85050000003,0.026003216995384392
E3_HALF,industry,40,1,-18184.236319999996,0.006023748982855314
E3_HALF,industry,41,10,-34302.204617199975,0.020936191595634247
E3_HALF,industry,42,2,734.2577099999762,0.0025786821567954383
E3_HALF,industry,45,12,48878.53915639999,0.03833584238046294
E3_HALF,industry,46,1,-4782.905200000023,0.0015843953975623179
E3_HALF,industry,48,1,-8628.952080000003,0.002858445105986572
E3_HALF,industry,50,2,-5260.428620000006,0.0018765555440321486
E3_HALF,industry,52,4,-1079.941759999987,0.0076966584714518345
E3_HALF,industry,53,2,-16614.151040000026,0.005503639177749355
E3_HALF,industry,54,1,8944.119520000007,0.0029628481456699645
E3_HALF,industry,55,2,-18622.813240000003,0.006169032910608067
E3_HALF,industry,56,2,2800.131959999999,0.003772639083793145
E3_HALF,industry,57,1,4767.689199999993,0.0015793549128859008
E3_HALF,industry,59,4,13142.71755000003,0.0093755785823318
E3_HALF,industry,60,3,4316.976449999944,0.0017312026574403544
E3_HALF,industry,62,3,22988.249720000007,0.007615136727857595
E3_HALF,industry,63,1,-2710.4044100000174,0.0008978543569579042
E3_HALF,industry,64,3,-4292.90615000001,0.006619711904302361
E3_HALF,industry,65,1,-4234.297680000003,0.0014026624981195055
E3_HALF,industry,66,2,-19962.104080000005,0.006612689256314723
E3_HALF,industry,69,11,23046.26354999999,0.03231143428745379
E3_HALF,industry,71,1,-3366.6949600000225,0.0011152585670358387
E3_HALF,industry,72,1,3854.246880000006,0.0012767660579475636
E3_HALF,industry,73,2,10164.525439999983,0.0043658688574139265
E3_HALF,industry,74,3,-979.0776000000042,0.006955319885828456
E3_HALF,industry,75,1,3085.6790400000027,0.0010221686328490249
E3_HALF,industry,76,6,-5798.098579999954,0.012094625285015611
E3_HALF,industry,77,1,-12824.225999999995,0.004248180509975173
E3_HALF,industry,78,1,9307.954500000022,0.0030833728986557015
E3_HALF,industry,79,6,10193.522079999995,0.010610226630571078
E3_HALF,industry,81,1,-7659.658560000011,0.0025373548631828975
E3_HALF,industry,83,2,10717.866959999978,0.0045747842002839606
E3_HALF,industry,84,1,-3339.5662800000136,0.0011062718625253762
E3_HALF,industry,86,1,14617.868760000012,0.004842346443645568
E3_HALF,industry,87,1,-67.62753999998677,2.2402443419627063e-05
E3_HALF,industry,88,5,40181.54901999999,0.023445296437952838
E3_HALF,industry,90,4,15274.239759999997,0.01122095814893163
E3_HALF,industry,92,1,-3691.3978199999983,0.001222820330325498
E3_HALF,industry,93,2,-1231.8790800000133,0.0008718614990529229
E3_HALF,industry,95,3,21893.432527999976,0.007252465245224625
E3_HALF,industry,96,1,1844.3813599999994,0.0006109737107341608
E3_HALF,industry,97,3,-2723.6647999999986,0.004679649973421275
E3_HALF,industry,100,1,32151.504239999995,0.010650576001916386
E3_HALF,industry,101,2,7333.446280000004,0.0039406819129006445
E3_HALF,industry,103,1,10483.598360000004,0.003472819196055943
E3_HALF,industry,104,2,-53910.000299999985,0.017858341904393744
E3_HALF,industry,105,3,-5897.868772700036,0.0036461076183116198
E3_HALF,industry,106,3,7354.10940999999,0.002948696299228313
E3_HALF,industry,108,3,-4662.350830000025,0.0044818677315151935
E3_HALF,industry,112,4,-15300.09818000003,0.005736021243032744
E3_HALF,industry,113,4,1102.4983000000211,0.008047993086492611
E3_HALF,industry,117,2,-4951.640549999996,0.0016402910301887021
E3_HALF,industry,120,1,931.6272000000026,0.00030861281714800995
E3_HALF,industry,124,2,-9095.416079999995,0.0030129669674544713
E3_HALF,industry,125,1,-16357.25443000003,0.0054185390577358205
E3_HALF,industry,126,1,1621.0096600000106,0.0005369791240495551
E3_HALF,board_suffix,SH,151,39370.66018869978,0.3660786300189766
E3_HALF,board_suffix,SZ,228,311049.0724679998,0.6339213699810234
E3_QUARTER,industry,0,2,-12585.59397999999,0.004908753131958089
E3_QUARTER,industry,1,1,15261.636599999998,0.005952488740547805
E3_QUARTER,industry,2,3,8747.412129999939,0.009879330181865428
E3_QUARTER,industry,3,21,-2587.2236799999228,0.03785701163063415
E3_QUARTER,industry,4,4,-1271.908059999987,0.011308001057105027
E3_QUARTER,industry,5,1,630.4629600000044,0.0002458991633133545
E3_QUARTER,industry,6,7,-30018.06862999998,0.012656442572226567
E3_QUARTER,industry,7,5,12236.759529999981,0.011853814817158206
E3_QUARTER,industry,8,3,35971.91920000002,0.017988030864385156
E3_QUARTER,industry,9,8,55920.68258239997,0.034882376694693414
E3_QUARTER,industry,10,14,25664.56352999997,0.02590841435222271
E3_QUARTER,industry,11,3,-13721.363459999979,0.006108916185909087
E3_QUARTER,industry,12,17,19854.949258199973,0.07191047523282945
E3_QUARTER,industry,13,2,-410.08080000001064,0.005087444850613024
E3_QUARTER,industry,14,3,2746.2707467999717,0.0029204122093148994
E3_QUARTER,industry,16,1,-2654.6343999999954,0.0010353857708989647
E3_QUARTER,industry,17,2,6397.051279999971,0.0024950388162765422
E3_QUARTER,industry,18,3,14437.122459999999,0.012372805194297985
E3_QUARTER,industry,19,8,55608.92693239999,0.03595982864086273
E3_QUARTER,industry,20,7,11938.571980000022,0.014011532319866456
E3_QUARTER,industry,21,12,-21734.022100000017,0.04082549216696432
E3_QUARTER,industry,22,20,20380.98925880005,0.05584210749997563
E3_QUARTER,industry,26,3,17057.187619999997,0.010953848093867811
E3_QUARTER,industry,27,3,-15631.894879999978,0.008960384154278037
E3_QUARTER,industry,29,6,21456.382940000054,0.017853351355642665
E3_QUARTER,industry,30,5,-39467.94942000002,0.024539537911447123
E3_QUARTER,industry,31,8,34830.817683,0.026632361335263526
E3_QUARTER,industry,32,5,1077.110050000003,0.015105702165468408
E3_QUARTER,industry,33,5,33324.712339999984,0.015963520138467413
E3_QUARTER,industry,34,5,25671.828113499912,0.02920126455184399
E3_QUARTER,industry,35,8,20989.12037550003,0.02542621152609979
E3_QUARTER,industry,36,1,14154.14155,0.005520532981927697
E3_QUARTER,industry,37,3,-13752.012019999995,0.007543598667989115
E3_QUARTER,industry,38,7,51998.40047999998,0.03765703449576258
E3_QUARTER,industry,39,8,-6232.042319999964,0.0274525916730447
E3_QUARTER,industry,40,2,-9673.013519999979,0.010620616680510932
E3_QUARTER,industry,41,8,-29741.55844599998,0.02551291484984307
E3_QUARTER,industry,42,3,11104.469789999974,0.007080840663747177
E3_QUARTER,industry,45,10,24136.274393999993,0.03281945878083857
E3_QUARTER,industry,46,1,-4574.952800000014,0.00178436662753048
E3_QUARTER,industry,48,1,-8628.952080000003,0.0033655460056575184
E3_QUARTER,industry,49,1,25793.602799999993,0.010060266422879072
E3_QUARTER,industry,50,2,-5182.430859999993,0.002168866500331059
E3_QUARTER,industry,51,1,9840.837599999999,0.0038382171287946595
E3_QUARTER,industry,52,4,-1383.8029999999999,0.008915615833145341
E3_QUARTER,industry,53,3,-9446.636360000019,0.008797104054128316
E3_QUARTER,industry,54,1,8944.119520000007,0.0034884706098239748
E3_QUARTER,industry,55,1,-8499.511799999993,0.0033150604758635893
E3_QUARTER,industry,56,1,7161.972680000006,0.0027933807399011866
E3_QUARTER,industry,57,1,4767.689199999993,0.0018595395123896044
E3_QUARTER,industry,59,2,-7228.48496999999,0.0028193224961957216
E3_QUARTER,industry,60,3,4297.104009999966,0.002025282684037217
E3_QUARTER,industry,61,1,2508.1228799999953,0.0009782419536257538
E3_QUARTER,industry,62,3,18305.488720000038,0.0073314265036341945
E3_QUARTER,industry,64,2,6741.1069299999945,0.0034904875109570193
E3_QUARTER,industry,65,2,3818.100760000001,0.004616482540393718
E3_QUARTER,industry,66,1,-8934.763319999998,0.0034848214156638696
E3_QUARTER,industry,69,10,12411.673559999996,0.0332734368087982
E3_QUARTER,industry,70,1,625.8557999999975,0.000244102234927185
E3_QUARTER,industry,73,1,-1596.162240000005,0.0006225503863515919
E3_QUARTER,industry,74,1,-3225.492480000001,0.0012580372716987393
E3_QUARTER,industry,75,2,-2978.4686800000054,0.0034684103465232306
E3_QUARTER,industry,76,5,2521.2608700000274,0.004172547095386758
E3_QUARTER,industry,77,1,-4924.976360000001,0.00192088614731949
E3_QUARTER,industry,79,4,9019.630970000006,0.010567918727787454
E3_QUARTER,industry,83,2,10717.866959999978,0.005386371303673072
E3_QUARTER,industry,84,1,-3339.5662800000136,0.0013025294207315357
E3_QUARTER,industry,88,4,38719.03972,0.02703417470870008
E3_QUARTER,industry,90,5,12438.977799999964,0.014242521395828989
E3_QUARTER,industry,91,1,979.977899999998,0.0003822203062898033
E3_QUARTER,industry,92,1,-3934.992600000027,0.0015347632602940562
E3_QUARTER,industry,93,2,-1213.6612799999712,0.001022951130682571
E3_QUARTER,industry,94,1,-3024.990539999999,0.0011798355970298506
E3_QUARTER,industry,95,2,11666.494187999982,0.0045502770846828
E3_QUARTER,industry,96,1,1844.3813599999994,0.0007193631696535249
E3_QUARTER,industry,97,1,-8157.910879999996,0.0031818260342794703
E3_QUARTER,industry,100,1,32151.504239999995,0.012540035645998478
E3_QUARTER,industry,101,2,7084.775900000008,0.004651294726275836
E3_QUARTER,industry,103,2,12613.341600000014,0.004919575522764271
E3_QUARTER,industry,104,3,-12102.329689999984,0.004963313218202266
E3_QUARTER,industry,105,2,-5884.614911100027,0.004158384320619314
E3_QUARTER,industry,106,3,6851.423910000012,0.0032560670099145007
E3_QUARTER,industry,108,1,-2660.9679200000246,0.0010378560306408464
E3_QUARTER,industry,112,4,-15599.55372000004,0.006870413471946567
E3_QUARTER,industry,113,3,-11336.725919999968,0.004421657726634395
E3_QUARTER,industry,117,1,-1052.5850400000054,0.0004105392339815701
E3_QUARTER,industry,120,1,891.7003200000036,0.00034778944446514317
E3_QUARTER,industry,123,1,-471.50487999999314,0.00018390082026414542
E3_QUARTER,industry,124,2,-9077.476640000008,0.003540483822828397
E3_QUARTER,industry,125,1,-15313.174360000019,0.005972589988150122
E3_QUARTER,industry,126,1,1730.908620000002,0.0006751054517617825
E3_QUARTER,board_suffix,SH,133,106586.09484549989,0.3666108546412402
E3_QUARTER,board_suffix,SZ,209,330202.57243,0.6333891453587598
FIXED_T2_COST2,industry,0,1,1629.4179000000004,0.0005446813415546605
FIXED_T2_COST2,industry,1,3,1144.1643699999986,0.010318924607739291
FIXED_T2_COST2,industry,2,2,-7873.914780000021,0.002632089941848239
FIXED_T2_COST2,industry,3,22,18828.865080000018,0.03834182878379391
FIXED_T2_COST2,industry,4,5,-4932.938380000007,0.012008910558996838
FIXED_T2_COST2,industry,5,2,-7564.159009999974,0.0028035343395931126
FIXED_T2_COST2,industry,6,9,-32629.55703000001,0.012500675893941153
FIXED_T2_COST2,industry,7,10,51584.71788,0.04188087270674807
FIXED_T2_COST2,industry,8,3,35362.89156999999,0.015405114786675122
FIXED_T2_COST2,industry,9,9,72397.04438199996,0.03468912092875686
FIXED_T2_COST2,industry,10,15,-8596.638320000013,0.018780323487473778
FIXED_T2_COST2,industry,11,5,-14316.043249999988,0.005292088792979456
FIXED_T2_COST2,industry,12,18,-28079.139910000027,0.06043447740974843
FIXED_T2_COST2,industry,13,3,-14775.444220000005,0.008751900632825561
FIXED_T2_COST2,industry,14,3,-8495.939614800009,0.00308492853677947
FIXED_T2_COST2,industry,16,2,-1185.2565400000094,0.001270752661013776
FIXED_T2_COST2,industry,17,2,-7400.017299999992,0.004610868708040171
FIXED_T2_COST2,industry,18,3,8180.593249999991,0.008750373325548805
FIXED_T2_COST2,industry,19,9,79430.34406039999,0.038147890547181
FIXED_T2_COST2,industry,20,5,23302.285979999986,0.007789481377906028
FIXED_T2_COST2,industry,21,13,-12570.538879999993,0.05322217517424217
FIXED_T2_COST2,industry,22,17,44720.289840000034,0.04271494888427913
FIXED_T2_COST2,industry,25,4,54287.540859999994,0.02610060991253764
FIXED_T2_COST2,industry,26,2,36073.51842000002,0.012058645242330015
FIXED_T2_COST2,industry,27,5,-33895.02477999999,0.01332624123988074
FIXED_T2_COST2,industry,28,2,-10435.47064,0.004999883517063061
FIXED_T2_COST2,industry,29,5,3715.2334199999896,0.008854601374469898
FIXED_T2_COST2,industry,30,8,-58211.46288000001,0.020816894448534157
FIXED_T2_COST2,industry,31,6,16706.56018359997,0.01674046108257513
FIXED_T2_COST2,industry,32,5,-46721.445289999974,0.015618031138561724
FIXED_T2_COST2,industry,33,5,30527.54750999996,0.011591621887475766
FIXED_T2_COST2,industry,34,6,11713.987589300013,0.022567116821384403
FIXED_T2_COST2,industry,35,8,22253.696735799997,0.022013391778001653
FIXED_T2_COST2,industry,36,1,13354.51949999998,0.004464144893141201
FIXED_T2_COST2,industry,37,3,-14425.204659999989,0.006577071483812684
FIXED_T2_COST2,industry,38,6,65099.29783999997,0.030906816091748807
FIXED_T2_COST2,industry,39,13,-1835.4662499999977,0.025733393439886395
FIXED_T2_COST2,industry,40,1,-17842.85844000001,0.005964505528182242
FIXED_T2_COST2,industry,41,6,-18015.526933600013,0.009861708696501078
FIXED_T2_COST2,industry,42,2,786.3840600000112,0.002573539700883591
FIXED_T2_COST2,industry,45,13,14227.900550400023,0.040212200690344854
FIXED_T2_COST2,industry,48,1,-8558.743440000006,0.0028610142670712968
FIXED_T2_COST2,industry,50,2,-5186.994619999998,0.0017339070524869061
FIXED_T2_COST2,industry,51,1,-14017.05151000002,0.00468561590068919
FIXED_T2_COST2,industry,52,4,21561.72924,0.008870811326292147
FIXED_T2_COST2,industry,53,2,-15666.76079999999,0.005237080242189531
FIXED_T2_COST2,industry,54,2,4055.9963200000348,0.004567557135775114
FIXED_T2_COST2,industry,55,2,-17280.375340000028,0.0057764788411611805
FIXED_T2_COST2,industry,56,1,7134.458259999985,0.002384904631477609
FIXED_T2_COST2,industry,57,1,4603.627699999997,0.001538899328192107
FIXED_T2_COST2,industry,59,3,13184.88837,0.007763978386658678
FIXED_T2_COST2,industry,60,3,2656.9394099999845,0.0020216249107896716
FIXED_T2_COST2,industry,62,4,8785.283400000015,0.011184014624888626
FIXED_T2_COST2,industry,63,2,17877.623980000004,0.007893180492700663
FIXED_T2_COST2,industry,64,1,-6165.283579999988,0.0020609292014156177
FIXED_T2_COST2,industry,65,3,-7866.746840000007,0.007483709503737573
FIXED_T2_COST2,industry,66,2,-19462.606459999995,0.00650595442506382
FIXED_T2_COST2,industry,69,9,49226.30958999999,0.029544453137140235
FIXED_T2_COST2,industry,71,1,234.40613000000303,7.835721293907338e-05
FIXED_T2_COST2,industry,73,2,9347.750840000022,0.004276454210712507
FIXED_T2_COST2,industry,74,2,2689.3024399999995,0.005734420911403418
FIXED_T2_COST2,industry,75,1,2629.304919999995,0.0008789232836965067
FIXED_T2_COST2,industry,76,7,-5635.272819999947,0.011723583960564452
FIXED_T2_COST2,industry,77,1,757.2866700000013,0.0002531455677251748
FIXED_T2_COST2,industry,78,1,8525.959800000011,0.00285005536143006
FIXED_T2_COST2,industry,79,7,9926.910040000002,0.010912926042217956
FIXED_T2_COST2,industry,81,1,-7929.707280000002,0.002650740242516151
FIXED_T2_COST2,industry,83,1,-1649.6969600000011,0.0005514602198315395
FIXED_T2_COST2,industry,86,2,23119.417440000005,0.007728352135557989
FIXED_T2_COST2,industry,87,1,-162.13106000001426,5.4197123566941845e-05
FIXED_T2_COST2,industry,88,4,38604.590660000016,0.023415030664349613
FIXED_T2_COST2,industry,89,1,-2422.2660000000033,0.0008097143737541135
FIXED_T2_COST2,industry,90,5,8415.27615999998,0.013420491597733397
FIXED_T2_COST2,industry,92,1,-3788.900279999987,0.0012665524832685471
FIXED_T2_COST2,industry,93,2,-1434.7172399999981,0.0008907793559633081
FIXED_T2_COST2,industry,94,1,-3279.881640000007,0.0010963978803815173
FIXED_T2_COST2,industry,95,3,21050.705979999984,0.007036823870573106
FIXED_T2_COST2,industry,97,3,-3314.0636300000187,0.004412253059389083
FIXED_T2_COST2,industry,100,1,31978.212839999993,0.010689667684521975
FIXED_T2_COST2,industry,101,2,6794.8885000000155,0.0038694523052788758
FIXED_T2_COST2,industry,103,1,9430.724879999994,0.0031524999691431585
FIXED_T2_COST2,industry,104,2,-51556.930359999984,0.017404539179146753
FIXED_T2_COST2,industry,105,3,-6709.416557900011,0.0037365338739545582
FIXED_T2_COST2,industry,106,3,6149.8322300000145,0.0027584514592632974
FIXED_T2_COST2,industry,108,3,-4810.4729400000215,0.004544656990082805
FIXED_T2_COST2,industry,112,5,-22988.888780000023,0.008321144069164933
FIXED_T2_COST2,industry,113,4,10932.931039999996,0.004627678357660474
FIXED_T2_COST2,industry,120,1,671.3433999999979,0.0002244164764336183
FIXED_T2_COST2,industry,124,2,-9200.215960000001,0.0030754455144290475
FIXED_T2_COST2,industry,126,1,1447.5864000000001,0.0004838987606361028
FIXED_T2_COST2,board_suffix,SH,152,62184.31385519983,0.3592236457031784
FIXED_T2_COST2,board_suffix,SZ,228,296046.6025600001,0.6407763542968219
FIXED_T3,industry,1,2,9603.94743,0.007469634753633601
FIXED_T3,industry,2,3,-5496.095179999975,0.0030111117941993733
FIXED_T3,industry,3,25,8369.703609999939,0.0415898748509116
FIXED_T3,industry,4,5,-13788.615800000014,0.017208354298764956
FIXED_T3,industry,5,3,-5852.003319999974,0.0026725262553211884
FIXED_T3,industry,6,12,-15765.18581000001,0.017993479257523894
FIXED_T3,industry,7,17,-35762.69602000004,0.03965230104621498
FIXED_T3,industry,8,3,4998.336650000012,0.010156681314947754
FIXED_T3,industry,9,7,67388.8770632,0.03160055644825622
FIXED_T3,industry,10,15,14032.15273000003,0.018310640189298517
FIXED_T3,industry,11,4,-6494.276029999994,0.0038629081572881135
FIXED_T3,industry,12,18,-37238.45706839998,0.0607820482201325
FIXED_T3,industry,13,3,23487.01840999999,0.011825896642429994
FIXED_T3,industry,14,4,1660.7903700000024,0.005580240910591607
FIXED_T3,industry,16,1,-690.244080000004,0.00026946119488286443
FIXED_T3,industry,17,3,1737.4915800000017,0.006061026184911171
FIXED_T3,industry,18,3,17858.991679999992,0.011243927577630004
FIXED_T3,industry,19,12,122677.40450719997,0.056640675751381764
FIXED_T3,industry,20,8,19544.887699999977,0.012489917951845415
FIXED_T3,industry,21,11,-72785.18637000002,0.04882063171144351
FIXED_T3,industry,22,13,29290.66510040003,0.037725309929161344
FIXED_T3,industry,25,3,-725.1174596000201,0.008323850256978103
FIXED_T3,industry,26,2,3353.9336500000063,0.007421702924827953
FIXED_T3,industry,27,4,1325.1371199999994,0.012242960123784046
FIXED_T3,industry,28,1,-10103.45700000001,0.0039442418624838155
FIXED_T3,industry,29,3,-13389.124559999967,0.005226918429163604
FIXED_T3,industry,30,7,-24929.94992,0.015820244604591846
FIXED_T3,industry,31,8,32237.685556100012,0.033711814917564815
FIXED_T3,industry,32,7,3417.870080000008,0.025944205343708192
FIXED_T3,industry,33,4,14133.717863599988,0.01607348985600533
FIXED_T3,industry,34,4,-23434.69706679997,0.014269922598338152
FIXED_T3,industry,35,6,36299.264410200034,0.0205711962237515
FIXED_T3,industry,36,2,9620.61831999998,0.007997381132289916
FIXED_T3,industry,37,3,-3807.1159400000033,0.0035117343491633595
FIXED_T3,industry,38,8,43954.987480000025,0.027721016611745374
FIXED_T3,industry,39,13,-44263.98769999998,0.04082872320826229
FIXED_T3,industry,40,1,-8469.006479999996,0.0033061762812533033
FIXED_T3,industry,41,7,-20659.50931400004,0.021500023020862912
FIXED_T3,industry,42,2,8672.830760000012,0.005927048664283673
FIXED_T3,industry,45,13,15286.167351600001,0.029807281358275792
FIXED_T3,industry,47,1,-7518.078880000001,0.002934948052330149
FIXED_T3,industry,48,1,-10637.813760000005,0.004152846927294127
FIXED_T3,industry,49,2,28363.76850000002,0.011072800438057959
FIXED_T3,industry,50,2,-1754.8702800000028,0.0018315461944484789
FIXED_T3,industry,52,4,-21107.119890000016,0.011397018377990805
FIXED_T3,industry,53,3,-8739.16780000001,0.007319857989385811
FIXED_T3,industry,54,4,-1424.2218799999537,0.0050890060659823395
FIXED_T3,industry,55,1,-4000.2921599999972,0.0015616555600363102
FIXED_T3,industry,56,1,6080.628600000011,0.002373788483915592
FIXED_T3,industry,57,1,1037.0747199999896,0.0004048588047781701
FIXED_T3,industry,59,3,29399.619369999986,0.013019280158997192
FIXED_T3,industry,60,2,-213.27242000000842,0.003885130091388013
FIXED_T3,industry,62,3,22098.88295,0.008627080735387873
FIXED_T3,industry,63,1,-15997.987020000015,0.006245380182224431
FIXED_T3,industry,64,2,3437.277820000003,0.003527173637947443
FIXED_T3,industry,65,3,-15684.228320000038,0.006122893374069716
FIXED_T3,industry,66,1,-7342.378320000003,0.0028663571231052473
FIXED_T3,industry,69,6,-14335.419709999958,0.01149969362018584
FIXED_T3,industry,70,1,-4305.6831200000015,0.0016808757248626797
FIXED_T3,industry,71,1,1184.8092099999994,0.00046253218924357983
FIXED_T3,industry,72,1,-20494.502399999998,0.008000754030709977
FIXED_T3,industry,74,2,7436.729930000001,0.003808530558419399
FIXED_T3,industry,75,2,12958.158119999993,0.005619722742524026
FIXED_T3,industry,76,6,-4830.125639999984,0.010105600469831475
FIXED_T3,industry,78,1,10875.715899999996,0.004245720443731367
FIXED_T3,industry,79,7,31151.609099999987,0.023977605187803435
FIXED_T3,industry,81,1,-6066.211200000005,0.0023681601417918814
FIXED_T3,industry,83,1,-4453.1411200000075,0.0017384411716754053
FIXED_T3,industry,88,3,13707.829939999996,0.014053886545236078
FIXED_T3,industry,89,1,-4931.427199999991,0.0019251570629766914
FIXED_T3,industry,90,4,-8744.358950000038,0.00677433828585784
FIXED_T3,industry,91,1,2635.3811400000122,0.0010288142579305637
FIXED_T3,industry,93,2,1196.7026900000055,0.0010147071475314026
FIXED_T3,industry,94,1,-1943.0428000000247,0.0007585354945696169
FIXED_T3,industry,95,1,3958.1140799999994,0.0015451898544055363
FIXED_T3,industry,97,3,-5135.148160000055,0.006702161374162945
FIXED_T3,industry,101,1,9725.849600000001,0.0037968294555558004
FIXED_T3,industry,103,1,11217.81319999999,0.004379270226909804
FIXED_T3,industry,104,3,-41992.776650000014,0.01639336591276261
FIXED_T3,industry,105,3,-5738.238902399986,0.0039929572034842434
FIXED_T3,industry,106,2,-1120.4103100000211,0.0010134233574138425
FIXED_T3,industry,108,1,-7798.804529999994,0.0030445392408315654
FIXED_T3,industry,112,2,-1267.7674699999916,0.0038431216228387577
FIXED_T3,industry,113,3,5953.897419999994,0.004421902894348716
FIXED_T3,industry,117,1,-2139.4709999999905,0.000835218191334913
FIXED_T3,industry,119,1,7487.221680000017,0.0029229018526977886
FIXED_T3,industry,120,1,-4766.816879999969,0.001860895601267007
FIXED_T3,industry,123,1,-1226.9082000000053,0.0004789670192949484
FIXED_T3,industry,124,2,-2432.943499999994,0.0020028735236414692
FIXED_T3,industry,126,1,5519.031499999997,0.0021545491887248903
FIXED_T3,board_suffix,SH,152,-84940.39539889994,0.40267838239494014
