year,signals,signal_dates,base_fill_rate,delay_fill_rate,common_trades,base_account_return,delay_account_return,t1_gap_A,t1_extension_A,t1_close_location,t1_volume_vs20,t1_amount_vs20,false_breakout_rate,t2_reenter_frozen_zone,mfe10,mae10,mfe_before_mae,top_industry_signal_share,top_board_signal_share,breadth20,breadth_change10,market_vol20,stock_beta120,log_amount20,common_net_delta,common_entry_price_effect_log,common_exit_clock_effect_log,common,only_t2,only_t1,common_capital_effect,common_return_effect,t2_unique_pnl,missed_t1_pnl,trade_pnl_increment
2020,280,86,0.2571428571428571,0.26071428571428573,49,0.1492514406399987,0.1202302151199994,0.10147600225639147,0.654903493090595,0.48663236761112205,1.8806355894637874,2.0605132388530634,0.2357142857142857,0.4928571428571429,0.12445544331378834,-0.05074165362191248,0.4357142857142857,0.05357142857142857,0.7142857142857143,0.6509488125042133,0.05999370733604278,0.19567570401452378,0.003752604589184629,18.52218519856905,0.018083321887333772,0.015381085690579862,0.0026287832570045084,49,24,22,5314.505863133065,90892.36905686688,3060.3520400000416,-131498.32576000004,-32231.098800000036
2021,275,128,0.38545454545454544,0.37454545454545457,72,0.1328525617692293,0.1092534510239848,-0.0003581544858058469,0.5719785259495078,0.4602804959874523,1.7013720148070763,1.8567700546866173,0.29454545454545455,0.5527272727272727,0.08458861650485384,-0.07135581574981333,0.5272727272727272,0.05090909090909091,0.68,0.57817808088287,0.049590619829223484,0.13385630906198878,0.0016670037739284712,18.778117563794154,0.011960624450958485,0.010827356152217062,-0.0015824347415492749,70,30,36,-5677.392819101707,100447.74892350168,-24423.919519999996,-100888.55652720008,-30542.119942800127
2022,485,112,0.19381443298969073,0.2,61,-0.0761896724050137,0.2463783524732448,0.04648191907781154,0.5766986477914843,0.4070651550761172,2.0464879147666735,2.2559659762387945,0.3443298969072165,0.6185567010309279,0.08314169612092623,-0.06953665794889279,0.534020618556701,0.09072164948453608,0.643298969072165,0.6232620554852929,0.0616054405093121,0.1883812274226514,0.002445371315239747,17.94609574250311,0.013677373326418043,0.01747942617020979,-0.003100661067848291,62,38,33,2966.2627299358605,96047.58594156416,257372.3782227001,50499.15398699994,406885.3808811999
2023,409,123,0.2713936430317848,0.26405867970660146,64,-0.0425699411465638,-0.0854814041957913,-0.04125676300618,0.5548589699050723,0.4717482553208097,2.2413952154076724,2.4096886297644033,0.2665036674816626,0.5770171149144254,0.05786928634017954,-0.05213608563553072,0.5281173594132029,0.05134474327628362,0.6577017114914425,0.5723925445649982,0.010498009115037437,0.13630142307567544,0.003235372499490698,17.912565041236494,0.010345075147200893,0.011277319359016873,-2.671208642132097e-06,64,44,47,-14020.404428691752,77861.23902239194,-48880.17124000001,-94228.58574279986,-79267.9223890997
