baseline,candidate,actual_total_return_increment,block20_bootstrap_low,block20_bootstrap_high,blocks,method
BASE_T1,FIXED_T2,0.26484423974929794,-0.2793928752579588,0.8508346490710731,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
BASE_T1_COST2,FIXED_T2_COST2,0.2971785018898,-0.23740569729061628,0.8970881857022109,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
FIXED_T2,E3_QUARTER,0.020406307680800786,-0.45817171642245264,0.42266400356690587,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
S1_FIXED_T2,E3_QUARTER_S1,0.05403797865700026,-0.4416219470638746,0.4948048913386176,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
E3_QUARTER,E3_QUARTER_S1,0.13321179392030066,0.023665953999059026,0.2491566055110746,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
FIXED_T2_COST2,E3_QUARTER_COST2,0.01558935160190099,-0.442699085296382,0.4317483206667141,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
FIXED_T2,FIXED_T3,-0.29380111829359923,-0.6492325010195731,0.03352260843150638,49,"paired 20-session PnL blocks; 10,000 deterministic resamples; consumed development"
