action_id,symbol,tradable_date,source_url,source_grade
cninfo:distribution:f6fbc8f9d4b45d64ee8a4a654ca9613a,600161,2022-07-18,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-07-11/600161_20220711_1_TxGKb96A.pdf,SSE_IMPLEMENTATION_NOTICE_INDEX_CONFIRMED
