key,year,day,count,mean,median
BASE_T1_COST2,2020,4,71,0.01569713254923697,-0.006379585326953596
BASE_T1_COST2,2020,5,71,0.02046000387723292,0.00406834825061031
BASE_T1_COST2,2020,6,71,0.017317979765021665,0.008611410118406937
BASE_T1_COST2,2020,7,71,0.018969508795871202,2.220446049250313e-16
BASE_T1_COST2,2020,8,71,0.024966459581331684,0.002882815447106113
BASE_T1_COST2,2020,9,71,0.02054506046299688,0.017509727626459526
BASE_T1_COST2,2020,10,71,0.019998148454381953,0.009940357852882276
BASE_T1_COST2,2021,1,105,0.0007923493327324756,-0.001244555071561959
BASE_T1_COST2,2021,2,105,-0.0002021758005122847,-0.0016970725498512973
BASE_T1_COST2,2021,3,105,0.0029783229400972247,-0.00829875518672174
BASE_T1_COST2,2021,4,105,0.01189296570411747,0.0023612750885477762
BASE_T1_COST2,2021,5,105,0.017115659631159394,0.0008153281695879588
BASE_T1_COST2,2021,6,105,0.017434556499000824,0.005946142980817193
BASE_T1_COST2,2021,7,105,0.021196411322455526,0.00908173562058523
BASE_T1_COST2,2021,8,105,0.01828654385735225,0.006186317321688506
BASE_T1_COST2,2021,9,105,0.01602401623171623,0.008918562068707336
BASE_T1_COST2,2021,10,105,0.01427959178720704,0.007025236042948135
BASE_T1_COST2,2022,1,95,-0.009210626144387743,-0.015731765453678825
BASE_T1_COST2,2022,2,95,-0.008082777887407641,-0.008840530431825644
BASE_T1_COST2,2022,3,95,-0.009420462228180809,-0.012933568489124192
BASE_T1_COST2,2022,4,95,-0.004013488903652675,-0.007751937984496138
BASE_T1_COST2,2022,5,95,-0.006088151050900144,-0.014249255635899516
BASE_T1_COST2,2022,6,95,-0.003794502437219064,-0.010864029876082038
BASE_T1_COST2,2022,7,95,-0.004014909704587321,-0.016653449643140195
BASE_T1_COST2,2022,8,95,0.0029994134636650675,-0.0027548209366389242
BASE_T1_COST2,2022,9,95,0.0015253708983495324,-0.0028544243577545148
BASE_T1_COST2,2022,10,95,-0.002602221237149639,-0.007731958762886348
BASE_T1_COST2,2023,1,110,-0.0038225805858009953,-0.005425173524913285
BASE_T1_COST2,2023,2,110,-0.0010849055286864973,-0.0008324084350722072
BASE_T1_COST2,2023,3,110,-0.0014560098723753524,-0.0006937874487544238
BASE_T1_COST2,2023,4,110,-0.002221340543353865,-0.005341368130746538
BASE_T1_COST2,2023,5,110,-0.0015315715762287186,-3.3306690738754696e-16
BASE_T1_COST2,2023,6,110,-0.002584419609401454,-0.003950406282502872
BASE_T1_COST2,2023,7,110,-0.000576630351354251,-0.0065886034966547435
BASE_T1_COST2,2023,8,110,-0.0013657284649109304,-0.0027867306455459095
BASE_T1_COST2,2023,9,110,-0.005148731131352415,-0.004340581668963617
BASE_T1_COST2,2023,10,110,-0.005183598648792715,-0.0018025647807922707
E3_HALF,2020,1,72,0.009808862173758254,0.006356618919656332
E3_HALF,2020,2,72,0.01670704449051798,0.005889319455755548
E3_HALF,2020,3,72,0.01835419338346437,0.006096352347114142
E3_HALF,2020,4,72,0.029070589980236785,0.004042031199370522
E3_HALF,2020,5,72,0.021383813731095193,0.0018977792725792808
E3_HALF,2020,6,72,0.020509193539940098,0.0018512154505322398
E3_HALF,2020,7,72,0.026183757658168525,0.015411255411255653
E3_HALF,2020,8,72,0.031018085174237597,0.017247781970203935
E3_HALF,2020,9,72,0.031226212662220105,0.028385938662669474
E3_HALF,2020,10,72,0.025170636497782856,0.016783927454659175
E3_HALF,2021,1,98,-0.00139847852314228,-0.0024583967453472577
E3_HALF,2021,2,98,-0.0016167065281913972,-0.0035468173693835037
E3_HALF,2021,3,98,0.0026179784727223708,-0.002174536785408465
E3_HALF,2021,4,98,-0.0007709366022975563,-0.007619479562333387
E3_HALF,2021,5,98,0.0035845191812484394,-0.004765991821073345
E3_HALF,2021,6,98,0.003849194560837686,-0.007834471958591938
E3_HALF,2021,7,98,0.006716194101695108,-0.010431477236456488
E3_HALF,2021,8,98,0.007081415765142701,-0.007564897457924491
E3_HALF,2021,9,98,0.00812546993068578,-0.014560177834233134
E3_HALF,2021,10,98,0.010243063161526922,-0.016100592100982414
E3_HALF,2022,1,102,-0.0008655197483946412,-0.002293383056802434
E3_HALF,2022,2,102,0.0031633240680979174,-0.0023118214110095514
E3_HALF,2022,3,102,0.010551006880319319,0.0009044359102801103
E3_HALF,2022,4,102,0.008186776608937617,0.0010070493454180651
E3_HALF,2022,5,102,0.01262410644347602,0.0070493758797526285
E3_HALF,2022,6,102,0.013654779526899643,0.006937208204877421
E3_HALF,2022,7,102,0.01735704749837552,0.007660016550773419
E3_HALF,2022,8,102,0.021815559127686582,0.006665563567593957
E3_HALF,2022,9,102,0.021499392215078336,0.005441743494179252
E3_HALF,2022,10,102,0.0192503104425317,-0.0007472826086954432
E3_HALF,2023,1,107,-0.00030754924175840654,-0.001993733978923329
E3_HALF,2023,2,107,-0.001412803778639552,-0.0020661157024792765
E3_HALF,2023,3,107,0.0011634154133442524,-0.0022988505747127963
E3_HALF,2023,4,107,0.0038041734388432648,0.0015706806282720365
E3_HALF,2023,5,107,0.0031508967898527243,0.0012870012870014325
E3_HALF,2023,6,107,0.0030537771470279585,-0.0009671179883947723
E3_HALF,2023,7,107,-0.0005030319649272898,-0.0030769230769231992
E3_HALF,2023,8,107,-0.004261165332454671,-0.00447828034034925
E3_HALF,2023,9,107,-0.004866026098833465,-0.0040700040700041296
E3_HALF,2023,10,107,-0.008120964456316025,-0.011004126547455528
E3_QUARTER,2020,1,68,0.014783387338514475,0.008463834744186327
E3_QUARTER,2020,2,68,0.01962654978282997,0.008501680459687022
E3_QUARTER,2020,3,68,0.017179127125348487,0.003225475089881691
E3_QUARTER,2020,4,68,0.028336258063576314,0.0003553660270078085
E3_QUARTER,2020,5,68,0.019869064544216174,0.0018977792725792808
E3_QUARTER,2020,6,68,0.019726491799635686,0.00474719349456898
E3_QUARTER,2020,7,68,0.023733728548061335,0.01784967905657575
E3_QUARTER,2020,8,68,0.033311688093012624,0.02834563109515209
E3_QUARTER,2020,9,68,0.032010849651908826,0.02293441325699419
E3_QUARTER,2020,10,68,0.02681196097996034,0.016528162745058528
E3_QUARTER,2021,1,88,0.0005489830474104648,0.0023163292218847387
E3_QUARTER,2021,2,88,-0.0005096078430405632,-0.0062246614260035305
E3_QUARTER,2021,3,88,0.002824752960162072,7.201705856885177e-06
E3_QUARTER,2021,4,88,-0.0009325687001198533,-0.006002182019507862
E3_QUARTER,2021,5,88,0.004742977846478618,-0.0050122972397923515
E3_QUARTER,2021,6,88,0.004984289651960031,-0.009115973468414307
E3_QUARTER,2021,7,88,0.006845182697659061,-0.006076959737227272
E3_QUARTER,2021,8,88,0.006919970358597475,-0.004710698373151356
E3_QUARTER,2021,9,88,0.006291146663688349,-0.014560177834233134
E3_QUARTER,2021,10,88,0.00981447767951389,-0.015981671617320392
E3_QUARTER,2022,1,90,0.005473862129036324,0.002793644848144261
E3_QUARTER,2022,2,90,0.00856410572573744,0.001773550400429591
E3_QUARTER,2022,3,90,0.01669004157124554,0.005246969815282165
E3_QUARTER,2022,4,90,0.015550202690023987,0.003523827868907925
E3_QUARTER,2022,5,90,0.019041494871390178,0.00724916561883715
E3_QUARTER,2022,6,90,0.017472442581884958,0.0033727494048706452
E3_QUARTER,2022,7,90,0.02572059357769307,0.006874814784286198
E3_QUARTER,2022,8,90,0.030311541517501144,0.006665563567593957
E3_QUARTER,2022,9,90,0.027237603926624856,0.009250382284031855
E3_QUARTER,2022,10,90,0.022354863118954963,0.0011452688915900566
E3_QUARTER,2023,1,96,-0.0008233032573693247,-0.004208966676594927
E3_QUARTER,2023,2,96,-0.00434450757329529,-0.006780304459593545
E3_QUARTER,2023,3,96,-0.0022316839201050958,-0.0018409882195832283
E3_QUARTER,2023,4,96,-0.002271321801568973,-0.002840776447768756
E3_QUARTER,2023,5,96,-0.003203161889453752,-0.002610745145776472
E3_QUARTER,2023,6,96,-0.000636804357853697,-0.0015640412998333963
E3_QUARTER,2023,7,96,-0.0013780708313177747,-0.0009927200529452063
E3_QUARTER,2023,8,96,-0.0023790918494194283,-0.005104469683068824
E3_QUARTER,2023,9,96,-0.0009958187591726706,-0.00023649250764351537
E3_QUARTER,2023,10,96,-0.0029267887325716787,-0.004803391211326613
E3_QUARTER_CMAX,2020,1,68,0.01529851272833191,0.010071584189231153
E3_QUARTER_CMAX,2020,2,68,0.021329576702787942,0.009333487418989539
E3_QUARTER_CMAX,2020,3,68,0.01894376272502392,0.004959751721462569
E3_QUARTER_CMAX,2020,4,68,0.029119699828684703,0.00020777062123422674
E3_QUARTER_CMAX,2020,5,68,0.021511866586223193,0.007335291198991456
E3_QUARTER_CMAX,2020,6,68,0.021424848280550815,0.00474719349456898
E3_QUARTER_CMAX,2020,7,68,0.023087616554992724,0.01299539170506947
E3_QUARTER_CMAX,2020,8,68,0.03476475959297045,0.02272225203382583
E3_QUARTER_CMAX,2020,9,68,0.03628777798236254,0.02293441325699419
E3_QUARTER_CMAX,2020,10,68,0.0316359234645681,0.02044776297569617
E3_QUARTER_CMAX,2021,1,76,0.0031104158976848657,0.005628273768136127
E3_QUARTER_CMAX,2021,2,76,0.0002892512170404301,-0.0029785021188080685
E3_QUARTER_CMAX,2021,3,76,0.003958987441318953,-0.003585112559554293
E3_QUARTER_CMAX,2021,4,76,-0.002344532914724907,-0.009250185252000942
E3_QUARTER_CMAX,2021,5,76,-0.00016015739470460666,-0.017461485199930737
E3_QUARTER_CMAX,2021,6,76,-0.0010694947363795902,-0.017112889354223393
E3_QUARTER_CMAX,2021,7,76,-0.0012337062556427494,-0.01435585063567174
E3_QUARTER_CMAX,2021,8,76,0.00011588395774803522,-0.008625948519565663
E3_QUARTER_CMAX,2021,9,76,-0.0012723531945813462,-0.025672130172932295
E3_QUARTER_CMAX,2021,10,76,0.0022252640146087207,-0.02122400535527108
E3_QUARTER_CMAX,2022,1,82,0.002388378802847852,-0.0013531799729363247
E3_QUARTER_CMAX,2022,2,82,0.004764412803560038,0.0023088563971882525
E3_QUARTER_CMAX,2022,3,82,0.008399438647079807,0.0024114552439451487
E3_QUARTER_CMAX,2022,4,82,0.007521095312840453,0.003523827868907925
E3_QUARTER_CMAX,2022,5,82,0.01179932606389305,0.004837458159233754
E3_QUARTER_CMAX,2022,6,82,0.011625018480548137,0.0044488571107150765
E3_QUARTER_CMAX,2022,7,82,0.02106521113237779,0.01241943241943233
E3_QUARTER_CMAX,2022,8,82,0.02603919885876776,0.011340730541149702
E3_QUARTER_CMAX,2022,9,82,0.02481101546680201,0.009250382284031855
E3_QUARTER_CMAX,2022,10,82,0.022127695887238327,0.0014048289085214494
E3_QUARTER_CMAX,2023,1,93,-0.0005651478059805762,-0.003993154592127901
E3_QUARTER_CMAX,2023,2,93,-0.004148560189022787,-0.006724949562878391
E3_QUARTER_CMAX,2023,3,93,-0.0018174093057696007,-2.220446049250313e-16
E3_QUARTER_CMAX,2023,4,93,-0.001583680512041204,-0.0018939393939394478
E3_QUARTER_CMAX,2023,5,93,-0.002663643784875028,0.0
E3_QUARTER_CMAX,2023,6,93,-0.001200288993662024,-0.0023140817856661666
E3_QUARTER_CMAX,2023,7,93,-0.002564249333674548,-0.0030769230769231992
E3_QUARTER_CMAX,2023,8,93,-0.003741127661320323,-0.00717580727831868
E3_QUARTER_CMAX,2023,9,93,-0.0021520005777196497,-0.0040700040700041296
E3_QUARTER_CMAX,2023,10,93,-0.003650876680579686,-0.005284015852047852
E3_QUARTER_COST2,2020,1,68,0.014313614220769693,0.007949816304588242
E3_QUARTER_COST2,2020,2,68,0.01915255310993401,0.008143538135593209
E3_QUARTER_COST2,2020,3,68,0.01670674723356341,0.003004871915762819
E3_QUARTER_COST2,2020,4,68,0.027858532840153254,0.0
E3_QUARTER_COST2,2020,5,68,0.019395021868553047,0.001617981251775591
E3_QUARTER_COST2,2020,6,68,0.019253107401235463,0.004527029218147294
E3_QUARTER_COST2,2020,7,68,0.023257731357192266,0.01784967905657575
E3_QUARTER_COST2,2020,8,68,0.03283267200860232,0.027790163284694525
E3_QUARTER_COST2,2020,9,68,0.03152871861364742,0.022475554883791604
E3_QUARTER_COST2,2020,10,68,0.026332398770236,0.01626961618453393
E3_QUARTER_COST2,2021,1,88,0.00016403391222303857,0.0021223374496274205
E3_QUARTER_COST2,2021,2,88,-0.0008938068809473978,-0.006767904326322793
E3_QUARTER_COST2,2021,3,88,0.002440155094429485,-0.00047493127810899205
E3_QUARTER_COST2,2021,4,88,-0.0013151994648255018,-0.0066533531842992155
E3_QUARTER_COST2,2021,5,88,0.004356669341044583,-0.005304180344293974
E3_QUARTER_COST2,2021,6,88,0.00459795405883989,-0.009329163071613522
E3_QUARTER_COST2,2021,7,88,0.006457614398237299,-0.00630814109660488
E3_QUARTER_COST2,2021,8,88,0.006533316698839949,-0.005270327735574787
E3_QUARTER_COST2,2021,9,88,0.005905775662091161,-0.014911269309018371
E3_QUARTER_COST2,2021,10,88,0.009427113738644908,-0.016468070081848585
E3_QUARTER_COST2,2022,1,90,0.005440939129571036,0.0034928732065476753
E3_QUARTER_COST2,2022,2,90,0.008291690542437719,0.0015571634409689006
E3_QUARTER_COST2,2022,3,90,0.016607608051688746,0.004696411492855046
E3_QUARTER_COST2,2022,4,90,0.014900430253301428,0.003523827868907925
E3_QUARTER_COST2,2022,5,90,0.01923230727985729,0.007745462008365789
E3_QUARTER_COST2,2022,6,90,0.017238437188469503,0.0027510393138168165
E3_QUARTER_COST2,2022,7,90,0.02469887480106005,0.004333940795526514
E3_QUARTER_COST2,2022,8,90,0.03001766865016785,0.006447229381044028
E3_QUARTER_COST2,2022,9,90,0.026599190568607833,0.008581382262769832
E3_QUARTER_COST2,2022,10,90,0.021434343922654423,-0.0008952844401177718
E3_QUARTER_COST2,2023,1,96,-0.0011819959555041195,-0.004492891090907225
E3_QUARTER_COST2,2023,2,96,-0.004700854759012395,-0.007396777407417676
E3_QUARTER_COST2,2023,3,96,-0.002588192154377597,-0.0018409882195832283
E3_QUARTER_COST2,2023,4,96,-0.00262792507739914,-0.003527155947984695
E3_QUARTER_COST2,2023,5,96,-0.0035604847817157447,-0.0031291047976049202
E3_QUARTER_COST2,2023,6,96,-0.000995195374337489,-0.002051174427793123
E3_QUARTER_COST2,2023,7,96,-0.001735745666678155,-0.0015261687352815523
E3_QUARTER_COST2,2023,8,96,-0.002737249775161675,-0.005327281169116238
E3_QUARTER_COST2,2023,9,96,-0.0013550005690587952,-0.000427302826152276
E3_QUARTER_COST2,2023,10,96,-0.0032848942610877742,-0.004803391211326613
E3_QUARTER_S1,2020,1,61,0.009398816615333445,0.0061486864169930655
E3_QUARTER_S1,2020,2,61,0.014501137782167358,-0.0025974025974025983
E3_QUARTER_S1,2020,3,61,0.018748309238324327,0.0017969451931716396
E3_QUARTER_S1,2020,4,61,0.027149115314509243,-0.007168458781361853
E3_QUARTER_S1,2020,5,61,0.02281612936893258,0.001676914477361846
E3_QUARTER_S1,2020,6,61,0.025185405402257745,0.005545286506469793
E3_QUARTER_S1,2020,7,61,0.031390887003505966,0.01655629139072823
E3_QUARTER_S1,2020,8,61,0.04647356057182261,0.030465949820789096
E3_QUARTER_S1,2020,9,61,0.04473661848109922,0.027932960893854997
E3_QUARTER_S1,2020,10,61,0.03640900614819038,0.01630434782608714
E3_QUARTER_S1,2021,1,81,-0.0015971625740433283,0.0018393623543839777
E3_QUARTER_S1,2021,2,81,-0.0026633632594908058,-0.009248554913294793
E3_QUARTER_S1,2021,3,81,0.002571310018008144,-9.192866335694383e-05
E3_QUARTER_S1,2021,4,81,-0.002028666400004646,-0.007389162561576179
E3_QUARTER_S1,2021,5,81,0.00613529661575981,-0.0011757789535566943
E3_QUARTER_S1,2021,6,81,0.007839123278364411,-0.006578947368421018
E3_QUARTER_S1,2021,7,81,0.008083800375896304,-0.0017339861281111535
E3_QUARTER_S1,2021,8,81,0.009833263306885156,-0.001564513160316583
E3_QUARTER_S1,2021,9,81,0.009755976820139371,-0.0030712530712532216
E3_QUARTER_S1,2021,10,81,0.01424618592546708,0.002192982456139969
E3_QUARTER_S1,2022,1,86,0.00513354261911537,0.002793644848144261
E3_QUARTER_S1,2022,2,86,0.008147512979706924,0.001773550400429591
E3_QUARTER_S1,2022,3,86,0.017153937834593923,0.005246969815282165
E3_QUARTER_S1,2022,4,86,0.015631844719302065,0.003523827868907925
E3_QUARTER_S1,2022,5,86,0.019059575955238443,0.00724916561883715
E3_QUARTER_S1,2022,6,86,0.01672810817690623,0.001882852442885996
E3_QUARTER_S1,2022,7,86,0.02538193360810929,0.0034372913909610503
E3_QUARTER_S1,2022,8,86,0.02976855403856591,0.004023696853014624
E3_QUARTER_S1,2022,9,86,0.027243367311889415,0.009250382284031855
E3_QUARTER_S1,2022,10,86,0.022218808622202865,-0.0005968959512614447
E3_QUARTER_S1,2023,1,85,0.00046588664839843265,-0.0031347962382445305
E3_QUARTER_S1,2023,2,85,-0.0021565699629866974,-0.006724949562878391
E3_QUARTER_S1,2023,3,85,0.0009564527501650632,-1.1102230246251565e-16
E3_QUARTER_S1,2023,4,85,-0.00028660010979124107,-2.220446049250313e-16
E3_QUARTER_S1,2023,5,85,-0.0018152489932980014,0.0
E3_QUARTER_S1,2023,6,85,0.0015183143702647089,0.0024585125998772828
E3_QUARTER_S1,2023,7,85,0.0035314957444748975,0.0026631158455394655
E3_QUARTER_S1,2023,8,85,0.003482538933566106,-0.002849002849002802
E3_QUARTER_S1,2023,9,85,0.002841646818173987,0.0026827632461436934
E3_QUARTER_S1,2023,10,85,0.00040500080164607806,-0.0005018820577161742
FIXED_T2,2020,1,73,0.004578896016544848,0.003837719298245723
FIXED_T2,2020,2,73,0.005299829134396138,0.0008716323296356077
FIXED_T2,2020,3,73,0.008993861449697674,0.000877577885037617
FIXED_T2,2020,4,73,0.01695345944047597,0.000710732054015617
FIXED_T2,2020,5,73,0.013633271994016516,0.0
FIXED_T2,2020,6,73,0.013330130815257144,-0.001519756838905706
FIXED_T2,2020,7,73,0.01634866744167435,0.006711409395973034
FIXED_T2,2020,8,73,0.015874919961323945,0.012882447665056196
FIXED_T2,2020,9,73,0.017896023858238123,0.006396588486140331
FIXED_T2,2020,10,73,0.01739537618661885,0.009078463977725049
FIXED_T2,2021,1,100,-0.0023255379749278983,-0.005035329254079346
FIXED_T2,2021,2,100,1.837797670792951e-05,-0.0035468173693835037
FIXED_T2,2021,3,100,0.005612902781972731,-0.0011152913651409913
FIXED_T2,2021,4,100,0.005660936590524719,-0.0060609623851893835
FIXED_T2,2021,5,100,0.007893318704017027,-0.0009779050774022524
FIXED_T2,2021,6,100,0.009143218762055223,-0.005012021184777227
FIXED_T2,2021,7,100,0.010696180746750893,-0.004566938953669886
FIXED_T2,2021,8,100,0.010941794932939328,-0.004710698373151356
FIXED_T2,2021,9,100,0.011543682644036365,-0.0034763463662546568
FIXED_T2,2021,10,100,0.01402762176147804,-0.010863399948284502
FIXED_T2,2022,1,100,0.0033325687061694443,0.0011615174453494248
FIXED_T2,2022,2,100,0.005967902154092759,-0.0005617977528090123
FIXED_T2,2022,3,100,0.015543054972585879,0.0020869764894990706
FIXED_T2,2022,4,100,0.017748172231476046,0.005127744580931237
FIXED_T2,2022,5,100,0.025309874694980073,0.01044566092514232
FIXED_T2,2022,6,100,0.02636826544248605,0.006937208204877421
FIXED_T2,2022,7,100,0.0301135190688571,0.007660016550773419
FIXED_T2,2022,8,100,0.035192715269963204,0.010145173584003353
FIXED_T2,2022,9,100,0.033122318495415304,0.014122721716479436
FIXED_T2,2022,10,100,0.027191242177311836,0.0011452688915900566
FIXED_T2,2023,1,108,-0.001072098751493617,-0.0023430686329558026
FIXED_T2,2023,2,108,-0.0026400675186469343,-0.002000175839634244
FIXED_T2,2023,3,108,0.0004086082890209806,-0.0024281976658731552
FIXED_T2,2023,4,108,0.0033913266754263434,-0.0009469696969698349
FIXED_T2,2023,5,108,0.002390687979479238,0.0015763364643961442
FIXED_T2,2023,6,108,0.0014958439811183705,-0.0008905594011976992
FIXED_T2,2023,7,108,-0.003958452358170495,-0.003155537864464375
FIXED_T2,2023,8,108,-0.0059325344405916315,-0.002772210319380075
FIXED_T2,2023,9,108,-0.00421407573973313,0.0034064306679867373
FIXED_T2,2023,10,108,-0.00785253251870834,-0.00527083602162115
FIXED_T2_COST2,2020,1,73,0.004124228712216315,0.0032876712328768765
FIXED_T2_COST2,2020,2,73,0.004845121903049278,0.0003960082369713902
FIXED_T2_COST2,2020,3,73,0.00853694321979458,0.0004385964912283491
FIXED_T2_COST2,2020,4,73,0.01649247896251738,2.220446049250313e-16
FIXED_T2_COST2,2020,5,73,0.013170749280034888,0.0
FIXED_T2_COST2,2020,6,73,0.012867497225218542,-0.001677852348993203
FIXED_T2_COST2,2020,7,73,0.015884688925275246,0.006711409395973034
FIXED_T2_COST2,2020,8,73,0.015411424454445549,0.012882447665056196
FIXED_T2_COST2,2020,9,73,0.017429251802130563,0.005681818181817899
FIXED_T2_COST2,2020,10,73,0.016929499603032385,0.008370835321359182
FIXED_T2_COST2,2021,1,99,-0.003066204695434655,-0.006006006006005871
FIXED_T2_COST2,2021,2,99,-0.0006157753564152842,-0.0044130626654897975
FIXED_T2_COST2,2021,3,99,0.005361041408697783,-0.0014174344436568287
FIXED_T2_COST2,2021,4,99,0.005978603387865512,-0.006072874493927238
FIXED_T2_COST2,2021,5,99,0.008299567344648751,-0.001558846453624252
FIXED_T2_COST2,2021,6,99,0.009326510457482964,-0.004926108374384008
FIXED_T2_COST2,2021,7,99,0.011066259745487594,-0.004516711833785325
FIXED_T2_COST2,2021,8,99,0.011270756708136747,-0.0045847293246340515
FIXED_T2_COST2,2021,9,99,0.01172740417932065,-0.0036832412523020164
FIXED_T2_COST2,2021,10,99,0.013866403665307326,-0.012016021361815565
FIXED_T2_COST2,2022,1,100,0.002944362633510148,0.0009039847823185676
FIXED_T2_COST2,2022,2,100,0.005576904857692227,-0.0005617977528090123
FIXED_T2_COST2,2022,3,100,0.015148270577900936,0.001416726055234907
FIXED_T2_COST2,2022,4,100,0.0173522145964896,0.0048614444086013675
FIXED_T2_COST2,2022,5,100,0.02491130495578359,0.00988859507127704
FIXED_T2_COST2,2022,6,100,0.025968744861204696,0.006564648321556232
FIXED_T2_COST2,2022,7,100,0.02971310697264347,0.007114051669817156
FIXED_T2_COST2,2022,8,100,0.03478828100643737,0.009471682582627428
FIXED_T2_COST2,2022,9,100,0.03271806761898029,0.013712314548164795
FIXED_T2_COST2,2022,10,100,0.026789985129197655,0.0007019102036414093
FIXED_T2_COST2,2023,1,108,-0.0014427113511880742,-0.0027326106594399158
FIXED_T2_COST2,2023,2,108,-0.003009540414854697,-0.0025978205384289965
FIXED_T2_COST2,2023,3,108,3.757822288226619e-05,-0.0024281976658731552
FIXED_T2_COST2,2023,4,108,0.0030191513371665506,-0.0011613779302459548
FIXED_T2_COST2,2023,5,108,0.0020179159756856238,0.0010503205063284726
FIXED_T2_COST2,2023,6,108,0.0011226106269666958,-0.0015764358124706335
FIXED_T2_COST2,2023,7,108,-0.00432919509724628,-0.0032990249187433984
FIXED_T2_COST2,2023,8,108,-0.006303829763142674,-0.0032437186105886973
FIXED_T2_COST2,2023,9,108,-0.004587399873603441,0.002887416898733175
FIXED_T2_COST2,2023,10,108,-0.008223618921982019,-0.00557965550407219
FIXED_T3,2020,1,71,0.002408684073049319,0.002826855123674976
FIXED_T3,2020,2,71,-0.001225755866938588,-0.0013840830449826091
FIXED_T3,2020,3,71,0.002567840594910556,-0.009361702127659521
FIXED_T3,2020,4,71,-0.002950907437234381,-0.011221122112211157
FIXED_T3,2020,5,71,0.0017260871304763338,-0.0016608996539794196
FIXED_T3,2020,6,71,0.010222652949459083,-0.0021965952773203012
FIXED_T3,2020,7,71,0.015380548518356279,0.0016501650165017256
FIXED_T3,2020,8,71,0.013487836083375324,-0.002232142857143238
FIXED_T3,2020,9,71,0.011408260560208851,-0.008356545961002992
FIXED_T3,2020,10,71,0.016750432703140108,-0.003745318352059601
FIXED_T3,2021,1,98,0.002604732909464177,0.0003823214558801302
FIXED_T3,2021,2,98,0.004765129436547392,-0.0019858897308598356
FIXED_T3,2021,3,98,0.005782028434354363,0.00013331407992367428
FIXED_T3,2021,4,98,0.007542892687609231,0.00034098082656142115
FIXED_T3,2021,5,98,0.012700154069841879,-0.0011363750443868503
FIXED_T3,2021,6,98,0.013643214421539105,0.002553913175110223
FIXED_T3,2021,7,98,0.012167462822953631,-0.0008042256661054403
FIXED_T3,2021,8,98,0.013342840469844817,-0.0048660423157745325
FIXED_T3,2021,9,98,0.01337031902676835,-0.005665324005155514
FIXED_T3,2021,10,98,0.02053132932375625,-0.0008844339622642305
FIXED_T3,2022,1,93,-0.0021131658385481655,-0.0044642857142859205
FIXED_T3,2022,2,93,0.004323052977106757,-0.005900461775269261
