key,year,net_return,maxdd,mean_exposure,fees
BASE_T1,2020,0.14925144063999873,-0.11028880960434062,0.2798861918034369,12354.879360000003
BASE_T1,2021,0.13285256176922933,-0.11299007534493521,0.39407625539691893,17881.837994
BASE_T1,2022,-0.07618967240501373,-0.13850300763447865,0.37693996023650395,18816.427713899997
BASE_T1,2023,-0.04256994114656387,-0.11295785953681448,0.4271262901230651,19307.92280669997
FIXED_T2,2020,0.12023021511999943,-0.11691570609651136,0.28361699764938825,12535.584880000006
FIXED_T2,2021,0.10925345102398487,-0.0780334585117115,0.37871619345203517,16167.983056800009
FIXED_T2,2022,0.2463783524732448,-0.0826224956078816,0.3802733413112536,21183.611972699997
FIXED_T2,2023,-0.08548140419579131,-0.14414349264434212,0.40643988748510956,23193.71341580002
BASE_T1_COST2,2020,0.10887266137199836,-0.11116938948635013,0.2800770625403008,16620.498628000012
BASE_T1_COST2,2021,0.12208783094778153,-0.10624982484390344,0.39352453921386843,23481.67449579997
BASE_T1_COST2,2022,-0.08640287020473136,-0.13915533627115662,0.3798160858310901,24588.688135300006
BASE_T1_COST2,2023,-0.06658756415326372,-0.12378481515532158,0.42720024890672637,25262.045935499955
S1_T1,2020,0.12372797839999983,-0.09984338399312875,0.23607226691627856,10225.461600000002
S1_T1,2021,0.16370501587610886,-0.09495461735604538,0.36569205285440565,16355.1294556
S1_T1,2022,-0.08897727189477289,-0.1383061594229512,0.3679559477086334,18262.80217220001
S1_T1,2023,0.024372464183696207,-0.08911424395202383,0.36497047880963845,16936.369756600012
S1_FIXED_T2,2020,0.09333043072800051,-0.08661516432223426,0.2484351035509209,10914.769272
S1_FIXED_T2,2021,0.20041316997396885,-0.06909447828645177,0.33559734912459577,14691.812548799988
S1_FIXED_T2,2022,0.2177546612166139,-0.08289291232446538,0.36380916339711433,21346.78699339998
S1_FIXED_T2,2023,-0.051480059776635945,-0.11502355205807269,0.3472980386095214,20682.131086999972
E3_HALF,2020,0.21701478652799988,-0.09356400000481757,0.27920724319348167,12757.813472000003
E3_HALF,2021,0.06878911748314565,-0.09101748066552118,0.3707312512184368,16738.336870799987
E3_HALF,2022,0.13727411867609685,-0.10718310183051794,0.3882925918925965,22015.844909399973
E3_HALF,2023,-0.08711569278521591,-0.1374415710401431,0.40937000754991426,22306.159651100068
E3_QUARTER,2020,0.20923215676799778,-0.09039453915140361,0.2619367880046636,11900.043232000002
E3_QUARTER,2021,0.03388143791040421,-0.08257936491172568,0.32306922252256215,14278.915761200004
E3_QUARTER,2022,0.17809381411979897,-0.07972868026948077,0.34801468264223545,19016.38051669999
E3_QUARTER,2023,-0.0244880534928944,-0.08464338763602341,0.355924403253599,19985.557614599966
FIXED_T2_COST2,2020,0.10830617263999964,-0.12211949119116527,0.2838019891758421,17055.22736000001
FIXED_T2_COST2,2021,0.10245372633369065,-0.07855818561566397,0.375720628874739,21763.315394400022
FIXED_T2_COST2,2022,0.23308104582921096,-0.08558710383485524,0.3820079717324566,28399.304608100043
FIXED_T2_COST2,2023,-0.09850801897649208,-0.15034640813888622,0.4083293927571308,31314.50538229996
FIXED_T3,2020,0.015993390399998475,-0.15649476295256615,0.27599926747718484,11839.609600000005
FIXED_T3,2021,0.13349633196275223,-0.11388668717058426,0.3693092479871202,15236.669083200015
FIXED_T3,2022,0.05943557932266286,-0.09458079182640788,0.3609804585586388,16778.7162001
FIXED_T3,2023,-0.07990594382315952,-0.16825382181112913,0.4314893113734815,19928.497575599977
E3_QUARTER_COST2,2020,0.19865050335600132,-0.09120253078938023,0.26219257318822436,16200.89664400001
E3_QUARTER_COST2,2021,0.02331392820205669,-0.08629897299448697,0.3236128394394161,19401.5472654
E3_QUARTER_COST2,2022,0.16229428656469236,-0.08273606650945686,0.3487022847883332,25338.896197799986
E3_QUARTER_COST2,2023,-0.03636545853101536,-0.09098134262087443,0.3581768433087085,26843.76009569993
E3_QUARTER_S1,2020,0.2337754696079999,-0.09337484931738871,0.23853370824783543,11118.530392000002
E3_QUARTER_S1,2021,0.07714268775812205,-0.06643944119745826,0.2914433103917849,13570.108200399996
E3_QUARTER_S1,2022,0.16267229256860194,-0.07954713813466185,0.335069559722089,19557.98453620003
E3_QUARTER_S1,2023,0.01609213147867572,-0.045736695602800026,0.3065133890292575,18177.689451600003
E3_QUARTER_CMAX,2020,-0.07607334000799992,-0.2941459293468488,0.47217295990858016,18008.240008000004
E3_QUARTER_CMAX,2021,0.06636916337291376,-0.19666534284600334,0.5732021343500966,20798.53055839998
E3_QUARTER_CMAX,2022,0.3236361714268823,-0.08659966739836544,0.506118565514319,24003.84195709996
E3_QUARTER_CMAX,2023,-0.16738662442533658,-0.2661485166351897,0.6061651981745577,27488.308631199994
