carrier,split,candidate_episodes,entry_signals,entry_intents,actual_fills,completed_trades,entry_conversion_rate,completion_rate_of_fills,win_rate,mean_gross_trade_return,gross_trade_sum,mean_trade_return,net_expectancy,median_trade_return,average_winner,average_loser,payoff_ratio,realized_profit_factor,worst_trade,loss_p01,loss_p05,mean_mfe,mean_mae,mean_mfe_capture_ratio,mean_profit_giveback,mean_holding_sessions,median_holding_sessions,mean_cost_per_trade,cost_fraction_of_gross_alpha,net_realized_trade_sum
A_PULLBACK_RECLAIM,discovery,1006,659,522,476,432,0.473161033797,0.90756302521,0.340277777778,0.00169767952081,0.733397552988,-0.00094413479386,-0.00094413479386,-0.00923990926047,0.050013833763,-0.0272277185758,1.83687199586,0.947439239968,-0.220062397504,-0.113954278135,-0.0630931185615,0.0647252512619,-0.0256318778219,-1.86733592999,0.0630275717411,6.8125,6,0.00264181431467,1.55613252224,-0.407866230948
A_PULLBACK_RECLAIM,validation,2479,1562,1313,1194,1110,0.481645824929,0.929648241206,0.35045045045,0.0121120324774,13.4443560499,0.0094427520047,0.0094427520047,-0.0125875468419,0.0863814731316,-0.0320678756213,2.69370737718,1.45333171945,-0.139421386397,-0.108748062124,-0.0715863126886,0.085241259689,-0.0334921960287,-1.70702617735,0.0731292272117,6.89459459459,5,0.00266928047265,0.220382539235,10.4814547252
A_PULLBACK_RECLAIM,holdout,2186,1086,913,832,769,0.380603842635,0.924278846154,0.262678803641,-0.00292788048972,-2.25154009659,-0.005557495644,-0.005557495644,-0.0170223753709,0.0678284028726,-0.031702030918,2.1395601767,0.762241897166,-0.470218112322,-0.11401858826,-0.0676340361141,0.0554554778863,-0.0325884906262,-2.31196038009,0.058383358376,6.44993498049,4,0.00262961515428,,-4.27371415024
B_LOCAL_BREAKOUT,discovery,1006,449,401,367,349,0.364811133201,0.950953678474,0.234957020057,-0.0104148519982,-3.63478334738,-0.0130247214858,-0.0130247214858,-0.0181003239856,0.0560183451861,-0.0342289591903,1.63657752123,0.502619313638,-0.220062397504,-0.152386626698,-0.0826474193078,0.0580476445608,-0.0336126530091,-2.168760364,0.068462496559,6.83094555874,6,0.00260986948759,,-4.54562779855
B_LOCAL_BREAKOUT,validation,2479,718,629,579,554,0.233561920129,0.956822107081,0.373646209386,0.0117077539443,6.48609568516,0.0090395396904,0.0090395396904,-0.0166406482426,0.0969708077865,-0.0434151360902,2.23357143428,1.33241869422,-0.26634678685,-0.135304220391,-0.0929648063462,0.102479608542,-0.0397541805603,-1.35937818867,0.0907718545976,7.73646209386,7,0.00266821425393,0.227901463135,5.00790498848
B_LOCAL_BREAKOUT,holdout,2186,450,401,372,336,0.170173833486,0.903225806452,0.28869047619,-0.0038549178045,-1.29525238231,-0.00648208804901,-0.00648208804901,-0.0225431153032,0.0754869612962,-0.0397498612142,1.89904968194,0.770744013174,-0.470218112322,-0.144473201626,-0.0821497889426,0.0689096697506,-0.0367357052825,-2.27234005333,0.0727645875551,7.5,6,0.00262717024451,,-2.17798158447
C_TREND_RESUMPTION,discovery,1006,134,113,105,88,0.104373757455,0.838095238095,0.25,-0.0130001054114,-1.1440092762,-0.0156031567146,-0.0156031567146,-0.0244853185326,0.0711997148825,-0.0445374472469,1.59864831246,0.532882770819,-0.214275919843,-0.145194454969,-0.114428121397,0.08184836904,-0.0450925545469,-1.81066858299,0.0948484744514,6.88636363636,6,0.00260305130321,,-1.37307779088
C_TREND_RESUMPTION,validation,2479,712,589,539,503,0.217426381605,0.933209647495,0.308151093439,0.00624646964295,3.1419742304,0.00359265863597,0.00359265863597,-0.0239625254806,0.109950757665,-0.0437794831727,2.51146769437,1.11861348456,-0.186940316628,-0.128486860648,-0.089269400417,0.0995204137951,-0.0443748595652,-2.1898082276,0.0932739441522,7.05566600398,6,0.00265381100699,0.424849740522,1.80710729389
C_TREND_RESUMPTION,holdout,2186,316,264,241,205,0.110247026532,0.850622406639,0.209756097561,-0.0106695756521,-2.18726300868,-0.0132787733476,-0.0132787733476,-0.0277403662347,0.108523876146,-0.0456091062377,2.37943439584,0.631578265562,-0.470218112322,-0.155899574505,-0.105319648326,0.0729367560178,-0.0462234278051,-2.46675330046,0.0836063316698,6.47804878049,5,0.00260919769548,,-2.72214853625
