carrier,split,realized_pnl,terminal_unrealized_pnl,total_marked_pnl,pnl_excluding_terminal_unrealized,terminal_open_positions,terminal_mtm_share_of_total,positive_result_depends_materially_on_terminal_mtm
A_PULLBACK_RECLAIM,discovery,-0.0598528224234,0.0357540318585,-0.0240987905649,-0.0598528224234,10,1.4836442419,False
A_PULLBACK_RECLAIM,validation,-0.0312728801332,0.0107266813549,-0.0205461987782,-0.0312728801332,10,0.522076198653,False
A_PULLBACK_RECLAIM,holdout,-0.216467887366,0.133856790644,-0.0826110967219,-0.216467887366,10,1.62032458054,False
B_LOCAL_BREAKOUT,discovery,-0.117779337517,0.018028791131,-0.099750546386,-0.117779337517,10,0.180738770705,False
B_LOCAL_BREAKOUT,validation,-0.0682383813427,0.011942805527,-0.0562955758157,-0.0682383813427,10,0.212144655313,False
B_LOCAL_BREAKOUT,holdout,-0.107647146917,0.172491329156,0.0648441822388,-0.107647146917,10,2.66008951306,True
C_TREND_RESUMPTION,discovery,-0.0800954903985,-0.00216625336091,-0.0822617437594,-0.0800954903985,10,0.026333666926,False
C_TREND_RESUMPTION,validation,0.0581078326108,0.0218915581772,0.0799993907881,0.0581078326108,10,0.273646561075,True
C_TREND_RESUMPTION,holdout,-0.0988653710257,0.170486166724,0.0716207956988,-0.0988653710257,10,2.38040034408,True
