carrier,split,trade_id,date,admitted,reason
A_PULLBACK_RECLAIM,discovery,trd_d3fd2a86317c05be808c,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_62d7b8b19d4cbf088018,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_21bbae29738fab4fc1f4,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_4b8da93208ccbb513744,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_46541742bc8aaca82789,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_9206edaaf72e1a727ad9,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_70a18efcb637c9a28f52,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b84df84c080511c42309,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_d19bec7207dbc2c2d700,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_75baa2905b2ce58842d6,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_207185f7fa0c8e24df1f,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3d9d06d9b39ece9eeece,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_67ecaefa8bbb8182ca92,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_37bf60c422269dc0ca08,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_e867ff2cceb95478360f,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_60d5ab7130fb60ca0fd7,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f9185a02d50a2647f3c7,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_9bb73771ff54cc1cdbd1,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f4df6a6af4c46165053c,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_dc1c3e10701b49620037,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_91daaf6f383de40f0e36,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_325bc2ca5fc02618234b,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8bfd7462b0757c40331c,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7624188619ee1b5e94a9,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3f9e49ee18f50c4d6d66,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_5ea773a4cba6db4efc8b,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_53542b77515d17297782,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_1382728bb008cac0b4fc,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_6e4df5012b1cc1c25461,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_a8a799e5aff968937bf5,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8f82d15cdff904e59361,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_c17db45d5f2908b31b17,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_ab6ea8214e2f677494a8,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_55adcdef355d8309790a,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_1dbc3ee84f87564ff6fa,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_6bb93ad73807108ad0ba,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_334871c5875b86888142,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_d49ae41ed8e2f4eebd16,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b4a16218f67b5bf12c36,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_c04f280223439f7895b0,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_6c5c3c7bc38ed589bbf3,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7c2e628bf9b0645f5d62,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7e2ed569ab04b7b44348,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_532d9cb7f74b05047503,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_6123315805f638cb1c53,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_26f3863abaf52e3a3352,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f02fac78ac4137fba4e7,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7e85a3200aecf209104f,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f691feb18816e9fb5dd4,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_d4289cba88bf11ff3eeb,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_57081aabf785456ba042,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_713932f0752d0eaf5bea,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_d8e055406dcb3baa8006,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_1ec4ad7d576cae3b8106,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_0b2018e446370679f12d,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3bf729046c3209f903a1,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_1322d15e9f70f47c79bc,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_94d180b2ef8bcd1fe817,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_ea0635757b52a0dafc9b,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_0a794c748aa9f93ce38a,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_79f938f4630443daba8b,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_e53866bad832629e646e,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_25c4b740b7691a34d44a,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_9dcda0131af07c5d9b10,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_2939b69c69fd4b9b97ec,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_a30ef56e1698619db60b,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_4ab3339c62fb00ef72c9,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_ba1734913a0dd9f3cbd9,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_4d6f6a14edfcc336ac74,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_85ba5100380339e23389,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_a76c01e036dfaf1524a5,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_c3c9707b6864a3998c9b,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_315781f29e4a09ebb21e,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_aa9fd6976a90ac683c74,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_6bd52a0482d5cfd14f4f,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_5b2052692a18f9248113,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b9a797d8bc651e979a66,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8c1d739e520340ca7790,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7b71fd80dc202a367510,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_cfb6dc586f7cc4393f00,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3ff3ee272f6ad1d6b9a1,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_547d48e7e6a2f6ffd3ce,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7e1556b7b8728902d2dd,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_e949fe364c34cc9c6d22,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_96cb2a391d3e2fbee76d,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_950fa0882eef59c6a7fe,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_207238e266360f14532c,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_dea70bd09fe6eb4ff835,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3f3b5ec5c390fc43b754,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_fa817b7b5e376e95a85e,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_22278a7a37a06f20d25f,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_eb8bd5caa95e65384149,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_a270f7ec16551b397fa4,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f67f688daa1438c74207,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_0b0bbb0c2e0520e9d0b2,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_12729848ddb61deb2b17,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f2cb51d1447e3c46c408,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_984e4f5fb7b3e65e137a,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_067aea84258be76a8147,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3db021125adf32f7a71f,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7b022441b3de2185bd57,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b791f728c3726a8d8c59,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_e20cbe996c4d26e38f8a,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_09fd62ab4367c484a347,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_c96ebb56b4cf3993bc61,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_04b48e971400b183d739,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_d93de652466f4e8e3e21,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_48b214d1b9f98dc08a01,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8fb2fb8b52d2601ab473,2020-04-03,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_795118fcb446bed5d0f2,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b8fdbd87d2a01df1f064,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_5c7416ea611316217b79,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7e5d66a613c0380d7de6,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b05d8134db42c31b015a,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_0b43b417353ee368c1a9,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_2650f0fea79cc69e9959,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_60053e3aeb98c2efebbc,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_6c3246cca1c8ca9eaf5f,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_c9cdbe8df0c2a19019ca,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_0b0c02ec32a268e1726f,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_38fcad5b2bf8bcec4f11,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f623fa178e81c583ad38,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_09da88d2ef816231f021,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_2cede95c2d89315c388b,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_5973ab1be158257e485a,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_7d0b893de364f4f62aa6,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_960c86c8a92e78335344,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_986778f76c88ec29e497,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_024a0038d847431910b4,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8a9bbdbe5955237efc97,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_251bc1b0528f9f82fd0b,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_1ba53db3df90a0d438a2,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_9c399e4bf6bccbebe98f,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_a7ee72c52202af9a29ff,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b04b9a5c21595ff669c8,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_184a195106f9a48d22e5,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_c0c9b56e4996925c9e28,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3b977a7f895b272917ae,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_832be4e751f208dc272e,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_3c0e89763fdc92f713ae,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_30985b7bf01f9c76c81f,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_b589d8e807e88b6a6f65,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_d9e84f29986a85fb6fc0,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_27b0df9371791fa9d151,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8f056602e007bccd693e,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_82727fe0f78b96850455,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_71adf187abb2e0f58528,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_5437357818cfb49ef852,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_926454f072dd8718729e,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_aedc78a2950eac075080,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_e1f21e0cc47cef649c71,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_03aa4e1e7feb84bbbff6,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_4357de0d8abaeb673035,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_50ed83a33795c87fdd2e,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_84bc44a5510e8908222d,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_57145875eab9f3dc35f7,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_69c5051221f24e1d7944,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_854030a179007e6b1940,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_8163fee78358806dcb80,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_a7a06218441bc48e681c,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_99e394ad69481f6858fe,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_f00a2b581635b113fc91,2020-04-07,False,NO_PORTFOLIO_SLOT
A_PULLBACK_RECLAIM,discovery,trd_dd21d07b2d088a329b1c,2020-04-07,False,NO_PORTFOLIO_SLOT
