carrier,split,gross_total_return,net_total_return,annualized_return,sharpe,sortino,calmar,maximum_drawdown,maximum_drawdown_duration_sessions,average_exposure,turnover,transaction_costs,portfolio_admitted_entries,capacity_rejections,terminal_open_positions,ending_equity
A_PULLBACK_RECLAIM,discovery,-0.0160978898726,-0.0240987905649,-0.0748630599163,-0.431307592933,-0.448962284426,-0.918667332765,-0.0814909350167,9,0.233755732683,6.52116663516,0.00813492281887,39,437,10,0.975901209435
A_PULLBACK_RECLAIM,validation,0.00852705952757,-0.0205461987782,-0.0618070662176,-0.102659558148,-0.145902890077,-0.38711644678,-0.159660140331,35,0.922238138966,22.1040582687,0.0293537344626,120,1074,10,0.979453801222
A_PULLBACK_RECLAIM,holdout,-0.0510150879011,-0.0826110967219,-0.23277904041,-0.974250906763,-1.70981170425,-1.17523251892,-0.198070625739,76,0.928381291111,26.0745429834,0.0310412065988,141,691,10,0.917388903278
B_LOCAL_BREAKOUT,discovery,-0.0919256423597,-0.099750546386,-0.284806891753,-2.32430805162,-1.47737779017,-2.17330312724,-0.131047937208,15,0.227852532421,6.60439833108,0.0081720177035,40,327,10,0.900249453614
B_LOCAL_BREAKOUT,validation,-0.0300045346862,-0.0562955758157,-0.163113226267,-0.471869552431,-0.629878305275,-1.08505014929,-0.150327822519,37,0.884764944739,21.4447478523,0.0277551705143,116,463,10,0.943704424184
B_LOCAL_BREAKOUT,holdout,0.0949654096132,0.0648441822388,0.212983040006,0.894599055529,1.50253615115,1.41064398224,-0.150982843784,71,0.870350313235,20.9301037288,0.0251901909679,114,258,10,1.06484418224
C_TREND_RESUMPTION,discovery,-0.0748355554247,-0.0822617437594,-0.239537495817,-1.97955118766,-1.79253708552,-2.44360618672,-0.0980262274334,16,0.224019137714,6.30062307403,0.0077876747963,38,67,10,0.917738256241
C_TREND_RESUMPTION,validation,0.112506235642,0.0799993907881,0.266823625899,0.903884471132,1.2424288383,1.7779041525,-0.150077621184,35,0.88990429877,22.6300136382,0.0319612076213,122,417,10,1.07999939079
C_TREND_RESUMPTION,holdout,0.100600490759,0.0716207956988,0.236862806934,0.938732790831,1.5268702517,1.67450344864,-0.141452564416,69,0.849998787864,20.7716226459,0.0256578932605,114,127,10,1.0716207957
