scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,initial_nav,max_position_notional,max_position_notional_over_NAV,max_single_order_notional,max_physical_fill_notional,order_aggregation_basis,max_order_notional_over_completed_timestamp_NAV,max_order_over_initial_NAV,max_daily_traded_notional,max_same_symbol_daily_traded_notional,max_same_symbol_checkpoint_traded_notional,capacity_limited_order_count,capacity_limited_requested_notional,capacity_status,volume_participation_status,account_size_extrapolation
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,4904782.129191859,26271365.969993357,1.0,24053441.08947384,24053441.08947384,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.002004008016032,4.9040794179856935,40105007.170869686,26239193.054003775,24053441.08947384,408,858505796.8590639,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6623741.901902112,11725995.411119867,0.9999999999999992,11782460.878589144,10894898.758566758,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160313,1.778822462150227,19350978.165166613,11782460.878589144,11782460.878589144,144,194550964.215093,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,6623741.901902112,11725995.411119867,0.9999999999999992,11782460.878589144,10894898.758566758,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160313,1.778822462150227,19350978.165166613,11782460.878589144,11782460.878589144,144,194550964.215093,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,24095454.910770737,1.0,22056957.223918375,22056957.223918375,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.002004008016032,4.497030987909062,36778869.00557919,24061780.394394673,22056957.223918375,398,708145908.4366974,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,4904782.129191859,24095454.910770737,1.0,22056957.223918375,22056957.223918375,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.002004008016032,4.497030987909062,36778869.00557919,24061780.394394673,22056957.223918375,398,708145908.4366974,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6618749.6422801465,11852546.172388956,0.9999999999999992,11909621.033572208,10965269.749930209,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160308,1.7993762685166872,21155415.82298656,11909621.033572208,11909621.033572208,138,187284828.0860718,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,6618749.6422801465,11852546.172388956,0.9999999999999992,11909621.033572208,10965269.749930209,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160308,1.7993762685166872,21155415.82298656,11909621.033572208,11909621.033572208,138,187284828.0860718,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,25854810.59580686,0.9999999999999996,23667469.796941124,23667469.796941124,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160315,4.825386566322512,39464317.880223185,25818677.298218876,23667469.796941124,406,837178138.036696,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,4904782.129191859,25854810.59580686,0.9999999999999996,23667469.796941124,23667469.796941124,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160315,4.825386566322512,39464317.880223185,25818677.298218876,23667469.796941124,406,837178138.036696,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6618749.6422801465,11717695.248207925,0.9999999999999998,11774120.746995443,10887287.750578327,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160315,1.7789040805808878,19337940.24432513,11774120.746995443,11774120.746995443,144,194376922.75258428,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,6618749.6422801465,11717695.248207925,0.9999999999999998,11774120.746995443,10887287.750578327,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,1.0020040080160315,1.7789040805808878,19337940.24432513,11774120.746995443,11774120.746995443,144,194376922.75258428,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1591804.895172686,565601.499617311,0.2755276668568164,577162.5365591745,577162.5365591745,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2738823084235208,0.3625837175834048,945352.2925783556,577162.5365591745,577162.5365591745,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,ATRDR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2696150.1560180755,818886.362735129,0.2820872492635712,809292.9897000158,809292.9897000158,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2772620970658435,0.3001661416718921,1379582.4045386936,809292.9897000158,809292.9897000158,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1312977.2340191728,385589.9633831819,0.2562290157271596,380271.48112962086,334198.49351881596,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2537197443640498,0.2896253425244599,669455.3880121702,380271.48112962086,380271.48112962086,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,MCB,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1817422.2781189296,484329.196165925,0.2499999999999996,477440.95870934287,283779.7037041168,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2474462167057652,0.2627022703845715,914475.010832858,477440.95870934287,477440.95870934287,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,OGR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,352295.5987045137,0.267471958584987,364834.8317148304,362006.36891177506,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2698858393755496,0.3648348317148304,675256.4459376461,364834.8317148304,364834.8317148304,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,OGR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1110169.4677651073,310161.37954064907,0.2612257281553397,308161.1969878095,308161.1969878095,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2615314483250323,0.2775803207848724,434742.1783687427,308161.1969878095,308161.1969878095,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,IFCGR,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,338015.5826197613,0.268723168413195,350034.354824765,347331.3588099338,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2733794804836711,0.350034354824765,644421.831362656,350034.354824765,350034.354824765,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,IFCGR,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1105177.2081431411,308757.0582732201,0.2612257281553397,306765.93197007163,306765.93197007163,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2615314483250322,0.2775717140289955,432774.95231634064,306765.93197007163,306765.93197007163,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,SMV6,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,279652.8,0.2611109709998958,278293.21344558557,278293.21344558557,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2583631930068834,0.2782932134455855,754572.3536667924,466397.05096,466397.05096,54,4451121.086899929,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,SMV6,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,259825.99999999997,0.2573242662016046,260448.4744,260448.4744,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2577951205122799,0.2604484743999999,627849.51868,313635.29519999993,313635.29519999993,15,1291278.101048857,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,2030455.5617587569,0.2936893203883494,2039553.7389916757,2039553.7389916757,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2915965657538438,0.4158296301996445,3331401.302947024,2077586.2676232648,2039553.7389916757,194,50208891.21038792,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6623741.901902112,2039886.1565092527,0.2842402826855122,2032917.5810564845,2032917.5810564845,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2793942821965132,0.3069137673484379,4906067.842957224,2032917.5810564845,2032917.5810564845,64,18276447.795506693,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,2103654.815514337,0.2936893203883494,2113080.987999419,2113080.987999419,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2915965657538437,0.430820560901771,4103509.3767616735,2881877.98976,2881877.98976,194,52907790.07900537,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6623741.901902112,2035500.4675350117,0.2842402826855117,2026923.280085551,2026923.280085551,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2793942821965126,0.306008795346251,4900273.50802744,2026923.280085551,2026923.280085551,65,19186765.151388384,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,2107278.532654266,0.2936893203883487,2116720.9424909083,2116720.9424909083,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2915965657538431,0.431562684485574,4108010.930462966,2885337.97608,2885337.97608,190,49199202.53808335,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6618749.6422801465,2038387.265241204,0.2842402826855122,2031423.8102393309,2031423.8102393309,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2793942821965131,0.3069195724314342,4902802.202675706,2031423.8102393309,2031423.8102393309,64,18254944.274137083,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,2094026.6733945212,0.2936893203883486,2103409.703569533,2103409.703569533,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2915965657538431,0.428848753760262,4088865.3407260766,2870781.84904,2870781.84904,194,52618944.02860387,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6618749.6422801465,2033997.633941164,0.2842402826855123,2025436.0213117013,2025436.0213117013,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.2793942821965131,0.3060149017230303,4897060.478223175,2025436.0213117013,2025436.0213117013,64,19164531.34600161,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,ATRDR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1591804.895172686,1466087.5141885355,0.532916513424052,1496054.7118055976,1496054.7118055976,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5312364046393651,0.9398480406377312,2199877.320912371,1496054.7118055976,1496054.7118055976,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,ATRDR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2696150.1560180755,1775769.8664331303,0.5410277105192355,1769703.5542217824,1769703.5542217824,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5354565348977971,0.6563816745412446,2883699.5877117235,1769703.5542217824,1769703.5542217824,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,MCB,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1312977.2340191728,873263.8554741493,0.5082369435681734,861218.8367779542,756619.9894906561,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5052753574028136,0.6559282327703926,1494999.1826301387,861218.8367779542,861218.8367779542,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,MCB,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1817422.2781189296,1028724.8495921023,0.4999999999999997,1014094.0961756816,621262.038011061,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.4969123328353753,0.5579848494128125,1837607.6062973156,1014094.0961756816,1014094.0961756816,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,OGR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,972833.5676555954,0.5210084033613441,988550.0957799068,988550.0957799068,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5244385746458672,0.9885500957799068,1715692.1411335568,988550.0957799068,988550.0957799068,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,OGR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1110169.4677651073,650691.5705282465,0.5147469111199675,641928.8857525832,641928.8857525832,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5154965175143486,0.5782260316029555,865434.1679240366,641928.8857525832,641928.8857525832,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,IFCGR,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,895335.7872724079,0.5243561911264412,909800.3067433792,909800.3067433792,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5306054069728724,0.9098003067433792,1585048.555065512,909800.3067433792,909800.3067433792,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,IFCGR,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1105177.2081431411,647725.9653839679,0.5147469111199675,639003.2175987704,639003.2175987704,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5154965175143486,0.5781907307628873,861494.4449472919,639003.2175987704,639003.2175987704,0,0.0,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,SMV6,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,598723.6518670495,0.5144284173619974,597144.8548596981,597144.8548596981,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5108927362400169,0.5971448548596981,1506844.0649362265,973002.6876,973002.6876,80,13498131.655080425,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
SINGLE,SMV6,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1000000.0,522382.4328546027,0.509740497674418,518427.4735135182,518427.4735135182,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5003578392203715,0.5184274735135183,1081900.83268,518427.4735135182,518427.4735135182,29,4449076.677005807,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,6016367.233916667,0.521418484230346,5905404.722004786,5905404.722004786,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5243588521308031,1.2040095903256351,9058169.55657354,6157754.744178349,5905404.722004786,293,185316569.8496494,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6623741.901902112,4511086.823223492,0.543660448769936,4528442.250162961,4495676.233372038,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5381000567145758,0.6836682825552951,9492414.144441023,4528442.250162961,4528442.250162961,96,59001569.041327454,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,5930347.861506574,0.5214184842303461,5820971.842783125,5820971.842783125,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.524358852130803,1.1867951907870418,8928659.83249152,6069713.875335862,5820971.842783125,311,196280973.54547644,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6623741.901902112,4525736.544402099,0.5436604487699367,4510275.908773792,4510275.908773792,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5381000567145765,0.6809256724629617,9560791.721193269,4510275.908773792,4510275.908773792,99,62185969.84232973,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,5954815.247102797,0.5214184842303462,5844987.9656056315,5844987.9656056315,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5243588521308032,1.191691661657699,8966012.543394389,6094876.524010795,5844987.9656056315,291,182242755.31844977,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,6618749.6422801465,4507854.309078426,0.5436604487699362,4525165.519675842,4492454.762009262,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.538100056714576,0.6836888784506028,9485071.723163549,4525165.519675842,4525165.519675842,96,58941303.19788607,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,4904782.129191859,5869186.596577681,0.5214184842303461,5760938.602013057,5760938.602013057,NATIVE_EVENT_SYMBOL_SIDE_TIMESTAMP_AND_REASON; NOT_EXCHANGE_ORDER_ID,0.5243588521308031,1.1745554543035868,8837083.681150388,6007233.829785785,5760938.602013057,310,193042938.51921475,CAPACITY_NOT_MODELED,SMV6_LOCAL_PER_ORDER_CAP_ONLY; STOCK_CAPACITY_NOT_MODELED,NOT_ESTIMABLE
