scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,year,total_return,MaxDD,CVaR5,Sharpe,average_gross,net_pnl,evidence
SINGLE,OGR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.07678958008790637,0.09014332140402992,-0.023750577033701623,0.5034924377747243,0.3759763282925345,97633.53566538543,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.14526884112323635,0.26164035743512826,-0.04198190585183711,0.6508336380909596,0.4070645197459192,161273.0320326353,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.07678958008790637,0.09014332140402992,-0.023750577033701623,0.5034924377747243,0.3759763282925345,97633.53566538543,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.18306811168218196,0.1810258320413749,-0.0358832492250764,0.8899886279230406,0.4309102524327713,183068.11168218264,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.5634857103962299,0.0817268252000728,-0.023179813723239004,2.366485677822003,0.2625948015179549,666641.9753583586,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.23467066184441077,0.07772394908675095,-0.02553954372121829,1.16857878809372,0.24022756599772488,434072.690346085,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.28258147101716613,0.12629280164867607,-0.03213370188614437,1.2011684379137844,0.48997064730833045,645354.6967175803,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.18306811168218196,0.1810258320413749,-0.0358832492250764,0.8899886279230406,0.4309102524327713,183068.11168218264,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.5634857103962299,0.0817268252000728,-0.023179813723239004,2.366485677822003,0.2625948015179549,666641.9753583586,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.23467066184441077,0.07772394908675095,-0.02553954372121829,1.16857878809372,0.24022756599772488,434072.690346085,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,0.28258147101716613,0.12629280164867607,-0.03213370188614437,1.2011684379137844,0.48997064730833045,645354.6967175803,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.14514255363846673,0.26164035743512826,-0.04198265500174474,0.6504179828278861,0.4070645275262592,160408.24221292743,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.07676749838126029,0.09015292644768091,-0.02375057703370163,0.5033731962022229,0.3759762034659873,97155.82901155693,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.14514255363846673,0.26164035743512826,-0.04198265500174474,0.6504179828278861,0.4070645275262592,160408.24221292743,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.07676749838126029,0.09015292644768091,-0.02375057703370163,0.5033731962022229,0.3759762034659873,97155.82901155693,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.04404077518125726,0.03593767888306543,-0.0033490531512198564,1.115999038400564,0.05760021685740356,44040.775181257864,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.03073050883126105,0.06150954072094317,-0.011207373241812237,0.49218379147147234,0.1765964728649106,32083.904261904536,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.18521143266738904,0.09411442845908291,-0.01947259438320628,1.4465312392965335,0.2737748857611883,199310.5936084031,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.03281913517862067,0.07143227009259878,-0.01748147884974334,0.364392235535701,0.18243435457609075,41858.68263786007,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.04404077518125726,0.03593767888306543,-0.0033490531512198564,1.115999038400564,0.05760021685740356,44040.775181257864,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.03073050883126105,0.06150954072094317,-0.011207373241812237,0.49218379147147234,0.1765964728649106,32083.904261904536,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.18521143266738904,0.09411442845908291,-0.01947259438320628,1.4465312392965335,0.2737748857611883,199310.5936084031,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,0.03281913517862067,0.07143227009259878,-0.01748147884974334,0.364392235535701,0.18243435457609075,41858.68263786007,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.044280498964218706,0.06586254989467066,-0.010690166329904792,0.6701545690417736,0.11184662024182185,44280.49896421761,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.04824902737497472,0.09249964527875865,-0.018253286090605274,0.4538163396174839,0.16790450459621895,50385.51838167629,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.044280498964218706,0.06586254989467066,-0.010690166329904792,0.6701545690417736,0.11184662024182185,44280.49896421761,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.04824902737497472,0.09249964527875865,-0.018253286090605274,0.4538163396174839,0.16790450459621895,50385.51838167629,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.13645286941543056,0.2906331689680154,-0.03960326543200206,0.6182409197493409,0.8470268788131202,669271.595385747,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.40135981306718804,0.168774618307724,-0.03495000463263675,1.3815616521685987,0.7737571256834225,2237201.160922937,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.5560011830692442,0.1779374746460246,-0.0425715150144322,1.6493404527964048,0.8350397168930564,4343066.957593715,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,1.2333971223775997,0.11691079834401263,-0.02569098779617002,3.493812169320895,0.7488921167167883,14991105.585723685,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.13645286941543056,0.2906331689680154,-0.03960326543200206,0.6182409197493409,0.8470268788131202,669271.595385747,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.40135981306718804,0.168774618307724,-0.03495000463263675,1.3815616521685987,0.7737571256834225,2237201.160922937,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.5560011830692442,0.1779374746460246,-0.0425715150144322,1.6493404527964048,0.8350397168930564,4343066.957593715,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,1.2333971223775997,0.11691079834401263,-0.02569098779617002,3.493812169320895,0.7488921167167883,14991105.585723685,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.3079210861157926,0.17208385304846874,-0.04794089431983945,1.0209730694068644,0.8879671902053202,2039589.8005843805,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.37291522534940436,0.14061463946552344,-0.026667263444981406,1.7005729790033182,0.7576670856603599,3230688.294109395,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.3079210861157926,0.17208385304846874,-0.04794089431983945,1.0209730694068644,0.8879671902053202,2039589.8005843805,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.37291522534940436,0.14061463946552344,-0.026667263444981406,1.7005729790033182,0.7576670856603599,3230688.294109395,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.1312043622842909,0.2923730473653171,-0.03974686254182029,0.6017629773533095,0.8446885064277666,643528.8114039991,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.38429708849167343,0.1684577709643763,-0.03475491435379266,1.3500768474397942,0.7780492436522429,2132199.740517485,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.6552560238062355,0.12818936250473156,-0.04302601667051652,1.8386533945602628,0.8428229535234821,5032700.8897076445,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,1.2738207891151427,0.048201367583766364,-0.020594064091689172,3.9313930276086664,0.7239426425609505,16194353.195330951,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.1312043622842909,0.2923730473653171,-0.03974686254182029,0.6017629773533095,0.8446885064277666,643528.8114039991,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.38429708849167343,0.1684577709643763,-0.03475491435379266,1.3500768474397942,0.7780492436522429,2132199.740517485,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.6552560238062355,0.12818936250473156,-0.04302601667051652,1.8386533945602628,0.8428229535234821,5032700.8897076445,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,1.2738207891151427,0.048201367583766364,-0.020594064091689172,3.9313930276086664,0.7239426425609505,16194353.195330951,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.309539828000458,0.17208385304846863,-0.04820484315558164,1.0220572691305636,0.8878662887964759,2050311.9290341986,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.3556401869323773,0.1446248136279259,-0.02709799257147014,1.6413937794697042,0.7532761276702936,3084842.125895694,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.309539828000458,0.17208385304846863,-0.04820484315558164,1.0220572691305636,0.8878662887964759,2050311.9290341986,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.3556401869323773,0.1446248136279259,-0.02709799257147014,1.6413937794697042,0.7532761276702936,3084842.125895694,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.12501289222019318,0.2978181270944896,-0.039720030887958245,0.5801032410121629,0.8470642802879247,613160.9996801969,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.39591910248511497,0.16877836512672995,-0.034958737689615514,1.3652768541843672,0.7712422273179584,2184659.0911469283,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.556052304016992,0.1783299123009241,-0.0425905775188712,1.649218478623771,0.8352971352849998,4283049.71136794,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,1.228255827323434,0.1170762162635236,-0.02570496264789609,3.490954074281956,0.7490244514863739,14721446.828996373,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.12501289222019318,0.2978181270944896,-0.039720030887958245,0.5801032410121629,0.8470642802879247,613160.9996801969,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.39591910248511497,0.16877836512672995,-0.034958737689615514,1.3652768541843672,0.7712422273179584,2184659.0911469283,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.556052304016992,0.1783299123009241,-0.0425905775188712,1.649218478623771,0.8352971352849998,4283049.71136794,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,1.228255827323434,0.1170762162635236,-0.02570496264789609,3.490954074281956,0.7490244514863739,14721446.828996373,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.308017938797561,0.1720543476677615,-0.047941566841211564,1.021204109243078,0.8879678419988628,2038693.622232221,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.37289976132169067,0.14062747506791207,-0.026669752439439073,1.700445203802829,0.7576833312853984,3228358.526992731,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.308017938797561,0.1720543476677615,-0.047941566841211564,1.021204109243078,0.8879678419988628,2038693.622232221,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.37289976132169067,0.14062747506791207,-0.026669752439439073,1.700445203802829,0.7576833312853984,3228358.526992731,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.11980970245387801,0.2995397047948115,-0.03986367450794499,0.5634994071651215,0.8447258581535706,587640.4874995509,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.37888778153745184,0.16846157629983816,-0.034781341229587974,1.3332443987280886,0.7754666876903108,2081011.8205043534,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.6547836702097847,0.12823932055893628,-0.043019377266955476,1.8375284791412372,0.8430354112027076,4958961.196880201,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,1.270094897482704,0.04818406307704404,-0.020614511450618638,3.9328095077791168,0.7245256779717116,15917331.748074392,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.11980970245387801,0.2995397047948115,-0.03986367450794499,0.5634994071651215,0.8447258581535706,587640.4874995509,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.37888778153745184,0.16846157629983816,-0.034781341229587974,1.3332443987280886,0.7754666876903108,2081011.8205043534,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.6547836702097847,0.12823932055893628,-0.043019377266955476,1.8375284791412372,0.8430354112027076,4958961.196880201,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,1.270094897482704,0.04818406307704404,-0.020614511450618638,3.9328095077791168,0.7245256779717116,15917331.748074392,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.3096067281512722,0.1720543476677614,-0.048205515676953775,1.0222154164334523,0.8878672551781973,2049209.4211987518,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.3556331334109204,0.14463761470650516,-0.02710051291006047,1.641297406871236,0.7532931675712032,3082613.4420225844,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.3096067281512722,0.1720543476677614,-0.048205515676953775,1.0222154164334523,0.8878672551781973,2049209.4211987518,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.3556331334109204,0.14463761470650516,-0.02710051291006047,1.641297406871236,0.7532931675712032,3082613.4420225844,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.015091327419351819,0.08076298703427065,-0.009951082870597684,0.2634903753140737,0.20819674902051016,24022.448860779637,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.03969744828889388,0.07512142792352094,-0.013235885855065889,0.5147205144085624,0.18517720180214425,64144.222433547955,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.09947414417089018,0.054951593041907665,-0.011410817533984447,1.305791433902704,0.21846143123529904,167113.73380573653,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.19618480338210942,0.04632007910516622,-0.0070492003133314236,2.944196017826114,0.18568023306707593,362370.06646399666,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.07713241241785851,0.04257485966571739,-0.010804516877144787,1.0779273536584866,0.20590245243880761,207960.56577446032,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.0629817429870656,0.04310434011171782,-0.006199895204914041,1.3750643910654585,0.1732388986106875,182905.9550859225,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,-0.0028489311418841146,0.04044456671212282,-0.006346980478047681,-0.051294208885780554,0.08706678940155915,-3740.581730581587,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.05390523224678878,0.02466825606538925,-0.004632890533802199,1.5986820562107753,0.07212163513549245,70574.70580762485,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.06768811357640026,0.02026550509010583,-0.006499840188448949,1.6428991672824758,0.09298346533171188,93396.82792082266,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.05417328333382132,0.01422880987395958,-0.004328404664343016,1.734491254151287,0.0901217531110336,79808.52447080659,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.03760873844101975,0.03448803491628594,-0.0066673958050417976,0.9772591278478484,0.10923903304004413,68350.95909465756,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.0522616191032923,0.0185053652977597,-0.003958940916905936,1.6346321899072274,0.09111692551203573,98553.5626384411,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.0635903660962196,0.04658833271561458,-0.008982401950421522,1.1313211387106004,0.10990945314564506,63590.36609622184,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
