scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,peak_date,trough_date,recovery_date,MaxDD,top_losing_securities,ATRDR_pnl,ATRDR_native_equivalent_pnl,ATRDR_incremental_scaled_pnl,MCB_pnl,MCB_native_equivalent_pnl,MCB_incremental_scaled_pnl,OGR_pnl,OGR_native_equivalent_pnl,OGR_incremental_scaled_pnl,SMV6_pnl,SMV6_native_equivalent_pnl,SMV6_incremental_scaled_pnl,single_security_weight,demand_family_gross,total_gross,cash,IFCGR_pnl,IFCGR_native_equivalent_pnl,IFCGR_incremental_scaled_pnl
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720838530484686,"{""601827.SH"": -471019.2849240835, ""600017.SH"": -344518.9646392654, ""300520.SZ"": -317581.04088434693, ""002585.SZ"": -73139.34883569131, ""002727.SZ"": -62879.7658074357}",-1053697.175889037,-22331.5185731519,-1031365.6573158852,0.0,0.0,0.0,-136019.11464312702,-2976.1828685889486,-133042.93177453807,0.0,0.0,0.0,0.3651641458663316,0.9131996629132169,0.9999999999999969,1.7229467630386353e-08,,,
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-01-28,0.2978181270944896,"{""603040.SH"": -452050.3343981694, ""000786.SZ"": -352727.8354252296, ""002048.SZ"": -326217.8306260059, ""002458.SZ"": -166032.76969820107, ""002415.SZ"": -134106.02749697038}",-1518674.0546737981,-46942.7143596462,-1471731.340314152,-87499.54349020473,-13972.955947149545,-73526.58754305518,,,,0.0,0.0,0.0,0.5157614790868379,0.9999999999999969,0.9999999999999969,1.210719347000122e-08,-49802.94040375853,2313.7643071792554,-52116.70471093778
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-01-28,0.2978181270944896,"{""603040.SH"": -452050.3343981694, ""000786.SZ"": -352727.8354252296, ""002048.SZ"": -326217.8306260059, ""002458.SZ"": -166032.76969820107, ""002415.SZ"": -134106.02749697038}",-1518674.0546737981,-46942.7143596462,-1471731.340314152,-87499.54349020473,-13972.955947149545,-73526.58754305518,,,,0.0,0.0,0.0,0.5157614790868379,0.9999999999999969,0.9999999999999969,1.210719347000122e-08,-49802.94040375853,2313.7643071792554,-52116.70471093778
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720543476677615,"{""601827.SH"": -464569.8592782674, ""600017.SH"": -339818.8400688248, ""300520.SZ"": -313265.282977727, ""002585.SZ"": -71712.03281663594, ""002727.SZ"": -61645.79020123604}",-1039336.0319406763,-22331.5185731519,-1017004.5133675244,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.36535465123167243,0.9136760772528549,0.9999999999999987,7.683411240577698e-09,-133357.823017872,-2958.3043812341057,-130399.51863663789
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720543476677615,"{""601827.SH"": -464569.8592782674, ""600017.SH"": -339818.8400688248, ""300520.SZ"": -313265.282977727, ""002585.SZ"": -71712.03281663594, ""002727.SZ"": -61645.79020123604}",-1039336.0319406763,-22331.5185731519,-1017004.5133675244,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.36535465123167243,0.9136760772528549,0.9999999999999987,7.683411240577698e-09,-133357.823017872,-2958.3043812341057,-130399.51863663789
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-02-11,0.2995397047948115,"{""603040.SH"": -452074.3190315282, ""000786.SZ"": -352746.5502610883, ""002048.SZ"": -327175.2103571931, ""002458.SZ"": -166041.5789718678, ""002415.SZ"": -134113.142819438}",-1564289.8982847135,-46942.7143596455,-1517347.183925068,-51522.24350368273,-6620.3675887559075,-44901.87591492682,,,,0.0,0.0,0.0,0.5157614790868377,0.9999999999999964,0.9999999999999964,1.4086253941059113e-08,-53919.13292460848,2313.7643071792554,-56232.897231787734
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-02-11,0.2995397047948115,"{""603040.SH"": -452074.3190315282, ""000786.SZ"": -352746.5502610883, ""002048.SZ"": -327175.2103571931, ""002458.SZ"": -166041.5789718678, ""002415.SZ"": -134113.142819438}",-1564289.8982847135,-46942.7143596455,-1517347.183925068,-51522.24350368273,-6620.3675887559075,-44901.87591492682,,,,0.0,0.0,0.0,0.5157614790868377,0.9999999999999964,0.9999999999999964,1.4086253941059113e-08,-53919.13292460848,2313.7643071792554,-56232.897231787734
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720543476677614,"{""601827.SH"": -470897.7155375836, ""600017.SH"": -344447.4760666568, ""300520.SZ"": -317532.23582050623, ""002585.SZ"": -72688.81472933257, ""002727.SZ"": -62485.46090219672}",-1053492.716632761,-22331.5185731519,-1031161.1980596092,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.36535465123167227,0.9136760772528545,0.9999999999999982,1.0011717677116394e-08,-135174.27563152928,-2958.3043812341057,-132215.97125029517
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720543476677614,"{""601827.SH"": -470897.7155375836, ""600017.SH"": -344447.4760666568, ""300520.SZ"": -317532.23582050623, ""002585.SZ"": -72688.81472933257, ""002727.SZ"": -62485.46090219672}",-1053492.716632761,-22331.5185731519,-1031161.1980596092,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.36535465123167227,0.9136760772528545,0.9999999999999982,1.0011717677116394e-08,-135174.27563152928,-2958.3043812341057,-132215.97125029517
SINGLE,ATRDR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019-07-01,2020-02-04,2020-06-22,0.0967644618400879,"{""300022.SZ"": -58171.73569580383, ""603118.SH"": -47988.26311770128, ""603609.SH"": -16121.709966783139, ""603589.SH"": -16051.79919707704, ""600702.SH"": -15556.32498418402}",-171777.59102278017,-70209.19367958675,-101568.39734319341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041018903304842896,0.21890557404852606,0.21890557404852606,1252434.948093344,,,
SINGLE,ATRDR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023-09-04,2023-10-23,,0.0431043401117178,"{""000980.SZ"": -78334.85520836263, ""001287.SZ"": -30942.29279448729, ""300604.SZ"": -26788.8340092242, ""002543.SZ"": -13011.17075525845, ""300563.SZ"": -9215.60409445969}",-135142.73055387073,-25836.080189114902,-109306.65036475583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057097164267545776,0.23701997287203277,0.23701997287203277,2289019.2391812517,,,
SINGLE,MCB,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-08-06,2019-02-22,0.0404445667121228,"{""002396.SZ"": -19266.233677242984, ""002138.SZ"": -10198.333217783147, ""300498.SZ"": -8046.597269236852, ""002506.SZ"": -4578.930912863663, ""300737.SZ"": -2653.3491437566627}",0.0,0.0,0.0,-53374.22749770398,-18336.23070925474,-35037.996788449236,0.0,0.0,0.0,0.0,0.0,0.0,0.08315778867610793,0.22816917595282982,0.22816917595282982,977380.3487585499,,,
SINGLE,MCB,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-17,2022-03-15,2022-07-04,0.0344880349162859,"{""000777.SZ"": -13341.522139265202, ""300888.SZ"": -11580.050508402754, ""300154.SZ"": -11180.962201717033, ""002899.SZ"": -4316.933945307982, ""603685.SH"": -4271.089969565128}",0.0,0.0,0.0,-63139.12281097182,-39363.37749271793,-23775.74531825389,0.0,0.0,0.0,0.0,0.0,0.0,0.06651668043877768,0.23716983666498723,0.23716983666498723,1348390.2758407525,,,
SINGLE,OGR,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-02,0.0465883327156145,"{""603579.SH"": -24926.75403708215, ""000002.SZ"": -5866.845354089753, ""002385.SZ"": -5031.103223700043, ""603817.SH"": -4510.0515409104755, ""000839.SZ"": -3593.2504568522772}",0.0,0.0,0.0,0.0,0.0,0.0,-48920.38931404567,-4859.79216358636,-44060.59715045931,0.0,0.0,0.0,0.0858716031667378,0.0,0.24355217848307206,757307.3553488689,,,
SINGLE,OGR,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.06888809876217,"{""002727.SZ"": -43670.54905333952, ""002585.SZ"": -32806.914884809084}",0.0,0.0,0.0,0.0,0.0,0.0,-76477.4639381486,-3141.26018840936,-73336.20374973924,0.0,0.0,0.0,0.10946440189707458,0.0,0.21559277218967515,810835.4791316044,,,
SINGLE,IFCGR,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-12,0.0477039327265192,"{""603579.SH"": -26467.805943087624, ""000002.SZ"": -5862.448354236914, ""002385.SZ"": -5027.290738298288, ""603817.SH"": -4506.562068395826, ""000839.SZ"": -3589.365772990072}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.13276759159306442,0.0,0.24537366568408842,754171.1205246828,-50063.376177814476,-4694.31434200122,-45369.061835813256
SINGLE,IFCGR,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.0688880987621702,"{""002727.SZ"": -43474.16937884987, ""002585.SZ"": -32659.387285414385}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.10946440189707461,0.0,0.21559277218967526,807189.2779523598,-76133.55666426425,-3122.390050707152,-73011.1666135571
SINGLE,SMV6,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019-04-19,2019-12-09,2020-01-13,0.0310230731465708,"{""512800.SH"": -10310.056388168, ""510180.SH"": -8570.269379588297, ""510300.SH"": -4574.833808263233, ""159901.SZ"": -3981.826088767986, ""159928.SZ"": -2744.0557537759905}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32336.84788881951,-49803.70153778652,17466.853648967008,0.2481512430445629,0.0,0.2481512430445629,759375.8628681952,,,
SINGLE,SMV6,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023-04-07,2023-11-22,,0.0290718131620805,"{""159997.SZ"": -9418.494491839987, ""159980.SZ"": -4752.636297215988, ""512480.SH"": -4314.296007264005, ""512760.SH"": -4252.605341760005, ""159995.SZ"": -3919.451598368003}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30769.64815778378,-99547.81604083884,68778.16788305505,0.0,0.0,0.0,1027631.7658248078,,,
COMBINED,COMBINED,OGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-13,0.0777254135265851,"{""603040.SH"": -117984.57723210321, ""000786.SZ"": -91860.4419710404, ""002048.SZ"": -76643.12738301746, ""002458.SZ"": -41394.45252504189, ""002415.SZ"": -32095.66582063598}",-370694.0181894918,-46942.71435964643,-323751.3038298454,-19805.070966713327,-13972.955947149545,-5832.115019563782,-3695.072176030303,3471.92617428652,-7166.998350316823,0.0,0.0,0.0,0.11225194159556524,0.2176431279713025,0.2176431279713025,3659420.2703446504,,,
COMBINED,COMBINED,OGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.0440040201718907,"{""601827.SH"": -115758.28187819675, ""600017.SH"": -85099.68891380585, ""300520.SZ"": -79079.94755750615, ""002585.SZ"": -18212.22027048812, ""002727.SZ"": -15478.221899499644}",-260854.2272853151,-22331.5185731519,-238522.7087121632,0.0,0.0,0.0,-33690.442169987764,-2976.1828685889486,-30714.259301398815,0.0,0.0,0.0,0.08133448014507712,0.20340063692587826,0.22273402541236725,4973756.673860231,,,
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.0783477536818928,"{""603040.SH"": -117983.5405483212, ""000786.SZ"": -91859.6348296951, ""002048.SZ"": -76701.84553071058, ""002458.SZ"": -41394.08880837142, ""002415.SZ"": -32095.383808723796}",-381096.76973136654,-46942.71435964573,-334154.0553717208,-11847.718833662319,-6620.3675887559075,-5227.351244906411,-4670.763527773526,3471.92617428652,-8142.689702060046,0.0,0.0,0.0,0.1122519415955652,0.21764312797130245,0.21764312797130245,3659388.116467129,,,
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-19,2022-04-26,2022-06-20,0.0442000539765635,"{""601827.SH"": -115464.22704764668, ""300520.SZ"": -78879.06481977348, ""002177.SZ"": -41668.47024599249, ""600017.SH"": -27283.097559451387, ""300888.SZ"": -20098.08965263737}",-258172.28174008257,-109749.13743104646,-148423.1443090361,0.0,-2913.796550055733,2913.796550055733,-36993.53263451755,-3141.26018840936,-33852.27244610819,0.0,0.0,0.0,0.08133448014507712,0.20340063692587826,0.22273402541236723,4961122.094699251,,,
COMBINED,COMBINED,IFCGR,independent,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.0798912314589689,"{""603040.SH"": -117708.04785633634, ""000786.SZ"": -91644.8976610204, ""002048.SZ"": -76625.33324019419, ""002458.SZ"": -42704.96175801031, ""002415.SZ"": -32851.88082934309}",-374243.3302467131,-46942.7143596462,-327300.61588706693,-19807.006925887712,-13972.955947149545,-5834.050978738167,,,,0.0,0.0,0.0,0.11225194159556562,0.21764312797130328,0.21764312797130325,3650833.6883478537,-11128.81720462695,2313.7643071792554,-13442.581511806206
COMBINED,COMBINED,IFCGR,independent,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.0439960698341741,"{""601827.SH"": -115724.35530642384, ""600017.SH"": -85078.91430588337, ""300520.SZ"": -79064.8005683787, ""002585.SZ"": -18099.348638653588, ""002727.SZ"": -15380.64868167942}",-260793.9902344477,-22331.5185731519,-238462.4716612958,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.08137831843975388,0.20351026739309327,0.22273787446092083,4970100.550307997,-33479.99732033301,-2958.3043812341057,-30521.692939098903
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.0805118864021955,"{""603040.SH"": -117706.71885085688, ""000786.SZ"": -91643.86292657898, ""002048.SZ"": -76683.82707861665, ""002458.SZ"": -42704.47958938046, ""002415.SZ"": -32851.509908829015}",-384647.3266689556,-46942.7143596455,-337704.6123093101,-11847.829446044618,-6620.3675887559075,-5227.46185728871,,,,0.0,0.0,0.0,0.11225194159556526,0.21764312797130245,0.21764312797130247,3650792.467904031,-12102.74095956819,2313.7643071792554,-14416.505266747445
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G25,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-19,2022-04-26,2022-06-20,0.0441802932534832,"{""601827.SH"": -115430.40648717474, ""300520.SZ"": -78863.96985552058, ""002177.SZ"": -41637.19298160281, ""600017.SH"": -27282.608572776633, ""300888.SZ"": -20083.00358732036}",-258049.63186998412,-109749.13743104646,-148300.49443893766,0.0,-2913.796550055733,2913.796550055733,,,,0.0,0.0,0.0,0.08137831843975388,0.2035102673930933,0.22273787446092086,4957476.110237076,-36762.76249743161,-3122.390050707152,-33640.37244672446
SINGLE,ATRDR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019-07-01,2020-02-04,2020-06-30,0.1878202380448723,"{""300022.SZ"": -127424.41093717396, ""603118.SH"": -101585.43100018526, ""603609.SH"": -33634.07084741506, ""603589.SH"": -33550.271807525685, ""600702.SH"": -32462.19085957338}",-370245.0419710524,-70209.19367958675,-300035.84829146566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08558614257330976,0.4567475520096947,0.45674755200969475,869762.5827018071,,,
SINGLE,ATRDR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-19,2022-04-26,2022-06-30,0.0872472163795073,"{""601827.SH"": -100987.86313144602, ""300520.SZ"": -69954.46752834134, ""002177.SZ"": -33136.92497070539, ""600017.SH"": -25681.803973449787, ""300888.SZ"": -19126.303418628584}",-237557.2941092553,-109749.13743104693,-127808.15667820838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18525447173381446,0.4632829456438796,0.4632829456438797,1333875.6715390536,,,
SINGLE,MCB,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-08-06,2019-02-22,0.0800028639351836,"{""002396.SZ"": -38233.47827990068, ""002138.SZ"": -20238.400411070877, ""300498.SZ"": -15968.320901446685, ""002506.SZ"": -9159.68460561352, ""300737.SZ"": -5294.418626069084}",0.0,0.0,0.0,-106083.67610687153,-18336.23070925474,-87747.44539761679,0.0,0.0,0.0,0.0,0.0,0.0,0.17130178965752105,0.47001957131925637,0.47001957131925637,646530.9716034604,,,
SINGLE,MCB,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-17,2022-03-15,2022-07-04,0.0682456439769514,"{""000777.SZ"": -26315.267192933214, ""300888.SZ"": -22992.151896689404, ""300154.SZ"": -22053.70607198763, ""002899.SZ"": -8640.716840207864, ""603685.SH"": -8548.956155832808}",0.0,0.0,0.0,-125498.91155968084,-39363.37749271793,-86135.53406696291,0.0,0.0,0.0,0.0,0.0,0.0,0.1353487564135237,0.48259537667322666,0.48259537667322666,886536.7839019469,,,
SINGLE,OGR,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-02,0.0914115451630075,"{""603579.SH"": -50831.883233635, ""000002.SZ"": -12217.243814624795, ""002385.SZ"": -10471.102903562612, ""603817.SH"": -9390.921289081467, ""000839.SZ"": -7516.5808495494675}",0.0,0.0,0.0,0.0,0.0,0.0,-100719.70085701397,-4859.79216358636,-95859.90869342761,0.0,0.0,0.0,0.1732325026777379,0.0,0.49132835367373634,509234.8550714528,,,
SINGLE,OGR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.1354550901252185,"{""002727.SZ"": -86525.82874811412, ""002585.SZ"": -63852.27656227449}",0.0,0.0,0.0,0.0,0.0,0.0,-150378.1053103886,-3141.26018840936,-147236.84512197925,0.0,0.0,0.0,0.22945536795065638,0.0,0.45191786565277897,526044.4984622095,,,
SINGLE,IFCGR,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-12,0.0937447976203885,"{""603579.SH"": -54080.08211239811, ""000002.SZ"": -12201.057757038463, ""002385.SZ"": -10457.135099957948, ""603817.SH"": -9378.243313792525, ""000839.SZ"": -7504.129100889363}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.26718328880967335,0.0,0.4937932683580048,504887.9637827096,-103172.45493687745,-4694.31434200122,-98478.14059487623
SINGLE,IFCGR,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.1354550901252186,"{""002727.SZ"": -86136.73553878101, ""002585.SZ"": -63565.14279458567}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.22945536795065646,0.0,0.4519178656527792,523678.95807825594,-149701.87833336668,-3122.390050707152,-146579.48828265953
SINGLE,SMV6,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-12-22,2021-01-04,0.0514606402876633,"{""512980.SH"": -13911.740158688019, ""510180.SH"": -10701.749836959993, ""159915.SZ"": -9113.834305711991, ""159997.SZ"": -9112.108768479964, ""159928.SZ"": -8189.520563091999}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59951.90714051228,-124195.28012069478,64243.372980182496,0.1255972824952723,0.0,0.49725206946594686,555563.1936879798,,,
SINGLE,SMV6,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023-04-07,2023-11-22,,0.0514248284008523,"{""159997.SZ"": -13873.092386783997, ""159980.SZ"": -9866.803071935974, ""512480.SH"": -8866.452440784022, ""512760.SH"": -8733.110219520007, ""159995.SZ"": -8061.2525087680115}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57366.55319922382,-99547.81604083884,42181.26284161502,0.0,0.0,0.0,1058175.393816255,,,
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.1519598312448968,"{""603040.SH"": -234140.50941549105, ""000786.SZ"": -182431.6962181036, ""002048.SZ"": -156790.79311107623, ""002458.SZ"": -82238.40347419599, ""002415.SZ"": -64662.52434840366}",-746329.4789802771,-46942.71435964643,-699386.7646206307,-41281.74335031319,-13972.955947149545,-27308.787403163646,-8433.764394434942,3471.92617428652,-11905.690568721462,0.0,0.0,0.0,0.23462624503816246,0.4549123084057585,0.4549123084057585,2421539.7827271977,,,
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.0873523919304568,"{""601827.SH"": -231556.14575863283, ""600017.SH"": -169948.5431737234, ""300520.SZ"": -157505.58932287362, ""002585.SZ"": -36273.7530205777, ""002727.SZ"": -30944.798972516437}",-520546.0125454279,-22331.5185731519,-498214.493972276,0.0,0.0,0.0,-67218.55199309414,-2976.1828685889486,-64242.36912450519,0.0,0.0,0.0,0.16880583441191338,0.42214832104346717,0.4622738467694588,3302120.197180854,,,
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.1530629315275562,"{""603040.SH"": -234127.3790961194, ""000786.SZ"": -182421.46566705185, ""002048.SZ"": -157019.1024703913, ""002458.SZ"": -82233.79164301415, ""002415.SZ"": -64658.89815147505}",-767725.9656505437,-46942.71435964573,-720783.251290898,-24672.945613898617,-6620.3675887559075,-18052.57802514271,-10424.009048188607,3471.92617428652,-13895.935222475127,0.0,0.0,0.0,0.23462624503816246,0.4549123084057585,0.4549123084057585,2421403.9856761107,,,
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.0873523919304569,"{""601827.SH"": -231555.89387096732, ""600017.SH"": -169948.35830304504, ""300520.SZ"": -157505.4179876882, ""002585.SZ"": -36273.71356184974, ""002727.SZ"": -30944.765310645234}",-520545.4462934748,-22331.5185731519,-498213.9277203229,0.0,0.0,0.0,-67218.47887249498,-2976.1828685889486,-64242.29600390603,0.0,0.0,0.0,0.1688058344119134,0.42214832104346717,0.4622738467694588,3302116.605121812,,,
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.1560413015150938,"{""603040.SH"": -233009.37458942848, ""000786.SZ"": -181549.88468210868, ""002048.SZ"": -156750.99921403162, ""002458.SZ"": -84833.87025915718, ""002415.SZ"": -66312.63989932196}",-752950.1882650367,-46942.7143596462,-706007.4739053905,-41284.94409206715,-13972.955947149545,-27311.988144917603,,,,0.0,0.0,0.0,0.2346262450381625,0.45491230840575847,0.45491230840575847,2409834.899422672,-23173.621516535382,2313.7643071792554,-25487.385823714638
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.0873368798988655,"{""601827.SH"": -231491.21582665778, ""600017.SH"": -169909.3056098295, ""300520.SZ"": -157477.56625230296, ""002585.SZ"": -36049.43481647162, ""002727.SZ"": -30750.0984801178}",-520432.7324368212,-22331.5185731519,-498101.2138636693,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.16889591921646419,0.42237360442377886,0.46227937333516134,3299737.8229217622,-66799.53329658942,-2958.3043812341057,-63841.228915355314
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-01-28,0.1571386770865628,"{""603040.SH"": -232993.19936454023, ""000786.SZ"": -181537.2817118705, ""002048.SZ"": -156977.0791656582, ""002458.SZ"": -84827.98119597249, ""002415.SZ"": -66308.03655722381}",-774340.1437346245,-46942.7143596455,-727397.429374979,-24672.427349321002,-6620.3675887559075,-18052.059760565095,,,,0.0,0.0,0.0,0.2346262450381623,0.4549123084057581,0.4549123084057581,2409667.6116407546,-25159.193664000133,2313.7643071792554,-27472.95797117939
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.0873368798988654,"{""601827.SH"": -231491.43607758038, ""600017.SH"": -169909.46726901457, ""300520.SZ"": -157477.71608338435, ""002585.SZ"": -36049.46911548915, ""002727.SZ"": -30750.127737113755}",-520433.2275994087,-22331.5185731519,-498101.7090262568,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.16889591921646413,0.42237360442377864,0.46227937333516117,3299740.962437431,-66799.5968526029,-2958.3043812341057,-63841.2924713688
