scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,CAGR_full_book,CAGR_entry_only,delta_CAGR,MaxDD_full_book,MaxDD_entry_only,delta_MaxDD,turnover_full_book,turnover_entry_only,delta_turnover,max_single_security_weight_full_book,max_single_security_weight_entry_only,delta_max_single_security_weight,average_gross_exposure_full_book,average_gross_exposure_entry_only,delta_average_gross_exposure,capital_days_full_book,capital_days_entry_only,delta_capital_days,interpretation
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.533801792264817,0.3097128570372165,-0.22408893522760054,0.2906331689680154,0.3785724545726322,0.08793928560461683,272.06458915872923,99.59014174686688,-172.47444741186234,1.0,1.0,0.0,0.8011507767580015,0.6888375158073644,-0.1123132609506371,11357337113.526957,7343269711.472768,-4014067402.0541887,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.3402928315986775,0.2562707766391745,-0.08402205495950299,0.1720838530484687,0.3297545163456579,0.15767066329718918,119.98340597274404,47.39099877434062,-72.59240719840341,0.9999999999999992,1.0,7.771561172376096e-16,0.8228171379328401,0.7088023438702482,-0.11401479406259185,5147805836.878379,3806038877.028957,-1341766959.849422,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.5581093963803936,0.3036385845823515,-0.2544708117980421,0.2923730473653171,0.389036724918871,0.09666367755355387,267.68616276085305,99.51085462309612,-168.17530813775693,1.0,1.0,0.0,0.7973559736501662,0.6894019643668086,-0.10795400928335763,11575400195.97762,7252165635.08832,-4323234560.889299,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.3326525577659829,0.2523058906191697,-0.08034666714681321,0.1720838530484686,0.3296179195864569,0.15753406653798832,118.9085020211694,47.373406746081145,-71.53509527508825,0.9999999999999992,1.0,7.771561172376096e-16,0.8205712082333847,0.7091129603696225,-0.11145824786376224,5129450558.424866,3791889405.121131,-1337561153.3037348,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.5275722062743291,0.3174220822133251,-0.21015012406100403,0.2978181270944896,0.320912130363833,0.023094003269343355,271.88880537618707,98.25322469228814,-173.63558068389892,1.0,1.0,0.0,0.8006267925601146,0.6821397429055958,-0.11848704965451884,11207796190.335655,7413519955.035349,-3794276235.3003063,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.3403349358268523,0.2562405915471468,-0.08409434427970552,0.1720543476677615,0.3297483508526952,0.1576940031849337,119.9845549171254,47.39132572023245,-72.59322919689293,0.9999999999999992,1.0,7.771561172376096e-16,0.8228255866421307,0.7088040868631654,-0.11402149977896525,5144289311.193253,3803043695.588313,-1341245615.6049395,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.5519030873024007,0.3148520217507564,-0.2370510655516443,0.2995397047948115,0.3210351562954028,0.02149545150059129,267.5946300886075,98.2264804853398,-169.3681496032677,0.9999999999999996,1.0,4.440892098500626e-16,0.796916341209802,0.682504293740443,-0.11441204746935907,11424339942.286938,7375276334.2294,-4049063608.057538,SCALING_MECHANICS_SENSITIVE
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,0.3326831516741364,0.2522742096983759,-0.08040894197576054,0.1720543476677614,0.3296116509591394,0.15755730329137801,118.9093593522474,47.37371734716432,-71.53564200508308,0.9999999999999998,1.0,2.220446049250313e-16,0.8205802113747003,0.7091146190335499,-0.11146559234115039,5125866729.655341,3788897657.30957,-1336969072.3457713,SCALING_MECHANICS_SENSITIVE
