mcb_mode,period,target,CAGR_OGR,CAGR_IFCGR,delta_IFCGR_minus_OGR_CAGR,MaxDD_OGR,MaxDD_IFCGR,delta_IFCGR_minus_OGR_MaxDD,CVaR5_OGR,CVaR5_IFCGR,delta_IFCGR_minus_OGR_CVaR5,net_pnl_OGR,net_pnl_IFCGR,delta_IFCGR_minus_OGR_net_pnl,capital_days_OGR,capital_days_IFCGR,delta_IFCGR_minus_OGR_capital_days,average_gross_exposure_OGR,average_gross_exposure_IFCGR,delta_IFCGR_minus_OGR_average_gross_exposure,max_single_security_weight_OGR,max_single_security_weight_IFCGR,delta_IFCGR_minus_OGR_max_single_security_weight,max_family_weight_OGR,max_family_weight_IFCGR,delta_IFCGR_minus_OGR_max_family_weight,demand_share_OGR,demand_share_IFCGR,delta_IFCGR_minus_OGR_demand_share,issuer_filter_excluded_funded_events,excluded_events_OGR_pnl,OGR_funded_events_not_funded_by_IFCGR,funding_or_state_difference_events,issuer_filter_grade,classification
confirmation_tag,2018_2021,NATIVE,0.0732085912726527,0.0730026753062251,-0.0002059159664275917,0.0420525814294259,0.0420759211203897,2.3339690963797288e-05,-0.0072597109892217,-0.0072633574755078,-3.64648628609944e-06,1601850.4484896865,1596858.1888677068,-4992.259621979669,983919692.0978523,983524837.5179496,-394854.57990276814,0.1225469378225481,0.122557914034739,1.0976212190899615e-05,0.1069989791581417,0.1069989791581417,0.0,0.5572043209177289,0.5575188298697756,0.0003145089520467659,0.0900601029963557,0.0901085256017188,4.842260536309928e-05,7,4693.340660088409,7,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2018_2021,G25,0.1387750373512963,0.1374702111514931,-0.001304826199803183,0.0783477536818928,0.0805118864021955,0.0021641327203027055,-0.0090928300956811,-0.0090988073279356,-5.977232254499379e-06,3343651.3261456974,3305911.5175773967,-37739.80856830068,1766497416.8219056,1758800551.2769094,-7696865.544996262,0.2074197987203693,0.207128211274915,-0.00029158744545432214,0.2936893203883494,0.2936893203883486,-7.771561172376096e-16,0.2936893203883494,0.2936893203883487,-6.661338147750939e-16,0.1538398111337371,0.1539634152704193,0.00012360413668219272,6,19742.305372810148,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2018_2021,G50,0.2558362021940243,0.2525900979642859,-0.0032461042297384224,0.1530629315275562,0.1571386770865628,0.004075745559006583,-0.0186182365808857,-0.0186316572484985,-1.3420667612798476e-05,7294989.870660825,7169341.474421907,-125648.39623891748,4090209059.780521,4054163247.676052,-36045812.10446882,0.4065933236274918,0.4058197538600048,-0.0007735697674869924,0.5214184842303461,0.5214184842303461,0.0,0.5214184842303461,0.5214184842303461,0.0,0.3092396193858504,0.3095122309734069,0.00027261158755653714,6,43994.27647550559,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2018_2021,G75,0.3960747080544269,0.391351632228855,-0.00472307582557191,0.2244492359235763,0.2301873305498097,0.005738094626233398,-0.0277357819873025,-0.0277589773746272,-2.319538732470025e-05,13726998.315769712,13476141.39394595,-250856.92182376236,7240320107.401032,7162382026.346072,-77938081.05496025,0.6041869387293685,0.6035143733192879,-0.0006725654100805389,0.7657270143636213,0.7657270143636213,0.0,0.7657270143636213,0.7657270143636213,0.0,0.4637635876407115,0.4642263065208212,0.00046271888010968043,6,75068.59323213849,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2018_2021,G100,0.5581093963803936,0.5519030873024007,-0.006206309077992911,0.2923730473653171,0.2995397047948115,0.007166657429494405,-0.0367246258945176,-0.0367603639810814,-3.573808656379823e-05,24002782.63696008,23544945.2529585,-457837.38400158286,11575400195.97762,11424339942.286938,-151060253.69068146,0.7973559736501662,0.796916341209802,-0.00043963244036415716,1.0,0.9999999999999996,-4.440892098500626e-16,1.0000000000000002,1.0000000000000002,0.0,0.620946317620241,0.6215195271474189,0.0005732095271778759,6,117043.07596621988,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2022_2023,NATIVE,0.0457760400688374,0.0458032147716176,2.7174702780199955e-05,0.0256859374340211,0.0257052000510652,1.926261704410237e-05,-0.0059134242931499,-0.0059175655950688,-4.141301918900511e-06,619853.198344552,619761.9363571769,-91.26198737509549,616254720.2097218,616228495.7149143,-26224.494807481766,0.123273465254537,0.1233580409157048,8.457566116780446e-05,0.0781028174853779,0.0781614324701892,5.861498481130045e-05,0.6012941787239703,0.6017317130393985,0.00043753431542825627,0.1026833081623238,0.1027581672897998,7.485912747601242e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2022_2023,G25,0.0805364106391188,0.080547793186257,1.1382547138200083e-05,0.0442000539765635,0.0441802932534832,-1.9760723080297637e-05,-0.00991033748248,-0.0099104352117139,-9.772923389994581e-08,1109047.1574637378,1108373.9613388255,-673.1961249122396,1080213963.5597732,1079426182.1878307,-787781.3719425201,0.2102153676505755,0.2102171152220962,1.7475715207160292e-06,0.2842402826855117,0.2842402826855123,6.106226635438361e-16,0.2842402826855117,0.2842402826855123,6.106226635438361e-16,0.1706232441152505,0.1706356514624704,1.2407347219883791e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2022_2023,G50,0.1634671143651784,0.1634862425933545,1.9128228176096274e-05,0.0873523919304569,0.0873368798988654,-1.5512031591488618e-05,-0.0197492287797286,-0.0197495334037733,-3.04624044700913e-07,2340666.0844023833,2339196.284847146,-1469.799555237405,2269506298.8463993,2267887758.3383803,-1618540.5080189705,0.412278762927827,0.4122837219811875,4.95905336050928e-06,0.5436604487699367,0.5436604487699375,7.771561172376096e-16,0.5436604487699367,0.5436604487699375,7.771561172376096e-16,0.3380724940849652,0.3380962518809666,2.3757796001389053e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2022_2023,G75,0.2412072113512888,0.241229576069722,2.236471843319876e-05,0.130045510251436,0.1300228161167027,-2.2694134733297622e-05,-0.0295021689271307,-0.0295028789656313,-7.100385005995302e-07,3577745.933276214,3575416.521915676,-2329.411360538099,3594713614.4697185,3592181616.597804,-2531997.8719143867,0.6187209407060759,0.6187276404050615,6.69969898559053e-06,0.7813754694987691,0.7813754694987685,-6.661338147750939e-16,0.7813754694987692,0.7813754694987685,-7.771561172376096e-16,0.5113885975216712,0.5114247577886498,3.616026697861319e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
confirmation_tag,2022_2023,G100,0.3326525577659829,0.3326831516741364,3.059390815352003e-05,0.1720838530484686,0.1720543476677614,-2.950538070720099e-05,-0.0391637426429651,-0.0391646480465,-9.054035349023715e-07,5135154.0549298925,5131822.863221336,-3331.1917085563764,5129450558.424866,5125866729.655341,-3583828.7695245743,0.8205712082333847,0.8205802113747003,9.003141315577778e-06,0.9999999999999992,0.9999999999999998,5.551115123125783e-16,1.0,1.0,0.0,0.6814890364063577,0.6815377990115606,4.8762605202923304e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
