scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,attributed_strategy,route,pnl_scaled,capital_days_scaled,pnl_native,capital_days_native,incremental_pnl,incremental_capital_days
SINGLE,OGR,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,133826.3793711923,166846770.80203044,18087.484078905065,5548247.136752401,115738.89529228724,161298523.66527805
SINGLE,IFCGR,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,746218.951319055,337105471.3524437,105177.2081431418,20713870.85877924,641041.7431759132,316391600.4936645
SINGLE,IFCGR,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,133142.65794738266,166088811.71513638,17996.222091514603,5522022.700260371,115146.43585586805,160566789.01487604
SINGLE,SMV6,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,176543.9299929782,151052910.5326457,260255.97808635223,242575910.3724443,-83712.04809337405,-91522999.83979857
SINGLE,SMV6,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,58175.393816255,58796080.47610379,103922.07704857373,99495191.73811868,-45746.68323231874,-40699111.262014896
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1861637.1685818627,1297767976.2830164,675006.1289900825,439765995.9286137,1186631.03959178,858001980.3544027
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,3279019.5097246515,1474703664.2304358,429339.131855314,195358490.8328733,2849680.377869338,1279345173.3975625
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,722574.4018020544,445490035.2160511,504445.0440997578,237616479.81224984,218129.35770229666,207873555.4038013
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,1298495.2259570078,324390316.5229257,110169.46776510592,21108376.114237916,1188325.758191902,303281940.4086877
COMBINED,COMBINED,OGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,352571.1889662354,593838292.1947808,260255.97808635223,242575910.3724443,92315.21087988312,351262381.8223366
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,943586.2756052853,864589231.7631726,149961.06306602707,326044106.7322869,793625.2125392581,538545125.0308858
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1090469.1353472292,767547584.5163021,265591.1261099391,131925927.04586089,824878.00923729,635621657.4704412
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,196277.52654128306,221541365.4120079,133343.1777216111,141668300.76038778,62934.34881967194,79873064.65162013
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-28714.688697216938,187002645.33938304,18087.484078905058,5548263.7548633395,-46802.172776121995,181454381.58451968
COMBINED,COMBINED,OGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,181475.17638751568,241207254.59089628,103922.07704857373,99495191.73811868,77553.09933894195,141712062.85277757
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,2229814.916910621,1539822663.713681,675006.1289900822,439765995.92861354,1554808.7879205383,1100056667.7850676
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,3246515.6943248734,1487123961.6158545,429339.1318553141,195358490.83287326,2817176.5624695593,1291765470.7829812
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,96338.0693837315,102349612.45292148,127079.74179284288,85110918.8496834,-30741.672409111372,17238693.603238072
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,1283129.7526660312,322946526.3553503,110169.46776510596,21108376.114237923,1172960.2849009251,301838150.24111235
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,439191.43737557344,637966295.6427135,260255.97808635223,242575910.3724443,178935.4592892212,395390385.2702693
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1026774.8765568546,990303423.1962969,149961.06306602713,326044106.73228675,876813.8134908273,664259316.4640101
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1081872.9228143215,793319544.9436674,265591.126109939,131925927.04586086,816281.7967043824,661393617.8978065
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,70673.12101987246,45464113.68258677,82291.4480411118,53241230.938592166,-11618.327021239347,-7777117.2560054045
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-27492.115729340807,188912954.12537673,18087.484078905058,5548263.75486334,-45579.59980824586,183364690.37051338
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,188837.2797406894,251506262.8984715,103922.07704857373,99495191.73811868,84915.20269211566,152011071.16035283
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1846925.906597038,1288180132.532975,675006.1289900865,439765995.9286165,1171919.7776069518,848414136.6043584
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,3248603.9036745178,1466536999.2021916,429339.13185531565,195358490.83287415,2819264.7718192018,1271178508.3693173
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,1247653.4808504418,319783706.8319281,105177.20814314189,20713521.534335025,1142476.2727073,299070185.29759306
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,716418.948488335,442062163.4923692,504445.04409975756,237616479.8122496,211973.9043885775,204445683.68011957
COMBINED,COMBINED,IFCGR,independent,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,327673.08292977937,582990840.9580442,260255.97808635223,242575910.3724443,67417.10484342712,340414930.58559984
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,942930.301843689,863968529.9020209,149961.0630660271,326044106.73228693,792969.2387776619,537924423.1697341
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1089776.1561215487,767102841.6850566,265591.1261099391,131925927.0458609,824185.0300116095,635176914.6391957
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-28637.003206783636,186737710.92418584,17996.222091514595,5522039.260055455,-46633.22529829823,181215671.6641304
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,196138.67545620032,221385217.20473588,133343.1777216111,141668300.76038778,62795.49773458922,79716916.4443481
COMBINED,COMBINED,IFCGR,independent,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,181360.30864265442,241061093.83939064,103922.07704857373,99495191.73811868,77438.23159408069,141565902.10127196
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,2211083.318575154,1528435671.5216718,675006.1289900822,439765995.9286136,1536077.1895850718,1088669675.593058
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,3216071.4823182058,1478819032.420062,429339.13185531413,195358490.8328733,2786732.3504628916,1283460541.5871887
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,1232541.357060644,318346801.1411451,105177.20814314186,20713521.534335017,1127364.1489175023,297633279.6068101
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,95970.94031295193,101728300.80438828,127079.74179284288,85110918.8496834,-31108.80147989094,16617381.954704886
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,413674.37615501374,626833441.7887852,260255.97808635223,242575910.3724443,153418.3980686615,384257531.4163409
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1026089.2231193485,989597234.1477765,149961.0630660272,326044106.7322871,876128.1600533213,663553127.4154894
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1081192.0486660493,792858669.1091992,265591.1261099391,131925927.04586092,815600.9225561102,660932742.0633383
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-27413.317430124553,188644240.49381244,17996.2220915146,5522039.260055456,-45409.53952163915,183122201.23375702
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,70616.61868420416,45433726.74893211,82291.4480411118,53241230.938592166,-11674.829356907647,-7807504.189660057
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G50,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,188711.71180764926,251353887.83866018,103922.07704857373,99495191.73811868,84789.63475907555,151858696.1005415
SINGLE,ATRDR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,996249.9819482004,947250115.2113057,675006.1289900835,439765995.92861444,321243.8529581169,507484119.28269136
SINGLE,ATRDR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1430276.1615621292,885266369.7274905,429339.1318553141,195357506.95862007,1000937.0297068153,689908862.7688706
SINGLE,ATRDR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,637616.4319860346,773775785.2105248,149961.06306602727,326044106.73228705,487655.36892000725,447731678.47823775
SINGLE,ATRDR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,618226.2269800167,530677327.01714426,265591.12610993965,131925909.51153095,352635.10087007703,398751417.5056133
SINGLE,MCB,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,833198.2300241356,582729264.3298632,504445.04409975925,237616479.8122506,328753.1859243763,345112784.5176125
SINGLE,MCB,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,521959.1821558672,449562792.4604721,133343.17772161102,141668300.7603877,388616.00443425623,307894491.7000844
SINGLE,OGR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,1575373.6682274577,651471198.6674196,110169.46776510555,21108726.070086446,1465204.200462352,630362472.5973331
SINGLE,OGR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,197856.58736337136,254118170.4765719,18087.484078905065,5548247.136752401,179769.1032844663,248569923.33981952
SINGLE,IFCGR,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,1272972.0128347483,595010427.5841398,105177.2081431418,20713870.85877924,1167794.8046916064,574296556.7253605
SINGLE,IFCGR,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,196838.41115504852,252957860.7886244,17996.222091514603,5522022.700260371,178842.18906353394,247435838.08836403
SINGLE,SMV6,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,250169.13645115145,219985635.70366505,260255.97808635223,242575910.3724443,-10086.841635200795,-22590274.668779224
SINGLE,SMV6,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,76466.29960662866,85708213.94919954,103922.07704857373,99495191.73811868,-27455.777441945087,-13786977.78891914
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,3520281.881803819,2352837763.534994,675006.1289900825,439765995.9286137,2845275.7528137364,1913071767.6063802
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,6176384.451591065,2601824179.8498063,429339.131855314,195358490.8328733,5747045.3197357515,2406465689.016933
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,1492894.5709127854,827473304.9206765,504445.0440997578,237616479.81224984,988449.5268130277,589856825.1084267
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,2466799.3146959054,576268087.774735,110169.46776510592,21108376.114237916,2356629.8469307995,555159711.6604971
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,566785.0040391268,996356033.9366981,260255.97808635223,242575910.3724443,306529.0259527747,753780123.5642538
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1427397.8012920483,1395217830.5006323,149961.06306602707,326044106.7322869,1277436.7382260212,1069173723.7683454
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1746691.8424120857,1238424574.51267,265591.1261099391,131925927.04586089,1481100.7163021467,1106498647.466809
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,360283.5531618899,351237483.5848909,133343.1777216111,141668300.76038778,226940.37544027876,209569182.82450315
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-43887.59077686827,300488611.86951625,18087.484078905058,5548263.7548633395,-61975.07485577331,294940348.1146529
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,285457.30614841497,364249023.8210579,103922.07704857373,99495191.73811868,181535.22909984124,264753832.08293927
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,4396755.181032562,2803889869.449269,675006.1289900822,439765995.92861354,3721749.0520424796,2364123873.5206556
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,6085582.464698425,2616507128.617514,429339.1318553141,195358490.83287326,5656243.332843111,2421148637.784641
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,118352.91572018078,172583712.92233077,127079.74179284288,85110918.8496834,-8726.82607266209,87472794.07264738
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,2426293.0370173035,571165365.3810233,110169.46776510596,21108376.114237923,2316123.5692521976,550056989.2667854
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,700014.7173012971,1076174031.0308957,260255.97808635223,242575910.3724443,439758.73921494494,833598120.6584514
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1528376.898791676,1592018158.270044,149961.06306602713,326044106.73228675,1378415.835725649,1265974051.5377574
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1701703.1711258257,1261089522.5175695,265591.126109939,131925927.04586086,1436112.0450158867,1129163595.4717085
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,114747.07072234045,70973884.10936506,82291.4480411118,53241230.938592166,32455.622681228637,17732653.170772895
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,OGR,FIXED_BELOW_L_REPAIR,-41587.02065514362,298392986.331141,18087.484078905058,5548263.75486334,-59674.50473404868,292844722.5762777
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,274505.8132915222,372239063.24159855,103922.07704857373,99495191.73811868,170583.73624294845,272743871.50347984
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,3481416.9418318844,2329608225.635165,675006.1289900865,439765995.9286165,2806410.812841798,1889842229.7065487
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,6103874.758546881,2581128078.954763,429339.13185531565,195358490.83287415,5674535.626691566,2385769588.1218886
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,2372369.8127132826,566912938.7336733,105177.20814314189,20713521.534335025,2267192.6045701406,546199417.1993383
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,1475558.3025976222,819022427.481415,504445.04409975756,237616479.8122496,971113.2584978646,581405947.6691654
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,537349.3197763399,980134469.0999701,260255.97808635223,242575910.3724443,277093.3416899877,737558558.7275258
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1426459.363332705,1394240884.7976112,149961.0630660271,326044106.73228693,1276498.3002666782,1068196778.0653244
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1745583.5122540712,1237715127.1495144,265591.1261099391,131925927.0458609,1479992.3861441321,1105789200.1036534
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-43780.55001525607,300071396.5469809,17996.222091514595,5522039.260055455,-61776.77210677067,294549357.28692544
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,360058.64304421004,351006285.0050884,133343.1777216111,141668300.76038778,226715.4653225989,209337984.24470064
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,285174.5209685315,364022915.5472281,103922.07704857373,99495191.73811868,181252.44391995776,264527723.8091094
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,4345334.445430402,2775747045.387367,675006.1289900822,439765995.9286136,3670328.316440319,2335981049.4587536
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,6011953.381816433,2594975961.754424,429339.13185531413,195358490.8328733,5582614.249961118,2399617470.921551
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,2331761.8284157654,561757171.8698117,105177.20814314186,20713521.534335017,2226584.620272624,541043650.3354765
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,118118.19299940554,171123122.10340384,127079.74179284288,85110918.8496834,-8961.548793437341,86012203.25372043
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,668973.5452839481,1058778725.2310655,260255.97808635223,242575910.3724443,408717.56719759596,816202814.8586212
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,BULL,1527327.9983124058,1590901029.1767673,149961.0630660272,326044106.7322871,1377366.9352463786,1264856922.4444804
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,ATRDR,V27,1700628.6657787687,1260361041.07224,265591.1261099391,131925927.04586092,1435037.5396688296,1128435114.0263793
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,IFCGR,FIXED_BELOW_L_REPAIR,-41492.37765935501,297973683.60249627,17996.2220915146,5522039.260055456,-59488.5997508696,292451644.3424408
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,MCB,MCB,114726.30821292452,70933876.98914617,82291.4480411118,53241230.938592166,32434.860171812714,17692646.050554
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,SMV6,NATIVE_CALLBACK,274225.9272709485,372011985.7571539,103922.07704857373,99495191.73811868,170303.85022237472,272516794.0190353
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,ATRDR,BULL,1138114.6445146278,1910268607.5606768,675006.1289900825,439765995.9286137,463108.5155245451,1470502611.632063
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,ATRDR,V27,1854007.0465610418,3699250689.9037023,429339.131855314,195358490.8328733,1424667.9147057282,3503892199.070829
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,MCB,MCB,999426.3678290742,328022958.74066985,504445.0440997578,237616479.81224984,494981.32372931635,90406478.92841999
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,OGR,FIXED_BELOW_L_REPAIR,4895298.555745644,1104114191.0454187,110169.46776510592,21108376.114237916,4785129.087980538,1083005814.931181
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,SMV6,NATIVE_CALLBACK,640290.3065236491,301613264.2223002,260255.97808635223,242575910.3724443,380034.3284372969,59037353.84985591
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,ATRDR,BULL,2274264.584407558,1083635040.0609684,149961.06306602707,326044106.7322869,2124303.521341531,757590933.3286815
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,ATRDR,V27,1498385.6102212446,1408472092.5912762,265591.1261099391,131925927.04586089,1232794.4841113058,1276546165.5454154
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,MCB,MCB,592894.2606482054,279004474.7204228,133343.1777216111,141668300.76038778,459551.0829265943,137336173.96003503
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,OGR,FIXED_BELOW_L_REPAIR,-627651.6637562118,960748199.5925151,18087.484078905058,5548263.7548633395,-645739.1478351168,955199935.8376518
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,ENTRY_ONLY,,SMV6,NATIVE_CALLBACK,88798.14780796132,74179070.0637744,103922.07704857373,99495191.73811868,-15123.929240612424,-25316121.674344275
