scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,max_single_security_weight,observed_checkpoint_max_security_weight,max_strategy_exposure,max_family_weight,daily_close_max_security_weight,daily_close_max_family_weight,daily_close_max_strategy_weight,concentration_observation_basis,top_5_symbols_pnl,top_5_event_dates_pnl,security_days_gt25,security_fraction_gt25,security_days_gt50,security_fraction_gt50,security_days_gt75,security_fraction_gt75,security_days_gt90,security_fraction_gt90,demand_days_gt50,demand_fraction_gt50,demand_days_gt75,demand_fraction_gt75,demand_days_gt90,demand_fraction_gt90
SINGLE,ATRDR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""002623.SZ"": 185751.10339373312, ""300385.SZ"": 172860.08821095724, ""300558.SZ"": 187254.68766082585, ""600753.SH"": 241863.9321793319, ""603333.SH"": 412574.31429366115}","{""2020-02-11"": 212176.54033173187, ""2020-04-21"": 228825.1566962679, ""2021-08-10"": 290492.8778050965, ""2021-10-12"": 376570.8352361517, ""2021-10-27"": 412574.31429366115}",262,0.2692702980472765,162,0.1664953751284686,89,0.0914696813977389,89,0.0914696813977389,795,0.817060637204522,765,0.7862281603288798,713,0.7327852004110997
SINGLE,ATRDR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.9999999999999992,0.9999999999999992,1.0000000000000002,1.0000000000000002,0.999999999999999,1.0,1.0,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""002800.SZ"": 429978.5436435556, ""300179.SZ"": 116934.97365080914, ""600916.SH"": 179310.69753818694, ""601127.SH"": 173567.72024347726, ""603707.SH"": 361342.49526492273}","{""2022-03-25"": 179310.69753818694, ""2022-07-21"": 272376.5621987713, ""2022-08-15"": 429978.5436435556, ""2023-06-28"": 361342.49526492273, ""2023-07-26"": 211028.53285619145}",115,0.2376033057851239,77,0.1590909090909091,37,0.0764462809917355,37,0.0764462809917355,374,0.7727272727272727,370,0.7644628099173554,355,0.7334710743801653
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""300206.SZ"": 147438.492872583, ""300677.SZ"": 265942.77607855166, ""300691.SZ"": 254190.95997603616, ""603101.SH"": 269228.102272174, ""603738.SH"": 141917.77036933426}","{""2020-02-18"": 269228.102272174, ""2020-05-06"": 254190.95997603616, ""2021-02-19"": 152768.1643641204, ""2021-04-01"": 309258.59307377087, ""2021-08-03"": 195866.01970470883}",317,0.3257965056526207,236,0.2425488180883864,149,0.1531346351490236,149,0.1531346351490236,0,0.0,0,0.0,0,0.0
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.9999999999999992,0.9999999999999992,1.0,1.0,0.9999999999999992,1.0,1.0,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""002120.SZ"": 45386.995869501145, ""002615.SZ"": 42571.950917894894, ""300841.SZ"": 77754.0442350026, ""300953.SZ"": 65024.97949108761, ""603908.SH"": 131106.15633750672}","{""2022-05-05"": 52974.10613096674, ""2022-11-04"": 131106.15633750672, ""2022-11-16"": 45386.995869501145, ""2023-03-23"": 65024.97949108761, ""2023-07-26"": 74256.66578207305}",168,0.3471074380165289,164,0.3388429752066115,127,0.262396694214876,127,0.262396694214876,0,0.0,0,0.0,0,0.0
SINGLE,MCB,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""300239.SZ"": 125433.55295395118, ""300266.SZ"": 83936.64888879699, ""300276.SZ"": 53639.380749673786, ""300295.SZ"": 76355.22608416183, ""300802.SZ"": 61029.18003763009}","{""2019-02-19"": 97373.16443947972, ""2020-06-02"": 108653.57514564051, ""2020-08-26"": 112845.31965218237, ""2021-06-02"": 100439.15416467868, ""2021-12-17"": 108459.8603855288}",59,0.0606372045220966,35,0.0359712230215827,12,0.0123329907502569,12,0.0123329907502569,342,0.3514902363823227,340,0.3494347379239466,319,0.3278520041109969
SINGLE,MCB,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.9999999999999996,0.9999999999999996,1.0000000000000002,1.0000000000000002,0.9999999999999996,1.0000000000000002,1.0000000000000002,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""300595.SZ"": 57286.75654681033, ""300893.SZ"": 67341.89977090596, ""300946.SZ"": 87630.09895225403, ""301366.SZ"": 50252.49806657125, ""603006.SH"": 77086.75945541177}","{""2022-06-17"": 74342.96934307474, ""2022-07-21"": 165631.37715960012, ""2023-01-19"": 82474.39065422278, ""2023-05-29"": 204840.24741159083, ""2023-07-26"": 131470.48105020414}",56,0.1157024793388429,27,0.0557851239669421,1,0.0020661157024793,1,0.0020661157024793,197,0.4070247933884297,192,0.396694214876033,185,0.3822314049586777
SINGLE,OGR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""300206.SZ"": 174514.75205006253, ""300278.SZ"": 246340.66376072593, ""300677.SZ"": 314834.76011320675, ""300691.SZ"": 277804.8267872006, ""603101.SH"": 294238.89159952453}","{""2020-02-18"": 294238.89159952453, ""2020-05-06"": 277804.8267872006, ""2021-02-19"": 310517.8534972352, ""2021-04-01"": 366201.9597975221, ""2021-08-03"": 231984.5962773293}",319,0.3278520041109969,237,0.2435765673175745,147,0.1510791366906475,147,0.1510791366906475,0,0.0,0,0.0,0,0.0
SINGLE,OGR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.9999999999999994,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.9999999999999994,1.0,1.0,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""002120.SZ"": 45597.044016579515, ""002615.SZ"": 42768.97121493181, ""300841.SZ"": 78108.05498060359, ""300953.SZ"": 65325.91098466306, ""603908.SH"": 131712.9073392352}","{""2022-05-05"": 53219.9635106936, ""2022-11-04"": 131712.9073392352, ""2022-11-16"": 45597.044016579515, ""2023-03-23"": 65325.91098466306, ""2023-07-26"": 74601.10847430024}",168,0.3471074380165289,164,0.3388429752066115,127,0.262396694214876,127,0.262396694214876,0,0.0,0,0.0,0,0.0
SINGLE,SMV6,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.9997805627314766,0.9997805627314766,0.9999598510181112,0.9999598510181112,0.9997798815045276,0.9999598510181112,0.9999598510181112,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""159928.SZ"": 52834.484838328186, ""159938.SZ"": 33534.049231832, ""159949.SZ"": 76089.82558409616, ""510050.SH"": 34624.455213978996, ""512710.SH"": 33699.44435885608}","{""2018-01-15"": 34624.455213978996, ""2019-08-29"": 52834.484838328186, ""2019-12-09"": 76089.82558409616, ""2020-06-15"": 33534.049231832, ""2020-12-22"": 33699.44435885608}",93,0.0955806783144912,35,0.0359712230215827,19,0.0195272353545734,19,0.0195272353545734,0,0.0,0,0.0,0,0.0
SINGLE,SMV6,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,0.9998043842277018,0.9998043842277018,0.9999907562706738,0.9999907562706738,0.9998043842277018,0.99999073669991,0.99999073669991,ALL_RECORDED_COMPLETED_TIMESTAMPS; THRESHOLD_DAY_COUNTS_ARE_DAILY_CLOSE,"{""159865.SZ"": 17821.31061516804, ""159995.SZ"": 9457.748584544024, ""512760.SH"": 30447.726821168042, ""512980.SH"": 13731.440733392043, ""515650.SH"": 10420.997129600026}","{""2022-01-04"": 17821.31061516804, ""2022-06-09"": 25391.156812688136, ""2023-01-04"": 13731.440733392043, ""2023-03-23"": 30063.227960976084, ""2023-03-24"": 16985.112052048113}",19,0.0392561983471074,3,0.006198347107438,1,0.0020661157024793,1,0.0020661157024793,0,0.0,0,0.0,0,0.0
