comparison,overlap_key,a_in_b,b_in_a,jaccard,group,return_source,event_count,independent_dates,year_distribution,executed_outcome_count,event_equal_return,signal_day_equal_return,severe_loss_count,mean_holding_sessions,atrdr_bull_funded,mcb_funded,same_entry_exit_cost_count,execution_note,parent_executable,avoided_negative,avoided_severe,missed_winner,unavailable_or_unexecutable,counterfactual_mean_return,evidence,ogr_funded,ifcgr_funded,actual_substitute_fills,filtered_ogr_fills,ogr_total_return,ifcgr_total_return,ogr_max_drawdown,ifcgr_max_drawdown,ogr_avg_utilization,ifcgr_avg_utilization,window,ogr_event_count,exact_symbol_signal_date,shared_signal_dates,same_symbol_within_3_sessions,same_security_holding_days,route_accepted_count,route_native_profit,route_mean_net_return,route_severe_loss_count,route_year_distribution,simultaneous_account_exposure_days,route_nav_status,record_type,a,b,start,end,n_days,full_day_correlation,both_active_correlation,both_active_return_days,common_holding_days,b_mean_on_a_worst5pct,a_tail_n,a_actual_loss_days_in_tail,a_mean_on_b_worst5pct,b_tail_n,b_actual_loss_days_in_tail,common_negative_ratio,a_tail_threshold,b_tail_threshold,tail_pressure_note,peak,trough,recovery,recovered,stock_depth,smv6_peak_to_trough_return,smv6_full_episode_return,episode_sessions
ATRDR_BULL_VS_MCB,SYMBOL_SIGNAL_DATE,0.656934306569343,0.9926470588235294,0.6537530266343826,SHARED,ATRDR_BULL,1890.0,124.0,"{""2014"": 114, ""2015"": 118, ""2016"": 78, ""2017"": 101, ""2018"": 71, ""2019"": 465, ""2020"": 422, ""2021"": 98, ""2022"": 74, ""2023"": 349}",1881.0,0.03677143904246706,0.03737424498455328,93.0,14.059011164274322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_BULL_VS_MCB,SYMBOL_SIGNAL_DATE,0.656934306569343,0.9926470588235294,0.6537530266343826,SHARED,MCB,1890.0,124.0,"{""2014"": 114, ""2015"": 118, ""2016"": 78, ""2017"": 101, ""2018"": 71, ""2019"": 465, ""2020"": 422, ""2021"": 98, ""2022"": 74, ""2023"": 349}",1881.0,0.03677143904246706,0.03737424498455328,93.0,14.059011164274322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_BULL_VS_MCB,SYMBOL_SIGNAL_DATE,0.656934306569343,0.9926470588235294,0.6537530266343826,ONLY_ATRDR_BULL,ATRDR_BULL,987.0,280.0,"{""2014"": 221, ""2015"": 70, ""2016"": 81, ""2017"": 109, ""2018"": 127, ""2019"": 84, ""2020"": 110, ""2021"": 43, ""2022"": 94, ""2023"": 48}",981.0,0.01099680415809982,0.017038294976012412,91.0,15.358817533129459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_BULL_VS_MCB,SYMBOL_SIGNAL_DATE,0.656934306569343,0.9926470588235294,0.6537530266343826,ONLY_ATRDR_BULL,MCB,0.0,0.0,{},0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_BULL_VS_MCB,SYMBOL_SIGNAL_DATE,0.656934306569343,0.9926470588235294,0.6537530266343826,ONLY_MCB,ATRDR_BULL,0.0,0.0,{},0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_BULL_VS_MCB,SYMBOL_SIGNAL_DATE,0.656934306569343,0.9926470588235294,0.6537530266343826,ONLY_MCB,MCB,14.0,13.0,"{""2014"": 2, ""2015"": 1, ""2016"": 1, ""2018"": 3, ""2020"": 6, ""2023"": 1}",14.0,0.07048484850626893,0.06467599069905886,1.0,10.214285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_BULL_VS_MCB,NA,NA,NA,NA,FUNDED_EXECUTION_OVERLAP,NA,852.0,NA,NA,NA,NA,NA,NA,NA,1494.0,1021.0,852.0,same T15/H15 and 20bp each side where exact; capacity may differ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OGR_VS_IFCGR,NA,NA,NA,NA,REJECT_ATTRIBUTION,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,0.0,0.0,8.0,0.0,0.09756660447966703,PIT_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OGR_VS_IFCGR,NA,NA,NA,NA,SAME_CAPITAL_ACCOUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.0,248.0,0.0,7.0,0.11016946776510617,0.10517720814314191,-0.014396305449991154,-0.015496829810301649,0.014877198624777219,0.0146288126626559,2018-01-02/2021-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATRDR_FAST_BEAR_VS_OGR,NA,NA,NA,NA,OVERLAP_DIAGNOSTIC,NA,153.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.0,0.0,2.0,1.0,20.0,126.0,0.16096137346752315,0.0371752972500646,17.0,"{""2015"": 32, ""2016"": 22, ""2017"": 1, ""2019"": 2, ""2020"": 21, ""2021"": 8, ""2022"": 37, ""2023"": 3}",395.0,NOT_ESTIMABLE_NO_ROUTE_ACCOUNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
