gap_id,symbol,signal_date,entry_status,net_return,holding_sessions,exit_reason,v29r2_rejection_reason,v29r2_open_risk_families,counterfactual
000519.SZ|2018-01-31,000519.SZ,2018-02-22,EXECUTABLE_ENTRY,0.09131331899178474,2,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,REGULATORY_INVESTIGATION,MISSED_WINNER
600397.SH|2018-01-31,600397.SH,2018-02-23,EXECUTABLE_ENTRY,0.03989984448544903,7,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,RISK_WARNING_OR_DELISTING,MISSED_WINNER
600749.SH|2018-02-01,600749.SH,2018-02-26,EXECUTABLE_ENTRY,0.08031859195714453,6,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,RISK_WARNING_OR_DELISTING,MISSED_WINNER
603111.SH|2018-08-20,603111.SH,2018-09-04,EXECUTABLE_ENTRY,0.17890323939600195,10,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,ILLEGAL_GUARANTEE|ISSUER_BANK_ACCOUNT_FREEZE|REGULATORY_INVESTIGATION,MISSED_WINNER
002181.SZ|2018-10-11,002181.SZ,2018-10-26,EXECUTABLE_ENTRY,0.0628327619920479,7,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,REGULATORY_INVESTIGATION,MISSED_WINNER
600568.SH|2019-08-02,600568.SH,2019-08-19,EXECUTABLE_ENTRY,0.05637211954046184,3,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,CONTROLLER_FUND_MISAPPROPRIATION|REGULATORY_INVESTIGATION,MISSED_WINNER
002535.SZ|2019-11-22,002535.SZ,2019-12-06,EXECUTABLE_ENTRY,0.04011164396061573,7,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,ISSUER_BANK_ACCOUNT_FREEZE|REGULATORY_INVESTIGATION,MISSED_WINNER
300278.SZ|2021-01-26,300278.SZ,2021-02-18,EXECUTABLE_ENTRY,0.23078131551383052,1,PRE_L_TARGET,RECENT_HIGH_PRECISION_OPEN_ISSUER_FACT,RISK_WARNING_OR_DELISTING,MISSED_WINNER
