trade_date,P1,P1_drawdown,P2,P2_drawdown,R1,R1_drawdown,R2,R2_drawdown
2018-01-02,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2018-01-03,1.0001729954780394,0.0,1.0001729954780394,0.0,1.0003459909560788,0.0,1.0003459909560788,0.0
2018-01-04,1.0002904450732115,0.0,1.0002904450732115,0.0,1.0005211838921508,0.0,1.0005211838921508,0.0
2018-01-05,1.0004136414404914,0.0,1.0004136414404914,0.0,1.0007458029383747,0.0,1.0007458029383747,0.0
2018-01-08,0.9999199907592923,-0.0004934465712486125,0.9999199907592923,-0.0004934465712486125,0.9999141094433448,-0.0008310736778389671,0.9999141094433448,-0.0008310736778389671
2018-01-09,1.000252411192371,-0.00016116358418327703,1.000252411192371,-0.00016116358418327703,1.0007021263559617,-4.3644032565293145e-05,1.0007021263559617,-4.3644032565293145e-05
2018-01-10,0.9993632449319834,-0.0010499622006309162,0.9993632449319834,-0.0010499622006309162,0.9987967582976058,-0.0019475921208423896,0.9987967582976058,-0.0019475921208423896
2018-01-11,0.9998775973692773,-0.0005358224328511074,0.9998775973692773,-0.0005358224328511074,0.9997163935104475,-0.00102864226350452,0.9997163935104475,-0.00102864226350452
2018-01-12,0.9999596483621114,-0.0004538053656748531,0.9999596483621114,-0.0004538053656748531,0.9998885883319764,-0.0008565757696723519,0.9998885883319764,-0.0008565757696723519
2018-01-15,0.9982730583992498,-0.0021396979734895627,0.9982730583992498,-0.0021396979734895627,0.9961227472953254,-0.004619610324095413,0.9961227472953254,-0.004619610324095413
2018-01-16,1.0001328113442456,-0.0002807139813102433,1.0001328113442456,-0.0002807139813102433,0.9990392950828404,-0.001705236085451145,0.9990392950828404,-0.001705236085451145
2018-01-17,1.0004648146893491,0.0,1.0004648146893491,0.0,0.9994367157433122,-0.0013081116015862815,0.9994367157433122,-0.0013081116015862815
2018-01-18,1.0029570874934288,0.0,1.0029570874934288,0.0,1.0026481691483873,0.0,1.0026481691483873,0.0
2018-01-19,1.0028915638286342,-6.533047685852722e-05,1.0028915638286342,-6.533047685852722e-05,1.002117118203317,-0.0005296483466591395,1.002117118203317,-0.0005296483466591395
2018-01-22,1.0047489799918814,0.0,1.0047489799918814,0.0,1.0050902524479592,0.0,1.0050902524479592,0.0
2018-01-23,1.0068251232892602,0.0,1.0068251232892602,0.0,1.0073293865543405,0.0,1.0073293865543405,0.0
2018-01-24,1.0070928831716084,0.0,1.0070928831716084,0.0,1.007819051368493,0.0,1.007819051368493,0.0
2018-01-25,1.0061344666535936,-0.0009516664590026869,1.0061344666535936,-0.0009516664590026869,1.0066632459984897,-0.001146838183336496,1.0066632459984897,-0.001146838183336496
2018-01-26,1.0071690275495322,0.0,1.0071690275495322,0.0,1.007900542879227,0.0,1.007900542879227,0.0
2018-01-29,1.004491736316692,-0.0026582342780675505,1.004491736316692,-0.0026582342780675505,1.005176171852669,-0.0027030157348415518,1.005176171852669,-0.0027030157348415518
2018-01-30,1.0024452396432648,-0.004690163991401208,1.0024452396432648,-0.004690163991401208,1.0030225937732853,-0.004839712747854108,1.0030225937732853,-0.004839712747854108
2018-01-31,1.004254048835539,-0.0028942299001046834,1.004254048835539,-0.0028942299001046834,1.0048314029655594,-0.003045082111871933,1.0048314029655594,-0.003045082111871933
2018-02-01,1.0049940206205845,-0.0021595252330579573,1.0049940206205845,-0.0021595252330579573,1.0052701988435082,-0.002609725785249317,1.0052701988435082,-0.002609725785249317
2018-02-02,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-05,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-06,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-07,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-08,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-09,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-12,1.005370076318298,-0.0017861462992077026,1.005370076318298,-0.0017861462992077026,1.0056293805505347,-0.0022533595648279725,1.0056293805505347,-0.0022533595648279725
2018-02-13,1.0053132104513887,-0.0018426073949660005,1.0053132104513887,-0.0018426073949660005,1.005515648816716,-0.002366199799533786,1.005515648816716,-0.002366199799533786
2018-02-14,1.0053132104513887,-0.0018426073949660005,1.0053132104513887,-0.0018426073949660005,1.005515648816716,-0.002366199799533786,1.005515648816716,-0.002366199799533786
2018-02-22,1.0052669908368637,-0.001888498018347784,1.0052669908368637,-0.001888498018347784,1.0054232095876663,-0.002457914433187769,1.0054232095876663,-0.002457914433187769
2018-02-23,1.005484338884015,-0.0016726970542533248,1.0054328212165737,-0.0017238480190189254,1.0056013277837068,-0.0022811924368569825,1.0055498101162657,-0.002332306277210705
2018-02-26,1.0076136509675724,0.0,1.0075230697767144,0.0,1.008800624113961,0.0,1.0087100429231033,0.0
2018-02-27,1.0090163621683872,0.0,1.0088200062737636,0.0,1.0109408609356063,0.0,1.0107445050409827,0.0
2018-02-28,1.0087382393045432,-0.00027563761527737984,1.0085775836187096,-0.00024030317950307634,1.0104662450989834,-0.00046947932857677177,1.0103055894131499,-0.00043424982836293147
2018-03-01,1.0121261854665813,0.0,1.0119488786913322,0.0,1.016460297554158,0.0,1.016282990778909,0.0
2018-03-02,1.011559378371719,-0.0005600162341428128,1.0114084446148177,-0.0005340527450491406,1.0152832927927014,-0.0011579446479992317,1.0151323590358003,-0.0011321962027789345
2018-03-05,1.0153507355073597,0.0,1.0151590481579225,0.0,1.0225694429023475,0.0,1.0223777555529103,0.0
2018-03-06,1.0184649525256704,0.0,1.0182792816276578,0.0,1.0283474446782994,0.0,1.028161773780287,0.0
2018-03-07,1.0180403840334706,-0.00041687098917531085,1.0177083154044748,-0.0005607167242667188,1.027320837599785,-0.0009983076088019294,1.0269887689707893,-0.001140875725407442
2018-03-08,1.0224988800189985,0.0,1.0221667582604788,0.0,1.0360469261054746,0.0,1.0357148043469548,0.0
2018-03-09,1.027642343621464,0.0,1.0273102109919865,0.0,1.0459152228753836,0.0,1.0455830902459062,0.0
2018-03-12,1.0300052025375552,0.0,1.029673069908078,0.0,1.0508243711556264,0.0,1.0504922385261493,0.0
2018-03-13,1.0279095975080668,-0.0020345577132286907,1.0275774648785896,-0.0020352139827019,1.0474316969596908,-0.0032285834712840744,1.0470995643302137,-0.0032296042479053044
2018-03-14,1.0247070693418547,-0.005143792655267987,1.0243749367123776,-0.005145451843441395,1.042766182102292,-0.007668445150803449,1.0424340494728148,-0.007670869672145475
2018-03-15,1.0230577639758933,-0.006745051912889322,1.0227256313464161,-0.006747227605245709,1.041411682287715,-0.008957432970040369,1.041079549658238,-0.008960265028818748
2018-03-16,1.023245116840524,-0.0065631568465642776,1.022912984211047,-0.006565273866621202,1.0423782762374756,-0.008037589486873387,1.0420461436079984,-0.008040130720052496
2018-03-19,1.0254272132745355,-0.004444627320076888,1.0250950806450583,-0.00444606098460798,1.0449710032661577,-0.005570262786189106,1.0446388706366805,-0.0055720239282121
