trade_date,equal_gross_nav,equal_net_nav,risk_aware_gross_nav,risk_aware_net_nav,equal_net_exposure,risk_aware_net_exposure,equal_net_positions,risk_aware_net_positions
2020-04-08,0.9900380977924774,0.9872609177597982,0.9900201693267585,0.9872431016267752,0.8444853053086933,0.8444034777332183,434,434
2020-04-09,0.9971010250108548,0.9941882484098132,0.9970258677347699,0.9941133207842281,0.8512565201328359,0.851170900680125,434,434
2020-04-10,0.976462337724345,0.9735975038666047,0.9761681392670096,0.9733040767771728,0.8481107242734083,0.8479889341015483,434,434
2020-04-13,0.9638770847478806,0.960918993663534,0.96350798635286,0.9605508967897434,0.8477146261274385,0.8475649056221255,445,445
2020-04-14,0.9847543991615331,0.9816213620760047,0.9842202076076737,0.9810886377424406,0.8521310440032652,0.8519452152727578,462,462
2020-04-15,0.9806447075869276,0.9773982197242401,0.9801487547015649,0.9769036221089409,0.853856568251308,0.8536517798690464,397,397
2020-04-16,0.9883288826240912,0.9849359579156153,0.9879376140734601,0.9845461010099115,0.8559426289839871,0.8557310070089265,380,380
2020-04-17,0.9915723996338265,0.9880457704327723,0.9914554369654248,0.9879291762703543,0.8576406987949168,0.8574648489526567,331,331
2020-04-20,1.0003799230191872,0.9966965517008841,1.0002477097386573,0.9965651014757597,0.8574191521681548,0.8574000569078464,306,306
2020-04-21,0.9918850691211677,0.9880892663458729,0.9919246703495567,0.9881287297574435,0.8531785494112961,0.8528755272951912,303,303
2020-04-22,0.9983188831121741,0.9943789289493759,0.9984594173729799,0.9945191475865952,0.8549955223098084,0.8547817455003831,201,201
2020-04-23,0.9874357785573672,0.9834600604424801,0.9881215152360756,0.9841440890945677,0.8145774587547246,0.8145790441444912,197,197
2020-04-24,0.9723307720066607,0.9683397259799031,0.97253818253234,0.9685467380729404,0.8526347036284899,0.8525648281541716,207,207
2020-04-27,0.9623998611703386,0.9583165609340231,0.9625139835438679,0.9584303846867012,0.8539229136576642,0.85385034974561,229,229
2020-04-28,0.9509632496237972,0.9467930252850312,0.9513180587448167,0.9471472006643926,0.8512402402501632,0.8513515706633713,244,244
2020-04-29,0.9488064478374261,0.944526114584835,0.9488721766194927,0.9445920863973196,0.8530078261985735,0.8532336758075723,249,249
2020-04-30,0.9766274270999717,0.9721304704141851,0.9764280041406448,0.9719323013148325,0.8596311271501709,0.8598880761657609,282,282
2020-05-06,0.9945008660112944,0.9898216620629865,0.993952985781652,0.989275766852993,0.8667666917458365,0.8666539412472745,261,261
2020-05-07,0.9980679376027317,0.9933331204827716,0.997651833569241,0.9929191918848357,0.9118490359054686,0.9122251281261162,259,259
2020-05-08,1.0054168853647985,1.0004458919478725,1.00463957796871,0.9996723755668326,0.8722204111316906,0.8725448894985498,255,255
2020-05-11,0.9971039293957662,0.992162298314714,0.9963675082154576,0.9914297312369906,0.8707076618485572,0.8710906178239448,254,254
2020-05-12,0.9970105168440746,0.991935449861753,0.9961259546754275,0.9910553533018185,0.8677727055051911,0.8681449238344322,253,253
2020-05-13,1.003528905973949,0.9983814352036671,1.00303335170118,0.9978887323270346,0.9181023407689215,0.9185108741842126,254,254
2020-05-14,0.996832059760144,0.9916261320010274,0.9961370560888451,0.9909343553070221,0.8680736938322746,0.8682043558281781,239,239
2020-05-15,0.9999270162678903,0.9945771287438775,0.9994474803479472,0.9940997104503033,0.8654471336065306,0.8652889479066329,224,224
2020-05-18,0.9922333797894773,0.9867554518056888,0.9914929532222353,0.9860184572413404,0.8447163870362457,0.8446441511416116,223,223
2020-05-19,1.001754149381425,0.9961161498480067,1.000967930718042,0.9953340621162163,0.8507156254773258,0.8508337243821601,235,235
2020-05-20,0.9949886707529282,0.9892305197510451,0.9941070306158649,0.9883534600656704,0.8367966386239835,0.8368591465912528,236,236
2020-05-21,0.9892868790346626,0.9835178650242212,0.9881333131160333,0.98237034610742,0.8863071154561709,0.886336416921722,247,247
2020-05-22,0.9762073169819527,0.9702969296453535,0.9749836752073506,0.9690797956019369,0.842536982907367,0.8424623728882706,262,262
2020-05-25,0.9716408263083933,0.9656316505550666,0.9707046772795866,0.964699844215985,0.8457738244724059,0.8452305332418213,292,292
2020-05-26,0.9883646514155503,0.9822326373391262,0.9873621607546575,0.9812347359391602,0.89767590913859,0.8971332580949669,319,319
2020-05-27,0.9791061288155034,0.9728951644362251,0.9777861019751702,0.9715821880433231,0.8971522774983697,0.8969435931203978,310,310
2020-05-28,0.9748065652952976,0.968503037615718,0.9735592008073786,0.9672622229379221,0.9027197290113185,0.9024717178784246,291,291
2020-05-29,0.9802491635875716,0.9737933423668175,0.9788327111113132,0.9723841609766548,0.9027281174785481,0.9021816731457963,266,266
2020-06-01,1.0112238251326473,1.0044666737737815,1.0096565565335058,1.0029083288745624,0.9046639200020551,0.9044452621593505,199,199
2020-06-02,1.0167435382196326,1.009860066169019,1.015019565647001,1.0081460012522152,0.8540031217456427,0.8537801310640473,139,139
2020-06-03,1.017856255707504,1.0108323137956001,1.016271643645537,1.0092572832126376,0.8543604800810707,0.8544083345582898,139,139
2020-06-04,1.0178399015209838,1.0107328239835884,1.0165346709266494,1.0094355016093106,0.8081213886330532,0.8081813136601143,138,138
2020-06-05,1.0195178655536847,1.0123089476088392,1.0181078850331453,1.0109074393730393,0.7567735070891344,0.756834721996486,135,135
2020-06-08,1.0158940979760895,1.0086649260843854,1.0141089210474439,1.006890599886917,0.8062700443520634,0.8062586768573874,138,138
2020-06-09,1.0219517461568777,1.0145910082939464,1.0203973412284673,1.0130461301267941,0.753996344701748,0.7539914688552027,137,137
2020-06-10,1.0149448728992057,1.007488496377745,1.0133134024264734,1.005867033952231,0.7491588439916743,0.7490837053240954,137,137
2020-06-11,1.0137726675359655,1.0062857866372483,1.0125984468531934,1.0051190420966742,0.7988979999026911,0.7989205217285418,139,139
2020-06-12,1.0123933648269032,1.004825620637171,1.0115253114614777,1.0039633588622658,0.749500074636282,0.7498380073246143,130,130
2020-06-15,1.0146179534109125,1.0069066026896145,1.0135497488880265,1.005845384985898,0.7500119945485687,0.7504842420635189,129,129
2020-06-16,1.025748341611707,1.017833874426845,1.0250207046997437,1.0171094717005196,0.7541159625117975,0.7538518254702141,117,117
2020-06-17,1.0270674446412553,1.0190528129924696,1.0266016503748276,1.0185897990902713,0.704406005936749,0.7048543355479349,114,114
2020-06-18,1.0337450695855122,1.0255481994733295,1.0325473103832343,1.0243584113036455,0.7054463968656669,0.7057863962654577,104,104
2020-06-19,1.0306119195611578,1.0223015713001389,1.0293544513736481,1.0210528930388134,0.7025262458122076,0.7030109633708354,88,88
2020-06-22,1.032835150559558,1.0243744082645012,1.0312285516434812,1.0227794704824733,0.7014394532032509,0.7019112405783308,55,55
2020-06-23,1.0319915400322468,1.0234045029126175,1.031253905253663,1.0226730430713367,0.701875429188525,0.7027514922701864,31,31
2020-06-24,1.0203901899263594,1.011756173917092,1.0196765720340717,1.0110482455271395,0.6976606772183331,0.6983867569954844,30,30
2020-06-29,1.0136477241884454,1.0049350770693812,1.012806296560995,1.0041010352034934,0.6972017624377445,0.6982194094204883,32,32
2020-06-30,1.0161414917945115,1.0072813968956054,1.0154897981643618,1.0066355970118848,0.6984500872259508,0.699598262853353,33,33
2020-07-01,1.0197430261849245,1.0107216117194957,1.0190039154734796,1.0099893355401963,0.6986866024250924,0.6999214790581308,30,30
2020-07-02,1.0322906322654353,1.0231269601568018,1.0312878090669166,1.0221328882020886,0.7517297237885449,0.752887591154072,33,33
2020-07-03,1.0428679842317408,1.0335257006758443,1.042495194449517,1.0331560590378546,0.7033156842162692,0.7042110207253236,31,31
2020-07-06,1.0732122562335673,1.063628765418866,1.072946429291743,1.0633653155545946,0.7117125116213269,0.7126141207879516,31,31
2020-07-07,1.072910403174713,1.0633304492334765,1.0731231928375133,1.0635419466709246,0.7116316328842508,0.7126618493132079,31,31
2020-07-08,1.093987734718183,1.0841435025824098,1.0932389369789608,1.0834005735875403,0.6693903103930083,0.6700655682792499,28,28
2020-07-09,1.124143473767878,1.1140516725225544,1.122873230289571,1.1127913537287404,0.675792108597436,0.6761600860938826,27,27
2020-07-10,1.1110561283731857,1.100968976186786,1.109558889722059,1.099483648967918,0.6217189824771581,0.6220358158047476,26,26
2020-07-13,1.136395107322785,1.1259923905595939,1.134730483000702,1.1243408477069445,0.5776256137970648,0.577635998584161,24,24
2020-07-14,1.144517259046608,1.1340450325632574,1.1429829374748643,1.132522445888274,0.580624815438927,0.5806872516152942,24,24
2020-07-15,1.1154491821111665,1.105122596845784,1.1138895778797542,1.1035749952979483,0.5236223502744486,0.5236429571307927,23,23
2020-07-16,1.0923011918347405,1.082070865211894,1.0916738525125167,1.081447361794546,0.463215290933434,0.4635341595142144,21,21
2020-07-17,1.0872909814197458,1.0771005710434842,1.0869820574729872,1.076792637022216,0.4607382911240471,0.46121514213671483,21,21
2020-07-20,1.098242671894388,1.0878177544383372,1.0979451055888947,1.087521092291084,0.4647659143778885,0.4652441548047443,21,21
2020-07-21,1.1003213730011707,1.0897930776959583,1.0999666310063476,1.089439896652585,0.4213726166928383,0.42185777411673653,20,20
2020-07-22,1.096018259677705,1.0853900996716364,1.0955123493690082,1.0848872591174916,0.3497596022585513,0.3502218363338111,19,19
2020-07-23,1.090828041188865,1.0801983530727606,1.0902339340518286,1.07961166152195,0.32292698660698343,0.3251804643526701,18,18
2020-07-24,1.0781138893770117,1.0674674991031512,1.0771327165672813,1.066495073081044,0.2483138675063714,0.24922379360589203,16,16
2020-07-27,1.0729734718287034,1.062249682896337,1.0719982183309917,1.0612813486760457,0.25216864125100197,0.25206074690719316,17,17
2020-07-28,1.0785426944562964,1.0676193285062892,1.0774854948652752,1.0665706993939028,0.25118368562323906,0.25132628263462287,14,14
2020-07-29,1.0827792189281114,1.0717176885787885,1.0817597328896318,1.0707065977530932,0.20385907653089178,0.2040863053449495,12,12
2020-07-30,1.0809111113478576,1.0697638310463524,1.0800588329512548,1.0689176430170444,0.14869780572917526,0.14866154525237252,9,9
2020-07-31,1.0851675230242745,1.0739353656877586,1.084487486196284,1.073259713975817,0.20188862954438627,0.20197925641315378,10,10
2020-08-03,1.0950971890702468,1.0837655549255925,1.0940970238949252,1.0827729537478201,0.20912782050112813,0.20899066416073037,10,10
2020-08-04,1.0904963654871445,1.0792104456082245,1.0894823091331425,1.0782041032312473,0.20578972342437848,0.20563879098399834,10,10
2020-08-05,1.0935625276688623,1.0822458198941063,1.092582454975686,1.081273119001693,0.20801724457233411,0.2078934545237258,10,10
2020-08-06,1.0935541708883307,1.0822374563485693,1.0922804407822755,1.0809740144838136,0.20801112411900785,0.2076742793694487,10,10
2020-08-07,1.0896304333090305,1.078352726867994,1.0883948988157024,1.0771270917718332,0.20515801079368756,0.20484451505169685,10,10
2020-08-10,1.0923204339456216,1.0809725564408112,1.0910755744919534,1.0797377369507153,0.2569695361535658,0.2566510876255392,11,11
2020-08-11,1.084392276699785,1.073123753417347,1.0833247741037655,1.0720645425634718,0.25153502803407607,0.25133064237645336,11,11
2020-08-12,1.0823891653207671,1.0710969334088727,1.0813030644312702,1.070019365287243,0.30026307768952004,0.30004213731757173,13,13
2020-08-13,1.087383888099277,1.0760021962977082,1.0863417692212742,1.074968130048333,0.35334465702601187,0.3531545292410717,20,20
2020-08-14,1.0892931239249743,1.0778915000399252,1.0883792019607013,1.0769843136696649,0.3544780998255515,0.35436546539596636,20,20
2020-08-17,1.093768534578023,1.0822279183872883,1.092943267657427,1.0814085261578592,0.30941005881588407,0.30933806391922386,19,19
2020-08-18,1.097386616503698,1.0858087688613545,1.0964310142090392,1.0848602519246981,0.31168753104597835,0.3115355594922392,19,19
2020-08-19,1.0892404728087308,1.077745566733357,1.088330817719441,1.0768425813316185,0.3065378902256322,0.3064095724680131,19,19
2020-08-20,1.0867342123983632,1.0752650791158775,1.0860813776413516,1.0746163810560143,0.3049381691801939,0.3049727144150855,19,19
2020-08-21,1.0897510787269704,1.0782082655939955,1.0892152872603207,1.0776753908891572,0.35679052698710895,0.3568938443004209,26,26
2020-08-24,1.0898089316650217,1.0781211976741538,1.0892816153800955,1.0775973635242455,0.35453549450713195,0.3549295241928334,24,24
2020-08-25,1.0862881894031402,1.0744903428145776,1.0855829955985488,1.0737904224507493,0.3490616710484878,0.34925321733155024,25,25
2020-08-26,1.073967392148657,1.0622570995374807,1.073151428444071,1.0614476652531204,0.3921629272365662,0.3922863165242264,30,30
2020-08-27,1.0803816184322717,1.0685605455129277,1.0797244101721006,1.0679081979144698,0.4455187878320288,0.44572419598605895,46,46
2020-08-28,1.083315014235488,1.0713256674487122,1.0828277172942866,1.0708415537684588,0.4476257578462427,0.4479286225538598,46,46
2020-08-31,1.0835667961176256,1.0715321159972695,1.0827938297831294,1.0707653962538886,0.49780901910759395,0.497977736412865,48,48
2020-09-01,1.0813193245368038,1.0692658586653174,1.080489953980558,1.0684433928586707,0.5468600156573054,0.5470012369087096,50,50
2020-09-02,1.0813600318077152,1.0692630254708408,1.080638031355587,1.0685467866923872,0.5969223229947441,0.5971047894888238,53,53
2020-09-03,1.0744630747695003,1.0623967805426706,1.0734897182469585,1.0614319945741157,0.6446661512700291,0.6447632854866368,56,56
2020-09-04,1.080703602060466,1.0685261360431146,1.0792925063354062,1.0671285106697759,0.6959988580958772,0.6959676500746177,65,65
2020-09-07,1.0686107949509887,1.0564305780535956,1.0676561313030581,1.0554845885761752,0.6944063586907041,0.6944939023728701,66,66
2020-09-08,1.0683089084514985,1.0560914608327137,1.067429368136123,1.0552197633378513,0.7443662985784649,0.7444771542077299,82,82
2020-09-09,1.0408816190496255,1.0288252466211918,1.0400838070182523,1.0280346435621281,0.7351410586974387,0.735287174799462,91,91
2020-09-10,1.0188763000361019,1.0069259731478521,1.0180187769465223,1.0060754561421585,0.7279820872181572,0.7275107255878729,130,130
2020-09-11,1.0353728148016241,1.023199153591477,1.0345975138852077,1.0224299988300363,0.7813738173696277,0.7809353880164595,179,179
2020-09-14,1.04776790184475,1.0354158139275085,1.046823368315414,1.0344791122821864,0.8337045933075293,0.8332454417883061,182,182
2020-09-15,1.0543176115426358,1.0418507180199463,1.0532943141160929,1.0408362366421458,0.8845531423362372,0.8840904451415568,185,185
2020-09-16,1.0414919788512331,1.0291278881655466,1.0397223122919357,1.0273752264533251,0.9335761547062159,0.9330538054861075,188,188
2020-09-17,1.0590240538361508,1.0464227264475539,1.0574150474000417,1.0448291027163197,0.9837395136662603,0.9832371915849291,193,193
2020-09-18,1.0749997991895295,1.0620838356542666,1.073424990952166,1.0605249024091599,0.9858353661767914,0.9857552816774606,191,191
2020-09-21,1.0777348006377228,1.0646927367838661,1.075975429395882,1.0629512401330043,0.9359169148698393,0.9356284848552894,187,187
2020-09-22,1.0626930606347502,1.049689610762138,1.0613400912542794,1.0483505431907605,0.9371871500305708,0.9371388687304351,186,186
2020-09-23,1.072149347796674,1.0589037800067262,1.070738046611994,1.057506974338683,0.9398068546215916,0.9396698143474976,188,188
2020-09-24,1.044237823233312,1.0311800672204998,1.0428839366288516,1.0298400851824512,0.9382097759517525,0.9378826094781257,174,174
2020-09-25,1.0387515034563166,1.0256284306596177,1.0374290515284124,1.0243195661084437,0.9413881880612087,0.9410286234392077,221,221
2020-09-28,1.022470122386106,1.0094091408407295,1.0214565191303415,1.008405270749823,0.9425827662573,0.9420415057631468,247,247
2020-09-29,1.0358892094027277,1.022543908083364,1.034410812057192,1.0210809700905996,0.946512666692885,0.9459412497600178,302,302
2020-09-30,1.0330304709544338,1.0196209041932438,1.031522033196764,1.0181266971613123,0.9659236713252342,0.9644026176033578,310,310
2020-10-09,1.0644355197855395,1.050474636743949,1.0629251281376366,1.0489819806119938,0.9457103122189243,0.9459437317967141,325,325
2020-10-12,1.101776662698394,1.0872696967426152,1.1002444468653219,1.0857553314417905,0.8993736975496741,0.8994647593822469,316,316
2020-10-13,1.1056545268068885,1.0910068224000717,1.1044095078766785,1.0897759971889809,0.8520547515089261,0.8520217467944424,314,314
2020-10-14,1.092506376173277,1.0779220143203792,1.0912758154000948,1.0767055047094183,0.8010229594328562,0.800878511920575,298,298
2020-10-15,1.0801393351956021,1.0655654222411077,1.0792474299410295,1.06468387644006,0.7987261529461309,0.7988811913058913,290,290
2020-10-16,1.0763129266146776,1.06164728225191,1.0756587880018376,1.0610006819753948,0.7964648635239634,0.7967118264576176,249,249
2020-10-19,1.0677770663921762,1.0530850158123493,1.067026149477503,1.0523418271454392,0.7979482360073449,0.7975792461733688,207,207
2020-10-20,1.0738200598366352,1.0589113450058267,1.0728981673849707,1.0580004367857654,0.7973865060482199,0.7974937284212175,214,214
2020-10-21,1.0610346787307718,1.0461557951476883,1.0607831420691973,1.0459076707121924,0.7963464937717427,0.7968688172765165,213,213
2020-10-22,1.0549368339365333,1.040003766777079,1.0548968637679912,1.0399639931327314,0.796886271124262,0.7970945015790213,224,224
2020-10-23,1.0360205130930429,1.0212010785649852,1.0355527962687103,1.0207388471009258,0.7951818740588619,0.7954247720484565,229,229
2020-10-26,1.0374687901990776,1.0224999987525647,1.0374226959313302,1.0224540113042837,0.7962925638985738,0.7963093169434289,253,253
2020-10-27,1.0407645168204702,1.025708663450946,1.0404170219042237,1.0253653347349543,0.846675934936476,0.8466419636230171,266,266
2020-10-28,1.0384973778215825,1.0233405731948237,1.0378339380142085,1.022685476297641,0.8477851367565654,0.8476260807809198,274,274
2020-10-29,1.0334105767467945,1.0181922989081436,1.0326387938755248,1.017429811503447,0.849169531622564,0.8485971757758681,284,284
2020-10-30,1.0126256567845362,0.9975589322352183,1.0119273201022785,0.9968689656733063,0.8459652613737835,0.8454169994344776,296,296
2020-11-02,1.0107318440399455,0.9955631178053579,1.010263048937681,0.995099420597732,0.8456223540676069,0.8451239449583073,337,337
2020-11-03,1.032011865305028,1.0164151517449496,1.031662609494753,1.016069420931706,0.8489800002752205,0.8484484204086509,376,376
2020-11-04,1.0292279266699098,1.0135380288002873,1.028661879602693,1.0129781544036347,0.8477134037991226,0.8470416871331249,321,321
2020-11-05,1.043613683974521,1.0275835483574145,1.0430490107269057,1.027025347599731,0.8482675510549514,0.8477702703702564,317,317
2020-11-06,1.0329855098418828,1.0169740425093605,1.0324721137804125,1.0164668881054777,0.846321715809767,0.8460628242084001,299,299
2020-11-09,1.0624202158786433,1.04594465183565,1.0619462283399426,1.0454765539783726,0.899410210495659,0.8991657705974312,309,309
2020-11-10,1.054443328325819,1.0380448384699623,1.0537071054140859,1.0373184456949365,0.9494866641058688,0.9492173524470616,310,310
2020-11-11,1.039307046357255,1.0230849259209598,1.0387592543397803,1.022544427570184,0.9993711011252435,0.9991090739767945,313,313
2020-11-12,1.0446414446498438,1.0282116831605126,1.0437757808323553,1.027357720444018,0.9995684916799501,0.9990476045734413,314,314
2020-11-13,1.048483971063734,1.0318563314408864,1.0475491566668134,1.0309337650076125,0.9973116666633225,0.9966463796894274,323,323
2020-11-16,1.0529138007092358,1.036089106328652,1.0527557554534364,1.035932562450303,0.9988200578435373,0.9986402616774,328,328
2020-11-17,1.0404174960018275,1.0236448979107544,1.0407708035904246,1.0239921679835495,0.9989572901487167,0.9989154542316144,322,322
2020-11-18,1.0458735140909485,1.0288950933881629,1.0465321656357955,1.0295423262918846,1.0,1.0,332,332
2020-11-19,1.0508149746867386,1.0335934668224331,1.051407485106596,1.0341741945208,1.0,1.0,322,322
2020-11-20,1.057997239141551,1.0405632221295358,1.0583980817026373,1.0409571168623635,0.9494673264321092,0.9495296129714564,312,312
2020-11-23,1.0625162673780162,1.0448723539368556,1.0627931824144101,1.0451466174243071,0.950125978533565,0.9501891034111992,284,284
2020-11-24,1.0642094800609343,1.0464100818023707,1.0644266594209904,1.0466247197262963,0.9500064386884327,0.9500515700615613,277,277
2020-11-25,1.0501343761052893,1.0324399521821546,1.0507484118716943,1.033045238754871,0.9499947780868034,0.9500691595073762,272,272
