scale,period,reason,average_cash_NAV_share,share_of_unused_cash_NAV_days,cash_currency_days,negative_interaction_days,decision_waterfall_sum,decision_count_positive,method
MAX_FILL,2019,NO_QUALIFYING_OPPORTUNITY,0.2530263367727105,0.40055283785454254,459951702.0062965,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2019,SINGLE_SECURITY_CAP,0.3382004167593528,0.5353874953271592,583927256.8224418,0,129361974.15772572,30,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2019,LIQUIDITY_CAP,0.040466029192883536,0.06405966681829786,72235171.86716148,0,12921827.41911283,22,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2019,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2019,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2019,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2019,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,NO_QUALIFYING_OPPORTUNITY,0.19312562710862066,0.43933634927206733,386344476.5657494,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,SINGLE_SECURITY_CAP,0.20458422967069215,0.46540321928175615,430530875.76969135,0,105901343.26693895,46,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,LIQUIDITY_CAP,0.041875047653495555,0.09526043144617641,85868334.37715375,2,21153634.248332214,31,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2020,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,NO_QUALIFYING_OPPORTUNITY,0.22455394729387335,0.39442991929868637,622887117.8890829,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,SINGLE_SECURITY_CAP,0.30825063692687416,0.5414434941449496,815996655.8639548,0,259162036.02081457,49,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,LIQUIDITY_CAP,0.0365080776917669,0.06412658655636409,97568306.62305495,0,39938952.97203639,41,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2021,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,NO_QUALIFYING_OPPORTUNITY,0.16523215037319533,0.3593309599275164,585594164.7352853,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,SINGLE_SECURITY_CAP,0.2679595220624546,0.5827325497304686,960390676.8899682,0,200382688.32628876,37,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,LIQUIDITY_CAP,0.026641096793379594,0.0579364903420148,93976527.36000168,0,44441171.31683356,35,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2022,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,NO_QUALIFYING_OPPORTUNITY,0.20415336597615508,0.32252319913234856,856546769.137789,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,SINGLE_SECURITY_CAP,0.3584748498477896,0.56632157313978,1482000607.331953,0,256636368.50414884,30,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,LIQUIDITY_CAP,0.07035994293600868,0.11115522772787148,290523798.1353456,0,64508297.98614672,25,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2023,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,NO_QUALIFYING_OPPORTUNITY,0.12371633481557916,0.22034366703273137,630403587.6638174,0,435813.28382024926,1,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,SINGLE_SECURITY_CAP,0.36821076590652146,0.6557978824842844,1737757526.7039788,0,296693240.1079216,28,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,LIQUIDITY_CAP,0.06954279075066618,0.12385845048298415,347558547.2151388,0,98520139.5142682,36,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2024,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,NO_QUALIFYING_OPPORTUNITY,0.09822833247245352,0.23400502075698146,587301735.0724965,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,SINGLE_SECURITY_CAP,0.24223738903853015,0.5770714398106527,1451866811.6850119,0,431261677.24071157,45,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,LIQUIDITY_CAP,0.0793044704049644,0.18892353943236587,476535256.5364399,0,145835208.40939045,44,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2025,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,NO_QUALIFYING_OPPORTUNITY,0.1505246998448865,0.3520009905268815,726081852.5443314,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,SINGLE_SECURITY_CAP,0.23687572128623957,0.5539322689927182,1118796803.6151726,0,324506670.1262537,35,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,LIQUIDITY_CAP,0.04022536372697443,0.09406674048040031,187618298.6210098,0,61765025.4920671,26,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,GROSS_CAP,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,CASH_EXHAUSTED,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,SOFT_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
MAX_FILL,2026,FAMILY_RISK_BUDGET,0.0,0.0,0.0,0,0.0,0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL_WITH_CASH_PROVENANCE; ORDER_DEPENDENT_NOT_SHAPLEY
