scale,period,strategy,ratio_type,orders,p50,p95,max,missing_denominator,grade
X2,2025,OGR,order_to_daily_amount,31,0.006402846991356877,0.013628115923497755,0.01848645985550428,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2025,OGR,order_to_ADV20,31,0.003766227403350013,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2025,SMV6,order_to_execution_window_volume,68,0.4991727527131254,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2026,ATRDR,order_to_daily_amount,178,0.0008820536979638534,0.004989655816139745,0.010207435406511752,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2026,ATRDR,order_to_ADV20,178,0.0019539160250005056,0.007657122851784011,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2026,OGR,order_to_daily_amount,29,0.0029987492186556667,0.0069657079189686735,0.010043054383175539,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2026,OGR,order_to_ADV20,29,0.0017790493521129336,0.005028216928165291,0.008745564016137035,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X2,2026,SMV6,order_to_execution_window_volume,18,0.4993983331705294,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,ATRDR,order_to_daily_amount,845,0.0015842969598095305,0.008038772785106268,0.023707067937659247,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,ATRDR,order_to_ADV20,845,0.002755494725843386,0.01,0.010000000000000002,3,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,MCB,order_to_daily_amount,18,0.0013362601170811127,0.003308931410128634,0.0050302666745125416,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,MCB,order_to_ADV20,18,0.002426675721928748,0.008164189235603758,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,OGR,order_to_daily_amount,196,0.0018129898864606409,0.012594327409435854,0.023481379239548943,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,OGR,order_to_ADV20,196,0.0018170527894697626,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,DISCOVERY,SMV6,order_to_execution_window_volume,90,0.49944415638926953,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,ATRDR,order_to_daily_amount,417,0.002151603891525246,0.008558407675956493,0.01565496319729755,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,ATRDR,order_to_ADV20,417,0.003636687316805981,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,MCB,order_to_daily_amount,3,0.0005888679014759596,0.001219765010457048,0.0012898646892327247,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,MCB,order_to_ADV20,3,0.005730321946372076,0.005730321946372076,0.005730321946372076,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,OGR,order_to_daily_amount,42,0.00405805372723579,0.016783406610153102,0.0184202587776838,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,OGR,order_to_ADV20,42,0.003567801092678029,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,VALIDATION,SMV6,order_to_execution_window_volume,37,0.49982952608250936,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,ATRDR,order_to_daily_amount,286,0.0026826471707519584,0.010881782832331932,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,ATRDR,order_to_ADV20,286,0.004224702505171231,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,MCB,order_to_daily_amount,2,9.646789535907003e-05,0.0001807749383049519,0.00019014238752116102,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,MCB,order_to_ADV20,2,0.00013316504653856456,0.0002500364236485359,0.0002630221322163105,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,OGR,order_to_daily_amount,45,0.007386764877423713,0.017535545385647947,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,OGR,order_to_ADV20,45,0.008534281615265713,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024_POST_HOC,SMV6,order_to_execution_window_volume,24,0.4995154198247445,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,ATRDR,order_to_daily_amount,264,0.001399392752273161,0.006638588691911215,0.01040512197517977,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,ATRDR,order_to_ADV20,264,0.002648707462824201,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,MCB,order_to_daily_amount,1,2.1622732211665715e-20,2.1622732211665715e-20,2.1622732211665715e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,MCB,order_to_ADV20,1,3.4499303996854364e-20,3.4499303996854364e-20,3.4499303996854364e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,OGR,order_to_daily_amount,31,0.009348625208356005,0.017433251755272813,0.01848645985550428,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,OGR,order_to_ADV20,31,0.0067684154679075745,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025_POST_HOC,SMV6,order_to_execution_window_volume,75,0.499803536345776,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026_YTD_POST_HOC,ATRDR,order_to_daily_amount,169,0.0014513905020823166,0.007738698893254512,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026_YTD_POST_HOC,ATRDR,order_to_ADV20,169,0.0030400073219280514,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026_YTD_POST_HOC,OGR,order_to_daily_amount,29,0.005625051910835559,0.012784557368510214,0.018853534989082817,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026_YTD_POST_HOC,OGR,order_to_ADV20,29,0.003333069181895761,0.009440780465985602,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026_YTD_POST_HOC,SMV6,order_to_execution_window_volume,20,0.49977972419703987,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,ATRDR,order_to_daily_amount,1981,0.0017088423333397032,0.008618198223244887,0.023707067937659247,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,ATRDR,order_to_ADV20,1981,0.0031114035375966603,0.01,0.010000000000000002,4,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,MCB,order_to_daily_amount,24,0.0011264602012814211,0.002919397897029371,0.0050302666745125416,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,MCB,order_to_ADV20,24,0.0021526780476658716,0.007705236544504698,0.01,3,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,OGR,order_to_daily_amount,343,0.0035103272204579914,0.015685210388180593,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,OGR,order_to_ADV20,343,0.003074641829886476,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,FULL,SMV6,order_to_execution_window_volume,246,0.49965549034969625,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,ATRDR,order_to_daily_amount,247,0.0011631071402067544,0.008850476815092956,0.023707067937659247,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,ATRDR,order_to_ADV20,247,0.0017798963874962638,0.01,0.010000000000000002,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,MCB,order_to_daily_amount,3,0.0006441232279285422,0.0016926367418063383,0.0018091382433483157,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,MCB,order_to_ADV20,3,0.002517225628054243,0.003647306573813884,0.003772871123342733,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,OGR,order_to_daily_amount,139,0.000977414126268325,0.012062695779251674,0.023481379239548943,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,OGR,order_to_ADV20,139,0.0010120949857293385,0.009400890816531289,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2018,SMV6,order_to_execution_window_volume,1,0.04013247251831707,0.04013247251831707,0.04013247251831707,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2019,ATRDR,order_to_daily_amount,210,0.0011616636621728444,0.006082141084845746,0.01016451730779904,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2019,ATRDR,order_to_ADV20,210,0.0022319972240003906,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2019,OGR,order_to_daily_amount,23,0.0037927941498626153,0.015107762769236489,0.018589760911742335,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2019,OGR,order_to_ADV20,23,0.0038759060275960436,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2019,SMV6,order_to_execution_window_volume,27,0.4939759036144578,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,ATRDR,order_to_daily_amount,208,0.001597116736556871,0.007421663331943103,0.013127504410437802,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,ATRDR,order_to_ADV20,208,0.0026648557916204817,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,MCB,order_to_daily_amount,12,0.0014756012951575993,0.003916461503440601,0.0050302666745125416,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,MCB,order_to_ADV20,12,0.002467984136711664,0.008737880099477582,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,OGR,order_to_daily_amount,10,0.002138013221522622,0.011663374089568239,0.013182853765775283,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,OGR,order_to_ADV20,10,0.002510358098039617,0.009974554729739866,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2020,SMV6,order_to_execution_window_volume,39,0.49971181556195965,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,ATRDR,order_to_daily_amount,180,0.0026713145047442726,0.00950125329970944,0.017516481642484965,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,ATRDR,order_to_ADV20,180,0.005426200123548728,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,MCB,order_to_daily_amount,3,0.001113110544150765,0.0021193313723720823,0.0022311336866188956,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,MCB,order_to_ADV20,3,0.0021526780476658716,0.004621784166790158,0.004896129291137302,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,OGR,order_to_daily_amount,24,0.005383403970053238,0.012374935964419182,0.014085452378512614,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,OGR,order_to_ADV20,24,0.005993602893555839,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2021,SMV6,order_to_execution_window_volume,23,0.3731867103416004,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2022,ATRDR,order_to_daily_amount,232,0.002055051328086769,0.008484535231759748,0.012387705024647208,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2022,ATRDR,order_to_ADV20,232,0.0035962509420010714,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2022,OGR,order_to_daily_amount,33,0.0040673136145126,0.01514400815759659,0.0184202587776838,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2022,OGR,order_to_ADV20,33,0.0035133990675329527,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2022,SMV6,order_to_execution_window_volume,15,0.49982952608250936,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,ATRDR,order_to_daily_amount,185,0.00235290748888743,0.008453518239229766,0.01565496319729755,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,ATRDR,order_to_ADV20,185,0.00392684241620372,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,MCB,order_to_daily_amount,3,0.0005888679014759596,0.001219765010457048,0.0012898646892327247,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,MCB,order_to_ADV20,3,0.005730321946372076,0.005730321946372076,0.005730321946372076,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,OGR,order_to_daily_amount,9,0.0035103272204579914,0.015472626810695066,0.016970660867218556,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,OGR,order_to_ADV20,9,0.0036222031178231055,0.008730943348911228,0.009372375494736919,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2023,SMV6,order_to_execution_window_volume,22,0.49970050949438666,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,ATRDR,order_to_daily_amount,286,0.0026826471707519584,0.010881782832331932,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,ATRDR,order_to_ADV20,286,0.004224702505171231,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,MCB,order_to_daily_amount,2,9.646789535907003e-05,0.0001807749383049519,0.00019014238752116102,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,MCB,order_to_ADV20,2,0.00013316504653856456,0.0002500364236485359,0.0002630221322163105,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,OGR,order_to_daily_amount,45,0.007386764877423713,0.017535545385647947,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,OGR,order_to_ADV20,45,0.008534281615265713,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2024,SMV6,order_to_execution_window_volume,24,0.4995154198247445,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,ATRDR,order_to_daily_amount,264,0.001399392752273161,0.006638588691911215,0.01040512197517977,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,ATRDR,order_to_ADV20,264,0.002648707462824201,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,MCB,order_to_daily_amount,1,2.1622732211665715e-20,2.1622732211665715e-20,2.1622732211665715e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,MCB,order_to_ADV20,1,3.4499303996854364e-20,3.4499303996854364e-20,3.4499303996854364e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,OGR,order_to_daily_amount,31,0.009348625208356005,0.017433251755272813,0.01848645985550428,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,OGR,order_to_ADV20,31,0.0067684154679075745,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2025,SMV6,order_to_execution_window_volume,75,0.499803536345776,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026,ATRDR,order_to_daily_amount,169,0.0014513905020823166,0.007738698893254512,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026,ATRDR,order_to_ADV20,169,0.0030400073219280514,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026,OGR,order_to_daily_amount,29,0.005625051910835559,0.012784557368510214,0.018853534989082817,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026,OGR,order_to_ADV20,29,0.003333069181895761,0.009440780465985602,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X3,2026,SMV6,order_to_execution_window_volume,20,0.49977972419703987,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,ATRDR,order_to_daily_amount,734,0.0022598874601706138,0.008870971007221909,0.015439152150399824,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,ATRDR,order_to_ADV20,734,0.003966978330121472,0.01,0.010000000000000002,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,MCB,order_to_daily_amount,12,0.0007644769204740068,0.0034146862268528526,0.005177400864632562,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,MCB,order_to_ADV20,12,0.0021050009395539105,0.005315579700402973,0.005315579700402973,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,OGR,order_to_daily_amount,188,0.0021570010165395765,0.01555032663583862,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,OGR,order_to_ADV20,188,0.002385447261177648,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,DISCOVERY,SMV6,order_to_execution_window_volume,93,0.4995871180842279,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,ATRDR,order_to_daily_amount,371,0.002959659283751346,0.009789385361322383,0.015984930812725395,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,ATRDR,order_to_ADV20,371,0.00551652083055087,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,MCB,order_to_daily_amount,2,0.0011254731420887714,0.002138398969968665,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,MCB,order_to_ADV20,2,0.01,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,OGR,order_to_daily_amount,43,0.0058476442142295585,0.01808434251436612,0.024458681333431216,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,OGR,order_to_ADV20,43,0.0036696531675801474,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,VALIDATION,SMV6,order_to_execution_window_volume,35,0.4999078341013825,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,ATRDR,order_to_daily_amount,271,0.0031412112222189096,0.011810560498203091,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,ATRDR,order_to_ADV20,271,0.006000927616501389,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,MCB,order_to_daily_amount,2,0.00013617820910322961,0.0002452886024414433,0.00025741197947902255,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,MCB,order_to_ADV20,2,0.00018688639163669797,0.0003391565985961918,0.00035607551048058,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,OGR,order_to_daily_amount,48,0.0079616040233083,0.019213729016056506,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,OGR,order_to_ADV20,48,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024_POST_HOC,SMV6,order_to_execution_window_volume,24,0.4995154198247445,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,ATRDR,order_to_daily_amount,226,0.0020657244416569386,0.007496175706285826,0.015352429727133951,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,ATRDR,order_to_ADV20,226,0.0038831148127885257,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,MCB,order_to_daily_amount,1,8.649092884666286e-20,8.649092884666286e-20,8.649092884666286e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,MCB,order_to_ADV20,1,1.3799721598741746e-19,1.3799721598741746e-19,1.3799721598741746e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,OGR,order_to_daily_amount,31,0.009348625208356005,0.018076874233138685,0.020451672422784627,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,OGR,order_to_ADV20,31,0.005604778701454779,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025_POST_HOC,SMV6,order_to_execution_window_volume,82,0.4999117318705598,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026_YTD_POST_HOC,ATRDR,order_to_daily_amount,159,0.0020836249022577477,0.008522320844903635,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026_YTD_POST_HOC,ATRDR,order_to_ADV20,159,0.004578670147716358,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026_YTD_POST_HOC,OGR,order_to_daily_amount,29,0.009016468377877429,0.019917887082981485,0.020272523292018757,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026_YTD_POST_HOC,OGR,order_to_ADV20,29,0.006382290020473572,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026_YTD_POST_HOC,SMV6,order_to_execution_window_volume,18,0.4999200460619927,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,ATRDR,order_to_daily_amount,1761,0.0024021178007335568,0.009559633448589868,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,ATRDR,order_to_ADV20,1761,0.004425164505719327,0.01,0.010000000000000002,3,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,MCB,order_to_daily_amount,17,0.0002753037746006766,0.002836237200268544,0.005177400864632562,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,MCB,order_to_ADV20,17,0.0012974387150324423,0.00648668477530223,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,OGR,order_to_daily_amount,339,0.005497509732155471,0.018984054662685622,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,OGR,order_to_ADV20,339,0.004524841292372602,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,FULL,SMV6,order_to_execution_window_volume,252,0.49981757795415604,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
