scale,period,strategy,ratio_type,orders,p50,p95,max,missing_denominator,grade
X5,2018,ATRDR,order_to_daily_amount,218,0.0014646094318377123,0.010145996114278792,0.015439152150399824,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2018,ATRDR,order_to_ADV20,218,0.002325558386275663,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2018,MCB,order_to_daily_amount,2,0.0006965349219042968,0.001075642954477555,0.001117766069207917,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2018,MCB,order_to_ADV20,2,0.0013816950555293247,0.002108501057598646,0.002189257280050793,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2018,OGR,order_to_daily_amount,131,0.0004096056139458504,0.015389121314563891,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2018,OGR,order_to_ADV20,131,0.00035046616115051455,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2018,SMV6,order_to_execution_window_volume,1,0.06682852251948834,0.06682852251948834,0.06682852251948834,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2019,ATRDR,order_to_daily_amount,160,0.0016565059617823742,0.007415169490261989,0.010651276322655097,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2019,ATRDR,order_to_ADV20,160,0.002911766849766224,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2019,OGR,order_to_daily_amount,23,0.006645803910196904,0.015419193956194859,0.024113938888009695,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2019,OGR,order_to_ADV20,23,0.006753039651994733,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2019,SMV6,order_to_execution_window_volume,26,0.4995948918242765,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,ATRDR,order_to_daily_amount,182,0.002360585073816268,0.00760348377998953,0.013852553685828637,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,ATRDR,order_to_ADV20,182,0.004194147062968901,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,MCB,order_to_daily_amount,10,0.0007644769204740068,0.0037351797973582527,0.005177400864632562,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,MCB,order_to_ADV20,10,0.002127553627574325,0.005315579700402973,0.005315579700402973,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,OGR,order_to_daily_amount,10,0.0036998957460549725,0.011872756726746432,0.013563549469735632,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,OGR,order_to_ADV20,10,0.0043442496774630706,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2020,SMV6,order_to_execution_window_volume,42,0.4996201535119579,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2021,ATRDR,order_to_daily_amount,174,0.003620603606838125,0.010096524970447975,0.014192391555220429,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2021,ATRDR,order_to_ADV20,174,0.00825251870834005,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2021,OGR,order_to_daily_amount,24,0.007675247537787153,0.018511273576107313,0.02216012171598587,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2021,OGR,order_to_ADV20,24,0.009936549950999955,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2021,SMV6,order_to_execution_window_volume,24,0.49933302406190094,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2022,ATRDR,order_to_daily_amount,219,0.0028704689959683388,0.008869188700720766,0.015984930812725395,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2022,ATRDR,order_to_ADV20,219,0.004485719374635937,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2022,OGR,order_to_daily_amount,34,0.003818913101291969,0.016330400707072156,0.01940515331207416,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2022,OGR,order_to_ADV20,34,0.002847996687036324,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2022,SMV6,order_to_execution_window_volume,14,0.49989115363526737,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,ATRDR,order_to_daily_amount,152,0.003263078263019339,0.011695089269049936,0.01565496319729755,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,ATRDR,order_to_ADV20,152,0.006083024008567294,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,MCB,order_to_daily_amount,2,0.0011254731420887714,0.002138398969968665,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,MCB,order_to_ADV20,2,0.01,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,OGR,order_to_daily_amount,9,0.006480794782618582,0.021918051717203253,0.024458681333431216,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,OGR,order_to_ADV20,9,0.006687340978004323,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2023,SMV6,order_to_execution_window_volume,21,0.4999078341013825,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,ATRDR,order_to_daily_amount,271,0.0031412112222189096,0.011810560498203091,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,ATRDR,order_to_ADV20,271,0.006000927616501389,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,MCB,order_to_daily_amount,2,0.00013617820910322961,0.0002452886024414433,0.00025741197947902255,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,MCB,order_to_ADV20,2,0.00018688639163669797,0.0003391565985961918,0.00035607551048058,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,OGR,order_to_daily_amount,48,0.0079616040233083,0.019213729016056506,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,OGR,order_to_ADV20,48,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2024,SMV6,order_to_execution_window_volume,24,0.4995154198247445,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,ATRDR,order_to_daily_amount,226,0.0020657244416569386,0.007496175706285826,0.015352429727133951,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,ATRDR,order_to_ADV20,226,0.0038831148127885257,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,MCB,order_to_daily_amount,1,8.649092884666286e-20,8.649092884666286e-20,8.649092884666286e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,MCB,order_to_ADV20,1,1.3799721598741746e-19,1.3799721598741746e-19,1.3799721598741746e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,OGR,order_to_daily_amount,31,0.009348625208356005,0.018076874233138685,0.020451672422784627,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,OGR,order_to_ADV20,31,0.005604778701454779,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2025,SMV6,order_to_execution_window_volume,82,0.4999117318705598,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026,ATRDR,order_to_daily_amount,159,0.0020836249022577477,0.008522320844903635,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026,ATRDR,order_to_ADV20,159,0.004578670147716358,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026,OGR,order_to_daily_amount,29,0.009016468377877429,0.019917887082981485,0.020272523292018757,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026,OGR,order_to_ADV20,29,0.006382290020473572,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X5,2026,SMV6,order_to_execution_window_volume,18,0.4999200460619927,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,ATRDR,order_to_daily_amount,672,0.00274439230607761,0.00959620405426488,0.02442232359504459,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,ATRDR,order_to_ADV20,672,0.004868149634941798,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,MCB,order_to_daily_amount,6,0.0008938580115315334,0.007074561216999715,0.00835763204594291,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,MCB,order_to_ADV20,6,0.001750710826697257,0.0065458124171944975,0.006748798677244313,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,OGR,order_to_daily_amount,187,0.0021709551076159127,0.015556313188801638,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,OGR,order_to_ADV20,187,0.002017158794460258,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,DISCOVERY,SMV6,order_to_execution_window_volume,85,0.4996628455832771,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,ATRDR,order_to_daily_amount,342,0.003740272472951697,0.0104220558793928,0.017677235045098667,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,ATRDR,order_to_ADV20,342,0.0068070018989031585,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,MCB,order_to_daily_amount,2,0.0011254731420887714,0.002138398969968665,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,MCB,order_to_ADV20,2,0.01,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,OGR,order_to_daily_amount,43,0.005175595651076082,0.02192595022234872,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,OGR,order_to_ADV20,43,0.003944577731562813,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,VALIDATION,SMV6,order_to_execution_window_volume,36,0.499914441288809,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,ATRDR,order_to_daily_amount,258,0.003930169662859336,0.012659358224416557,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,ATRDR,order_to_ADV20,258,0.005933195091872666,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,MCB,order_to_daily_amount,2,0.00021637723400618223,0.00038009226033666407,0.0003982828188178287,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,MCB,order_to_ADV20,2,0.0002958811349035718,0.0005254348199331086,0.0005509407849363905,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,OGR,order_to_daily_amount,46,0.008712335760539293,0.019288589348056405,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,OGR,order_to_ADV20,46,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024_POST_HOC,SMV6,order_to_execution_window_volume,22,0.4995154198247445,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,ATRDR,order_to_daily_amount,208,0.0025458419753172073,0.008707345782799615,0.015352429727133951,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,ATRDR,order_to_ADV20,208,0.0043848328865590935,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,MCB,order_to_daily_amount,1,8.649092884666286e-20,8.649092884666286e-20,8.649092884666286e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,MCB,order_to_ADV20,1,1.3799721598741746e-19,1.3799721598741746e-19,1.3799721598741746e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,OGR,order_to_daily_amount,31,0.007139701323613223,0.018817956459680815,0.0273108017958589,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,OGR,order_to_ADV20,31,0.003685862428482146,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025_POST_HOC,SMV6,order_to_execution_window_volume,84,0.49997573058768435,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026_YTD_POST_HOC,ATRDR,order_to_daily_amount,130,0.0031241469403217523,0.010563502031247632,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026_YTD_POST_HOC,ATRDR,order_to_ADV20,130,0.006985754994214247,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026_YTD_POST_HOC,OGR,order_to_daily_amount,28,0.009931905341178292,0.02189255123921686,0.027040445364916822,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026_YTD_POST_HOC,OGR,order_to_ADV20,28,0.008592680829789723,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026_YTD_POST_HOC,SMV6,order_to_execution_window_volume,19,0.49961919268849964,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,ATRDR,order_to_daily_amount,1610,0.0030285433092558734,0.010390102529622258,0.02442232359504459,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,ATRDR,order_to_ADV20,1610,0.005640389851859957,0.01,0.010000000000000002,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,MCB,order_to_daily_amount,11,3.4471649194535764e-05,0.005791490388056522,0.00835763204594291,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,MCB,order_to_ADV20,11,0.0002958811349035718,0.008536959404759938,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,OGR,order_to_daily_amount,335,0.005921655440719412,0.019426329371868757,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,OGR,order_to_ADV20,335,0.004725143016390756,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,FULL,SMV6,order_to_execution_window_volume,246,0.4998875034928959,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,ATRDR,order_to_daily_amount,185,0.0017080577005831375,0.010912591530319992,0.02442232359504459,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,ATRDR,order_to_ADV20,185,0.0027080740013798303,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,MCB,order_to_daily_amount,1,0.0017877160230630655,0.0017877160230630655,0.0017877160230630655,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,MCB,order_to_ADV20,1,0.00350142165339451,0.00350142165339451,0.00350142165339451,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,OGR,order_to_daily_amount,130,0.0004907189831294761,0.01495472022534748,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,OGR,order_to_ADV20,130,0.0004337191978429492,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2018,SMV6,order_to_execution_window_volume,1,0.08207709412611762,0.08207709412611762,0.08207709412611762,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2019,ATRDR,order_to_daily_amount,147,0.002025938598956544,0.007588911155667597,0.010651276322655097,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2019,ATRDR,order_to_ADV20,147,0.003758074940559758,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2019,OGR,order_to_daily_amount,23,0.008495655595690661,0.015557654007519926,0.024113938888009695,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2019,OGR,order_to_ADV20,23,0.008942189100068986,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2019,SMV6,order_to_execution_window_volume,15,0.49977846699158174,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,ATRDR,order_to_daily_amount,173,0.0029430973369184575,0.007609979445144812,0.013852553685828637,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,ATRDR,order_to_ADV20,173,0.005149536590501321,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,MCB,order_to_daily_amount,5,1.2610967117839807e-18,0.007331175382788354,0.00835763204594291,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,MCB,order_to_ADV20,5,3.993236608328323e-18,0.006586409669204461,0.006748798677244313,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,OGR,order_to_daily_amount,10,0.005017670101421667,0.011872756726746432,0.013563549469735632,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,OGR,order_to_ADV20,10,0.005891520522695641,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2020,SMV6,order_to_execution_window_volume,44,0.4996201535119579,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2021,ATRDR,order_to_daily_amount,167,0.00455445404514597,0.010120927030271579,0.018576488521175594,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2021,ATRDR,order_to_ADV20,167,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2021,OGR,order_to_daily_amount,24,0.00826186961264556,0.019001295008248282,0.02216012171598587,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2021,OGR,order_to_ADV20,24,0.01,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2021,SMV6,order_to_execution_window_volume,25,0.4998212370396854,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2022,ATRDR,order_to_daily_amount,195,0.003771616291407116,0.009419318249288423,0.015984930812725395,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2022,ATRDR,order_to_ADV20,195,0.007128509974520878,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2022,OGR,order_to_daily_amount,34,0.0030040257935222987,0.019842564045007588,0.022067178217797186,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2022,OGR,order_to_ADV20,34,0.0028940416813299148,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2022,SMV6,order_to_execution_window_volume,14,0.49989115363526737,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,ATRDR,order_to_daily_amount,147,0.003726424060086589,0.012711373901377372,0.017677235045098667,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,ATRDR,order_to_ADV20,147,0.006177724486509407,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,MCB,order_to_daily_amount,2,0.0011254731420887714,0.002138398969968665,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,MCB,order_to_ADV20,2,0.01,0.01,0.01,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,OGR,order_to_daily_amount,9,0.009370398407480374,0.027563169221563953,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,OGR,order_to_ADV20,9,0.009669037726457802,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2023,SMV6,order_to_execution_window_volume,22,0.499914441288809,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,ATRDR,order_to_daily_amount,258,0.003930169662859336,0.012659358224416557,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,ATRDR,order_to_ADV20,258,0.005933195091872666,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,MCB,order_to_daily_amount,2,0.00021637723400618223,0.00038009226033666407,0.0003982828188178287,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,MCB,order_to_ADV20,2,0.0002958811349035718,0.0005254348199331086,0.0005509407849363905,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,OGR,order_to_daily_amount,46,0.008712335760539293,0.019288589348056405,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,OGR,order_to_ADV20,46,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2024,SMV6,order_to_execution_window_volume,22,0.4995154198247445,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,ATRDR,order_to_daily_amount,208,0.0025458419753172073,0.008707345782799615,0.015352429727133951,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,ATRDR,order_to_ADV20,208,0.0043848328865590935,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,MCB,order_to_daily_amount,1,8.649092884666286e-20,8.649092884666286e-20,8.649092884666286e-20,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,MCB,order_to_ADV20,1,1.3799721598741746e-19,1.3799721598741746e-19,1.3799721598741746e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,OGR,order_to_daily_amount,31,0.007139701323613223,0.018817956459680815,0.0273108017958589,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,OGR,order_to_ADV20,31,0.003685862428482146,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2025,SMV6,order_to_execution_window_volume,84,0.49997573058768435,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026,ATRDR,order_to_daily_amount,130,0.0031241469403217523,0.010563502031247632,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026,ATRDR,order_to_ADV20,130,0.006985754994214247,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026,OGR,order_to_daily_amount,28,0.009931905341178292,0.02189255123921686,0.027040445364916822,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
