scale,period,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl,max_gross,days_gross_gt25,days_gross_gt50,days_gross_gt75,days_gross_gt90,days_gross_ge99,trading_days
X1,DISCOVERY,2018-01-01,2021-12-31,0.5118145793151165,0.10885467619154587,0.03192287367133628,0.006794029101232934,2.165872108657001,0.12869596520782728,0.4252056848942303,0.8713040347921729,230529.87782456726,4.910244257229448,-0.010086936903914379,0.02058260119477318,0.8770359245935344,0.09833986450257201,0.025547665393016353,0.03580299097196817,2510339.0020846324,1.0,168,28,5,3,1,973
X1,VALIDATION,2022-01-01,2023-12-31,0.1437836275911979,0.06952740851146877,0.02621833161794962,0.005758110750802925,1.7371234839710499,0.12366674571376618,0.4685544973058195,0.8763332542862338,134478.00276650523,4.417921048199151,-0.013272030536402801,0.01899416019250209,0.45699042831454323,0.11576762417014479,0.05897498766671829,0.05914935020939095,1066173.0152830807,0.6772498301279332,80,21,0,0,0,484
X1,2024_POST_HOC,2024-01-01,2024-12-31,0.17335835355361673,0.17297402136966866,0.051523979342355974,0.008579660603730464,1.953929005065192,0.13212466566478057,0.39824911831307885,0.8678753343352195,112824.08705177001,6.478057293052601,-0.02296525936886018,0.024791025278366224,0.42047288371283364,0.3255042916992249,0.11953534497745368,0.1195353449774537,1470303.1892514937,0.5891814733538872,48,3,0,0,0,242
X1,2025_POST_HOC,2025-01-01,2025-12-31,0.09027233418041791,0.09033687686215619,0.015192759481980844,0.006090435868023936,2.0390150682899084,0.1781414860688216,0.43506608183008283,0.8218585139311784,114672.90265301784,6.361860745118092,-0.004962642418598673,0.022479534972472064,0.3916519972597036,0.18554527962816467,0.09761262719813878,0.10088898935792821,898353.9203272928,0.47468084237135627,74,0,0,0,0,243
X1,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.06622219262141904,0.09946060268577073,0.02690856772736372,0.005067386630586788,2.3035066616133433,0.14146200635628292,0.35464247364290574,0.8585379936437171,80383.6228175339,5.807787977303956,-0.013402957516552405,0.020672277438085314,0.335616203628644,0.2249664819957628,0.13593472481375682,0.13641333639699907,718507.5620170012,0.4068410975123067,33,0,0,0,0,164
X1,FULL,2018-01-01,2026-09-04,1.3586080917444234,0.10395470406188556,0.051523979342355974,0.006785552226011813,1.9740179389540091,0.1346335224694728,0.4189916745565983,0.8653664775305272,672888.4931133942,5.3299341393259825,-0.02296525936886018,0.024791025278366224,0.8770359245935344,0.061904995030401214,0.026812711508533513,0.0269466857226311,6663676.688963501,1.0,403,52,5,3,1,2106
X1.5,DISCOVERY,2018-01-01,2021-12-31,0.7628398620986108,0.15226724245580203,0.04414635588027194,0.009943454927355112,2.11722214266594,0.1857816127309867,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030926,-0.015326313984426965,0.03072551577439827,0.8230752202437058,0.0922005932087642,0.02659816265030441,0.03605575936790905,3741563.3230564483,1.0000000000000002,254,100,23,4,1,973
X1.5,VALIDATION,2022-01-01,2023-12-31,0.20994867676011664,0.10004846488810215,0.03718321484006204,0.008422059493469409,1.7091222447532881,0.18115432542810955,0.6865960697516418,0.8188456745718904,237686.1702486392,6.418874402608111,-0.019863750001536284,0.028388723182205113,0.6819461968636162,0.11572685819732165,0.05897036725407156,0.05957671022673058,1815288.7865103837,0.9311866728614148,128,53,17,1,0,484
X1.5,2024_POST_HOC,2024-01-01,2024-12-31,0.2563972800087162,0.25580977279732675,0.07650678136136746,0.012413940580780892,1.941594568997836,0.1948781759368932,0.5914949010600394,0.8051218240631067,211606.23367955396,9.478627842125576,-0.03460072451186702,0.03567179705673708,0.623674099151199,0.32209702788594446,0.12132922831181993,0.12132922831181993,2682334.563263785,0.807253741147575,77,27,2,0,0,242
X1.5,2025_POST_HOC,2025-01-01,2025-12-31,0.13527116679775153,0.1353698242326058,0.022556128976612855,0.009036944584382901,2.023633280803119,0.2628708195801095,0.6484399312955086,0.7371291804198905,231489.82381679327,9.367910659313193,-0.007439741345108497,0.03352337857980605,0.5858270342694163,0.18808584839811485,0.08626640477340042,0.09545668018101705,1777999.9962028246,0.7053886956938943,104,43,0,0,0,243
X1.5,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.09852208577652233,0.1490681735061512,0.040217290675044426,0.007555704569234674,2.281218551797368,0.21034700677182455,0.5282181065768848,0.7896529932281755,168636.57102229632,8.622351522491986,-0.020079877358953224,0.030493274930383434,0.5029637129023555,0.2247308195503808,0.13635615196310014,0.13681715824464316,1470143.4898933414,0.5977599217830992,54,13,0,0,0,164
X1.5,FULL,2018-01-01,2026-09-04,2.3420673653489077,0.1492023717317088,0.07650678136136746,0.0099546595799335,1.9406914534890194,0.1965713388127868,0.6165537833082615,0.8034286611872132,1204661.454006828,7.819972641303814,-0.03460072451186702,0.03567179705673708,0.8230752202437058,0.05861959353278699,0.029799550075905804,0.029909115574311734,11487330.158926783,1.0000000000000002,617,236,42,5,1,2106
X2,DISCOVERY,2018-01-01,2021-12-31,1.016704355469967,0.19168249268643045,0.05433159996843695,0.012569971200910662,2.1153138437641426,0.2341140591320036,0.783167015741461,0.7658859408679964,478823.44775935623,8.758648966503014,-0.02215161003187538,0.04076464398623324,0.8377871910128165,0.0875858623502304,0.02800151719619609,0.03837564117050622,4986713.353380622,1.0,315,158,62,16,1,973
X2,VALIDATION,2022-01-01,2023-12-31,0.2506675672180547,0.11841816367889724,0.04870801917743384,0.010685103538612415,1.6337590712442465,0.22827842216255095,0.8275282124065008,0.771721577837449,345970.7144343888,7.982275437074985,-0.026426450880349672,0.03772395553104442,0.8450832591526471,0.11266139239273087,0.06098273365375091,0.06271124282553495,2479477.1087648217,0.9659671798727005,158,74,37,12,0,484
X2,2024_POST_HOC,2024-01-01,2024-12-31,0.3016747636219388,0.3009716978570174,0.09554550280030738,0.01468096931175593,1.9079217266593973,0.24047265605656057,0.7000730757694866,0.7595273439434395,303177.24916769064,11.310840814859127,-0.04326476893749043,0.04643305877946852,0.6998480928421372,0.3168898376897309,0.13444016692055408,0.13444016692055405,3732010.232265163,0.8866247112430147,95,39,7,0,0,242
X2,2025_POST_HOC,2025-01-01,2025-12-31,0.17104407046147463,0.17117072309437065,0.02968389802743765,0.011747319039735693,1.9655713359546776,0.3394484495127785,0.8480404556893268,0.6605515504872214,376499.9621263277,12.049783617590275,-0.009578090134959472,0.04434228505009434,0.7790556639163103,0.18160631188930337,0.0854775132652224,0.09335058275133737,2754319.728720175,0.9271356479409925,120,72,22,5,0,243
X2,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.13268367365163392,0.20230008717507597,0.05335810639509464,0.01002297974940642,2.3027801585346204,0.2765186279385488,0.6995527313733245,0.723481372061451,287997.42009469727,11.323870729626302,-0.026750145194849972,0.04003587842564556,0.6686485561787059,0.22473341940536867,0.1362322766230797,0.1366855471608838,2502056.1778024994,0.7874034014718905,72,32,6,0,0,164
X2,FULL,2018-01-01,2026-09-04,3.35480275525397,0.18480180041547078,0.09554550280030738,0.012525748687861828,1.9303509332569784,0.24895970885153326,0.7789072380893985,0.7510402911484667,1792468.7935824606,9.91571772593232,-0.04326476893749043,0.04643305877946852,0.8450832591526471,0.055588038296986754,0.03306534731662713,0.033185249016248176,16454576.600933282,1.0,760,375,134,33,1,2106
X3,DISCOVERY,2018-01-01,2021-12-31,1.3641966222430746,0.23999775286009317,0.08062683395900427,0.016342245581094966,2.0553714054334877,0.3050060857128946,0.9376729346937729,0.6949939142871053,663274.1235417686,11.301253466390923,-0.04010541508404719,0.057169141047554856,0.9206720047815463,0.07864608446614173,0.031276669945165626,0.04083166559920824,6691087.21348173,1.0,441,218,132,67,14,973
X3,VALIDATION,2022-01-01,2023-12-31,0.26805656133215106,0.12617176390010476,0.0715350914627747,0.01401195670981505,1.3826762512979802,0.2904748776968204,0.9281520422301759,0.7095251223031795,511504.588539629,9.996994266980364,-0.03923553802446833,0.0544524763441963,0.9158882206548417,0.11037888210797507,0.07216339024936169,0.07601430588603952,3108348.861653993,1.0,199,106,62,32,6,484
X3,2024_POST_HOC,2024-01-01,2024-12-31,0.31898637479389835,0.3182382689118448,0.1202893290808783,0.017939932891396147,1.7694330129782145,0.30980963112956217,0.8651257737292989,0.6901903688704378,433270.7246294515,13.577599107118587,-0.05334055898762502,0.06873472185620157,0.7573830740735035,0.28965044892078784,0.1705186400553844,0.1705186400553844,4690445.259176901,1.0,117,51,29,9,2,242
X3,2025_POST_HOC,2025-01-01,2025-12-31,0.1710450090740585,0.17117166245142412,0.04420430067850012,0.014997615300418227,1.6129577730954165,0.42033366127915334,0.9754792660829458,0.5796663387208467,553693.4864965144,14.879117418328864,-0.013807176961586731,0.06033481268681595,0.9703767053880584,0.1699570289294661,0.08874256459799526,0.10300814863240979,3317360.3881034367,1.0,137,91,54,26,9,243
