scale,period,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl,max_gross,days_gross_gt25,days_gross_gt50,days_gross_gt75,days_gross_gt90,days_gross_ge99,trading_days
X10,2021,2021-01-01,2021-12-31,0.4713748622771732,0.47176411986533195,0.02784448660042671,0.009177974520065968,3.9930214893488745,0.39861872405416043,0.9710361201218526,0.6013812759458396,365688.4238810722,16.960341592930526,-0.008143973822713924,0.10660405303135183,0.9076427350783369,0.1769610801777576,0.11975569515611362,0.1197556951561136,4571313.613747135,1.0,155,81,35,25,6,243
X10,2022,2022-01-01,2022-12-31,0.1248176409245525,0.12490826244608355,0.1378932722438827,0.026714201190209345,0.8023261409692672,0.5222577996633814,1.0,0.47774220033661857,517377.55464048334,17.821487592745658,-0.07602610483721617,0.10732873461397865,0.925595128571936,0.16077379055720784,0.18806470264623049,0.18806470264623049,1781040.9320872966,1.0,170,133,78,45,25,242
X10,2023,2023-01-01,2023-12-31,0.12294150595874132,0.1230306922740918,0.048066906764941186,0.013679767713844519,1.2614737772779498,0.34617519507140815,0.9551605654164345,0.653824804928592,393468.42182167177,12.159610111148027,-0.014870514984264172,0.10851565378460817,0.8728170165061392,0.19523143770532916,0.20084457964284497,0.200844579642845,1973233.9458605144,1.0,121,62,41,21,7,242
X10,2024,2024-01-01,2024-12-31,0.2807239956383738,0.280074808125764,0.14842421566530795,0.023525043125990668,1.3520378784986002,0.4251577463128372,0.978788566888379,0.5748422536871627,662373.6885739379,17.208798474249793,-0.05235459205131798,0.1168827736620857,0.8749210691152367,0.26653470033305016,0.23001604824951047,0.23001604824951047,5059606.252432302,1.0,152,81,65,39,10,242
X10,2025,2025-01-01,2025-12-31,0.16456799220572615,0.16468952057508557,0.08280173750555986,0.020674139945476774,1.1631923274650977,0.5522417146505153,1.0,0.4477582853494847,912454.0811271942,19.908574044505468,-0.029081608624372146,0.11333755485721238,1.0,0.16642224945648718,0.14885093934818922,0.14885093934818924,3798727.1524725035,1.0,188,139,85,56,31,243
X10,2026,2026-01-01,2026-09-04,0.21362789588098674,0.3314997281134342,0.16752205450058055,0.024289173735240706,1.664326425934716,0.5254795492493503,0.9234565741233545,0.47452045075064964,865820.2347138985,21.847343172261155,-0.09721000279537106,0.11661987589653607,0.8906023220436055,0.23313840056084906,0.14976315417472802,0.17401479297455955,5742692.246231217,1.0,131,96,37,11,8,164
MAX_FILL,2018,2018-01-01,2018-12-31,0.232257924134885,0.23243420718536956,0.11126242334035208,0.02868676668035632,1.2406717730151813,0.5277733499010516,1.0,0.4722266500989484,206886.34908318313,18.586566362803715,-0.036946763278073225,0.11471011101202487,0.9547077934743198,0.1850310508285119,0.16403048859851901,0.16410656322060915,1139174.5156599823,1.0,153,128,100,64,26,243
MAX_FILL,2019,2019-01-01,2019-12-31,0.2996026454628895,0.2998359348911117,0.0748690134175336,0.02050654427578533,1.897333082117886,0.368307217275053,1.0,0.6316927827249471,194575.08480621476,13.799630548627142,-0.036511434867730785,0.11653522183501593,0.9792667743583737,0.22698963549679288,0.17467994802827075,0.17467994802827075,1810785.3998606214,1.0,105,83,60,38,25,244
MAX_FILL,2020,2020-01-01,2020-12-31,0.15563356254674932,0.15529107041887502,0.17451276369556634,0.029364738059464917,0.8956883511485039,0.5604150955671916,0.9897249357369606,0.4395849044328084,305668.1506010776,19.84162327029529,-0.08596369385616787,0.11423861436089218,0.919921076018915,0.16686284575964888,0.12930553663968153,0.12930553663968153,1222461.4873043383,1.0,188,142,93,41,12,243
MAX_FILL,2021,2021-01-01,2021-12-31,0.5187387407211344,0.5191734953130347,0.03906500874252772,0.011118827742477803,3.754183229685574,0.4306873380874857,0.9948066377611446,0.5693126619125143,375860.376885277,18.04344744992178,-0.008224576554742624,0.1070745620689896,0.9375282122576437,0.18835863958599144,0.12770291399432906,0.12770291399432904,4708697.129467828,1.0,170,94,49,26,13,243
MAX_FILL,2022,2022-01-01,2022-12-31,0.14020311005574237,0.1403055817563046,0.13486407497160835,0.027007556298235556,0.8712827487163202,0.5401672307709704,1.0,0.4598327692290296,524330.6396412519,18.489737666838234,-0.0755334483450869,0.11040543057795477,1.0,0.15675839025392474,0.19706459962013267,0.1970645996201327,1932826.1476596612,1.0,175,135,87,50,26,242
MAX_FILL,2023,2023-01-01,2023-12-31,0.12593528182034253,0.1260267593348101,0.05196345522332124,0.014579196389983258,1.216775068359183,0.3670118412400467,0.9655782232156082,0.6329881587599533,413016.1330708752,12.968195357919873,-0.016217824275173154,0.10931923604104533,0.9008960135321721,0.18982816526980753,0.2336669149058893,0.2336669149058893,1979542.290566558,1.0,138,70,45,21,7,242
MAX_FILL,2024,2024-01-01,2024-12-31,0.2857889215635796,0.2851267725562734,0.15329942147578224,0.024156246693917163,1.3548310387865652,0.4385301085272331,0.9843135476768079,0.5614698914727668,672925.699704563,17.72925241962773,-0.05869445778227678,0.1159261000307892,0.8828608200334204,0.2591820693256797,0.22252059827076398,0.222520598270764,5057969.239548389,1.0,158,81,68,42,12,242
