route,episode_id,event_cluster,signal_date,entry_date,decision_at,exit_advantage_normalized,year,phase,model,motif,prediction,squared_error,event_weight,top_quintile,out_of_domain,representations_complete,native_net_return,age,error_size,tie,category,case_id
ATRDR_FAST_BEAR,ATRDR_FAST_BEAR|CONTINUOUS_2014_2023|V29|V27|OAI-20220505-002491.SZ,002491.SZ|2022-05-05,2022-05-05,2022-05-06,2022-05-24 16:00:00,-0.10589465648854973,2022,CONSUMED_TEMPORAL,VISUAL,VM_FAST_RECOVERY,0.018609225704273882,0.015501216681084501,0.05555555555555555,True,False,True,0.09560878243512994,12.0,0.12450388219282361,298926032d31d247bfb03d54cb6282aa8391297dc476d03b10ab46959e6bbb58,HIGH_SCORE_NATIVE_WINNER,ERROR_C9D99F9B
ATRDR_FAST_BEAR,ATRDR_FAST_BEAR|CONTINUOUS_2014_2023|V29|V27|OAI-20220214-002177.SZ,002177.SZ|2022-02-14,2022-02-14,2022-02-15,2022-02-15 16:00:00,0.2356608557844691,2022,CONSUMED_TEMPORAL,VISUAL,VM_FAST_RECOVERY,-0.10852770552564198,0.11846576573672411,0.047619047619047616,False,False,False,-0.24659002720730983,0.0,0.3441885613101111,0b5fbe1a08b42a86f54c83ecdba5eafe54a995b14b10e87d26e558f216773e36,LOW_SCORE_SEVERE_LOSS,ERROR_7713B3BD
ATRDR_SLOW_BEAR,ATRDR_SLOW_BEAR|CONTINUOUS_2014_2023|V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20211110|300877.SZ,300877.SZ|2021-11-10,2021-11-10,2021-11-11,2021-12-06 16:00:00,-0.08984468260511114,2021,CONSUMED_TEMPORAL,VISUAL,VM_SLOW_VOLUME,0.011583371136255002,0.010287650085761458,0.047619047619047616,True,False,True,0.09560878243512971,17.0,0.10142805374136614,7523d71da25fb0167230a7ab49662c12ba8244914a83debbd32585ea8bc829cc,HIGH_SCORE_NATIVE_WINNER,ERROR_888D4761
ATRDR_SLOW_BEAR,ATRDR_SLOW_BEAR|CONTINUOUS_2014_2023|V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220510|300546.SZ,300546.SZ|2022-05-10,2022-05-10,2022-05-11,2022-05-12 16:00:00,0.1766634436593524,2022,CONSUMED_TEMPORAL,VISUAL,VM_SLOW_VOLUME,-0.09517351149269393,0.07389533018633564,0.047619047619047616,False,False,False,-0.14743781596377714,1.0,0.2718369551520463,68f1765ce25c1c5643a7f03356f620ce688d8d2ec921ac2ada29491378e13162,LOW_SCORE_SEVERE_LOSS,ERROR_7A3AB6C4
MCB,MCB|CONTINUOUS_2014_2023|V72|V65|MEDIUM_PARTICIPATION|V53-20210419-300547.SZ,300547.SZ|2021-04-19,2021-04-19,2021-04-20,2021-05-12 16:00:00,-0.28133874709976775,2021,CONSUMED_TEMPORAL,VISUAL,VM_MCB_CLOSE,-0.010947910046019062,0.07311120476262686,0.0625,True,False,True,0.17428594044494083,13.0,0.27039083705374867,e56d4577fc5b4feaae2002d72e7d3ddb479cc4a957413833e872b4039f9280d5,HIGH_SCORE_NATIVE_WINNER,ERROR_64AED6E1
MCB,MCB|CONTINUOUS_2014_2023|V72|V65|MEDIUM_PARTICIPATION|V53-20220106-300888.SZ,300888.SZ|2022-01-06,2022-01-06,2022-01-07,2022-01-11 16:00:00,0.22277166026461798,2022,CONSUMED_TEMPORAL,VISUAL,VM_MCB_CLOSE,-0.04958125505026668,0.07417611048051673,0.0625,False,False,False,-0.1748016610457246,2.0,0.27235291531488465,9aa907fe05bebe5a4fcbc9347c4668db5bc52d4fc563f096846623b1fde27f4a,LOW_SCORE_SEVERE_LOSS,ERROR_5FE9DAEF
OGR,OGR|2022_2023|300590.SZ|2022-04-14,300590.SZ|2022-05-09,2022-05-09,2022-05-10,2022-05-30 16:00:00,-0.07869534050179217,2022,CONSUMED_TEMPORAL,VISUAL,VM_OGR_RECOVERY,-0.015411324992733892,0.004004866618950728,0.05,True,False,True,0.1422926926892467,14.0,0.06328401550905827,b04e9a464d7cb6eb485140dd43d3b2814ca75fbbda80f47685e4d5af37278e18,HIGH_SCORE_NATIVE_WINNER,ERROR_4DB83865
OGR,OGR|2022_2023|002727.SZ|2022-03-15,002727.SZ|2022-03-30,2022-03-30,2022-03-31,2022-04-01 16:00:00,0.15951870100838791,2022,CONSUMED_TEMPORAL,VISUAL,VM_OGR_RECOVERY,-0.08358118572732307,0.05909755493091551,0.047619047619047616,False,False,False,-0.15713443714989273,1.0,0.24309988673571098,589cc5cacfae58d3b67c21299dd5432e4e068cc84958cfb697d503ffabd9af04,LOW_SCORE_SEVERE_LOSS,ERROR_FF19E9BA
