route,policy,n,native_worst,policy_worst,native_tail,policy_tail,mean_advantage,native_below20,policy_below20
ATRDR_BULL,atr_1.5,1074,-0.34922555260193233,-0.2056378041463085,-0.14717804169721202,-0.11198682310314702,-0.01507745467331334,6,1
ATRDR_BULL,atr_1,1074,-0.34922555260193233,-0.2056378041463085,-0.14717804169721202,-0.09875821715705844,-0.020574885843999424,6,1
ATRDR_BULL,atr_2.5,1074,-0.34922555260193233,-0.2621345915763409,-0.14717804169721202,-0.14230729447885448,-0.007022503027633006,6,6
ATRDR_BULL,atr_2,1074,-0.34922555260193233,-0.2264337990685299,-0.14717804169721202,-0.12405639741535389,-0.010315784573146872,6,2
ATRDR_BULL,atr_3,1074,-0.34922555260193233,-0.26344302685207577,-0.14717804169721202,-0.15096211176257837,-0.004633912692589159,6,8
ATRDR_BULL,fixed_0.03,1074,-0.34922555260193233,-0.17715056673856766,-0.14717804169721202,-0.09387208848571386,-0.019373368266379917,6,0
ATRDR_BULL,fixed_0.05,1074,-0.34922555260193233,-0.2621345915763409,-0.14717804169721202,-0.11762522781693574,-0.011600514958147793,6,3
ATRDR_BULL,fixed_0.075,1074,-0.34922555260193233,-0.2621345915763409,-0.14717804169721202,-0.1362494508310921,-0.007417704339976526,6,5
ATRDR_BULL,fixed_0.1,1074,-0.34922555260193233,-0.26344302685207577,-0.14717804169721202,-0.14857098488741236,-0.00393885036496216,6,8
ATRDR_BULL,fixed_0.125,1074,-0.34922555260193233,-0.2918498176752369,-0.14717804169721202,-0.15967745232646033,-0.0016950692699676472,6,9
ATRDR_BULL,fixed_0.15,1074,-0.34922555260193233,-0.2918498176752369,-0.14717804169721202,-0.1597951780970858,-0.0008528635591421632,6,10
ATRDR_BULL,fixed_0.2,1074,-0.34922555260193233,-0.2918498176752369,-0.14717804169721202,-0.15150353677582679,-0.00029648233689361867,6,9
ATRDR_BULL,native_0,1074,-0.34922555260193233,-0.34922555260193233,-0.14717804169721202,-0.14717804169721202,0.0,6,6
ATRDR_FAST_BEAR,atr_1.5,79,-0.2474987955124236,-0.20772092179277823,-0.23236195045318297,-0.19421868213245025,-0.012082130712823142,4,1
ATRDR_FAST_BEAR,atr_1,79,-0.2474987955124236,-0.19282624342393262,-0.23236195045318297,-0.1694632762681081,-0.013047560405357756,4,0
ATRDR_FAST_BEAR,atr_2.5,79,-0.2474987955124236,-0.24003480028789992,-0.23236195045318297,-0.20263217599454947,-0.0012715130032844323,4,2
ATRDR_FAST_BEAR,atr_2,79,-0.2474987955124236,-0.24003480028789992,-0.23236195045318297,-0.21867717122202582,-0.0060176092579670186,4,4
ATRDR_FAST_BEAR,atr_3,79,-0.2474987955124236,-0.20866812474342133,-0.23236195045318297,-0.18195674007975596,0.003549197720137063,4,1
ATRDR_FAST_BEAR,fixed_0.03,79,-0.2474987955124236,-0.1520308926220505,-0.23236195045318297,-0.1473001107195473,-0.05486425093206257,4,0
ATRDR_FAST_BEAR,fixed_0.05,79,-0.2474987955124236,-0.1520308926220505,-0.23236195045318297,-0.14480358826018966,-0.04234819369569855,4,0
ATRDR_FAST_BEAR,fixed_0.075,79,-0.2474987955124236,-0.19282624342393262,-0.23236195045318297,-0.1642378023861797,-0.013835208770283254,4,0
ATRDR_FAST_BEAR,fixed_0.1,79,-0.2474987955124236,-0.19282624342393262,-0.23236195045318297,-0.17272718799544085,-0.011630985598367465,4,0
ATRDR_FAST_BEAR,fixed_0.125,79,-0.2474987955124236,-0.19282624342393262,-0.23236195045318297,-0.18254479767108447,-0.014800687314398155,4,0
ATRDR_FAST_BEAR,fixed_0.15,79,-0.2474987955124236,-0.20101345747904276,-0.23236195045318297,-0.18952719736969756,-0.010532058944359319,4,1
ATRDR_FAST_BEAR,fixed_0.2,79,-0.2474987955124236,-0.2670755041640859,-0.23236195045318297,-0.25760939886677614,-0.010289898072547623,4,9
ATRDR_FAST_BEAR,native_0,79,-0.2474987955124236,-0.2474987955124236,-0.23236195045318297,-0.23236195045318297,0.0,4,4
ATRDR_SLOW_BEAR,atr_1.5,340,-0.19605967129102675,-0.23417448867612645,-0.1582390632091516,-0.16774961379255726,-0.011720533101657174,0,3
ATRDR_SLOW_BEAR,atr_1,340,-0.19605967129102675,-0.22339237608698714,-0.1582390632091516,-0.1474954760155206,-0.015102356258952095,0,1
ATRDR_SLOW_BEAR,atr_2.5,340,-0.19605967129102675,-0.2744279002658796,-0.1582390632091516,-0.16716705385813332,-0.0026822134438507497,0,1
ATRDR_SLOW_BEAR,atr_2,340,-0.19605967129102675,-0.23417448867612645,-0.1582390632091516,-0.16869742362053472,-0.0055021572224493555,0,2
ATRDR_SLOW_BEAR,atr_3,340,-0.19605967129102675,-0.2744279002658796,-0.1582390632091516,-0.1681572142874781,-0.001764595918186625,0,1
ATRDR_SLOW_BEAR,fixed_0.03,340,-0.19605967129102675,-0.22339237608698714,-0.1582390632091516,-0.11478178603329944,-0.022999213120451698,0,1
ATRDR_SLOW_BEAR,fixed_0.05,340,-0.19605967129102675,-0.22339237608698714,-0.1582390632091516,-0.1351791052721462,-0.014889714437188537,0,1
ATRDR_SLOW_BEAR,fixed_0.075,340,-0.19605967129102675,-0.22339237608698714,-0.1582390632091516,-0.15399447554736423,-0.013130149373975462,0,1
ATRDR_SLOW_BEAR,fixed_0.1,340,-0.19605967129102675,-0.22339237608698714,-0.1582390632091516,-0.16230525146577304,-0.009412530940399488,0,1
ATRDR_SLOW_BEAR,fixed_0.125,340,-0.19605967129102675,-0.2243094908522676,-0.1582390632091516,-0.17613163242637903,-0.008592689771249669,0,2
ATRDR_SLOW_BEAR,fixed_0.15,340,-0.19605967129102675,-0.23417448867612645,-0.1582390632091516,-0.1895746062564271,-0.007253662449619447,0,3
ATRDR_SLOW_BEAR,fixed_0.2,340,-0.19605967129102675,-0.2744279002658796,-0.1582390632091516,-0.18937558617041428,-0.003482676442157435,0,5
ATRDR_SLOW_BEAR,native_0,340,-0.19605967129102675,-0.19605967129102675,-0.1582390632091516,-0.1582390632091516,0.0,0,0
MCB,atr_1.5,714,-0.2056378041463085,-0.2056378041463085,-0.12133123470115399,-0.10563843207799305,-0.016757963767749587,1,1
MCB,atr_1,714,-0.2056378041463085,-0.2056378041463085,-0.12133123470115399,-0.1010202972085752,-0.02330061642629463,1,1
MCB,atr_2.5,714,-0.2056378041463085,-0.2056378041463085,-0.12133123470115399,-0.11609028508094034,-0.007229628375384793,1,1
MCB,atr_2,714,-0.2056378041463085,-0.2056378041463085,-0.12133123470115399,-0.10934396457303507,-0.012457817810477294,1,1
MCB,atr_3,714,-0.2056378041463085,-0.2056378041463085,-0.12133123470115399,-0.12348405554984344,-0.0037018264971502056,1,1
MCB,fixed_0.03,714,-0.2056378041463085,-0.1434331337325352,-0.12133123470115399,-0.0953233532262168,-0.021831891610964937,1,0
MCB,fixed_0.05,714,-0.2056378041463085,-0.1434331337325352,-0.12133123470115399,-0.10229741417244273,-0.012942955796455565,1,0
MCB,fixed_0.075,714,-0.2056378041463085,-0.2015641518598793,-0.12133123470115399,-0.11262416397242629,-0.0076894918322275956,1,1
MCB,fixed_0.1,714,-0.2056378041463085,-0.2015641518598793,-0.12133123470115399,-0.1229831992103973,-0.003013891243111394,1,1
MCB,fixed_0.125,714,-0.2056378041463085,-0.2015641518598793,-0.12133123470115399,-0.13352104754001487,-0.0008809910820206202,1,1
MCB,fixed_0.15,714,-0.2056378041463085,-0.2015641518598793,-0.12133123470115399,-0.12788126649613918,-0.0003302537039488319,1,1
MCB,fixed_0.2,714,-0.2056378041463085,-0.21083791784377015,-0.12133123470115399,-0.12211005121866864,-3.9268059706618505e-05,1,1
MCB,native_0,714,-0.2056378041463085,-0.2056378041463085,-0.12133123470115399,-0.12133123470115399,0.0,1,1
MCB,profit_0,714,-0.2056378041463085,-0.15787180443110704,-0.12133123470115399,-0.10999919704736306,-0.006885848844705846,1,0
OGR,atr_1.5,255,-0.1593932672536421,-0.15552228875582175,-0.10158149933120991,-0.11262261422092205,-0.002995076748087292,0,0
OGR,atr_1,255,-0.1593932672536421,-0.10613832655775457,-0.10158149933120991,-0.0886928790837919,-0.006401851454934151,0,0
OGR,atr_2.5,255,-0.1593932672536421,-0.1959935735347088,-0.10158149933120991,-0.1273953958902068,-0.0017564133732983183,0,0
OGR,atr_2,255,-0.1593932672536421,-0.15552228875582175,-0.10158149933120991,-0.11870869981487601,-0.002274444780474653,0,0
OGR,atr_3,255,-0.1593932672536421,-0.18617419675606361,-0.10158149933120991,-0.10964461072180559,-0.0004110605806970347,0,0
OGR,fixed_0.03,255,-0.1593932672536421,-0.10171861270776639,-0.10158149933120991,-0.07374504456655392,-0.017905343526979155,0,0
OGR,fixed_0.05,255,-0.1593932672536421,-0.10171861270776639,-0.10158149933120991,-0.08147993101598153,-0.007397276622430431,0,0
OGR,fixed_0.075,255,-0.1593932672536421,-0.15552228875582175,-0.10158149933120991,-0.11439616147881855,-0.005528950963816651,0,0
OGR,fixed_0.1,255,-0.1593932672536421,-0.15552228875582175,-0.10158149933120991,-0.12100459921236971,-0.0030537308899143863,0,0
OGR,fixed_0.125,255,-0.1593932672536421,-0.19419355914710001,-0.10158149933120991,-0.12345344973518711,-0.002113083702052942,0,0
OGR,fixed_0.15,255,-0.1593932672536421,-0.19419355914710001,-0.10158149933120991,-0.11922420669398894,-0.000899432140063243,0,0
OGR,fixed_0.2,255,-0.1593932672536421,-0.1593932672536421,-0.10158149933120991,-0.10158149933120991,0.0,0,0
OGR,native_0,255,-0.1593932672536421,-0.1593932672536421,-0.10158149933120991,-0.10158149933120991,0.0,0,0
