route,policy,segment,change,event_id,symbol,entry_date,exit_date,net_return,entry_outlay
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140213|600496.SH,600496.SH,2014-02-14,2014-02-21,-0.0372847619524182,0.0165993757152512
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140214|002208.SZ,002208.SZ,2014-02-17,2014-02-25,-0.0548087498472443,0.0168466581712504
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140214|600170.SH,600170.SH,2014-02-17,2014-02-24,-0.049265106151334,0.0168466581712504
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140214|600853.SH,600853.SH,2014-02-17,2014-02-25,-0.0330725410492883,0.0168466581712504
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140214|601107.SH,601107.SH,2014-02-17,2014-02-26,-0.0555096703145433,0.0168466581712504
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|002129.SZ,002129.SZ,2014-07-04,2014-07-25,-0.0530636288398816,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|002144.SZ,002144.SZ,2014-07-04,2014-07-17,-0.0374151026805448,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|002348.SZ,002348.SZ,2014-07-04,2014-07-11,0.1454091816367266,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|600066.SH,600066.SH,2014-07-04,2014-07-28,0.1212544969940361,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|600080.SH,600080.SH,2014-07-04,2014-07-28,0.0805746996572889,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|600085.SH,600085.SH,2014-07-04,2014-07-28,0.0377433129211564,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20140703|600436.SH,600436.SH,2014-07-04,2014-07-10,-0.0423384482602388,0.0161136924081195
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150126|002352.SZ,002352.SZ,2015-01-27,2015-02-02,-0.063153392463194,0.0180460175067955
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150126|600833.SH,600833.SH,2015-01-27,2015-02-02,-0.0512165324523368,0.0180460175067955
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150128|000048.SZ,000048.SZ,2015-01-29,2015-02-13,0.1454091816367264,0.0179333744939515
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150305|002264.SZ,002264.SZ,2015-03-06,2015-03-09,-0.0478637962170896,0.0180549594154174
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150305|002456.SZ,002456.SZ,2015-03-06,2015-03-09,-0.0600936901706788,0.0180549594154174
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150305|600573.SH,600573.SH,2015-03-06,2015-03-30,0.0986706514637991,0.0180549594154174
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150309|600280.SH,600280.SH,2015-03-10,2015-03-19,0.1454091816367264,0.0177912147860407
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150309|600785.SH,600785.SH,2015-03-10,2015-03-12,-0.0363532862073686,0.0177912147860407
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150309|601116.SH,601116.SH,2015-03-10,2015-03-17,0.1454091816367264,0.0177912147860407
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150310|600365.SH,600365.SH,2015-03-11,2015-03-13,-0.0375302644515196,0.0179674017572838
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150310|601100.SH,601100.SH,2015-03-11,2015-03-30,0.1454091816367264,0.0179674017572838
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150313|000089.SZ,000089.SZ,2015-03-16,2015-03-26,0.1454091816367264,0.017959898781217
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150313|002668.SZ,002668.SZ,2015-03-16,2015-03-26,0.1454091816367262,0.017959898781217
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20150316|002186.SZ,002186.SZ,2015-03-17,2015-03-26,0.1454091816367264,0.0184383263058076
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20160629|002356.SZ,002356.SZ,2016-06-30,2016-07-22,0.0243172581977757,0.021180260669931
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20161025|603828.SH,603828.SH,2016-10-26,2016-10-31,-0.0523810678238665,0.0215374801702438
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170221|002230.SZ,002230.SZ,2017-02-22,2017-03-07,0.1454091816367264,0.0212899822567436
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170223|600110.SH,600110.SH,2017-02-24,2017-03-10,0.1454091816367262,0.0213020378233704
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170818|600345.SH,600345.SH,2017-08-21,2017-08-23,-0.0461758835270632,0.0216435875921986
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170818|600775.SH,600775.SH,2017-08-21,2017-08-23,-0.0419523928549439,0.0216435875921986
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|000686.SZ,000686.SZ,2017-08-29,2017-09-20,-0.0315060486761282,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|000783.SZ,000783.SZ,2017-08-29,2017-09-08,-0.0323934235756603,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|600009.SH,600009.SH,2017-08-29,2017-09-20,0.009137063170119,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|600109.SH,600109.SH,2017-08-29,2017-09-20,0.0109605642759516,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|600621.SH,600621.SH,2017-08-29,2017-09-04,0.1454091816367264,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|601377.SH,601377.SH,2017-08-29,2017-09-20,-0.002821618807039,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170828|601555.SH,601555.SH,2017-08-29,2017-09-20,-0.0263921955286217,0.0217331067152141
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170830|601021.SH,601021.SH,2017-08-31,2017-09-22,-0.0173573506429387,0.0217325376219526
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170831|002094.SZ,002094.SZ,2017-09-01,2017-09-18,-0.0400244620183479,0.0218032788189325
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170831|603203.SH,603203.SH,2017-09-01,2017-09-25,-0.0107352997115102,0.0218032788189325
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170831|603728.SH,603728.SH,2017-09-01,2017-09-07,-0.032354052364283,0.0218032788189325
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20170904|002245.SZ,002245.SZ,2017-09-05,2017-09-27,-0.0083037388426608,0.0222517156070482
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180313|002506.SZ,002506.SZ,2018-03-14,2018-03-16,-0.0428271896573824,0.0238898808553144
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180314|000546.SZ,000546.SZ,2018-03-15,2018-03-26,-0.127248003992016,0.0238121967536043
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180314|000935.SZ,000935.SZ,2018-03-15,2018-03-22,0.1454091816367264,0.0238121967536043
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180314|002632.SZ,002632.SZ,2018-03-15,2018-03-21,-0.0388763535730468,0.0238121967536043
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180314|002725.SZ,002725.SZ,2018-03-15,2018-03-19,-0.0339471433073702,0.0238121967536043
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180314|600182.SH,600182.SH,2018-03-15,2018-03-16,-0.0486592817980677,0.0238121967536043
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180315|002202.SZ,002202.SZ,2018-03-16,2018-03-27,-0.0506471267990331,0.023713527226879
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180315|002358.SZ,002358.SZ,2018-03-16,2018-03-26,-0.052290451621889,0.023713527226879
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180315|600229.SH,600229.SH,2018-03-16,2018-03-26,-0.1287666425390977,0.023713527226879
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180315|601933.SH,601933.SH,2018-03-16,2018-03-19,-0.050235243798118,0.023713527226879
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20180319|600543.SH,600543.SH,2018-03-20,2018-03-29,-0.0429067946472421,0.0236053637038966
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20190222|002350.SZ,002350.SZ,2019-02-25,2019-03-08,0.1454091816367264,0.0256927884614739
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20190222|600637.SH,600637.SH,2019-02-25,2019-03-13,0.1454091816367264,0.0256927884614739
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20190225|300631.SZ,300631.SZ,2019-02-26,2019-03-20,0.0372871781599615,0.0239022693083447
ATRDR_BULL,fixed_0.03,CONTINUOUS_2014_2023,NEWLY_FUNDED,V29|BULL|V29B|20190226|603018.SH,603018.SH,2019-02-27,2019-03-06,0.1454091816367264,0.0259054267672796
