path,bytes,sha256,actually_viewed_by_astra,purpose
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/blind/SMV6_price_only.png,149194,50ef6bf79889b3f138a38d07152914f1f375edfe3fcabbcf815458ab3e159505,True,DISCOVERY_BLIND_PACKET
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/blind/SMV6_price_rs.png,151569,ab645b18523c422910a2a31f526dd75bc2a647206519c91fbc6b94d15cc1af20,True,DISCOVERY_BLIND_PACKET
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/blind/SMV6_price_volume.png,156515,d8aa14c9068087bb184ca44e5b5582c7f9d8bd78ddcfc5657000654466ed3d4b,True,DISCOVERY_BLIND_PACKET
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_never_worked.png,123685,e5e239c39570ea32ce9eb451e2c9c73951e4a8d931e161b8a998e1a8f43d5f12,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_overview.png,267231,7d4295cfa5ea397ef7f5862e063034894a63267f5a1d541e4e7dba33a9b7273a,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_recovered_deep_winner.png,127839,dbb7fd03b9daf19c3daa2951522f5d6dd2d74f1ddca8e36b3c05d644d2443a95,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_severe_loss.png,124985,af8b4cc9bfcad232aaf25470d2292ac0b376ee439f7886de30c52b358af95d54,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_simple_stop_harmed.png,123702,57caa45a14d9a2f9966d9f10225e5a9e538326612f970955be14ee2aa2cce32e,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_simple_stop_rescued.png,131231,b57e4dd0245daa28ce844401824017519121e0c74493cfa03663d473a992d172,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_BULL_worked_gave_back.png,126109,718b5d1498eed378a884118857803a53d6fff6b60492b074c860de3b0361bfe5,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_never_worked.png,133350,7d16e40a862451e37b7df328cc74ae9f09603f9885bfc4b22a8feb6ae2ce0072,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_overview.png,294522,bace7246845e8379ef29f406eb70c0d67b6b3d1cfdd42dbc8d4dec19b1adced4,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_recovered_deep_winner.png,124863,21b97bd36c8f1dcca020b1ae9c7f60765aa78c2e245df53725c8533e78c7676b,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_severe_loss.png,132824,15afeb0fa0738c4fa506ab49fe84a7d314542270a09943f217e6eac35eb3bc6e,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_simple_stop_harmed.png,131783,3dab29980e9163c274667798ef7fefdb6c783ee3a5c1af265c9dd3db2b96ed0d,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_simple_stop_rescued.png,136315,556fde6787e43f960a3cfd829bcb21b15194c371ffe4907f32b61711be43d132,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_FAST_BEAR_worked_gave_back.png,138551,eb64e7689107bdb978f68c207c0926bf9f024a3370cf9059ffcffa4fed2261c7,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_never_worked.png,130386,128939ea96183816c06081a5e0636fcd3003adc8a40322b6b7d86049a3129f29,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_overview.png,284993,76f6e35c5d183601760cd69670201b9424f4cecbf565e83b6e543c8094f400c9,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_recovered_deep_winner.png,133293,ef7e18b9e6d9b2464373a1d85d408e9a36187015b19baa6ed7abc53eef16210f,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_severe_loss.png,131986,687d85db8407c1358e9ca6ffb96c0457cc19b157b2541cfb9e03ba963b991d0f,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_simple_stop_harmed.png,135996,db40335a6cd6f575a767bdbbbee64f5ed4945e6ec9a7f3015ee6300183374790,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_simple_stop_rescued.png,133894,63dc999f65e762ff269eb523cd716d5959eee9cfaa6714f4e797c3b61fb88340,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/ATRDR_SLOW_BEAR_worked_gave_back.png,133268,631eebfae5eb0e333588ed671aca97b060ab0d502f99c3bde5ba94e7d5ae5f5c,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_never_worked.png,124785,7d5581e7df1ad2257575e13b6d416ca9a66f8a2c55f366b60e4d9b5e30f8b28f,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_overview.png,262237,0605fac573089b995784fee47acb32c852089afd91cedf3cf7aec47cf0f07359,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_recovered_deep_winner.png,127224,10bdb954bf336c8e363114098d7ed5954cd30bb0266fae28393886ed5b5fa86e,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_severe_loss.png,125664,1211d807c3c0cc3e4094356a391f62aaa9761fa6acd053555353c99f21ac28b2,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_simple_stop_harmed.png,127855,50537ed245b6547c22cde674766555928c8f06372fea439f2e5b2d22328d4d25,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_simple_stop_rescued.png,125387,39f875faed6056a7659e6afa2ffffc404124f7bfcd43f62ae034125ad673d262,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/MCB_worked_gave_back.png,124904,fc86f4d0dba1b254f1c99b237207b148b769c5af3f3cbcfb1578b70a1a9efe5c,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_never_worked.png,129458,cca24991053f3e04bebc9eadcd20aa606e9c7cd6e151646b936ce3d1ce2d419c,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_overview.png,271823,aa28b5cbde77d23e9c305d4350ec75437cf8c744cf5925ca37236c2784798abc,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_recovered_deep_winner.png,126833,495431d668e19e518c13055c737e3d0001e8b1fb38fe6e15b99e717ff1a536a4,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_severe_loss.png,130974,5e5df6d92141756b2329301696e335193f543559c07bc0520aa2bf127825c94e,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_simple_stop_harmed.png,99875,526711e110ab56d0ce2c867de432c2ce343d45acffef518498346b485bed35de,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_simple_stop_rescued.png,131867,672cb669c2066e1c41731d1c3b978f4c79d3646f3b582b3f53b461c3f5f6e1c4,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/OGR_worked_gave_back.png,131343,b6f893a5107ffa71a2b24d75ebb89cc120b330d53d8cfe01300f70addd614964,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/SMV6_never_worked.png,122208,4728364ca4da8350622536ebc48f173417107367b835c6a379de4a6a75213a74,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/SMV6_overview.png,178600,0f9b8c822450202135d0ef6ed8857bcbe4b7bfed00200d658ed830937f9128f8,True,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/postmortem/SMV6_worked_gave_back.png,102697,1e60d9f3ecf4de77a0302f838b4700c710ae7444acaeabf6d598403c7c961e96,False,DISCOVERY_POSTMORTEM
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/risk_counterexamples/ATRDR_FAST_BEAR_fixed_0.05.png,190980,7166c4785367277aae4787f49bc41c015fba3f73f65f432cb4b67d50c7ee2fd8,True,SIMPLE_RISK_READ_ONLY_COUNTEREXAMPLES
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/risk_counterexamples/MCB_profit_0.png,223681,f0a7e14c6bd00d2e61e060d7f01a1f71fabee7d9ff80f5e245e17073bfa2e12e,True,SIMPLE_RISK_READ_ONLY_COUNTEREXAMPLES
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/risk_counterexamples/OGR_atr_1.png,202348,b572f0126906b698581082665d5d601776cb111aea977e19fc61d833e5634109,True,SIMPLE_RISK_READ_ONLY_COUNTEREXAMPLES
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/risk_counterexamples/OGR_fixed_0.05.png,209724,cae847be614ed31c214273ffbe47ab758e176778b1f1c5a9c9772cf7cbeb5a47,True,SIMPLE_RISK_READ_ONLY_COUNTEREXAMPLES
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_complete_errors/ATRDR_FAST_BEAR.png,212124,345b91fb36e33d0f2f4a974a39f379e533f685bdc62c4e9be367c35bc36d5715,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_complete_errors/ATRDR_SLOW_BEAR.png,217803,5cee6aecff0341b3880dedf787b7bcf3787e206d31c7d1c00c019e494f3c9c17,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_complete_errors/MCB.png,206149,366c2bc5e3392a0ca78756eeea764d16c7fcc8e791fb12f14e2fd20076d6d2ae,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_complete_errors/OGR.png,210217,78a41638f7341d656ea3200d38917f8ca96eea3e10ea831adf4b958140b8175c,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_errors/ATRDR_FAST_BEAR.png,213420,0882090c518689429937bde32e4c50c5fb3ed0b1a1df221d973f8fc139675530,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_errors/ATRDR_SLOW_BEAR.png,220264,a16a03a8c328074ea0e67916ff90e16f7c733f9eff6bb77f2612496e6b08cbee,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_errors/MCB.png,205719,f488a8b52d1903a68ba375936898af075a1561d9cd4fb8cc25d983757b9c084f,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
/Volumes/quant/CY_quant_research/five_strategy_exit_risk_v1/20260907_visual_v1_01/temporal_errors/OGR.png,216676,f26e1cadf87d961a8211e3016cdd6f3508fef57d159962a06266151d964963e0,True,FROZEN_TEMPORAL_ERROR_ANALYSIS
