route,year,control,weighted_mse
ATRDR_FAST_BEAR,2020,ONE_SIGNAL_DATE_BLOCK_ROTATION,0.0060288024578771015
ATRDR_SLOW_BEAR,2020,ONE_SIGNAL_DATE_BLOCK_ROTATION,0.004619538738448018
MCB,2020,ONE_SIGNAL_DATE_BLOCK_ROTATION,0.006389450695182357
OGR,2021,ONE_SIGNAL_DATE_BLOCK_ROTATION,0.0036474387004798658
