checkpoint_id,timestamp,stage,cash,gross_exposure,nav,virtual_nav,pnl_delta,quantity_delta,fees,ATRDR_cash,ATRDR_exposure,ATRDR_nav,trade_date,root_pnl_json
3844,2021-02-10 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-10,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3849,2021-02-18 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-18,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3854,2021-02-19 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-19,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3859,2021-02-22 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-22,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3864,2021-02-23 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-23,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3869,2021-02-24 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-24,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3874,2021-02-25 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-25,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3879,2021-02-26 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-02-26,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3884,2021-03-01 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-01,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3889,2021-03-02 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-02,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3894,2021-03-03 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-03,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3899,2021-03-04 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-04,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3904,2021-03-05 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-05,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3909,2021-03-08 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-08,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
3914,2021-03-09 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1025995.9542520801,0.0,1025995.9542520801,1025995.9542520792,-8.149072527885437e-10,0.0,1670.5989889892874,1025995.9542520801,0.0,1025995.9542520801,2021-03-09,"{""V29|V27|OAI-20190529-300385.SZ"": 1593.4797072521724, ""V29|V27|OAI-20191119-300264.SZ"": 746.3909337740879, ""V29|V27|OAI-20200210-000586.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000619.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-000800.SZ"": 1593.4797072521687, ""V29|V27|OAI-20200210-000935.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-002046.SZ"": 1593.479707252176, ""V29|V27|OAI-20200210-002100.SZ"": 1593.479707252165, ""V29|V27|OAI-20200210-002157.SZ"": 1593.4797072521578, ""V29|V27|OAI-20200210-002746.SZ"": 1593.4797072521615, ""V29|V27|OAI-20200210-300106.SZ"": 1600.9367800203108, ""V29|V27|OAI-20200210-300340.SZ"": 1600.9367800203072, ""V29|V27|OAI-20200210-300761.SZ"": 1600.9367800203145, ""V29|V27|OAI-20200210-603363.SH"": 1593.479707252165, ""V29|V27|OAI-20200210-603787.SH"": 1593.4797072521724, ""V29|V27|OAI-20200211-300649.SZ"": 1596.0420980786039, ""V29|V27|OAI-20200325-002829.SZ"": 1644.2632588006636, ""V29|V27|OAI-20200325-300081.SZ"": -2923.68602399104, ""V29|V27|OAI-20200325-601601.SH"": 2.5198489673311997, ""V29|V27|OAI-20200325-601628.SH"": 591.1363525956476, ""V29|V27|OAI-20200325-603259.SH"": 629.6618544511402, ""V29|V27|OAI-20200325-603583.SH"": 1644.2632588006527, ""V29|V27|OAI-20201012-600753.SH"": -628.4442477184894, ""V29|V27|OAI-20201012-603901.SH"": 362.7197984859158}"
