X,Y,period,strategy,requests,funded_requests,positive_R1_requests,p50_registered_limit_use,p95_registered_limit_use,max_registered_limit_use,grade
X1.5,0.2,2024,MCB,769,10,769,0.3629216845094956,0.5681556045299855,0.6042910562861001,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2024,OGR,53,53,53,0.36982747134300076,0.8004342251096295,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2024,SMV6,24,23,24,0.512329253148838,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2025,ATRDR,409,283,319,0.10132862771530729,0.44141574001450906,0.8212906406245566,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2025,MCB,205,4,205,0.10167845191241212,0.170212665874887,0.17421920051413203,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2025,OGR,31,31,31,0.22761351710949773,0.6865903210366693,0.9887865334003827,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2025,SMV6,82,64,82,0.8742780243131687,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2026 YTD,ATRDR,237,178,182,0.11448430263688844,0.4519663390127285,0.9952733201590485,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2026 YTD,OGR,30,30,30,0.10207090461010332,0.2915212800934314,0.5077831874375264,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,2026 YTD,SMV6,27,21,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,full,ATRDR,4957,2089,3186,0.14225871166916487,0.663749385073923,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,full,MCB,2591,65,2591,0.14837119831727996,0.6154236607366651,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,full,OGR,507,375,507,0.17251872144128935,0.7239469475335297,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.2,full,SMV6,275,225,275,0.8757316524088249,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2018–2021,ATRDR,2054,887,1389,0.13971521171712342,0.6941031368111404,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2018–2021,MCB,1064,39,1064,0.1370541703688756,0.6563861306643762,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2018–2021,OGR,349,217,349,0.14452281087279623,0.7685679272605853,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2018–2021,SMV6,104,84,104,0.8825631938449423,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2022–2023,ATRDR,731,435,540,0.16801109167213124,0.7201272705912456,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2022–2023,MCB,423,12,423,0.1259904018936183,0.5702610949586135,0.9999999999999999,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2022–2023,OGR,44,44,44,0.15077719232382653,0.6256417828719705,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2022–2023,SMV6,38,33,38,0.9990757855822552,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2024,ATRDR,1526,306,756,0.18370522013360985,0.6869049863259343,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2024,MCB,769,10,769,0.3629216845094956,0.5681556045299855,0.6042910562861001,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2024,OGR,53,53,53,0.36982747134300076,0.8004342251096295,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2024,SMV6,24,23,24,0.512329253148838,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2025,ATRDR,409,283,319,0.10132862771530729,0.44141574001450906,0.8212906406245566,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2025,MCB,205,4,205,0.10167845191241212,0.170212665874887,0.17421920051413203,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2025,OGR,31,31,31,0.22761351710949773,0.6865903210366693,0.9887865334003827,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2025,SMV6,82,64,82,0.8742780243131687,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2026 YTD,ATRDR,237,178,182,0.11448430263688844,0.4519663390127285,0.9952733201590485,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2026 YTD,OGR,30,30,30,0.10207090461010332,0.2915212800934314,0.5077831874375264,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,2026 YTD,SMV6,27,21,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,full,ATRDR,4957,2089,3186,0.14225871166916487,0.663749385073923,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,full,MCB,2591,65,2591,0.14837119831727996,0.6154236607366651,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,full,OGR,507,375,507,0.17251872144128935,0.7239469475335297,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X1.5,0.3,full,SMV6,275,225,275,0.8757316524088249,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2018–2021,ATRDR,2054,877,1389,0.18920014285456288,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2018–2021,MCB,1064,39,1064,0.14915245600817872,0.9123670169945972,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2018–2021,OGR,349,217,349,0.1676691180191948,0.8872783528704346,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2018–2021,SMV6,104,88,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2022–2023,ATRDR,726,427,535,0.2344899046161233,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2022–2023,MCB,423,12,423,0.1481710731149093,0.6261483884395304,0.9999999999999999,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2022–2023,OGR,44,44,44,0.20852984069747474,0.9556227986833902,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2024,ATRDR,1526,299,756,0.2712084024037706,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2024,MCB,769,10,769,0.5888780530188644,0.9218913624837973,0.9805248787033032,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2024,OGR,53,49,53,0.4786655069893765,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2024,SMV6,24,24,24,0.8903360518581381,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2025,ATRDR,409,283,319,0.16743243555849943,0.6971467812212321,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2025,MCB,205,4,205,0.16937579279622378,0.2835399702126896,0.2902140488215204,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2025,OGR,31,31,31,0.3766156516115433,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2025,SMV6,85,68,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2026 YTD,ATRDR,237,178,182,0.19545616518155617,0.765902048933337,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2026 YTD,OGR,30,30,30,0.17553372579043564,0.5025870401243429,0.8749053781419663,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,2026 YTD,SMV6,27,21,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,full,ATRDR,4952,2064,3181,0.20604254490975962,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,full,MCB,2591,65,2591,0.154006859214645,0.9649459067392194,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,full,OGR,507,371,507,0.2294258335895833,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.1,full,SMV6,278,236,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2018–2021,ATRDR,2054,877,1389,0.18920014285456288,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2018–2021,MCB,1064,39,1064,0.14915245600817872,0.9123670169945972,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2018–2021,OGR,349,217,349,0.1676691180191948,0.8872783528704346,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2018–2021,SMV6,104,88,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2022–2023,ATRDR,726,427,535,0.2344899046161233,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2022–2023,MCB,423,12,423,0.1481710731149093,0.6261483884395304,0.9999999999999999,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2022–2023,OGR,44,44,44,0.20852984069747474,0.9556227986833902,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2024,ATRDR,1526,299,756,0.2712084024037706,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2024,MCB,769,10,769,0.5888780530188644,0.9218913624837973,0.9805248787033032,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2024,OGR,53,49,53,0.4786655069893765,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2024,SMV6,24,24,24,0.8903360518581381,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2025,ATRDR,409,283,319,0.16743243555849943,0.6971467812212321,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2025,MCB,205,4,205,0.16937579279622378,0.2835399702126896,0.2902140488215204,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2025,OGR,31,31,31,0.3766156516115433,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2025,SMV6,85,68,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2026 YTD,ATRDR,237,178,182,0.19545616518155617,0.765902048933337,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2026 YTD,OGR,30,30,30,0.17553372579043564,0.5025870401243429,0.8749053781419663,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,2026 YTD,SMV6,27,21,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,full,ATRDR,4952,2064,3181,0.20604254490975962,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,full,MCB,2591,65,2591,0.154006859214645,0.9649459067392194,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,full,OGR,507,371,507,0.2294258335895833,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.15,full,SMV6,278,236,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2018–2021,ATRDR,2054,877,1389,0.18920014285456288,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2018–2021,MCB,1064,39,1064,0.14915245600817872,0.9123670169945972,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2018–2021,OGR,349,217,349,0.1676691180191948,0.8872783528704346,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2018–2021,SMV6,104,88,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2022–2023,ATRDR,726,427,535,0.2344899046161233,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2022–2023,MCB,423,12,423,0.1481710731149093,0.6261483884395304,0.9999999999999999,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2022–2023,OGR,44,44,44,0.20852984069747474,0.9556227986833902,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2024,ATRDR,1526,299,756,0.2712084024037706,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2024,MCB,769,10,769,0.5888780530188644,0.9218913624837973,0.9805248787033032,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2024,OGR,53,49,53,0.4786655069893765,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2024,SMV6,24,24,24,0.8903360518581381,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2025,ATRDR,409,283,319,0.16743243555849943,0.6971467812212321,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2025,MCB,205,4,205,0.16937579279622378,0.2835399702126896,0.2902140488215204,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2025,OGR,31,31,31,0.3766156516115433,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2025,SMV6,85,68,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2026 YTD,ATRDR,237,178,182,0.19545616518155617,0.765902048933337,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2026 YTD,OGR,30,30,30,0.17553372579043564,0.5025870401243429,0.8749053781419663,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,2026 YTD,SMV6,27,21,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,full,ATRDR,4952,2064,3181,0.20604254490975962,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,full,MCB,2591,65,2591,0.154006859214645,0.9649459067392194,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,full,OGR,507,371,507,0.2294258335895833,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.2,full,SMV6,278,236,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2018–2021,ATRDR,2054,877,1389,0.18920014285456288,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2018–2021,MCB,1064,39,1064,0.14915245600817872,0.9123670169945972,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2018–2021,OGR,349,217,349,0.1676691180191948,0.8872783528704346,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2018–2021,SMV6,104,88,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2022–2023,ATRDR,726,427,535,0.2344899046161233,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2022–2023,MCB,423,12,423,0.1481710731149093,0.6261483884395304,0.9999999999999999,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2022–2023,OGR,44,44,44,0.20852984069747474,0.9556227986833902,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2024,ATRDR,1526,299,756,0.2712084024037706,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2024,MCB,769,10,769,0.5888780530188644,0.9218913624837973,0.9805248787033032,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2024,OGR,53,49,53,0.4786655069893765,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2024,SMV6,24,24,24,0.8903360518581381,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2025,ATRDR,409,283,319,0.16743243555849943,0.6971467812212321,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2025,MCB,205,4,205,0.16937579279622378,0.2835399702126896,0.2902140488215204,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2025,OGR,31,31,31,0.3766156516115433,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2025,SMV6,85,68,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2026 YTD,ATRDR,237,178,182,0.19545616518155617,0.765902048933337,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2026 YTD,OGR,30,30,30,0.17553372579043564,0.5025870401243429,0.8749053781419663,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,2026 YTD,SMV6,27,21,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,full,ATRDR,4952,2064,3181,0.20604254490975962,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,full,MCB,2591,65,2591,0.154006859214645,0.9649459067392194,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,full,OGR,507,371,507,0.2294258335895833,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X2,0.3,full,SMV6,278,236,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2018–2021,ATRDR,2056,845,1391,0.2759546092520197,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2018–2021,MCB,1064,18,1064,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2018–2021,OGR,350,196,350,0.18170527894697627,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2018–2021,SMV6,104,90,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2022–2023,ATRDR,768,414,544,0.36957781719448624,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2022–2023,MCB,423,3,423,0.9999999999999999,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2022–2023,OGR,44,42,44,0.3567801092678029,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2022–2023,SMV6,38,37,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2024,ATRDR,1526,286,756,0.42247025626358536,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2024,MCB,769,2,769,0.013316504826634991,0.02500364270302962,0.02630221357818458,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2024,OGR,53,47,53,0.8519461698522562,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2025,ATRDR,415,261,325,0.2672481590905345,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2025,MCB,205,1,205,1.3799721598741744e-17,1.3799721598741744e-17,1.3799721598741744e-17,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2025,OGR,31,31,31,0.6768452652831933,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2025,SMV6,85,75,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2026 YTD,ATRDR,237,169,182,0.30409440628206114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2026 YTD,OGR,30,30,30,0.32826040020033936,0.943819793559359,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,2026 YTD,SMV6,27,23,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,full,ATRDR,5002,1975,3198,0.3132284203755383,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,full,MCB,2591,24,2591,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,full,OGR,508,346,508,0.3067036807816038,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.1,full,SMV6,278,249,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2018–2021,ATRDR,2056,845,1391,0.2759546092520197,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2018–2021,MCB,1064,18,1064,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2018–2021,OGR,350,196,350,0.18170527894697627,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
