X,Y,period,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl,max_gross,trading_days,days_gross_gt25,days_gross_gt50,days_gross_gt75,days_gross_gt90,days_gross_ge99
X1,0.2,2022–2023,2022-01-01,2023-12-31,0.14378365580786046,0.06952742171290094,0.02621833161794962,0.005758110750780055,1.7371238125175545,0.12366654167074617,0.4685544973058195,0.8763334583292538,134477.9612405108,4.417908094358705,-0.013272030536402801,0.01899416019250209,0.45699042831454323,0.11576762418444372,0.0589749875519902,0.05914935009432366,1066173.224513051,0.6772498301279332,484,80,21,0,0,0
X1,0.2,2024,2024-01-01,2024-12-31,0.17335857052612114,0.1729742378266339,0.051523979313104706,0.008579660594921537,1.9539312828432143,0.13212466490208882,0.39824911702813576,0.8678753350979113,112823.72025411192,6.477858879915279,-0.02296525936242244,0.02479102468424201,0.42047288371283414,0.3255042918200162,0.11953534299196887,0.11953534299196887,1470305.065730935,0.5891814733538875,242,48,3,0,0,0
X1,0.2,2025,2025-01-01,2025-12-31,0.09029815032113553,0.09036271221469971,0.01522587535040898,0.006090479203199905,2.0392560309664463,0.17814734719480205,0.4350660755507749,0.821852652805198,114670.0185440284,6.361747006870229,-0.0049626422116203495,0.022480332314872002,0.3916519776917161,0.18544650838202992,0.09757017326820004,0.10084533375845424,898611.0205001812,0.47468381139048393,243,74,0,0,0,0
X1,0.2,2026 YTD,2026-01-01,2026-09-16,0.064260814309548,0.09180240673824724,0.026908516430020568,0.005068876958343916,2.178728310427852,0.13845575167374402,0.3546351029933715,0.8615442483262561,82429.87307119835,5.784956516802758,-0.013402955379592352,0.02067529732361949,0.33560946036199296,0.2230741728140299,0.13591381130411972,0.13638823613444248,697243.3584342077,0.4069888247126416,172,33,0,0,0,0
X1,0.2,full,2018-01-01,2026-09-16,1.3543255329788715,0.10331265381550536,0.051523979313104706,0.006785673087810423,1.9658040471092997,0.13441539445524286,0.41848826245213433,0.8655846055447571,674931.4509344167,5.329837014457043,-0.02296525936242244,0.02479102468424201,0.8770359245935344,0.06185636427694217,0.026995525588321002,0.02712932904621379,6642671.671263007,1.0,2114,403,52,5,3,1
X1,0.3,2018–2021,2018-01-01,2021-12-31,0.5118145793151165,0.10885467619154587,0.03192287367133628,0.006794029101232934,2.165872108657001,0.12869596520782728,0.4252056848942303,0.8713040347921729,230529.87782456726,4.910244257229448,-0.010086936903914379,0.02058260119477318,0.8770359245935344,0.09833986450257201,0.025547665393016353,0.035802990971968165,2510339.0020846324,1.0,973,168,28,5,3,1
X1,0.3,2022–2023,2022-01-01,2023-12-31,0.14378365580786046,0.06952742171290094,0.02621833161794962,0.005758110750780055,1.7371238125175545,0.12366654167074617,0.4685544973058195,0.8763334583292538,134477.9612405108,4.417908094358705,-0.013272030536402801,0.01899416019250209,0.45699042831454323,0.11576762418444372,0.0589749875519902,0.05914935009432366,1066173.224513051,0.6772498301279332,484,80,21,0,0,0
X1,0.3,2024,2024-01-01,2024-12-31,0.17335857052612114,0.1729742378266339,0.051523979313104706,0.008579660594921537,1.9539312828432143,0.13212466490208882,0.39824911702813576,0.8678753350979113,112823.72025411192,6.477858879915279,-0.02296525936242244,0.02479102468424201,0.42047288371283414,0.3255042918200162,0.11953534299196887,0.11953534299196887,1470305.065730935,0.5891814733538875,242,48,3,0,0,0
X1,0.3,2025,2025-01-01,2025-12-31,0.09029815032113553,0.09036271221469971,0.01522587535040898,0.006090479203199905,2.0392560309664463,0.17814734719480205,0.4350660755507749,0.821852652805198,114670.0185440284,6.361747006870229,-0.0049626422116203495,0.022480332314872002,0.3916519776917161,0.18544650838202992,0.09757017326820004,0.10084533375845424,898611.0205001812,0.47468381139048393,243,74,0,0,0,0
X1,0.3,2026 YTD,2026-01-01,2026-09-16,0.064260814309548,0.09180240673824724,0.026908516430020568,0.005068876958343916,2.178728310427852,0.13845575167374402,0.3546351029933715,0.8615442483262561,82429.87307119835,5.784956516802758,-0.013402955379592352,0.02067529732361949,0.33560946036199296,0.2230741728140299,0.13591381130411972,0.13638823613444248,697243.3584342077,0.4069888247126416,172,33,0,0,0,0
X1,0.3,full,2018-01-01,2026-09-16,1.3543255329788715,0.10331265381550536,0.051523979313104706,0.006785673087810423,1.9658040471092997,0.13441539445524286,0.41848826245213433,0.8655846055447571,674931.4509344167,5.329837014457043,-0.02296525936242244,0.02479102468424201,0.8770359245935344,0.06185636427694217,0.026995525588321002,0.02712932904621379,6642671.671263007,1.0,2114,403,52,5,3,1
X1.5,0.1,2018–2021,2018-01-01,2021-12-31,0.7628398620986108,0.15226724245580203,0.04414635588027194,0.009943454927355112,2.11722214266594,0.1857816127309867,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030926,-0.015326313984426965,0.03072551577439827,0.8230752202437058,0.0922005932087642,0.02659816265030441,0.03605575936790905,3741563.3230564483,1.0000000000000002,973,254,100,23,4,1
X1.5,0.1,2022–2023,2022-01-01,2023-12-31,0.20994870093475226,0.10004847588505017,0.03718321484006204,0.008422059492528585,1.7091224281741302,0.18115416036550847,0.6865960697516418,0.8188458396344915,237686.1289504927,6.418863694743044,-0.019863750001536284,0.028388723182205113,0.6819461968636162,0.11572685820978312,0.05897036715501229,0.05957671012665276,1815288.9955326356,0.9311866728614148,484,128,53,17,1,0
X1.5,0.1,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.1,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.1,2026 YTD,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.1,full,2018-01-01,2026-09-16,2.334541871093761,0.14830236681910347,0.07650678130580446,0.00995481172451367,1.9331452785417031,0.1962535930577445,0.6162469007157082,0.8037464069422555,1208880.3515026004,7.812681276590267,-0.0346007244828469,0.03567179637385552,0.8230752202437058,0.05857209540565414,0.030003437061286074,0.03011283541409451,11450419.249190802,1.0000000000000002,2114,617,236,42,5,1
X1.5,0.15,2018–2021,2018-01-01,2021-12-31,0.7628398620986108,0.15226724245580203,0.04414635588027194,0.009943454927355112,2.11722214266594,0.1857816127309867,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030926,-0.015326313984426965,0.03072551577439827,0.8230752202437058,0.0922005932087642,0.02659816265030441,0.03605575936790905,3741563.3230564483,1.0000000000000002,973,254,100,23,4,1
X1.5,0.15,2022–2023,2022-01-01,2023-12-31,0.20994870093475226,0.10004847588505017,0.03718321484006204,0.008422059492528585,1.7091224281741302,0.18115416036550847,0.6865960697516418,0.8188458396344915,237686.1289504927,6.418863694743044,-0.019863750001536284,0.028388723182205113,0.6819461968636162,0.11572685820978312,0.05897036715501229,0.05957671012665276,1815288.9955326356,0.9311866728614148,484,128,53,17,1,0
X1.5,0.15,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.15,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.15,2026 YTD,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.15,full,2018-01-01,2026-09-16,2.334541871093761,0.14830236681910347,0.07650678130580446,0.00995481172451367,1.9331452785417031,0.1962535930577445,0.6162469007157082,0.8037464069422555,1208880.3515026004,7.812681276590267,-0.0346007244828469,0.03567179637385552,0.8230752202437058,0.05857209540565414,0.030003437061286074,0.03011283541409451,11450419.249190802,1.0000000000000002,2114,617,236,42,5,1
X1.5,0.2,2018–2021,2018-01-01,2021-12-31,0.7628398620986108,0.15226724245580203,0.04414635588027194,0.009943454927355112,2.11722214266594,0.1857816127309867,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030926,-0.015326313984426965,0.03072551577439827,0.8230752202437058,0.0922005932087642,0.02659816265030441,0.03605575936790905,3741563.3230564483,1.0000000000000002,973,254,100,23,4,1
X1.5,0.2,2022–2023,2022-01-01,2023-12-31,0.20994870093475226,0.10004847588505017,0.03718321484006204,0.008422059492528585,1.7091224281741302,0.18115416036550847,0.6865960697516418,0.8188458396344915,237686.1289504927,6.418863694743044,-0.019863750001536284,0.028388723182205113,0.6819461968636162,0.11572685820978312,0.05897036715501229,0.05957671012665276,1815288.9955326356,0.9311866728614148,484,128,53,17,1,0
X1.5,0.2,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.2,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.2,2026 YTD,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.2,full,2018-01-01,2026-09-16,2.334541871093761,0.14830236681910347,0.07650678130580446,0.00995481172451367,1.9331452785417031,0.1962535930577445,0.6162469007157082,0.8037464069422555,1208880.3515026004,7.812681276590267,-0.0346007244828469,0.03567179637385552,0.8230752202437058,0.05857209540565414,0.030003437061286074,0.03011283541409451,11450419.249190802,1.0000000000000002,2114,617,236,42,5,1
X1.5,0.3,2018–2021,2018-01-01,2021-12-31,0.7628398620986108,0.15226724245580203,0.04414635588027194,0.009943454927355112,2.11722214266594,0.1857816127309867,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030926,-0.015326313984426965,0.03072551577439827,0.8230752202437058,0.0922005932087642,0.02659816265030441,0.03605575936790905,3741563.3230564483,1.0000000000000002,973,254,100,23,4,1
X1.5,0.3,2022–2023,2022-01-01,2023-12-31,0.20994870093475226,0.10004847588505017,0.03718321484006204,0.008422059492528585,1.7091224281741302,0.18115416036550847,0.6865960697516418,0.8188458396344915,237686.1289504927,6.418863694743044,-0.019863750001536284,0.028388723182205113,0.6819461968636162,0.11572685820978312,0.05897036715501229,0.05957671012665276,1815288.9955326356,0.9311866728614148,484,128,53,17,1,0
X1.5,0.3,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.3,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.3,2026 YTD,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.3,full,2018-01-01,2026-09-16,2.334541871093761,0.14830236681910347,0.07650678130580446,0.00995481172451367,1.9331452785417031,0.1962535930577445,0.6162469007157082,0.8037464069422555,1208880.3515026004,7.812681276590267,-0.0346007244828469,0.03567179637385552,0.8230752202437058,0.05857209540565414,0.030003437061286074,0.03011283541409451,11450419.249190802,1.0000000000000002,2114,617,236,42,5,1
X2,0.1,2018–2021,2018-01-01,2021-12-31,1.016704355469967,0.19168249268643045,0.05433159996843695,0.012569971200910662,2.1153138437641426,0.2341140591320036,0.783167015741461,0.7658859408679964,478823.44775935623,8.758648966503014,-0.02215161003187538,0.04076464398623324,0.8377871910128165,0.0875858623502304,0.02800151719619609,0.038375641170506215,4986713.353380622,1.0,973,315,158,62,16,1
X2,0.1,2022–2023,2022-01-01,2023-12-31,0.2506675883085918,0.11841817311553582,0.04870801917743384,0.01068510353709963,1.6337591966805993,0.22827828281337112,0.8275282123554708,0.7717217171866289,345970.6733451183,7.982266249259347,-0.026426450880349672,0.03772395553104442,0.8450832591526471,0.11266139240846632,0.06098273355946427,0.06271124272857583,2479477.317381775,0.9659671798727005,484,158,74,37,12,0
X2,0.1,2024,2024-01-01,2024-12-31,0.3016749121489839,0.3009718459996453,0.09554550266556461,0.014680969288511387,1.9079225449239618,0.24047265491077252,0.7000730751790815,0.7595273450892274,303176.8846824338,11.310712300738318,-0.04326476884578434,0.04643305802198213,0.6998480925826611,0.3168898378328454,0.13444016533387831,0.13444016533387831,3732012.1326236706,0.8866247110954134,242,95,39,7,0,0
X2,0.1,2025,2025-01-01,2025-12-31,0.17116438835863002,0.17129113642700822,0.02970229095865995,0.011747143664223606,1.9665912495271223,0.33943160406648254,0.8480439445118303,0.6605683959335176,376480.0534976998,12.045401994981525,-0.009578089884644148,0.04434300776029643,0.7790558941084743,0.18150591855231937,0.08543790549851137,0.0933077422746929,2756257.5667329356,0.9271336705412236,243,120,72,22,5,0
X2,0.1,2026 YTD,2026-01-01,2026-09-16,0.12970655734874237,0.18766466584131036,0.05335834160734587,0.010025522715413336,2.1966224089841737,0.2705115617034016,0.6995461004463583,0.7294884382965983,295215.1718860564,11.157014068188202,-0.02675027981403033,0.040034511922987424,0.6686155423763004,0.2227907579551013,0.13610371162190857,0.13655276437038502,2446167.418790702,0.7876489621270415,172,72,32,6,0,0
X2,0.1,full,2018-01-01,2026-09-16,3.3438035282541634,0.18370034264791313,0.09554550266556461,0.012525934919536342,1.923138491723734,0.2485732825480882,0.7785112434375049,0.7514267174519119,1799666.2311706645,9.900318814246706,-0.04326476884578434,0.04643305802198213,0.8450832591526471,0.055540225402098235,0.033290917853982936,0.03341060181294275,16400627.788909705,1.0,2114,760,375,134,33,1
X2,0.15,2018–2021,2018-01-01,2021-12-31,1.016704355469967,0.19168249268643045,0.05433159996843695,0.012569971200910662,2.1153138437641426,0.2341140591320036,0.783167015741461,0.7658859408679964,478823.44775935623,8.758648966503014,-0.02215161003187538,0.04076464398623324,0.8377871910128165,0.0875858623502304,0.02800151719619609,0.038375641170506215,4986713.353380622,1.0,973,315,158,62,16,1
X2,0.15,2022–2023,2022-01-01,2023-12-31,0.2506675883085918,0.11841817311553582,0.04870801917743384,0.01068510353709963,1.6337591966805993,0.22827828281337112,0.8275282123554708,0.7717217171866289,345970.6733451183,7.982266249259347,-0.026426450880349672,0.03772395553104442,0.8450832591526471,0.11266139240846632,0.06098273355946427,0.06271124272857583,2479477.317381775,0.9659671798727005,484,158,74,37,12,0
X2,0.15,2024,2024-01-01,2024-12-31,0.3016749121489839,0.3009718459996453,0.09554550266556461,0.014680969288511387,1.9079225449239618,0.24047265491077252,0.7000730751790815,0.7595273450892274,303176.8846824338,11.310712300738318,-0.04326476884578434,0.04643305802198213,0.6998480925826611,0.3168898378328454,0.13444016533387831,0.13444016533387831,3732012.1326236706,0.8866247110954134,242,95,39,7,0,0
X2,0.15,2025,2025-01-01,2025-12-31,0.17116438835863002,0.17129113642700822,0.02970229095865995,0.011747143664223606,1.9665912495271223,0.33943160406648254,0.8480439445118303,0.6605683959335176,376480.0534976998,12.045401994981525,-0.009578089884644148,0.04434300776029643,0.7790558941084743,0.18150591855231937,0.08543790549851137,0.0933077422746929,2756257.5667329356,0.9271336705412236,243,120,72,22,5,0
X2,0.15,2026 YTD,2026-01-01,2026-09-16,0.12970655734874237,0.18766466584131036,0.05335834160734587,0.010025522715413336,2.1966224089841737,0.2705115617034016,0.6995461004463583,0.7294884382965983,295215.1718860564,11.157014068188202,-0.02675027981403033,0.040034511922987424,0.6686155423763004,0.2227907579551013,0.13610371162190857,0.13655276437038502,2446167.418790702,0.7876489621270415,172,72,32,6,0,0
X2,0.15,full,2018-01-01,2026-09-16,3.3438035282541634,0.18370034264791313,0.09554550266556461,0.012525934919536342,1.923138491723734,0.2485732825480882,0.7785112434375049,0.7514267174519119,1799666.2311706645,9.900318814246706,-0.04326476884578434,0.04643305802198213,0.8450832591526471,0.055540225402098235,0.033290917853982936,0.03341060181294275,16400627.788909705,1.0,2114,760,375,134,33,1
X2,0.2,2018–2021,2018-01-01,2021-12-31,1.016704355469967,0.19168249268643045,0.05433159996843695,0.012569971200910662,2.1153138437641426,0.2341140591320036,0.783167015741461,0.7658859408679964,478823.44775935623,8.758648966503014,-0.02215161003187538,0.04076464398623324,0.8377871910128165,0.0875858623502304,0.02800151719619609,0.038375641170506215,4986713.353380622,1.0,973,315,158,62,16,1
X2,0.2,2022–2023,2022-01-01,2023-12-31,0.2506675883085918,0.11841817311553582,0.04870801917743384,0.01068510353709963,1.6337591966805993,0.22827828281337112,0.8275282123554708,0.7717217171866289,345970.6733451183,7.982266249259347,-0.026426450880349672,0.03772395553104442,0.8450832591526471,0.11266139240846632,0.06098273355946427,0.06271124272857583,2479477.317381775,0.9659671798727005,484,158,74,37,12,0
X2,0.2,2024,2024-01-01,2024-12-31,0.3016749121489839,0.3009718459996453,0.09554550266556461,0.014680969288511387,1.9079225449239618,0.24047265491077252,0.7000730751790815,0.7595273450892274,303176.8846824338,11.310712300738318,-0.04326476884578434,0.04643305802198213,0.6998480925826611,0.3168898378328454,0.13444016533387831,0.13444016533387831,3732012.1326236706,0.8866247110954134,242,95,39,7,0,0
X2,0.2,2025,2025-01-01,2025-12-31,0.17116438835863002,0.17129113642700822,0.02970229095865995,0.011747143664223606,1.9665912495271223,0.33943160406648254,0.8480439445118303,0.6605683959335176,376480.0534976998,12.045401994981525,-0.009578089884644148,0.04434300776029643,0.7790558941084743,0.18150591855231937,0.08543790549851137,0.0933077422746929,2756257.5667329356,0.9271336705412236,243,120,72,22,5,0
X2,0.2,2026 YTD,2026-01-01,2026-09-16,0.12970655734874237,0.18766466584131036,0.05335834160734587,0.010025522715413336,2.1966224089841737,0.2705115617034016,0.6995461004463583,0.7294884382965983,295215.1718860564,11.157014068188202,-0.02675027981403033,0.040034511922987424,0.6686155423763004,0.2227907579551013,0.13610371162190857,0.13655276437038502,2446167.418790702,0.7876489621270415,172,72,32,6,0,0
X2,0.2,full,2018-01-01,2026-09-16,3.3438035282541634,0.18370034264791313,0.09554550266556461,0.012525934919536342,1.923138491723734,0.2485732825480882,0.7785112434375049,0.7514267174519119,1799666.2311706645,9.900318814246706,-0.04326476884578434,0.04643305802198213,0.8450832591526471,0.055540225402098235,0.033290917853982936,0.03341060181294275,16400627.788909705,1.0,2114,760,375,134,33,1
X2,0.3,2018–2021,2018-01-01,2021-12-31,1.016704355469967,0.19168249268643045,0.05433159996843695,0.012569971200910662,2.1153138437641426,0.2341140591320036,0.783167015741461,0.7658859408679964,478823.44775935623,8.758648966503014,-0.02215161003187538,0.04076464398623324,0.8377871910128165,0.0875858623502304,0.02800151719619609,0.038375641170506215,4986713.353380622,1.0,973,315,158,62,16,1
X2,0.3,2022–2023,2022-01-01,2023-12-31,0.2506675883085918,0.11841817311553582,0.04870801917743384,0.01068510353709963,1.6337591966805993,0.22827828281337112,0.8275282123554708,0.7717217171866289,345970.6733451183,7.982266249259347,-0.026426450880349672,0.03772395553104442,0.8450832591526471,0.11266139240846632,0.06098273355946427,0.06271124272857583,2479477.317381775,0.9659671798727005,484,158,74,37,12,0
X2,0.3,2024,2024-01-01,2024-12-31,0.3016749121489839,0.3009718459996453,0.09554550266556461,0.014680969288511387,1.9079225449239618,0.24047265491077252,0.7000730751790815,0.7595273450892274,303176.8846824338,11.310712300738318,-0.04326476884578434,0.04643305802198213,0.6998480925826611,0.3168898378328454,0.13444016533387831,0.13444016533387831,3732012.1326236706,0.8866247110954134,242,95,39,7,0,0
