X,Y,year,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl,max_gross,trading_days,days_gross_gt25,days_gross_gt50,days_gross_gt75,days_gross_gt90,days_gross_ge99
X1,0.2,2020,2020-01-01,2020-12-31,0.08952099351660259,0.08932958920831324,0.03019512155018056,0.007691320154967062,1.7100120188370296,0.13151449806631865,0.3807642153173961,0.8684855019336813,55676.969730608675,4.661016515226585,-0.010086936903914379,0.019878108988739297,0.44408840315115183,0.24376658498879022,0.07563662968497764,0.09424772201948362,559415.3426548839,0.52094177859609,243,42,2,0,0,0
X1,0.2,2021,2021-01-01,2021-12-31,0.0891135648276502,0.089177245609384,0.009086217671912755,0.0028266078199316804,3.7899557923433815,0.09850816581947426,0.29100295669387766,0.9014918341805256,50274.72999197731,3.925418386364212,0.00015082691677892335,0.02058260119477318,0.2432435398244498,0.1546377235818649,0.08894441764455713,0.08894441764455713,606720.8223060323,0.3942918291501064,243,16,0,0,0,0
X1,0.2,2022,2022-01-01,2022-12-31,0.10029110732626179,0.10036313714215117,0.02621833161794962,0.006746879517658306,2.0034690047706767,0.14670104894567407,0.5405378152196494,0.8532989510543258,81865.9496164599,5.420965880617313,-0.013272030536402801,0.01829828606847912,0.38220450084034396,0.17668745470266461,0.09091119833833779,0.09091119833833779,743670.7092140829,0.6772498301279332,242,48,17,0,0,0
X1,0.2,2023,2023-01-01,2023-12-31,0.039528219570261314,0.03955582224131793,0.01178457764149543,0.0044375863863179285,1.4513336304265245,0.10063203439581828,0.4102122062636351,0.8993679656041816,52612.01162405091,3.4870036806859495,-0.0023414066863552963,0.01899416019250209,0.45699042831454323,0.23170661731295664,0.08605861082592026,0.10032993698180721,322502.5152989682,0.5215703254322107,242,32,4,0,0,0
X1,0.2,2024,2024-01-01,2024-12-31,0.17335857052612114,0.1729742378266339,0.051523979313104706,0.008579660594921537,1.9539312828432143,0.13212466490208882,0.39824911702813576,0.8678753350979113,112823.72025411192,6.477858879915279,-0.02296525936242244,0.02479102468424201,0.42047288371283414,0.3255042918200162,0.11953534299196887,0.11953534299196887,1470305.065730935,0.5891814733538875,242,48,3,0,0,0
X1,0.2,2025,2025-01-01,2025-12-31,0.09029815032113553,0.09036271221469971,0.01522587535040898,0.006090479203199905,2.0392560309664463,0.17814734719480205,0.4350660755507749,0.821852652805198,114670.0185440284,6.361747006870229,-0.0049626422116203495,0.022480332314872002,0.3916519776917161,0.18544650838202992,0.09757017326820004,0.10084533375845424,898611.0205001812,0.47468381139048393,243,74,0,0,0,0
X1,0.2,2026,2026-01-01,2026-09-16,0.064260814309548,0.09180240673824724,0.026908516430020568,0.005068876958343916,2.178728310427852,0.13845575167374402,0.3546351029933715,0.8615442483262561,82429.87307119835,5.784956516802758,-0.013402955379592352,0.02067529732361949,0.33560946036199296,0.2230741728140299,0.13591381130411972,0.13638823613444248,697243.3584342077,0.4069888247126416,172,33,0,0,0,0
X1,0.3,2018,2018-01-01,2018-12-31,0.17343930515302097,0.17356785926630125,0.03192287367133628,0.00880476732282147,2.4403033940227545,0.17299259854223722,0.5635912821126108,0.8270074014577629,76587.0956896448,7.306874841910873,-0.010052684564330616,0.01710688209056957,0.8770359245935344,0.2528362754593566,0.06491828292854866,0.06654932944438276,850682.0044139912,1.0,243,70,17,5,3,1
X1,0.3,2019,2019-01-01,2019-12-31,0.08574822486132483,0.08580940727608488,0.021391024539253678,0.006146228694122154,1.9591754465404854,0.11183797285739598,0.4284396755155607,0.8881620271426041,47991.08241233647,4.253172716805342,-0.00749858580875018,0.017167413755989194,0.47091899866830744,0.2677791563715512,0.07930796890789901,0.08810136263925741,493520.832709725,0.5668638823511231,244,40,9,0,0,0
X1,0.3,2020,2020-01-01,2020-12-31,0.08952099351660259,0.08932958920831324,0.03019512155018056,0.007691320154967062,1.7100120188370296,0.13151449806631865,0.3807642153173961,0.8684855019336813,55676.969730608675,4.661016515226585,-0.010086936903914379,0.019878108988739297,0.44408840315115183,0.24376658498879022,0.07563662968497764,0.09424772201948362,559415.3426548839,0.52094177859609,243,42,2,0,0,0
X1,0.3,2021,2021-01-01,2021-12-31,0.0891135648276502,0.089177245609384,0.009086217671912755,0.0028266078199316804,3.7899557923433815,0.09850816581947426,0.29100295669387766,0.9014918341805256,50274.72999197731,3.925418386364212,0.00015082691677892335,0.02058260119477318,0.2432435398244498,0.1546377235818649,0.08894441764455713,0.08894441764455713,606720.8223060323,0.3942918291501064,243,16,0,0,0,0
X1,0.3,2022,2022-01-01,2022-12-31,0.10029110732626179,0.10036313714215117,0.02621833161794962,0.006746879517658306,2.0034690047706767,0.14670104894567407,0.5405378152196494,0.8532989510543258,81865.9496164599,5.420965880617313,-0.013272030536402801,0.01829828606847912,0.38220450084034396,0.17668745470266461,0.09091119833833779,0.09091119833833779,743670.7092140829,0.6772498301279332,242,48,17,0,0,0
X1,0.3,2023,2023-01-01,2023-12-31,0.039528219570261314,0.03955582224131793,0.01178457764149543,0.0044375863863179285,1.4513336304265245,0.10063203439581828,0.4102122062636351,0.8993679656041816,52612.01162405091,3.4870036806859495,-0.0023414066863552963,0.01899416019250209,0.45699042831454323,0.23170661731295664,0.08605861082592026,0.10032993698180721,322502.5152989682,0.5215703254322107,242,32,4,0,0,0
X1,0.3,2024,2024-01-01,2024-12-31,0.17335857052612114,0.1729742378266339,0.051523979313104706,0.008579660594921537,1.9539312828432143,0.13212466490208882,0.39824911702813576,0.8678753350979113,112823.72025411192,6.477858879915279,-0.02296525936242244,0.02479102468424201,0.42047288371283414,0.3255042918200162,0.11953534299196887,0.11953534299196887,1470305.065730935,0.5891814733538875,242,48,3,0,0,0
X1,0.3,2025,2025-01-01,2025-12-31,0.09029815032113553,0.09036271221469971,0.01522587535040898,0.006090479203199905,2.0392560309664463,0.17814734719480205,0.4350660755507749,0.821852652805198,114670.0185440284,6.361747006870229,-0.0049626422116203495,0.022480332314872002,0.3916519776917161,0.18544650838202992,0.09757017326820004,0.10084533375845424,898611.0205001812,0.47468381139048393,243,74,0,0,0,0
X1,0.3,2026,2026-01-01,2026-09-16,0.064260814309548,0.09180240673824724,0.026908516430020568,0.005068876958343916,2.178728310427852,0.13845575167374402,0.3546351029933715,0.8615442483262561,82429.87307119835,5.784956516802758,-0.013402955379592352,0.02067529732361949,0.33560946036199296,0.2230741728140299,0.13591381130411972,0.13638823613444248,697243.3584342077,0.4069888247126416,172,33,0,0,0,0
X1.5,0.1,2018,2018-01-01,2018-12-31,0.21563679586482265,0.2157993923736139,0.04114136772545807,0.012555982656100277,2.249442217939809,0.23981270887332823,0.7606303941506456,0.7601872911266717,102286.51908569247,9.545240823784788,-0.014984111152403279,0.025667324242709542,0.8230752202437058,0.23446308372545122,0.07497142847999283,0.0764445798295063,1057651.5027539749,1.0000000000000002,243,80,43,14,4,1
X1.5,0.1,2019,2019-01-01,2019-12-31,0.12760587889840225,0.12769863732852005,0.03204077510299297,0.00907008688893764,1.9527921749848554,0.16342359702463688,0.6256108565507879,0.8365764029753632,76377.32082406606,6.315875300509651,-0.01125947499535862,0.025726733624520357,0.7045648950343119,0.26898962461593595,0.07584749883171618,0.08351225171787283,760841.5839778408,0.8336435157346098,244,53,23,8,0,0
X1.5,0.1,2020,2020-01-01,2020-12-31,0.1326724322521491,0.13238331314713703,0.04414635588027194,0.011471036356484951,1.6916417408506608,0.19425113924228524,0.5617545263524317,0.8057488607577148,91169.06785067375,6.884877165744942,-0.015326313984426965,0.02781867773091368,0.6619674527956133,0.24238562997800528,0.07301565094720429,0.0912459750952042,891993.2755971868,0.7655632359602196,243,70,26,1,0,0
X1.5,0.1,2021,2021-01-01,2021-12-31,0.13539600893592763,0.13549476274027406,0.013567390284992098,0.004193538599003544,3.7943251895338252,0.14573101407878422,0.43039971306985364,0.8542689859212158,85409.74747911288,5.840984769396672,0.00028713365131927127,0.03072551577439827,0.3600843538772628,0.15510314755543575,0.08830588902966957,0.08830588902966956,1031076.9607274458,0.5840094849071943,243,51,8,0,0,0
X1.5,0.1,2022,2022-01-01,2022-12-31,0.14235409204473393,0.14245823185475848,0.03718321484006204,0.009868269412542187,1.9445637660732593,0.21406026810329742,0.7719787126209728,0.7859397318967025,141262.87228825298,7.852046548252607,-0.019863750001536284,0.027241573994131473,0.5020453863226866,0.17765264222986943,0.09337631814263535,0.09337631814263535,1230842.6563599221,0.9311866728614148,242,80,26,14,1,0
X1.5,0.1,2023,2023-01-01,2023-12-31,0.059171328190393835,0.05921303340117512,0.017090434377050823,0.006443433171936066,1.4694877593843096,0.1482480526277195,0.6115728977924807,0.8517519473722805,96423.25666223973,5.131343952193351,-0.0033799857081038276,0.028388723182205113,0.6819461968636162,0.2344638099795022,0.08718377021420042,0.0996862605953032,584446.3391727135,0.7691332483007682,242,48,27,3,0,0
X1.5,0.1,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.1,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.1,2026,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.15,2018,2018-01-01,2018-12-31,0.21563679586482265,0.2157993923736139,0.04114136772545807,0.012555982656100277,2.249442217939809,0.23981270887332823,0.7606303941506456,0.7601872911266717,102286.51908569247,9.545240823784788,-0.014984111152403279,0.025667324242709542,0.8230752202437058,0.23446308372545122,0.07497142847999283,0.0764445798295063,1057651.5027539749,1.0000000000000002,243,80,43,14,4,1
X1.5,0.15,2019,2019-01-01,2019-12-31,0.12760587889840225,0.12769863732852005,0.03204077510299297,0.00907008688893764,1.9527921749848554,0.16342359702463688,0.6256108565507879,0.8365764029753632,76377.32082406606,6.315875300509651,-0.01125947499535862,0.025726733624520357,0.7045648950343119,0.26898962461593595,0.07584749883171618,0.08351225171787283,760841.5839778408,0.8336435157346098,244,53,23,8,0,0
X1.5,0.15,2020,2020-01-01,2020-12-31,0.1326724322521491,0.13238331314713703,0.04414635588027194,0.011471036356484951,1.6916417408506608,0.19425113924228524,0.5617545263524317,0.8057488607577148,91169.06785067375,6.884877165744942,-0.015326313984426965,0.02781867773091368,0.6619674527956133,0.24238562997800528,0.07301565094720429,0.0912459750952042,891993.2755971868,0.7655632359602196,243,70,26,1,0,0
X1.5,0.15,2021,2021-01-01,2021-12-31,0.13539600893592763,0.13549476274027406,0.013567390284992098,0.004193538599003544,3.7943251895338252,0.14573101407878422,0.43039971306985364,0.8542689859212158,85409.74747911288,5.840984769396672,0.00028713365131927127,0.03072551577439827,0.3600843538772628,0.15510314755543575,0.08830588902966957,0.08830588902966956,1031076.9607274458,0.5840094849071943,243,51,8,0,0,0
X1.5,0.15,2022,2022-01-01,2022-12-31,0.14235409204473393,0.14245823185475848,0.03718321484006204,0.009868269412542187,1.9445637660732593,0.21406026810329742,0.7719787126209728,0.7859397318967025,141262.87228825298,7.852046548252607,-0.019863750001536284,0.027241573994131473,0.5020453863226866,0.17765264222986943,0.09337631814263535,0.09337631814263535,1230842.6563599221,0.9311866728614148,242,80,26,14,1,0
X1.5,0.15,2023,2023-01-01,2023-12-31,0.059171328190393835,0.05921303340117512,0.017090434377050823,0.006443433171936066,1.4694877593843096,0.1482480526277195,0.6115728977924807,0.8517519473722805,96423.25666223973,5.131343952193351,-0.0033799857081038276,0.028388723182205113,0.6819461968636162,0.2344638099795022,0.08718377021420042,0.0996862605953032,584446.3391727135,0.7691332483007682,242,48,27,3,0,0
X1.5,0.15,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.15,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.15,2026,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.2,2018,2018-01-01,2018-12-31,0.21563679586482265,0.2157993923736139,0.04114136772545807,0.012555982656100277,2.249442217939809,0.23981270887332823,0.7606303941506456,0.7601872911266717,102286.51908569247,9.545240823784788,-0.014984111152403279,0.025667324242709542,0.8230752202437058,0.23446308372545122,0.07497142847999283,0.0764445798295063,1057651.5027539749,1.0000000000000002,243,80,43,14,4,1
X1.5,0.2,2019,2019-01-01,2019-12-31,0.12760587889840225,0.12769863732852005,0.03204077510299297,0.00907008688893764,1.9527921749848554,0.16342359702463688,0.6256108565507879,0.8365764029753632,76377.32082406606,6.315875300509651,-0.01125947499535862,0.025726733624520357,0.7045648950343119,0.26898962461593595,0.07584749883171618,0.08351225171787283,760841.5839778408,0.8336435157346098,244,53,23,8,0,0
X1.5,0.2,2020,2020-01-01,2020-12-31,0.1326724322521491,0.13238331314713703,0.04414635588027194,0.011471036356484951,1.6916417408506608,0.19425113924228524,0.5617545263524317,0.8057488607577148,91169.06785067375,6.884877165744942,-0.015326313984426965,0.02781867773091368,0.6619674527956133,0.24238562997800528,0.07301565094720429,0.0912459750952042,891993.2755971868,0.7655632359602196,243,70,26,1,0,0
X1.5,0.2,2021,2021-01-01,2021-12-31,0.13539600893592763,0.13549476274027406,0.013567390284992098,0.004193538599003544,3.7943251895338252,0.14573101407878422,0.43039971306985364,0.8542689859212158,85409.74747911288,5.840984769396672,0.00028713365131927127,0.03072551577439827,0.3600843538772628,0.15510314755543575,0.08830588902966957,0.08830588902966956,1031076.9607274458,0.5840094849071943,243,51,8,0,0,0
X1.5,0.2,2022,2022-01-01,2022-12-31,0.14235409204473393,0.14245823185475848,0.03718321484006204,0.009868269412542187,1.9445637660732593,0.21406026810329742,0.7719787126209728,0.7859397318967025,141262.87228825298,7.852046548252607,-0.019863750001536284,0.027241573994131473,0.5020453863226866,0.17765264222986943,0.09337631814263535,0.09337631814263535,1230842.6563599221,0.9311866728614148,242,80,26,14,1,0
X1.5,0.2,2023,2023-01-01,2023-12-31,0.059171328190393835,0.05921303340117512,0.017090434377050823,0.006443433171936066,1.4694877593843096,0.1482480526277195,0.6115728977924807,0.8517519473722805,96423.25666223973,5.131343952193351,-0.0033799857081038276,0.028388723182205113,0.6819461968636162,0.2344638099795022,0.08718377021420042,0.0996862605953032,584446.3391727135,0.7691332483007682,242,48,27,3,0,0
X1.5,0.2,2024,2024-01-01,2024-12-31,0.25639745548801707,0.25580994783515076,0.07650678130580446,0.012413940566480887,1.9415957545045812,0.19487817500962948,0.591494900181785,0.8051218249903705,211605.86830546265,9.478472958132324,-0.0346007244828469,0.03567179637385552,0.6236740987344512,0.3220970279606418,0.12132922669011947,0.1213292266901195,2682336.4526568204,0.8072537409685014,242,77,27,2,0,0
X1.5,0.2,2025,2025-01-01,2025-12-31,0.13530717238245127,0.13540585761015977,0.022605617941959255,0.009037010893360339,2.0238420680625526,0.26287554918213035,0.6484399242382594,0.7371244508178696,231481.35028203006,9.36787526863394,-0.007439741110131459,0.03352260029182334,0.5858269800963628,0.1879866380035216,0.08622584598807449,0.09541252112624118,1778473.5364154559,0.7053896419725859,243,104,43,0,0,0
X1.5,0.2,2026,2026-01-01,2026-09-16,0.0960135551244563,0.13801943394536131,0.04021732713246695,0.007557656972783581,2.1684207028566593,0.20579474486237073,0.5281854866207092,0.7942052551376292,172864.34872506978,8.530099166025403,-0.02007987624980645,0.03049496470239917,0.5029488729467125,0.2228147859902069,0.1362690458172051,0.13672590586656388,1432756.9415294416,0.5979596888565227,172,54,13,0,0,0
X1.5,0.3,2018,2018-01-01,2018-12-31,0.21563679586482265,0.2157993923736139,0.04114136772545807,0.012555982656100277,2.249442217939809,0.23981270887332823,0.7606303941506456,0.7601872911266717,102286.51908569247,9.545240823784788,-0.014984111152403279,0.025667324242709542,0.8230752202437058,0.23446308372545122,0.07497142847999283,0.0764445798295063,1057651.5027539749,1.0000000000000002,243,80,43,14,4,1
X1.5,0.3,2019,2019-01-01,2019-12-31,0.12760587889840225,0.12769863732852005,0.03204077510299297,0.00907008688893764,1.9527921749848554,0.16342359702463688,0.6256108565507879,0.8365764029753632,76377.32082406606,6.315875300509651,-0.01125947499535862,0.025726733624520357,0.7045648950343119,0.26898962461593595,0.07584749883171618,0.08351225171787283,760841.5839778408,0.8336435157346098,244,53,23,8,0,0
X1.5,0.3,2020,2020-01-01,2020-12-31,0.1326724322521491,0.13238331314713703,0.04414635588027194,0.011471036356484951,1.6916417408506608,0.19425113924228524,0.5617545263524317,0.8057488607577148,91169.06785067375,6.884877165744942,-0.015326313984426965,0.02781867773091368,0.6619674527956133,0.24238562997800528,0.07301565094720429,0.0912459750952042,891993.2755971868,0.7655632359602196,243,70,26,1,0,0
X1.5,0.3,2021,2021-01-01,2021-12-31,0.13539600893592763,0.13549476274027406,0.013567390284992098,0.004193538599003544,3.7943251895338252,0.14573101407878422,0.43039971306985364,0.8542689859212158,85409.74747911288,5.840984769396672,0.00028713365131927127,0.03072551577439827,0.3600843538772628,0.15510314755543575,0.08830588902966957,0.08830588902966956,1031076.9607274458,0.5840094849071943,243,51,8,0,0,0
X1.5,0.3,2022,2022-01-01,2022-12-31,0.14235409204473393,0.14245823185475848,0.03718321484006204,0.009868269412542187,1.9445637660732593,0.21406026810329742,0.7719787126209728,0.7859397318967025,141262.87228825298,7.852046548252607,-0.019863750001536284,0.027241573994131473,0.5020453863226866,0.17765264222986943,0.09337631814263535,0.09337631814263535,1230842.6563599221,0.9311866728614148,242,80,26,14,1,0
X1.5,0.3,2023,2023-01-01,2023-12-31,0.059171328190393835,0.05921303340117512,0.017090434377050823,0.006443433171936066,1.4694877593843096,0.1482480526277195,0.6115728977924807,0.8517519473722805,96423.25666223973,5.131343952193351,-0.0033799857081038276,0.028388723182205113,0.6819461968636162,0.2344638099795022,0.08718377021420042,0.0996862605953032,584446.3391727135,0.7691332483007682,242,48,27,3,0,0
