X,Y,period,reason,average_cash_NAV_share,share_of_unused_cash_NAV_days,cash_currency_days,method
X1,0.1,2018–2021,NO_QUALIFYING_OPPORTUNITY,0.07191152900454904,0.08253322162303733,435276392.17720133,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2018–2021,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2018–2021,SOFT_RISK_BUDGET,0.24672834736438495,0.2831713586902368,1506732815.950487,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2018–2021,FAMILY_RISK_BUDGET,4.013898467055416e-05,4.6067713527951565e-05,245584.6555364996,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,NO_QUALIFYING_OPPORTUNITY,0.04667698561427636,0.05326395468600151,185418970.3311223,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,SINGLE_SECURITY_CAP,0.505391766518819,0.5767117091276623,1999842556.9132798,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,LIQUIDITY_CAP,0.09241351474576377,0.10545473742603857,361499531.8040115,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,SOFT_RISK_BUDGET,0.2310177865724358,0.26361858534178934,897156792.0593812,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2022–2023,FAMILY_RISK_BUDGET,0.000833404877958863,0.0009510134185082527,3349993.281582617,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,NO_QUALIFYING_OPPORTUNITY,0.12406585931529969,0.14295354908467692,291894717.3510512,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,SINGLE_SECURITY_CAP,0.45345111883015654,0.5224841639024106,1004508128.4929322,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,LIQUIDITY_CAP,0.10059632275335446,0.11591102856034671,227522661.44961303,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,SOFT_RISK_BUDGET,0.18927258113107173,0.21808729143076583,426109184.7654863,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2024,FAMILY_RISK_BUDGET,0.0004894530680287627,0.000563967021799904,1129866.1725607195,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,NO_QUALIFYING_OPPORTUNITY,0.03252409364011967,0.039574117731574425,82880401.7595129,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,SINGLE_SECURITY_CAP,0.33094430262891106,0.4026808230153077,846631607.178484,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,LIQUIDITY_CAP,0.19070530226253143,0.23204317904384,491729869.00481117,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,SOFT_RISK_BUDGET,0.2676789542736357,0.3257018802092777,681820359.4106288,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2025,FAMILY_RISK_BUDGET,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,NO_QUALIFYING_OPPORTUNITY,0.05075351188392612,0.05890993060719314,98752782.60964385,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,SINGLE_SECURITY_CAP,0.45537233198384985,0.5285536208598842,888910458.5786932,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,LIQUIDITY_CAP,0.07588227029361536,0.08807704356570632,147480916.47535604,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,SOFT_RISK_BUDGET,0.27953613416486467,0.32445940496721626,544140810.4260592,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,2026 YTD,FAMILY_RISK_BUDGET,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,NO_QUALIFYING_OPPORTUNITY,0.06585547564409784,0.07608207819575487,1094223264.2285314,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,SINGLE_SECURITY_CAP,0.4504152855894126,0.5203596305943344,7488731739.2914715,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,LIQUIDITY_CAP,0.10741681161462674,0.12409741454103587,1859529449.6381009,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,SOFT_RISK_BUDGET,0.24163172009705533,0.2791543640554744,4055959962.6120424,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.15,full,FAMILY_RISK_BUDGET,0.00026531259956456935,0.0003065126134002746,4725444.109679836,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,NO_QUALIFYING_OPPORTUNITY,0.07191152900454904,0.08253322162303733,435276392.17720133,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,SINGLE_SECURITY_CAP,0.38895508960743264,0.4464057023450005,2363526971.5154204,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,LIQUIDITY_CAP,0.13137985512630987,0.15078531704222758,817896850.8662529,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,SOFT_RISK_BUDGET,0.27901742206921065,0.32022969127620654,1705444452.6012037,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2018–2021,FAMILY_RISK_BUDGET,4.013898467055416e-05,4.6067713527951565e-05,245584.6555364996,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,NO_QUALIFYING_OPPORTUNITY,0.04667698561427636,0.05326395468600151,185418970.3311223,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,SINGLE_SECURITY_CAP,0.4359259614791089,0.49744301936184193,1727933318.0400553,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,LIQUIDITY_CAP,0.12792080307149042,0.1459727479940956,501590262.61745805,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,SOFT_RISK_BUDGET,0.2649763032864193,0.3023692645395528,1028975300.1191592,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2022–2023,FAMILY_RISK_BUDGET,0.000833404877958863,0.0009510134185082527,3349993.281582617,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,NO_QUALIFYING_OPPORTUNITY,0.12406585931529969,0.14295354908467692,291894717.3510512,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,SINGLE_SECURITY_CAP,0.38560613267291666,0.44431050990683313,851618491.6434716,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,LIQUIDITY_CAP,0.14825221070644123,0.17082201176936987,335422283.03760314,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,SOFT_RISK_BUDGET,0.20946167933522483,0.24134996221732,471099200.0269568,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2024,FAMILY_RISK_BUDGET,0.0004894530680287627,0.000563967021799904,1129866.1725607195,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,NO_QUALIFYING_OPPORTUNITY,0.03252409364011967,0.039574117731574425,82880401.7595129,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,SINGLE_SECURITY_CAP,0.24369701303923422,0.29652153851110974,621056424.6294045,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,LIQUIDITY_CAP,0.2525274972021049,0.30726614599364316,652438056.8404708,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,SOFT_RISK_BUDGET,0.29310404892373915,0.3566381977636726,746687354.1240485,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2025,FAMILY_RISK_BUDGET,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,NO_QUALIFYING_OPPORTUNITY,0.05075351188392612,0.05890993060719314,98752782.60964385,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,SINGLE_SECURITY_CAP,0.3858693582393291,0.44788106819698154,752973891.4935913,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,LIQUIDITY_CAP,0.11315930352877844,0.1313447379500425,220112362.2613855,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,SOFT_RISK_BUDGET,0.3117620746742224,0.3618642632457828,607445931.7251315,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,2026 YTD,FAMILY_RISK_BUDGET,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,NO_QUALIFYING_OPPORTUNITY,0.06585547564409784,0.07608207819575487,1094223264.2285314,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,SINGLE_SECURITY_CAP,0.38237750966720196,0.4417563658338772,6317109097.321943,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,LIQUIDITY_CAP,0.14496257556410647,0.16747360643373968,2527459815.6231704,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,SOFT_RISK_BUDGET,0.2721237320697863,0.314381436923228,4559652238.596499,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.2,full,FAMILY_RISK_BUDGET,0.00026531259956456935,0.0003065126134002746,4725444.109679836,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.3,2018–2021,NO_QUALIFYING_OPPORTUNITY,0.07191152900454904,0.08253322162303733,435276392.17720133,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.3,2018–2021,SINGLE_SECURITY_CAP,0.28879712756887327,0.3314539082075505,1749418353.1559944,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.3,2018–2021,LIQUIDITY_CAP,0.1898619283663483,0.2179054850946891,1174554239.2142768,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.3,2018–2021,GROSS_CAP,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
X1,0.3,2018–2021,CASH_EXHAUSTED,0.0,0.0,0.0,EXCLUSIVE_SIGNED_SNAPSHOT_WATERFALL; ORDER_DEPENDENT_NOT_SHAPLEY
