action_id,symbol,action_type,record_date,ex_date,share_credit_date,pay_date,announcement_date,source_url,source_type,evidence_grade
cninfo:distribution:9817f4fc40591c46e2710c0ae105fb26,603301.SH,cash_and_share_distribution,2020-06-05,2020-06-08,2020-06-09,2020-06-08,2020-06-02,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/2020-06-02/603301_20200602_2.pdf,SSE_ISSUER_IMPLEMENTATION_ANNOUNCEMENT,PRIMARY_OFFICIAL
