check,status,value
NAV_IDENTITY,PASS,1.1641532182693481e-10
CASH_NONNEGATIVE,PASS,232471.86860420034
NO_BORROW_MARGIN,PASS,0.0
INTEGER_SHARES,PASS,0.0
ORDER_TIME_AGG_RISK,PASS,0.9999829366147945
DETERMINISTIC_BYTE_REPEAT,PASS,1.0
