playbook,signals,status,fills,trades,net_return,maxdd,profit_factor,min_cash
P1_NATIVE,50453,BLOCKED_DATA: HELD_ACTION_MISSING cninfo distribution share_credit_date,,,,,,
P3B_NATIVE,7176,DIAGNOSTIC_ONLY_MISSING_NATIVE_WINNER_SHELL,930.0,928.0,-0.9947686030183001,-0.9961311168239654,0.4587467111824138,81.65862169997604
P4_NATIVE,237012,BLOCKED_DATA: HELD_ACTION_MISSING cninfo distribution share_credit_date,,,,,,
