baseline_block,trade_id,symbol,entry_signal_date,feature_available_at,candidate_count,vacancies_before_selection,selection_pressure,selected_rank,selected_rank_percentile,selected_rs_score,cutoff_rs_score,selected_margin_to_cutoff,selection_lineage_id,entry_year
EXTENDED_2018_2021,EXTENDED_2018_2021:300017.SZ-001,300017.SZ,2021-09-15,2021-09-15T15:30:00+08:00,1,9,0.111111111111,1,1,0.424853228963,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300020.SZ-001,300020.SZ,2019-08-19,2019-08-19T15:30:00+08:00,1,10,0.1,1,1,0.38,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300020.SZ-002,300020.SZ,2020-06-15,2020-06-15T15:30:00+08:00,1,8,0.125,1,1,0.591525423729,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300027.SZ-001,300027.SZ,2019-02-25,2019-02-25T15:30:00+08:00,4,5,0.8,1,1,0.291194968553,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300033.SZ-001,300033.SZ,2019-02-11,2019-02-11T15:30:00+08:00,3,10,0.3,2,0.5,0.735416666667,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300034.SZ-001,300034.SZ,2019-08-30,2019-08-30T15:30:00+08:00,2,3,0.666666666667,1,1,0.775490196078,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300036.SZ-001,300036.SZ,2019-12-10,2019-12-10T15:30:00+08:00,2,8,0.25,2,0,0.554022988506,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300037.SZ-001,300037.SZ,2019-02-14,2019-02-14T15:30:00+08:00,2,7,0.285714285714,1,1,0.770297029703,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300037.SZ-002,300037.SZ,2019-11-07,2019-11-07T15:30:00+08:00,2,4,0.5,2,0,0.494545454545,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300037.SZ-003,300037.SZ,2020-06-16,2020-06-16T15:30:00+08:00,5,7,0.714285714286,1,1,0.711447811448,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300041.SZ-001,300041.SZ,2019-11-20,2019-11-20T15:30:00+08:00,1,8,0.125,1,1,0.609268292683,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300042.SZ-001,300042.SZ,2021-04-16,2021-04-16T15:30:00+08:00,5,9,0.555555555556,2,0.75,0.728853754941,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300044.SZ-001,300044.SZ,2020-08-06,2020-08-06T15:30:00+08:00,1,9,0.111111111111,1,1,0.405376344086,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300044.SZ-002,300044.SZ,2020-08-27,2020-08-27T15:30:00+08:00,3,9,0.333333333333,3,0,0.375211864407,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300046.SZ-001,300046.SZ,2021-11-22,2021-11-22T15:30:00+08:00,2,3,0.666666666667,2,0,0.509850107066,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300048.SZ-001,300048.SZ,2021-11-04,2021-11-04T15:30:00+08:00,1,9,0.111111111111,1,1,0.700262467192,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300059.SZ-001,300059.SZ,2020-06-16,2020-06-16T15:30:00+08:00,5,7,0.714285714286,2,0.75,0.585185185185,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300059.SZ-002,300059.SZ,2021-09-08,2021-09-08T15:30:00+08:00,1,10,0.1,1,1,0.653537284895,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300059.SZ-003,300059.SZ,2021-12-14,2021-12-14T15:30:00+08:00,6,10,0.6,3,0.6,0.597802197802,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300065.SZ-001,300065.SZ,2021-07-19,2021-07-19T15:30:00+08:00,2,2,1,2,0,0.284855233853,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300066.SZ-001,300066.SZ,2020-02-20,2020-02-20T15:30:00+08:00,2,7,0.285714285714,2,0,0.440431266846,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300068.SZ-001,300068.SZ,2018-03-13,2018-03-13T15:30:00+08:00,1,8,0.125,1,1,0.3375,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300068.SZ-002,300068.SZ,2019-03-15,2019-03-15T15:30:00+08:00,1,1,1,1,1,0.439825581395,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300075.SZ-001,300075.SZ,2020-09-08,2020-09-08T15:30:00+08:00,1,2,0.5,1,1,0.366294227188,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300075.SZ-002,300075.SZ,2021-11-15,2021-11-15T15:30:00+08:00,1,8,0.125,1,1,0.555944055944,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300079.SZ-001,300079.SZ,2019-02-14,2019-02-14T15:30:00+08:00,2,7,0.285714285714,2,0,0.70495049505,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300085.SZ-001,300085.SZ,2021-04-27,2021-04-27T15:30:00+08:00,2,4,0.5,2,0,0.558823529412,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300088.SZ-001,300088.SZ,2020-06-16,2020-06-16T15:30:00+08:00,5,7,0.714285714286,3,0.5,0.432996632997,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300088.SZ-002,300088.SZ,2021-07-16,2021-07-16T15:30:00+08:00,1,3,0.333333333333,1,1,0.353571428571,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300094.SZ-001,300094.SZ,2021-08-12,2021-08-12T15:30:00+08:00,2,9,0.222222222222,2,0,0.287751004016,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300101.SZ-001,300101.SZ,2021-05-27,2021-05-27T15:30:00+08:00,3,5,0.6,2,0.5,0.49,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300102.SZ-001,300102.SZ,2021-05-12,2021-05-12T15:30:00+08:00,2,10,0.2,2,0,0.759615384615,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300107.SZ-001,300107.SZ,2019-02-25,2019-02-25T15:30:00+08:00,4,5,0.8,3,0.333333333333,0.220754716981,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300110.SZ-001,300110.SZ,2020-08-27,2020-08-27T15:30:00+08:00,3,9,0.333333333333,2,0.5,0.445762711864,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300115.SZ-001,300115.SZ,2020-02-18,2020-02-18T15:30:00+08:00,3,10,0.3,2,0.5,0.657777777778,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300119.SZ-001,300119.SZ,2021-04-29,2021-04-29T15:30:00+08:00,1,3,0.333333333333,1,1,0.814942528736,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300122.SZ-001,300122.SZ,2018-01-09,2018-01-09T15:30:00+08:00,1,10,0.1,1,1,0.910256410256,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300124.SZ-001,300124.SZ,2020-10-09,2020-10-09T15:30:00+08:00,3,10,0.3,1,1,0.877629063098,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300131.SZ-001,300131.SZ,2019-08-27,2019-08-27T15:30:00+08:00,1,6,0.166666666667,1,1,0.484895833333,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300136.SZ-001,300136.SZ,2019-12-30,2019-12-30T15:30:00+08:00,1,1,1,1,1,0.822707423581,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300137.SZ-001,300137.SZ,2018-05-18,2018-05-18T15:30:00+08:00,1,8,0.125,1,1,0.577844311377,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300141.SZ-001,300141.SZ,2021-07-14,2021-07-14T15:30:00+08:00,3,2,1.5,2,0.5,0.673707865169,0.391685393258,0.28202247191,L_CONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300142.SZ-001,300142.SZ,2019-02-25,2019-02-25T15:30:00+08:00,4,5,0.8,2,0.666666666667,0.232075471698,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300142.SZ-002,300142.SZ,2019-11-06,2019-11-06T15:30:00+08:00,1,5,0.2,1,1,0.689237668161,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300144.SZ-001,300144.SZ,2018-03-07,2018-03-07T15:30:00+08:00,1,10,0.1,1,1,0.516666666667,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300144.SZ-002,300144.SZ,2019-08-30,2019-08-30T15:30:00+08:00,2,3,0.666666666667,2,0,0.662745098039,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300146.SZ-001,300146.SZ,2020-04-27,2020-04-27T15:30:00+08:00,1,10,0.1,1,1,0.664983164983,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300151.SZ-001,300151.SZ,2021-04-28,2021-04-28T15:30:00+08:00,1,2,0.5,1,1,0.771984435798,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300158.SZ-001,300158.SZ,2018-03-09,2018-03-09T15:30:00+08:00,1,9,0.111111111111,1,1,0.443373493976,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300161.SZ-001,300161.SZ,2021-12-16,2021-12-16T15:30:00+08:00,1,4,0.25,1,1,0.580366972477,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300162.SZ-001,300162.SZ,2021-07-14,2021-07-14T15:30:00+08:00,3,2,1.5,1,1,0.713707865169,0.391685393258,0.32202247191,L_CONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300166.SZ-001,300166.SZ,2021-11-19,2021-11-19T15:30:00+08:00,2,5,0.4,2,0,0.473026315789,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300171.SZ-001,300171.SZ,2021-02-10,2021-02-10T15:30:00+08:00,1,10,0.1,1,1,0.686738351254,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300177.SZ-001,300177.SZ,2020-10-16,2020-10-16T15:30:00+08:00,1,6,0.166666666667,1,1,0.655838641189,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300184.SZ-001,300184.SZ,2021-10-15,2021-10-15T15:30:00+08:00,1,10,0.1,1,1,0.870975056689,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300188.SZ-001,300188.SZ,2018-08-29,2018-08-29T15:30:00+08:00,1,10,0.1,1,1,0.875862068966,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300194.SZ-001,300194.SZ,2020-09-02,2020-09-02T15:30:00+08:00,1,3,0.333333333333,1,1,0.391348088531,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300212.SZ-001,300212.SZ,2019-02-25,2019-02-25T15:30:00+08:00,4,5,0.8,4,0,0.203144654088,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300226.SZ-001,300226.SZ,2020-06-17,2020-06-17T15:30:00+08:00,1,2,0.5,1,1,0.454948805461,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300227.SZ-001,300227.SZ,2020-06-08,2020-06-08T15:30:00+08:00,1,10,0.1,1,1,0.5795221843,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300232.SZ-001,300232.SZ,2019-12-16,2019-12-16T15:30:00+08:00,1,3,0.333333333333,1,1,0.467204301075,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300241.SZ-001,300241.SZ,2021-06-30,2021-06-30T15:30:00+08:00,1,2,0.5,1,1,0.59522673031,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300251.SZ-001,300251.SZ,2019-11-14,2019-11-14T15:30:00+08:00,1,10,0.1,1,1,0.685784313725,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300251.SZ-002,300251.SZ,2021-11-24,2021-11-24T15:30:00+08:00,1,1,1,1,1,0.480824742268,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300271.SZ-001,300271.SZ,2019-02-11,2019-02-11T15:30:00+08:00,3,10,0.3,3,0,0.598958333333,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300271.SZ-002,300271.SZ,2019-10-28,2019-10-28T15:30:00+08:00,3,9,0.333333333333,1,1,0.556768558952,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300271.SZ-003,300271.SZ,2019-11-19,2019-11-19T15:30:00+08:00,2,10,0.2,2,0,0.635643564356,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300271.SZ-004,300271.SZ,2019-12-05,2019-12-05T15:30:00+08:00,1,10,0.1,1,1,0.707428571429,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300271.SZ-005,300271.SZ,2020-12-04,2020-12-04T15:30:00+08:00,4,10,0.4,4,0,0.607783018868,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300274.SZ-001,300274.SZ,2019-04-17,2019-04-17T15:30:00+08:00,2,9,0.222222222222,1,1,0.66439628483,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300284.SZ-001,300284.SZ,2020-08-10,2020-08-10T15:30:00+08:00,1,8,0.125,1,1,0.370535714286,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300285.SZ-001,300285.SZ,2020-12-21,2020-12-21T15:30:00+08:00,4,9,0.444444444444,2,0.666666666667,0.783707865169,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300287.SZ-001,300287.SZ,2021-04-26,2021-04-26T15:30:00+08:00,1,5,0.2,1,1,0.483984375,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300288.SZ-001,300288.SZ,2021-12-14,2021-12-14T15:30:00+08:00,6,10,0.6,2,0.8,0.610073260073,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300303.SZ-001,300303.SZ,2019-12-10,2019-12-10T15:30:00+08:00,2,8,0.25,1,1,0.613218390805,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300308.SZ-001,300308.SZ,2019-12-12,2019-12-12T15:30:00+08:00,2,6,0.333333333333,1,1,0.607222222222,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300308.SZ-002,300308.SZ,2020-12-21,2020-12-21T15:30:00+08:00,4,9,0.444444444444,4,0,0.560674157303,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300310.SZ-001,300310.SZ,2020-09-01,2020-09-01T15:30:00+08:00,1,4,0.25,1,1,0.317107942974,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300316.SZ-001,300316.SZ,2019-08-01,2019-08-01T15:30:00+08:00,3,9,0.333333333333,2,0.5,0.528901734104,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300323.SZ-001,300323.SZ,2021-11-22,2021-11-22T15:30:00+08:00,2,3,0.666666666667,1,1,0.524411134904,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300324.SZ-001,300324.SZ,2018-03-19,2018-03-19T15:30:00+08:00,1,7,0.142857142857,1,1,0.569523809524,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300327.SZ-001,300327.SZ,2020-11-09,2020-11-09T15:30:00+08:00,1,10,0.1,1,1,0.488043478261,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300347.SZ-001,300347.SZ,2020-12-04,2020-12-04T15:30:00+08:00,4,10,0.4,1,1,0.809669811321,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300348.SZ-001,300348.SZ,2021-04-16,2021-04-16T15:30:00+08:00,5,9,0.555555555556,5,0,0.522924901186,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300349.SZ-001,300349.SZ,2019-04-12,2019-04-12T15:30:00+08:00,1,10,0.1,1,1,0.579623824451,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300349.SZ-002,300349.SZ,2020-02-24,2020-02-24T15:30:00+08:00,2,3,0.666666666667,2,0,0.287080103359,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300353.SZ-001,300353.SZ,2021-11-17,2021-11-17T15:30:00+08:00,2,7,0.285714285714,1,1,0.651901565996,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300357.SZ-001,300357.SZ,2019-08-26,2019-08-26T15:30:00+08:00,1,7,0.142857142857,1,1,0.685789473684,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300357.SZ-002,300357.SZ,2020-07-31,2020-07-31T15:30:00+08:00,1,10,0.1,1,1,0.622384937238,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300377.SZ-001,300377.SZ,2019-10-28,2019-10-28T15:30:00+08:00,3,9,0.333333333333,2,0.5,0.554585152838,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300383.SZ-001,300383.SZ,2019-07-24,2019-07-24T15:30:00+08:00,1,10,0.1,1,1,0.6945,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300390.SZ-001,300390.SZ,2020-12-07,2020-12-07T15:30:00+08:00,2,6,0.333333333333,1,1,0.798564593301,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300390.SZ-002,300390.SZ,2021-05-28,2021-05-28T15:30:00+08:00,1,2,0.5,1,1,0.762925170068,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300393.SZ-001,300393.SZ,2020-06-16,2020-06-16T15:30:00+08:00,5,7,0.714285714286,4,0.25,0.431986531987,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300394.SZ-001,300394.SZ,2020-06-18,2020-06-18T15:30:00+08:00,2,1,2,1,1,0.636949152542,0.339661016949,0.297288135593,L_CONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300394.SZ-002,300394.SZ,2021-05-27,2021-05-27T15:30:00+08:00,3,5,0.6,3,0,0.320344827586,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300396.SZ-001,300396.SZ,2020-05-14,2020-05-14T15:30:00+08:00,1,9,0.111111111111,1,1,0.744027303754,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300398.SZ-001,300398.SZ,2019-08-01,2019-08-01T15:30:00+08:00,3,9,0.333333333333,3,0,0.52774566474,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300401.SZ-001,300401.SZ,2021-08-12,2021-08-12T15:30:00+08:00,2,9,0.222222222222,1,1,0.313453815261,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300406.SZ-001,300406.SZ,2020-12-25,2020-12-25T15:30:00+08:00,2,6,0.333333333333,2,0,0.698826979472,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-001,300408.SZ,2020-02-18,2020-02-18T15:30:00+08:00,3,10,0.3,3,0,0.563888888889,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-002,300408.SZ,2020-10-12,2020-10-12T15:30:00+08:00,1,7,0.142857142857,1,1,0.711302681992,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-003,300408.SZ,2020-12-04,2020-12-04T15:30:00+08:00,4,10,0.4,2,0.666666666667,0.799764150943,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300408.SZ-004,300408.SZ,2020-12-21,2020-12-21T15:30:00+08:00,4,9,0.444444444444,1,1,0.82106741573,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300409.SZ-001,300409.SZ,2020-10-28,2020-10-28T15:30:00+08:00,4,4,1,3,0.333333333333,0.514154786151,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300413.SZ-001,300413.SZ,2019-08-23,2019-08-23T15:30:00+08:00,1,8,0.125,1,1,0.358947368421,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300418.SZ-001,300418.SZ,2019-12-12,2019-12-12T15:30:00+08:00,2,6,0.333333333333,2,0,0.549444444444,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300422.SZ-001,300422.SZ,2019-04-24,2019-04-24T15:30:00+08:00,1,8,0.125,1,1,0.354140127389,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300429.SZ-001,300429.SZ,2020-11-10,2020-11-10T15:30:00+08:00,1,9,0.111111111111,1,1,0.520218579235,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300432.SZ-001,300432.SZ,2021-05-19,2021-05-19T15:30:00+08:00,1,8,0.125,1,1,0.488405797101,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300441.SZ-001,300441.SZ,2021-07-19,2021-07-19T15:30:00+08:00,2,2,1,1,1,0.384632516704,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300451.SZ-001,300451.SZ,2019-11-07,2019-11-07T15:30:00+08:00,2,4,0.5,1,1,0.642727272727,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300451.SZ-002,300451.SZ,2019-12-17,2019-12-17T15:30:00+08:00,2,2,1,2,0,0.592670157068,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300452.SZ-001,300452.SZ,2020-08-25,2020-08-25T15:30:00+08:00,1,10,0.1,1,1,0.656222222222,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300453.SZ-001,300453.SZ,2021-04-27,2021-04-27T15:30:00+08:00,2,4,0.5,1,1,0.747058823529,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300454.SZ-001,300454.SZ,2019-11-04,2019-11-04T15:30:00+08:00,1,6,0.166666666667,1,1,0.836818181818,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300457.SZ-001,300457.SZ,2019-07-02,2019-07-02T15:30:00+08:00,1,10,0.1,1,1,0.515311004785,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300458.SZ-001,300458.SZ,2019-09-02,2019-09-02T15:30:00+08:00,3,1,3,1,1,0.454589371981,0.435265700483,0.0193236714976,L_CONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300458.SZ-002,300458.SZ,2019-12-06,2019-12-06T15:30:00+08:00,1,9,0.111111111111,1,1,0.684795321637,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300458.SZ-003,300458.SZ,2020-02-18,2020-02-18T15:30:00+08:00,3,10,0.3,1,1,0.687777777778,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300458.SZ-004,300458.SZ,2021-03-31,2021-03-31T15:30:00+08:00,1,10,0.1,1,1,0.733941605839,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300468.SZ-001,300468.SZ,2021-11-26,2021-11-26T15:30:00+08:00,2,1,2,1,1,0.603193612774,0.311377245509,0.291816367265,L_CONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300474.SZ-001,300474.SZ,2019-08-28,2019-08-28T15:30:00+08:00,2,5,0.4,2,0,0.361111111111,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300476.SZ-001,300476.SZ,2020-12-04,2020-12-04T15:30:00+08:00,4,10,0.4,3,0.333333333333,0.673113207547,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300494.SZ-001,300494.SZ,2020-06-11,2020-06-11T15:30:00+08:00,1,9,0.111111111111,1,1,0.561904761905,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300496.SZ-001,300496.SZ,2019-01-14,2019-01-14T15:30:00+08:00,1,9,0.111111111111,1,1,0.615151515152,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300498.SZ-001,300498.SZ,2018-05-17,2018-05-17T15:30:00+08:00,1,9,0.111111111111,1,1,0.336257309942,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300498.SZ-002,300498.SZ,2018-09-26,2018-09-26T15:30:00+08:00,1,10,0.1,1,1,0.871604938272,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300498.SZ-003,300498.SZ,2018-12-05,2018-12-05T15:30:00+08:00,1,10,0.1,1,1,0.908196721311,,,L_UNCONTESTED,2018
EXTENDED_2018_2021,EXTENDED_2018_2021:300498.SZ-004,300498.SZ,2019-01-07,2019-01-07T15:30:00+08:00,1,10,0.1,1,1,0.688235294118,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300498.SZ-005,300498.SZ,2019-08-01,2019-08-01T15:30:00+08:00,3,9,0.333333333333,1,1,0.735838150289,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300502.SZ-001,300502.SZ,2019-12-17,2019-12-17T15:30:00+08:00,2,2,1,1,1,0.707329842932,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300503.SZ-001,300503.SZ,2020-10-26,2020-10-26T15:30:00+08:00,1,5,0.2,1,1,0.7033126294,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300520.SZ-001,300520.SZ,2020-10-09,2020-10-09T15:30:00+08:00,3,10,0.3,3,0,0.621797323136,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300529.SZ-001,300529.SZ,2020-08-28,2020-08-28T15:30:00+08:00,2,6,0.333333333333,2,0,0.583983572895,,,L_UNCONTESTED,2020
