baseline_block,trade_id,symbol,entry_signal_date,feature_available_at,candidate_count,vacancies_before_selection,selection_pressure,selected_rank,selected_rank_percentile,selected_rs_score,cutoff_rs_score,selected_margin_to_cutoff,selection_lineage_id,entry_year
EXTENDED_2018_2021,EXTENDED_2018_2021:300531.SZ-001,300531.SZ,2021-04-16,2021-04-16T15:30:00+08:00,5,9,0.555555555556,4,0.25,0.56442687747,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300531.SZ-002,300531.SZ,2021-12-14,2021-12-14T15:30:00+08:00,6,10,0.6,1,1,0.768131868132,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300538.SZ-001,300538.SZ,2021-08-25,2021-08-25T15:30:00+08:00,1,10,0.1,1,1,0.508187134503,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300541.SZ-001,300541.SZ,2021-04-20,2021-04-20T15:30:00+08:00,1,4,0.25,1,1,0.555384615385,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300558.SZ-001,300558.SZ,2020-02-20,2020-02-20T15:30:00+08:00,2,7,0.285714285714,1,1,0.511859838275,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300570.SZ-001,300570.SZ,2019-01-24,2019-01-24T15:30:00+08:00,1,8,0.125,1,1,0.712244897959,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300586.SZ-001,300586.SZ,2020-10-28,2020-10-28T15:30:00+08:00,4,4,1,4,0,0.475763747454,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300587.SZ-001,300587.SZ,2021-05-12,2021-05-12T15:30:00+08:00,2,10,0.2,1,1,0.778076923077,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300593.SZ-001,300593.SZ,2020-09-07,2020-09-07T15:30:00+08:00,1,2,0.5,1,1,0.496724470135,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300595.SZ-001,300595.SZ,2019-05-29,2019-05-29T15:30:00+08:00,1,10,0.1,1,1,0.822051282051,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300595.SZ-002,300595.SZ,2020-09-03,2020-09-03T15:30:00+08:00,1,2,0.5,1,1,0.551778656126,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300595.SZ-003,300595.SZ,2020-12-07,2020-12-07T15:30:00+08:00,2,6,0.333333333333,2,0,0.734688995215,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300601.SZ-001,300601.SZ,2020-06-23,2020-06-23T15:30:00+08:00,7,1,7,1,1,0.713961038961,0.599675324675,0.114285714286,L_CONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300602.SZ-001,300602.SZ,2019-11-08,2019-11-08T15:30:00+08:00,1,2,0.5,1,1,0.870183486239,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300602.SZ-002,300602.SZ,2019-11-19,2019-11-19T15:30:00+08:00,2,10,0.2,1,1,0.918811881188,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300623.SZ-001,300623.SZ,2021-05-25,2021-05-25T15:30:00+08:00,2,7,0.285714285714,2,0,0.410915492958,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300627.SZ-001,300627.SZ,2021-08-02,2021-08-02T15:30:00+08:00,1,10,0.1,1,1,0.632210526316,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300631.SZ-001,300631.SZ,2020-10-28,2020-10-28T15:30:00+08:00,4,4,1,1,1,0.689816700611,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300632.SZ-001,300632.SZ,2019-10-25,2019-10-25T15:30:00+08:00,1,10,0.1,1,1,0.719047619048,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300633.SZ-001,300633.SZ,2020-05-08,2020-05-08T15:30:00+08:00,1,10,0.1,1,1,0.707432432432,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300638.SZ-001,300638.SZ,2021-05-25,2021-05-25T15:30:00+08:00,2,7,0.285714285714,1,1,0.596830985915,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300655.SZ-001,300655.SZ,2021-05-27,2021-05-27T15:30:00+08:00,3,5,0.6,1,1,0.83275862069,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300661.SZ-001,300661.SZ,2021-11-11,2021-11-11T15:30:00+08:00,1,9,0.111111111111,1,1,0.741726618705,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300663.SZ-001,300663.SZ,2021-12-14,2021-12-14T15:30:00+08:00,6,10,0.6,4,0.4,0.582051282051,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300674.SZ-001,300674.SZ,2021-04-16,2021-04-16T15:30:00+08:00,5,9,0.555555555556,1,1,0.768774703557,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300674.SZ-002,300674.SZ,2021-11-23,2021-11-23T15:30:00+08:00,1,1,1,1,1,0.525887265136,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300679.SZ-001,300679.SZ,2020-02-24,2020-02-24T15:30:00+08:00,2,3,0.666666666667,1,1,0.372868217054,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300687.SZ-001,300687.SZ,2021-05-31,2021-05-31T15:30:00+08:00,2,1,2,1,1,0.539393939394,0.366666666667,0.172727272727,L_CONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300699.SZ-001,300699.SZ,2019-08-22,2019-08-22T15:30:00+08:00,1,9,0.111111111111,1,1,0.383957219251,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300699.SZ-002,300699.SZ,2019-12-13,2019-12-13T15:30:00+08:00,1,4,0.25,1,1,0.495555555556,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300702.SZ-001,300702.SZ,2020-02-21,2020-02-21T15:30:00+08:00,2,5,0.4,1,1,0.652242744063,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300702.SZ-002,300702.SZ,2020-08-28,2020-08-28T15:30:00+08:00,2,6,0.333333333333,1,1,0.839219712526,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300715.SZ-001,300715.SZ,2021-04-07,2021-04-07T15:30:00+08:00,1,9,0.111111111111,1,1,0.750957854406,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300725.SZ-001,300725.SZ,2020-08-27,2020-08-27T15:30:00+08:00,3,9,0.333333333333,1,1,0.63156779661,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300732.SZ-001,300732.SZ,2020-10-28,2020-10-28T15:30:00+08:00,4,4,1,2,0.666666666667,0.59266802444,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300745.SZ-001,300745.SZ,2019-04-17,2019-04-17T15:30:00+08:00,2,9,0.222222222222,2,0,0.268730650155,,,L_UNCONTESTED,2019
EXTENDED_2018_2021,EXTENDED_2018_2021:300750.SZ-001,300750.SZ,2020-10-09,2020-10-09T15:30:00+08:00,3,10,0.3,2,0.5,0.743594646272,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300750.SZ-002,300750.SZ,2020-12-15,2020-12-15T15:30:00+08:00,1,10,0.1,1,1,0.898927613941,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300767.SZ-001,300767.SZ,2021-01-07,2021-01-07T15:30:00+08:00,2,9,0.222222222222,2,0,0.744376899696,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300770.SZ-001,300770.SZ,2020-05-19,2020-05-19T15:30:00+08:00,1,8,0.125,1,1,0.669491525424,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300772.SZ-001,300772.SZ,2020-12-21,2020-12-21T15:30:00+08:00,4,9,0.444444444444,3,0.333333333333,0.763764044944,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300773.SZ-001,300773.SZ,2021-04-16,2021-04-16T15:30:00+08:00,5,9,0.555555555556,3,0.5,0.679446640316,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300777.SZ-001,300777.SZ,2020-02-21,2020-02-21T15:30:00+08:00,2,5,0.4,2,0,0.269656992084,,,L_UNCONTESTED,2020
EXTENDED_2018_2021,EXTENDED_2018_2021:300780.SZ-001,300780.SZ,2021-11-01,2021-11-01T15:30:00+08:00,1,10,0.1,1,1,0.710962566845,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300835.SZ-001,300835.SZ,2021-04-14,2021-04-14T15:30:00+08:00,1,10,0.1,1,1,0.856862745098,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300872.SZ-001,300872.SZ,2021-12-14,2021-12-14T15:30:00+08:00,6,10,0.6,6,0,0.384249084249,,,L_UNCONTESTED,2021
EXTENDED_2018_2021,EXTENDED_2018_2021:300873.SZ-001,300873.SZ,2021-11-19,2021-11-19T15:30:00+08:00,2,5,0.4,1,1,0.580263157895,,,L_UNCONTESTED,2021
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300001.SZ-001,300001.SZ,2022-12-15,2022-12-15T15:30:00+08:00,1,10,0.1,1,1,0.513784461153,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300009.SZ-001,300009.SZ,2022-07-04,2022-07-04T15:30:00+08:00,1,3,0.333333333333,1,1,0.610739856802,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300012.SZ-001,300012.SZ,2022-06-24,2022-06-24T15:30:00+08:00,2,8,0.25,1,1,0.622368421053,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300012.SZ-002,300012.SZ,2023-01-05,2023-01-05T15:30:00+08:00,2,10,0.2,1,1,0.645110410095,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300012.SZ-003,300012.SZ,2023-08-07,2023-08-07T15:30:00+08:00,2,9,0.222222222222,2,0,0.645731707317,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300015.SZ-001,300015.SZ,2022-06-08,2022-06-08T15:30:00+08:00,1,7,0.142857142857,1,1,0.735446685879,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300015.SZ-002,300015.SZ,2023-01-05,2023-01-05T15:30:00+08:00,2,10,0.2,2,0,0.539432176656,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300034.SZ-001,300034.SZ,2023-07-03,2023-07-03T15:30:00+08:00,2,8,0.25,2,0,0.481764705882,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300035.SZ-001,300035.SZ,2022-08-15,2022-08-15T15:30:00+08:00,3,8,0.375,3,0,0.426431718062,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300059.SZ-001,300059.SZ,2022-05-20,2022-05-20T15:30:00+08:00,1,10,0.1,1,1,0.685669781931,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300062.SZ-001,300062.SZ,2023-07-13,2023-07-13T15:30:00+08:00,1,10,0.1,1,1,0.658269230769,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300065.SZ-001,300065.SZ,2022-07-20,2022-07-20T15:30:00+08:00,3,6,0.5,3,0,0.494226327945,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300077.SZ-001,300077.SZ,2023-03-23,2023-03-23T15:30:00+08:00,3,8,0.375,3,0,0.571145374449,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300087.SZ-001,300087.SZ,2023-02-07,2023-02-07T15:30:00+08:00,12,2,6,2,0.909090909091,0.723287671233,0.715616438356,0.00767123287671,L_CONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300091.SZ-001,300091.SZ,2022-08-17,2022-08-17T15:30:00+08:00,7,5,1.4,3,0.666666666667,0.564175824176,0.424615384615,0.13956043956,L_CONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300096.SZ-001,300096.SZ,2023-11-06,2023-11-06T15:30:00+08:00,1,7,0.142857142857,1,1,0.579471544715,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300131.SZ-001,300131.SZ,2023-03-24,2023-03-24T15:30:00+08:00,2,5,0.4,1,1,0.463755458515,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300131.SZ-002,300131.SZ,2023-11-07,2023-11-07T15:30:00+08:00,4,6,0.666666666667,4,0,0.509696969697,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300146.SZ-001,300146.SZ,2022-06-28,2022-06-28T15:30:00+08:00,1,6,0.166666666667,1,1,0.465,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300153.SZ-001,300153.SZ,2022-08-17,2022-08-17T15:30:00+08:00,7,5,1.4,2,0.833333333333,0.592747252747,0.424615384615,0.168131868132,L_CONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300157.SZ-001,300157.SZ,2023-11-08,2023-11-08T15:30:00+08:00,6,2,3,2,0.8,0.618290258449,0.592842942346,0.0254473161034,L_CONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300161.SZ-001,300161.SZ,2023-03-23,2023-03-23T15:30:00+08:00,3,8,0.375,2,0.5,0.651101321586,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300170.SZ-001,300170.SZ,2023-01-20,2023-01-20T15:30:00+08:00,2,3,0.666666666667,2,0,0.540453074434,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300177.SZ-001,300177.SZ,2023-10-13,2023-10-13T15:30:00+08:00,2,9,0.222222222222,2,0,0.576818181818,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300183.SZ-001,300183.SZ,2023-04-19,2023-04-19T15:30:00+08:00,2,5,0.4,1,1,0.849896480331,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300184.SZ-001,300184.SZ,2022-06-30,2022-06-30T15:30:00+08:00,1,4,0.25,1,1,0.475120772947,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300198.SZ-001,300198.SZ,2022-08-01,2022-08-01T15:30:00+08:00,2,10,0.2,1,1,0.573493975904,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300226.SZ-001,300226.SZ,2023-03-22,2023-03-22T15:30:00+08:00,2,10,0.2,1,1,0.836748329621,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300229.SZ-001,300229.SZ,2022-06-24,2022-06-24T15:30:00+08:00,2,8,0.25,2,0,0.595263157895,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300229.SZ-002,300229.SZ,2023-01-30,2023-01-30T15:30:00+08:00,9,1,9,1,1,0.909119496855,0.768238993711,0.140880503145,L_CONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300251.SZ-001,300251.SZ,2022-08-17,2022-08-17T15:30:00+08:00,7,5,1.4,1,1,0.641538461538,0.424615384615,0.216923076923,L_CONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300268.SZ-001,300268.SZ,2022-07-11,2022-07-11T15:30:00+08:00,1,3,0.333333333333,1,1,0.881560283688,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300271.SZ-001,300271.SZ,2023-01-20,2023-01-20T15:30:00+08:00,2,3,0.666666666667,1,1,0.674110032362,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300275.SZ-001,300275.SZ,2023-06-19,2023-06-19T15:30:00+08:00,2,9,0.222222222222,1,1,0.884979423868,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300285.SZ-001,300285.SZ,2023-01-16,2023-01-16T15:30:00+08:00,2,5,0.4,2,0,0.641100323625,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300303.SZ-001,300303.SZ,2023-06-14,2023-06-14T15:30:00+08:00,1,10,0.1,1,1,0.726205450734,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300308.SZ-001,300308.SZ,2022-08-11,2022-08-11T15:30:00+08:00,1,10,0.1,1,1,0.427593818985,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300311.SZ-001,300311.SZ,2023-03-28,2023-03-28T15:30:00+08:00,1,2,0.5,1,1,0.759307359307,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300315.SZ-001,300315.SZ,2022-11-18,2022-11-18T15:30:00+08:00,2,10,0.2,1,1,0.748617511521,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300316.SZ-001,300316.SZ,2023-05-19,2023-05-19T15:30:00+08:00,1,10,0.1,1,1,0.539746300211,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300319.SZ-001,300319.SZ,2022-08-01,2022-08-01T15:30:00+08:00,2,10,0.2,2,0,0.551807228916,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300327.SZ-001,300327.SZ,2022-05-25,2022-05-25T15:30:00+08:00,1,9,0.111111111111,1,1,0.797597597598,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300352.SZ-001,300352.SZ,2023-11-22,2023-11-22T15:30:00+08:00,1,1,1,1,1,0.625091575092,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300355.SZ-001,300355.SZ,2023-11-07,2023-11-07T15:30:00+08:00,4,6,0.666666666667,2,0.666666666667,0.725252525253,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300357.SZ-001,300357.SZ,2023-01-13,2023-01-13T15:30:00+08:00,1,6,0.166666666667,1,1,0.76319218241,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300360.SZ-001,300360.SZ,2022-08-15,2022-08-15T15:30:00+08:00,3,8,0.375,1,1,0.736123348018,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300376.SZ-001,300376.SZ,2022-08-17,2022-08-17T15:30:00+08:00,7,5,1.4,5,0.333333333333,0.447912087912,0.424615384615,0.0232967032967,L_CONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300395.SZ-001,300395.SZ,2023-06-30,2023-06-30T15:30:00+08:00,2,10,0.2,2,0,0.516732283465,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300398.SZ-001,300398.SZ,2023-03-27,2023-03-27T15:30:00+08:00,1,3,0.333333333333,1,1,0.461304347826,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300408.SZ-001,300408.SZ,2023-01-09,2023-01-09T15:30:00+08:00,1,8,0.125,1,1,0.762939297125,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300411.SZ-001,300411.SZ,2022-07-14,2022-07-14T15:30:00+08:00,1,10,0.1,1,1,0.795305164319,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300423.SZ-001,300423.SZ,2023-07-14,2023-07-14T15:30:00+08:00,1,9,0.111111111111,1,1,0.705813953488,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300424.SZ-001,300424.SZ,2023-05-31,2023-05-31T15:30:00+08:00,1,10,0.1,1,1,0.666013071895,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300427.SZ-001,300427.SZ,2022-07-20,2022-07-20T15:30:00+08:00,3,6,0.5,1,1,0.760969976905,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300433.SZ-001,300433.SZ,2022-07-08,2022-07-08T15:30:00+08:00,1,3,0.333333333333,1,1,0.390070921986,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300456.SZ-001,300456.SZ,2023-06-30,2023-06-30T15:30:00+08:00,2,10,0.2,1,1,0.870669291339,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300473.SZ-001,300473.SZ,2023-11-07,2023-11-07T15:30:00+08:00,4,6,0.666666666667,3,0.333333333333,0.692525252525,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300507.SZ-001,300507.SZ,2023-11-07,2023-11-07T15:30:00+08:00,4,6,0.666666666667,1,1,0.88101010101,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300510.SZ-001,300510.SZ,2023-10-11,2023-10-11T15:30:00+08:00,1,10,0.1,1,1,0.814678899083,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300513.SZ-001,300513.SZ,2023-02-15,2023-02-15T15:30:00+08:00,5,1,5,1,1,0.717289719626,0.706542056075,0.0107476635514,L_CONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300532.SZ-001,300532.SZ,2022-08-15,2022-08-15T15:30:00+08:00,3,8,0.375,2,0.5,0.652202643172,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300537.SZ-001,300537.SZ,2023-01-12,2023-01-12T15:30:00+08:00,1,7,0.142857142857,1,1,0.898026315789,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300598.SZ-001,300598.SZ,2022-07-19,2022-07-19T15:30:00+08:00,2,8,0.25,1,1,0.532638888889,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300598.SZ-002,300598.SZ,2023-08-07,2023-08-07T15:30:00+08:00,2,9,0.222222222222,1,1,0.748983739837,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300601.SZ-001,300601.SZ,2023-10-30,2023-10-30T15:30:00+08:00,2,10,0.2,2,0,0.520869565217,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300611.SZ-001,300611.SZ,2023-11-23,2023-11-23T15:30:00+08:00,2,1,2,1,1,0.676513761468,0.483302752294,0.193211009174,L_CONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300629.SZ-001,300629.SZ,2023-07-05,2023-07-05T15:30:00+08:00,1,6,0.166666666667,1,1,0.650950570342,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300661.SZ-001,300661.SZ,2023-10-30,2023-10-30T15:30:00+08:00,2,10,0.2,1,1,0.630869565217,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300663.SZ-001,300663.SZ,2022-07-19,2022-07-19T15:30:00+08:00,2,8,0.25,2,0,0.330324074074,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300663.SZ-002,300663.SZ,2022-08-12,2022-08-12T15:30:00+08:00,1,9,0.111111111111,1,1,0.428381374723,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300676.SZ-001,300676.SZ,2022-11-18,2022-11-18T15:30:00+08:00,2,10,0.2,2,0,0.425576036866,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300722.SZ-001,300722.SZ,2022-07-20,2022-07-20T15:30:00+08:00,3,6,0.5,2,0.5,0.684295612009,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300730.SZ-001,300730.SZ,2023-03-23,2023-03-23T15:30:00+08:00,3,8,0.375,1,1,0.673348017621,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300740.SZ-001,300740.SZ,2022-07-18,2022-07-18T15:30:00+08:00,1,9,0.111111111111,1,1,0.588758782201,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300750.SZ-001,300750.SZ,2023-08-04,2023-08-04T15:30:00+08:00,1,10,0.1,1,1,0.561795407098,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300774.SZ-001,300774.SZ,2022-06-06,2022-06-06T15:30:00+08:00,1,8,0.125,1,1,0.76081871345,,,L_UNCONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300782.SZ-001,300782.SZ,2023-01-16,2023-01-16T15:30:00+08:00,2,5,0.4,1,1,0.920064724919,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300782.SZ-002,300782.SZ,2023-10-13,2023-10-13T15:30:00+08:00,2,9,0.222222222222,1,1,0.659545454545,,,L_UNCONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300792.SZ-001,300792.SZ,2023-02-07,2023-02-07T15:30:00+08:00,12,2,6,1,1,0.761643835616,0.715616438356,0.0460273972603,L_CONTESTED,2023
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300793.SZ-001,300793.SZ,2022-08-17,2022-08-17T15:30:00+08:00,7,5,1.4,4,0.5,0.525934065934,0.424615384615,0.101318681319,L_CONTESTED,2022
HOLDOUT_O0_2022_2023,HOLDOUT_O0_2022_2023:300809.SZ-001,300809.SZ,2023-03-24,2023-03-24T15:30:00+08:00,2,5,0.4,2,0,0.430786026201,,,L_UNCONTESTED,2023
