trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,feature_available_at,lineage_id,neighbor_lineage_id,base_repair_score,breakout_acceptance_score,assignment_margin
EXTENDED_2018_2021:300241.SZ-001,EXTENDED_2018_2021,300241.SZ,2021-06-30,2021-07-01,2021,2021-06-30T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.612021857923,0.781420765027,0.112021857923
EXTENDED_2018_2021:300251.SZ-001,EXTENDED_2018_2021,300251.SZ,2019-11-14,2019-11-15,2019,2019-11-14T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.736842105263,0.576023391813,0.0760233918129
EXTENDED_2018_2021:300251.SZ-002,EXTENDED_2018_2021,300251.SZ,2021-11-24,2021-11-25,2021,2021-11-24T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.825136612022,0.79781420765,0.29781420765
EXTENDED_2018_2021:300271.SZ-001,EXTENDED_2018_2021,300271.SZ,2019-02-11,2019-02-12,2019,2019-02-11T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.760233918129,0.12865497076,0.260233918129
EXTENDED_2018_2021:300271.SZ-002,EXTENDED_2018_2021,300271.SZ,2019-10-28,2019-10-29,2019,2019-10-28T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L01_BASE_LOW_ACCEPTANCE_HIGH,0.520467836257,0.479532163743,0.0204678362573
EXTENDED_2018_2021:300271.SZ-003,EXTENDED_2018_2021,300271.SZ,2019-11-19,2019-11-20,2019,2019-11-19T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.847953216374,0.444444444444,0.0555555555556
EXTENDED_2018_2021:300271.SZ-004,EXTENDED_2018_2021,300271.SZ,2019-12-05,2019-12-06,2019,2019-12-05T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.619883040936,0.59649122807,0.0964912280702
EXTENDED_2018_2021:300271.SZ-005,EXTENDED_2018_2021,300271.SZ,2020-12-04,2020-12-07,2020,2020-12-04T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.630769230769,0.589743589744,0.0897435897436
EXTENDED_2018_2021:300274.SZ-001,EXTENDED_2018_2021,300274.SZ,2019-04-17,2019-04-18,2019,2019-04-17T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L10_BASE_HIGH_ACCEPTANCE_LOW,0.894736842105,0.549707602339,0.0497076023392
EXTENDED_2018_2021:300284.SZ-001,EXTENDED_2018_2021,300284.SZ,2020-08-10,2020-08-11,2020,2020-08-10T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.430769230769,0.815384615385,0.0692307692308
EXTENDED_2018_2021:300285.SZ-001,EXTENDED_2018_2021,300285.SZ,2020-12-21,2020-12-22,2020,2020-12-21T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.261538461538,0.648717948718,0.148717948718
EXTENDED_2018_2021:300287.SZ-001,EXTENDED_2018_2021,300287.SZ,2021-04-26,2021-04-27,2021,2021-04-26T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.382513661202,0.551912568306,0.051912568306
EXTENDED_2018_2021:300288.SZ-001,EXTENDED_2018_2021,300288.SZ,2021-12-14,2021-12-15,2021,2021-12-14T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.355191256831,0.245901639344,0.144808743169
EXTENDED_2018_2021:300303.SZ-001,EXTENDED_2018_2021,300303.SZ,2019-12-10,2019-12-11,2019,2019-12-10T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.350877192982,0.836257309942,0.149122807018
EXTENDED_2018_2021:300308.SZ-001,EXTENDED_2018_2021,300308.SZ,2019-12-12,2019-12-13,2019,2019-12-12T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.672514619883,0.549707602339,0.0497076023392
EXTENDED_2018_2021:300308.SZ-002,EXTENDED_2018_2021,300308.SZ,2020-12-21,2020-12-22,2020,2020-12-21T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L10_BASE_HIGH_ACCEPTANCE_LOW,0.446153846154,0.517948717949,0.0179487179487
EXTENDED_2018_2021:300310.SZ-001,EXTENDED_2018_2021,300310.SZ,2020-09-01,2020-09-02,2020,2020-09-01T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L01_BASE_LOW_ACCEPTANCE_HIGH,0.251282051282,0.351282051282,0.148717948718
EXTENDED_2018_2021:300316.SZ-001,EXTENDED_2018_2021,300316.SZ,2019-08-01,2019-08-02,2019,2019-08-01T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.163742690058,0.327485380117,0.172514619883
EXTENDED_2018_2021:300323.SZ-001,EXTENDED_2018_2021,300323.SZ,2021-11-22,2021-11-23,2021,2021-11-22T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.142076502732,0.401639344262,0.0983606557377
EXTENDED_2018_2021:300324.SZ-001,EXTENDED_2018_2021,300324.SZ,2018-03-19,2018-03-20,2018,2018-03-19T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.939393939394,0.121212121212,0.378787878788
EXTENDED_2018_2021:300327.SZ-001,EXTENDED_2018_2021,300327.SZ,2020-11-09,2020-11-10,2020,2020-11-09T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.579487179487,0.651282051282,0.0794871794872
EXTENDED_2018_2021:300347.SZ-001,EXTENDED_2018_2021,300347.SZ,2020-12-04,2020-12-07,2020,2020-12-04T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.564102564103,0.846153846154,0.0641025641026
EXTENDED_2018_2021:300348.SZ-001,EXTENDED_2018_2021,300348.SZ,2021-04-16,2021-04-19,2021,2021-04-16T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.737704918033,0.262295081967,0.237704918033
EXTENDED_2018_2021:300349.SZ-001,EXTENDED_2018_2021,300349.SZ,2019-04-12,2019-04-15,2019,2019-04-12T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.321637426901,0.695906432749,0.178362573099
EXTENDED_2018_2021:300349.SZ-002,EXTENDED_2018_2021,300349.SZ,2020-02-24,2020-02-25,2020,2020-02-24T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.830769230769,0.687179487179,0.187179487179
EXTENDED_2018_2021:300353.SZ-001,EXTENDED_2018_2021,300353.SZ,2021-11-17,2021-11-18,2021,2021-11-17T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.688524590164,0.57650273224,0.0765027322404
EXTENDED_2018_2021:300357.SZ-001,EXTENDED_2018_2021,300357.SZ,2019-08-26,2019-08-27,2019,2019-08-26T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.777777777778,0.438596491228,0.0614035087719
EXTENDED_2018_2021:300357.SZ-002,EXTENDED_2018_2021,300357.SZ,2020-07-31,2020-08-03,2020,2020-07-31T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L00_BASE_LOW_ACCEPTANCE_LOW,0.323076923077,0.564102564103,0.0641025641026
EXTENDED_2018_2021:300377.SZ-001,EXTENDED_2018_2021,300377.SZ,2019-10-28,2019-10-29,2019,2019-10-28T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.707602339181,0.929824561404,0.207602339181
EXTENDED_2018_2021:300383.SZ-001,EXTENDED_2018_2021,300383.SZ,2019-07-24,2019-07-25,2019,2019-07-24T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.228070175439,0.707602339181,0.207602339181
EXTENDED_2018_2021:300390.SZ-001,EXTENDED_2018_2021,300390.SZ,2020-12-07,2020-12-08,2020,2020-12-07T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.738461538462,0.728205128205,0.228205128205
EXTENDED_2018_2021:300390.SZ-002,EXTENDED_2018_2021,300390.SZ,2021-05-28,2021-05-31,2021,2021-05-28T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.469945355191,0.83606557377,0.0300546448087
EXTENDED_2018_2021:300393.SZ-001,EXTENDED_2018_2021,300393.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.328205128205,0.6,0.1
EXTENDED_2018_2021:300394.SZ-001,EXTENDED_2018_2021,300394.SZ,2020-06-18,2020-06-19,2020,2020-06-18T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.210256410256,0.553846153846,0.0538461538462
EXTENDED_2018_2021:300394.SZ-002,EXTENDED_2018_2021,300394.SZ,2021-05-27,2021-05-28,2021,2021-05-27T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.590163934426,0.551912568306,0.051912568306
EXTENDED_2018_2021:300396.SZ-001,EXTENDED_2018_2021,300396.SZ,2020-05-14,2020-05-15,2020,2020-05-14T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.4,0.676923076923,0.1
EXTENDED_2018_2021:300398.SZ-001,EXTENDED_2018_2021,300398.SZ,2019-08-01,2019-08-02,2019,2019-08-01T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.649122807018,0.748538011696,0.149122807018
EXTENDED_2018_2021:300401.SZ-001,EXTENDED_2018_2021,300401.SZ,2021-08-12,2021-08-13,2021,2021-08-12T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.754098360656,0.633879781421,0.133879781421
EXTENDED_2018_2021:300406.SZ-001,EXTENDED_2018_2021,300406.SZ,2020-12-25,2020-12-28,2020,2020-12-25T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.712820512821,0.748717948718,0.212820512821
EXTENDED_2018_2021:300408.SZ-001,EXTENDED_2018_2021,300408.SZ,2020-02-18,2020-02-19,2020,2020-02-18T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.451282051282,0.348717948718,0.0487179487179
EXTENDED_2018_2021:300408.SZ-002,EXTENDED_2018_2021,300408.SZ,2020-10-12,2020-10-13,2020,2020-10-12T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.487179487179,0.861538461538,0.0128205128205
EXTENDED_2018_2021:300408.SZ-003,EXTENDED_2018_2021,300408.SZ,2020-12-04,2020-12-07,2020,2020-12-04T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.6,0.320512820513,0.1
EXTENDED_2018_2021:300408.SZ-004,EXTENDED_2018_2021,300408.SZ,2020-12-21,2020-12-22,2020,2020-12-21T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.461538461538,0.702564102564,0.0384615384615
EXTENDED_2018_2021:300409.SZ-001,EXTENDED_2018_2021,300409.SZ,2020-10-28,2020-10-29,2020,2020-10-28T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.717948717949,0.482051282051,0.0179487179487
EXTENDED_2018_2021:300413.SZ-001,EXTENDED_2018_2021,300413.SZ,2019-08-23,2019-08-26,2019,2019-08-23T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.298245614035,0.169590643275,0.201754385965
EXTENDED_2018_2021:300418.SZ-001,EXTENDED_2018_2021,300418.SZ,2019-12-12,2019-12-13,2019,2019-12-12T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.730994152047,0.122807017544,0.230994152047
EXTENDED_2018_2021:300422.SZ-001,EXTENDED_2018_2021,300422.SZ,2019-04-24,2019-04-25,2019,2019-04-24T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.602339181287,0.374269005848,0.102339181287
EXTENDED_2018_2021:300429.SZ-001,EXTENDED_2018_2021,300429.SZ,2020-11-10,2020-11-11,2020,2020-11-10T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.241025641026,0.312820512821,0.187179487179
EXTENDED_2018_2021:300432.SZ-001,EXTENDED_2018_2021,300432.SZ,2021-05-19,2021-05-20,2021,2021-05-19T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.655737704918,0.393442622951,0.106557377049
EXTENDED_2018_2021:300441.SZ-001,EXTENDED_2018_2021,300441.SZ,2021-07-19,2021-07-20,2021,2021-07-19T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.371584699454,0.568306010929,0.068306010929
EXTENDED_2018_2021:300451.SZ-001,EXTENDED_2018_2021,300451.SZ,2019-11-07,2019-11-08,2019,2019-11-07T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.491228070175,0.80701754386,0.00877192982456
EXTENDED_2018_2021:300451.SZ-002,EXTENDED_2018_2021,300451.SZ,2019-12-17,2019-12-18,2019,2019-12-17T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.286549707602,0.508771929825,0.00877192982456
EXTENDED_2018_2021:300452.SZ-001,EXTENDED_2018_2021,300452.SZ,2020-08-25,2020-08-26,2020,2020-08-25T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.451282051282,0.384615384615,0.0487179487179
EXTENDED_2018_2021:300453.SZ-001,EXTENDED_2018_2021,300453.SZ,2021-04-27,2021-04-28,2021,2021-04-27T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.469945355191,0.158469945355,0.0300546448087
EXTENDED_2018_2021:300454.SZ-001,EXTENDED_2018_2021,300454.SZ,2019-11-04,2019-11-05,2019,2019-11-04T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.941520467836,0.684210526316,0.184210526316
EXTENDED_2018_2021:300457.SZ-001,EXTENDED_2018_2021,300457.SZ,2019-07-02,2019-07-03,2019,2019-07-02T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.695906432749,0.239766081871,0.195906432749
EXTENDED_2018_2021:300458.SZ-001,EXTENDED_2018_2021,300458.SZ,2019-09-02,2019-09-03,2019,2019-09-02T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.625730994152,0.473684210526,0.0263157894737
EXTENDED_2018_2021:300458.SZ-002,EXTENDED_2018_2021,300458.SZ,2019-12-06,2019-12-09,2019,2019-12-06T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.33918128655,0.228070175439,0.16081871345
EXTENDED_2018_2021:300458.SZ-003,EXTENDED_2018_2021,300458.SZ,2020-02-18,2020-02-19,2020,2020-02-18T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.369230769231,0.625641025641,0.125641025641
EXTENDED_2018_2021:300458.SZ-004,EXTENDED_2018_2021,300458.SZ,2021-03-31,2021-04-01,2021,2021-03-31T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.551912568306,0.74043715847,0.051912568306
EXTENDED_2018_2021:300468.SZ-001,EXTENDED_2018_2021,300468.SZ,2021-11-26,2021-11-29,2021,2021-11-26T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.355191256831,0.48087431694,0.0191256830601
EXTENDED_2018_2021:300474.SZ-001,EXTENDED_2018_2021,300474.SZ,2019-08-28,2019-08-29,2019,2019-08-28T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.19298245614,0.614035087719,0.114035087719
EXTENDED_2018_2021:300476.SZ-001,EXTENDED_2018_2021,300476.SZ,2020-12-04,2020-12-07,2020,2020-12-04T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.738461538462,0.6,0.1
EXTENDED_2018_2021:300494.SZ-001,EXTENDED_2018_2021,300494.SZ,2020-06-11,2020-06-12,2020,2020-06-11T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.461538461538,0.682051282051,0.0384615384615
EXTENDED_2018_2021:300496.SZ-001,EXTENDED_2018_2021,300496.SZ,2019-01-14,2019-01-15,2019,2019-01-14T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.0701754385965,0.766081871345,0.266081871345
EXTENDED_2018_2021:300498.SZ-001,EXTENDED_2018_2021,300498.SZ,2018-05-17,2018-05-18,2018,2018-05-17T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.181818181818,0.454545454545,0.0454545454545
EXTENDED_2018_2021:300498.SZ-002,EXTENDED_2018_2021,300498.SZ,2018-09-26,2018-09-27,2018,2018-09-26T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.484848484848,0.69696969697,0.0151515151515
EXTENDED_2018_2021:300498.SZ-003,EXTENDED_2018_2021,300498.SZ,2018-12-05,2018-12-06,2018,2018-12-05T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.424242424242,0.69696969697,0.0757575757576
EXTENDED_2018_2021:300498.SZ-004,EXTENDED_2018_2021,300498.SZ,2019-01-07,2019-01-08,2019,2019-01-07T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.345029239766,0.859649122807,0.154970760234
EXTENDED_2018_2021:300498.SZ-005,EXTENDED_2018_2021,300498.SZ,2019-08-01,2019-08-02,2019,2019-08-01T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.72514619883,0.801169590643,0.22514619883
EXTENDED_2018_2021:300502.SZ-001,EXTENDED_2018_2021,300502.SZ,2019-12-17,2019-12-18,2019,2019-12-17T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.315789473684,0.602339181287,0.102339181287
EXTENDED_2018_2021:300503.SZ-001,EXTENDED_2018_2021,300503.SZ,2020-10-26,2020-10-27,2020,2020-10-26T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L10_BASE_HIGH_ACCEPTANCE_LOW,0.666666666667,0.523076923077,0.0230769230769
EXTENDED_2018_2021:300520.SZ-001,EXTENDED_2018_2021,300520.SZ,2020-10-09,2020-10-12,2020,2020-10-09T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.702564102564,0.379487179487,0.120512820513
EXTENDED_2018_2021:300529.SZ-001,EXTENDED_2018_2021,300529.SZ,2020-08-28,2020-08-31,2020,2020-08-28T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.0717948717949,0.453846153846,0.0461538461538
EXTENDED_2018_2021:300531.SZ-001,EXTENDED_2018_2021,300531.SZ,2021-04-16,2021-04-19,2021,2021-04-16T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.792349726776,0.562841530055,0.0628415300546
EXTENDED_2018_2021:300531.SZ-002,EXTENDED_2018_2021,300531.SZ,2021-12-14,2021-12-15,2021,2021-12-14T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.633879781421,0.393442622951,0.106557377049
EXTENDED_2018_2021:300538.SZ-001,EXTENDED_2018_2021,300538.SZ,2021-08-25,2021-08-26,2021,2021-08-25T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.551912568306,0.387978142077,0.051912568306
EXTENDED_2018_2021:300541.SZ-001,EXTENDED_2018_2021,300541.SZ,2021-04-20,2021-04-21,2021,2021-04-20T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.606557377049,0.530054644809,0.0300546448087
EXTENDED_2018_2021:300558.SZ-001,EXTENDED_2018_2021,300558.SZ,2020-02-20,2020-02-21,2020,2020-02-20T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.712820512821,0.894871794872,0.212820512821
EXTENDED_2018_2021:300570.SZ-001,EXTENDED_2018_2021,300570.SZ,2019-01-24,2019-01-25,2019,2019-01-24T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.619883040936,0.309941520468,0.119883040936
EXTENDED_2018_2021:300586.SZ-001,EXTENDED_2018_2021,300586.SZ,2020-10-28,2020-10-29,2020,2020-10-28T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.502564102564,0.271794871795,0.0025641025641
EXTENDED_2018_2021:300587.SZ-001,EXTENDED_2018_2021,300587.SZ,2021-05-12,2021-05-13,2021,2021-05-12T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.114754098361,0.125683060109,0.374316939891
EXTENDED_2018_2021:300593.SZ-001,EXTENDED_2018_2021,300593.SZ,2020-09-07,2020-09-08,2020,2020-09-07T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.702564102564,0.394871794872,0.105128205128
EXTENDED_2018_2021:300595.SZ-001,EXTENDED_2018_2021,300595.SZ,2019-05-29,2019-05-30,2019,2019-05-29T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.66081871345,0.228070175439,0.16081871345
EXTENDED_2018_2021:300595.SZ-002,EXTENDED_2018_2021,300595.SZ,2020-09-03,2020-09-04,2020,2020-09-03T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.184615384615,0.333333333333,0.166666666667
EXTENDED_2018_2021:300595.SZ-003,EXTENDED_2018_2021,300595.SZ,2020-12-07,2020-12-08,2020,2020-12-07T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.435897435897,0.610256410256,0.0641025641026
EXTENDED_2018_2021:300601.SZ-001,EXTENDED_2018_2021,300601.SZ,2020-06-23,2020-06-24,2020,2020-06-23T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.369230769231,0.420512820513,0.0794871794872
EXTENDED_2018_2021:300602.SZ-001,EXTENDED_2018_2021,300602.SZ,2019-11-08,2019-11-11,2019,2019-11-08T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.345029239766,0.263157894737,0.154970760234
EXTENDED_2018_2021:300602.SZ-002,EXTENDED_2018_2021,300602.SZ,2019-11-19,2019-11-20,2019,2019-11-19T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.333333333333,0.730994152047,0.166666666667
EXTENDED_2018_2021:300623.SZ-001,EXTENDED_2018_2021,300623.SZ,2021-05-25,2021-05-26,2021,2021-05-25T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.513661202186,0.409836065574,0.0136612021858
EXTENDED_2018_2021:300627.SZ-001,EXTENDED_2018_2021,300627.SZ,2021-08-02,2021-08-03,2021,2021-08-02T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L10_BASE_HIGH_ACCEPTANCE_LOW,0.420765027322,0.584699453552,0.0792349726776
EXTENDED_2018_2021:300631.SZ-001,EXTENDED_2018_2021,300631.SZ,2020-10-28,2020-10-29,2020,2020-10-28T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.630769230769,0.758974358974,0.130769230769
EXTENDED_2018_2021:300632.SZ-001,EXTENDED_2018_2021,300632.SZ,2019-10-25,2019-10-28,2019,2019-10-25T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.719298245614,0.573099415205,0.0730994152047
EXTENDED_2018_2021:300633.SZ-001,EXTENDED_2018_2021,300633.SZ,2020-05-08,2020-05-11,2020,2020-05-08T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.666666666667,0.0717948717949,0.166666666667
EXTENDED_2018_2021:300638.SZ-001,EXTENDED_2018_2021,300638.SZ,2021-05-25,2021-05-26,2021,2021-05-25T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.355191256831,0.754098360656,0.144808743169
